strategy_name,Strategy,Ticker,Timeframe,Entry_Signal,TakeProfit_Pct,StopLoss_Pct,MaxDays,MomentumExitThreshold,TrendExitThreshold,TrailingStop_Pct,MinDays,Confidence,SampleSize,StatisticalValidity
RJF_RJF_SMA_68_77,RJF_SMA_68_77,RJF,D,STATISTICAL_DIVERGENCE,15.0,8.0,443,0.02,0.015,2.9,21,0.9,112,HIGH
HWM_HWM_SMA_7_9,HWM_SMA_7_9,HWM,D,STATISTICAL_DIVERGENCE,15.0,8.0,438,0.02,0.015,3.73,21,0.9,156,HIGH
DOV_DOV_SMA_45_86,DOV_SMA_45_86,DOV,D,STATISTICAL_DIVERGENCE,16.12,8.6,180,0.02,0.015,2.92,20,0.9,100,LOW
