strategy_name,Strategy,Ticker,Timeframe,Entry_Signal,TakeProfit_Pct,StopLoss_Pct,MaxDays,MomentumExitThreshold,TrendExitThreshold,TrailingStop_Pct,MinDays,Confidence,SampleSize,StatisticalValidity
SMCI_SMCI_ASSET_DISTRIBUTION,SMCI_ASSET_DISTRIBUTION,SMCI,D,STATISTICAL_DIVERGENCE,15.0,8.0,30,0.03571180555555555,0.015,7.94,5,0.9,344,HIGH
NVDA_NVDA_ASSET_DISTRIBUTION,NVDA_ASSET_DISTRIBUTION,NVDA,D,STATISTICAL_DIVERGENCE,15.0,8.0,30,0.03571180555555555,0.015,3.72,5,0.9,344,HIGH
MA_MA_ASSET_DISTRIBUTION,MA_ASSET_DISTRIBUTION,MA,D,STATISTICAL_DIVERGENCE,15.0,8.0,30,0.03571180555555555,0.015,3.27,5,0.9,344,HIGH
