strategy_name,Strategy,Ticker,Timeframe,Entry_Signal,TakeProfit_Pct,StopLoss_Pct,MaxDays,MomentumExitThreshold,TrendExitThreshold,TrailingStop_Pct,MinDays,Confidence,SampleSize,StatisticalValidity
TSLA_TSLA_ASSET_DISTRIBUTION,TSLA_ASSET_DISTRIBUTION,TSLA,D,STATISTICAL_DIVERGENCE,15.0,8.0,30,0.03571180555555555,0.015,8.57,5,0.9,3789,HIGH
FANG_FANG_ASSET_DISTRIBUTION,FANG_ASSET_DISTRIBUTION,FANG,D,STATISTICAL_DIVERGENCE,15.0,8.0,30,0.03571180555555555,0.015,5.35,5,0.9,3210,HIGH
EXR_EXR_ASSET_DISTRIBUTION,EXR_ASSET_DISTRIBUTION,EXR,D,STATISTICAL_DIVERGENCE,15.0,8.0,30,0.03571180555555555,0.015,3.22,5,0.9,5267,HIGH
FRT_FRT_ASSET_DISTRIBUTION,FRT_ASSET_DISTRIBUTION,FRT,D,STATISTICAL_DIVERGENCE,15.0,8.0,30,0.03571180555555555,0.015,2.82,5,0.9,13166,HIGH
TFC_TFC_ASSET_DISTRIBUTION,TFC_ASSET_DISTRIBUTION,TFC,D,STATISTICAL_DIVERGENCE,15.0,8.0,30,0.03571180555555555,0.015,3.03,5,0.9,11429,HIGH
PKG_PKG_ASSET_DISTRIBUTION,PKG_ASSET_DISTRIBUTION,PKG,D,STATISTICAL_DIVERGENCE,15.0,8.0,30,0.03571180555555555,0.015,2.97,5,0.9,6408,HIGH
HBI_HBI_ASSET_DISTRIBUTION,HBI_ASSET_DISTRIBUTION,HBI,D,STATISTICAL_DIVERGENCE,15.0,8.0,30,0.03571180555555555,0.015,5.98,5,0.9,4748,HIGH
