Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period
Least Avg Winning Trade [%],SHW,EMA,44,50,0,true,false,1,77,1.1549470144097584,47.368421052631575,2.865430192351628,6.000854521209554,0.7534179836244254,-0.9823957157429126,102 days 15:47:22.105263157,0.004608399163596727,0.14201651150535746,0.28218865273142457,0.852220425153333,0,11386,11387 days 00:00:00,1000.0,23433.20045241791,2243.320045241791,127430.34664068448,100.0,882.0725961925419,58.66742244285156,3682 days 00:00:00,76,-23.433200452414894,122.27609565905387,-16.65161113799307,19.693237369665745,-6.322290042401016,175 days 02:40:00,37 days 10:48:00,295.4820217482937,0.5224610416727807,0.1813463092306509,1.0978063395026252,-0.33302172836442595,14.497951653590768,1.0651867979922935,0.5014504219409284,-0.020567654087160967,None,None,0.00036791273538851026,0.09271400931790458,22.433200452417847,0.07229691857072429,0.21356870385784488,7803,7802,16491.626984126982
Most Profit Factor,SHW,EMA,32,75,0,true,false,1,73,1.1529397451682608,45.83333333333333,3.0102222899868325,6.503979813476478,0.7562133742614463,-0.9815938591454841,110 days 16:39:59.999999999,0.004365851839196899,0.13463903038819605,0.26743369049710175,0.8756895357508733,0,11386,11387 days 00:00:00,1000.0,24455.009094082183,2345.5009094082184,127430.34664068448,100.0,826.4817146536307,62.256378237463196,3642 days 00:00:00,72,-24.455009094079287,130.80642941177118,-16.917886201581954,21.90542725473541,-6.528014175281078,198 days 16:43:38.181818182,36 days 05:32:18.461538462,326.10366809967024,0.5247006276448356,0.1733250585892426,1.0971668200757303,-0.3262607165408276,13.981800818931081,1.058264193875719,0.5192795196797866,-0.020832903908760612,None,None,0.0003737805929795934,0.09419270943085754,23.455009094081966,0.07331024248325768,0.216048804546936,7971,7970,16491.626984126982
Most Expectancy,SHW,EMA,33,73,0,true,false,1,73,1.1526309381952689,45.83333333333333,2.9901042916475205,6.52064919344006,0.7591277134154385,-0.9813040993193113,110 days 10:59:59.999999998,0.004365851839196899,0.13463903038819605,0.26743369049710175,0.8779338849063423,0,11386,11387 days 00:00:00,1000.0,24824.251044999644,2382.4251044999646,127430.34664068448,100.0,849.3187367068523,62.79579234390403,3650 days 00:00:00,72,-24.824251044996345,130.80642941177115,-18.53728270050335,21.87392760758591,-6.470586387760269,198 days 12:21:49.090909090,35 days 22:46:09.230769231,331.23715688950904,0.5267296711923859,0.17268390699714917,1.0976865468508548,-0.3274665466904473,14.025222926211725,1.0595135216512508,0.5172551632245169,-0.02082715142767108,None,None,0.00037497212228396827,0.09449297481556,23.82425104499968,0.07366626174362145,0.21590261383353787,7954,7953,16491.626984126982
Most Win Rate [%],SHW,EMA,40,61,0,true,false,1,72,1.150547660421355,47.88732394366197,2.7561371399455816,6.446416720302291,0.7382415895680798,-0.9836500088067416,111 days 07:05:54.929577464,0.004305215008096943,0.13279466010890567,0.263744949938521,0.8560497172929091,0,11386,11387 days 00:00:00,1000.0,21834.85045329061,2083.4850453290614,127430.34664068448,100.0,821.8052656736604,61.21838176165228,3681 days 00:00:00,71,-21.8348504532878,130.80642941177118,-16.65161113799309,20.854910408828793,-6.79382072320855,187 days 19:03:31.764705882,41 days 00:00:00,293.75613103864646,0.5126824157025616,0.16970165374461516,1.0951857805676999,-0.3388225646392271,14.276788696795979,1.0610589839776914,0.5110138004246284,-0.02070860835348359,None,None,0.00036241022795844,0.09132737744552688,20.8348504532906,0.07062175397581671,0.21438713793007272,7903,7902,16491.626984126982
Most Avg Losing Trade Duration,SHW,EMA,40,61,0,true,false,1,72,1.150547660421355,47.88732394366197,2.7561371399455816,6.446416720302291,0.7382415895680798,-0.9836500088067416,111 days 07:05:54.929577464,0.004305215008096943,0.13279466010890567,0.263744949938521,0.8560497172929091,0,11386,11387 days 00:00:00,1000.0,21834.85045329061,2083.4850453290614,127430.34664068448,100.0,821.8052656736604,61.21838176165228,3681 days 00:00:00,71,-21.8348504532878,130.80642941177118,-16.65161113799309,20.854910408828793,-6.79382072320855,187 days 19:03:31.764705882,41 days 00:00:00,293.75613103864646,0.5126824157025616,0.16970165374461516,1.0951857805676999,-0.3388225646392271,14.276788696795979,1.0610589839776914,0.5110138004246284,-0.02070860835348359,None,None,0.00036241022795844,0.09132737744552688,20.8348504532906,0.07062175397581671,0.21438713793007272,7903,7902,16491.626984126982
Least Total Trades,SHW,EMA,31,82,0,true,false,1,71,1.1500746233284709,47.14285714285714,2.873280161434078,6.5552157857332345,0.7359463462639539,-0.9834443295195918,114 days 10:58:17.142857142,0.004244578176996985,0.13095028982961532,0.2600562093799403,0.8584074070374366,0,11386,11387 days 00:00:00,1000.0,22096.948281873567,2109.6948281873565,127430.34664068448,100.0,808.5070005648066,57.660978404251686,3613 days 00:00:00,70,-22.096948281872756,136.78853617647414,-16.91788620158196,21.378646387448352,-6.665681777958625,202 days 02:10:54.545454546,36 days 07:08:06.486486486,301.7006461450777,0.5111743814158625,0.1809037927446742,1.0943461389893976,-0.32655833896382763,13.80185921241086,1.05627218787593,0.5227333511634127,-0.0209204427088265,None,None,0.00036564106159788173,0.09214154752266619,21.096948281873427,0.07090450501646295,0.21693647733657365,8013,8012,16491.626984126982
Least Max Drawdown [%],SHW,EMA,41,54,0,true,false,1,79,1.1392666232990944,46.15384615384615,2.8009612023686765,5.974474120102176,0.7572345542109347,-0.9820093023567211,100 days 03:04:36.923076923,0.004729672825796641,0.14570525206393817,0.289566133848586,0.8705122576189628,0,11386,11387 days 00:00:00,1000.0,23925.608369907775,2292.5608369907773,127430.34664068448,100.0,960.6207776171441,56.79069304494556,3650 days 00:00:00,78,-23.925608369903784,135.59220245098095,-16.65161113799309,20.099016913364277,-6.1322768455510515,177 days 05:20:00,34 days 01:08:34.285714286,294.2247945933036,0.5248527643460777,0.18863821810748418,1.09818532960954,-0.3290395517000001,14.45087169642424,1.0655973720869922,0.5024409552711439,-0.020588017607240133,None,None,0.00036987078780799425,0.09320743852761455,22.92560836990764,0.07279051967170957,0.21372692925005368,7811,7810,16491.626984126982
Most Calmar Ratio,SHW,EMA,41,54,0,true,false,1,79,1.1392666232990944,46.15384615384615,2.8009612023686765,5.974474120102176,0.7572345542109347,-0.9820093023567211,100 days 03:04:36.923076923,0.004729672825796641,0.14570525206393817,0.289566133848586,0.8705122576189628,0,11386,11387 days 00:00:00,1000.0,23925.608369907775,2292.5608369907773,127430.34664068448,100.0,960.6207776171441,56.79069304494556,3650 days 00:00:00,78,-23.925608369903784,135.59220245098095,-16.65161113799309,20.099016913364277,-6.1322768455510515,177 days 05:20:00,34 days 01:08:34.285714286,294.2247945933036,0.5248527643460777,0.18863821810748418,1.09818532960954,-0.3290395517000001,14.45087169642424,1.0655973720869922,0.5024409552711439,-0.020588017607240133,None,None,0.00036987078780799425,0.09320743852761455,22.92560836990764,0.07279051967170957,0.21372692925005368,7811,7810,16491.626984126982
Least Avg Winning Trade Duration,SHW,EMA,43,51,0,true,false,1,78,1.1388970055329002,46.75324675324675,2.8213795013708,5.883150927012954,0.7469958700712751,-0.9830342150120167,101 days 07:10:07.792207791,0.004669035994696684,0.14386088178464781,0.2858773932900053,0.8463552800322518,0,11386,11387 days 00:00:00,1000.0,22619.55862050026,2161.9558620500256,127430.34664068448,100.0,859.8081370878533,58.66742244285157,3714 days 00:00:00,77,-22.619558620499447,122.27609565905384,-16.651611137993076,19.795448107960055,-6.33252464650157,173 days 09:20:00,38 days 00:00:00,281.06724907949035,0.5180918375808442,0.17921128846667797,1.0969753198915273,-0.3329724127819622,14.50740010984433,1.065229125419529,0.5010545742156605,-0.020567654087160974,None,None,0.00036478158877778125,0.09192496037200087,21.619558620500253,0.07145863825306531,0.2135368652968339,7801,7800,16491.626984126982
Least Best Trade [%],SHW,EMA,41,53,0,true,false,1,78,1.1347783245331018,45.45454545454545,2.935911034224859,5.9296488677894335,0.7577464938608485,-0.9819462206435207,101 days 08:43:38.181818181,0.004669035994696684,0.14386088178464781,0.2858773932900053,0.8530445147935265,0,11386,11387 days 00:00:00,1000.0,24005.99361570603,2300.599361570603,127430.34664068448,100.0,875.9231632968359,58.00982063108611,3681 days 00:00:00,77,-24.005993615704938,114.98508388041351,-16.651611137993083,20.45093500456141,-6.171422912853878,176 days 04:48:00,39 days 00:00:00,299.09090401716537,0.5254762933910392,0.18487902464973305,1.0983761885106735,-0.33423378156567835,14.49631501607018,1.064619946310584,0.5022427440633246,-0.020567654087160867,None,None,0.0003700338136790209,0.09324852104711326,23.005993615705766,0.07287015523722196,0.21356741277087304,7806,7805,16491.626984126982
