Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period
Most Win Rate [%],GOOGL,SMA,22,37,0,true,false,1,73,1.5449407283344618,65.27777777777779,2.2226994194562977,4.672331370941797,1.331705684468013,-0.7435609443326795,44 days 13:00:00,0.009530212622909488,0.29390337423312884,0.5837806748466258,1.3732139554550948,0,5216,5217 days 00:00:00,1000.0,17035.693518534557,1603.5693518534558,6253.2181288866295,100.0,1085.260217764198,37.79715517292121,845 days 00:00:00,72,-17.035693518533662,54.150974432276385,-14.867039486157879,10.66178975419412,-6.587850389572575,58 days 07:39:34.468085107,18 days 15:21:36,222.95457238962638,0.8621120759799425,0.5804978038800408,1.1881501081882149,1.387335503730745,22.488035087723354,1.1137151723324517,0.48000000000000004,-0.019770365163899285,None,None,0.000644394844630061,0.1623875008467754,16.035693518534536,0.14677743858953463,0.2266913931103051,3208,3207,7554.920634920635
Mean Worst Trade [%],GOOGL,SMA,22,37,0,true,false,1,73,1.5449407283344618,65.27777777777779,2.2226994194562977,4.672331370941797,1.331705684468013,-0.7435609443326795,44 days 13:00:00,0.009530212622909488,0.29390337423312884,0.5837806748466258,1.3732139554550948,0,5216,5217 days 00:00:00,1000.0,17035.693518534557,1603.5693518534558,6253.2181288866295,100.0,1085.260217764198,37.79715517292121,845 days 00:00:00,72,-17.035693518533662,54.150974432276385,-14.867039486157879,10.66178975419412,-6.587850389572575,58 days 07:39:34.468085107,18 days 15:21:36,222.95457238962638,0.8621120759799425,0.5804978038800408,1.1881501081882149,1.387335503730745,22.488035087723354,1.1137151723324517,0.48000000000000004,-0.019770365163899285,None,None,0.000644394844630061,0.1623875008467754,16.035693518534536,0.14677743858953463,0.2266913931103051,3208,3207,7554.920634920635
Most Total Return [%],GOOGL,SMA,22,38,0,true,false,1,68,1.4459275003796797,61.19402985074627,2.2395458061404505,5.145347644688266,1.368125419197417,-0.719223971248446,47 days 21:08:03.582089551,0.008868392301874107,0.2737730061349693,0.5435199386503068,1.4086572922957905,0,5216,5217 days 00:00:00,1000.0,18557.53753146011,1755.7537531460114,6253.2181288866295,100.0,1117.6652318251624,40.37993364505535,856 days 00:00:00,67,-18.557537531458365,52.52573444383014,-14.867039486157882,12.205906586560497,-5.988610686725634,65 days 07:36:35.121951219,20 days 09:13:50.769230769,262.329777149128,0.8836730567180798,0.5615004295238966,1.1932401431979027,1.3915358273589813,22.41400751996892,1.119766505014015,0.47874149659863946,-0.01977036516389923,None,None,0.0006609243916665856,0.16655294669997955,17.557537531460138,0.15152700787267714,0.22683333033360942,3209,3208,7554.920634920635
Median Total Fees Paid,GOOGL,SMA,22,38,0,true,false,1,68,1.4459275003796797,61.19402985074627,2.2395458061404505,5.145347644688266,1.368125419197417,-0.719223971248446,47 days 21:08:03.582089551,0.008868392301874107,0.2737730061349693,0.5435199386503068,1.4086572922957905,0,5216,5217 days 00:00:00,1000.0,18557.53753146011,1755.7537531460114,6253.2181288866295,100.0,1117.6652318251624,40.37993364505535,856 days 00:00:00,67,-18.557537531458365,52.52573444383014,-14.867039486157882,12.205906586560497,-5.988610686725634,65 days 07:36:35.121951219,20 days 09:13:50.769230769,262.329777149128,0.8836730567180798,0.5615004295238966,1.1932401431979027,1.3915358273589813,22.41400751996892,1.119766505014015,0.47874149659863946,-0.01977036516389923,None,None,0.0006609243916665856,0.16655294669997955,17.557537531460138,0.15152700787267714,0.22683333033360942,3209,3208,7554.920634920635
Most Expectancy,GOOGL,SMA,22,38,0,true,false,1,68,1.4459275003796797,61.19402985074627,2.2395458061404505,5.145347644688266,1.368125419197417,-0.719223971248446,47 days 21:08:03.582089551,0.008868392301874107,0.2737730061349693,0.5435199386503068,1.4086572922957905,0,5216,5217 days 00:00:00,1000.0,18557.53753146011,1755.7537531460114,6253.2181288866295,100.0,1117.6652318251624,40.37993364505535,856 days 00:00:00,67,-18.557537531458365,52.52573444383014,-14.867039486157882,12.205906586560497,-5.988610686725634,65 days 07:36:35.121951219,20 days 09:13:50.769230769,262.329777149128,0.8836730567180798,0.5615004295238966,1.1932401431979027,1.3915358273589813,22.41400751996892,1.119766505014015,0.47874149659863946,-0.01977036516389923,None,None,0.0006609243916665856,0.16655294669997955,17.557537531460138,0.15152700787267714,0.22683333033360942,3209,3208,7554.920634920635
Most Sharpe Ratio,GOOGL,SMA,22,38,0,true,false,1,68,1.4459275003796797,61.19402985074627,2.2395458061404505,5.145347644688266,1.368125419197417,-0.719223971248446,47 days 21:08:03.582089551,0.008868392301874107,0.2737730061349693,0.5435199386503068,1.4086572922957905,0,5216,5217 days 00:00:00,1000.0,18557.53753146011,1755.7537531460114,6253.2181288866295,100.0,1117.6652318251624,40.37993364505535,856 days 00:00:00,67,-18.557537531458365,52.52573444383014,-14.867039486157882,12.205906586560497,-5.988610686725634,65 days 07:36:35.121951219,20 days 09:13:50.769230769,262.329777149128,0.8836730567180798,0.5615004295238966,1.1932401431979027,1.3915358273589813,22.41400751996892,1.119766505014015,0.47874149659863946,-0.01977036516389923,None,None,0.0006609243916665856,0.16655294669997955,17.557537531460138,0.15152700787267714,0.22683333033360942,3209,3208,7554.920634920635
Most Omega Ratio,GOOGL,SMA,22,38,0,true,false,1,68,1.4459275003796797,61.19402985074627,2.2395458061404505,5.145347644688266,1.368125419197417,-0.719223971248446,47 days 21:08:03.582089551,0.008868392301874107,0.2737730061349693,0.5435199386503068,1.4086572922957905,0,5216,5217 days 00:00:00,1000.0,18557.53753146011,1755.7537531460114,6253.2181288866295,100.0,1117.6652318251624,40.37993364505535,856 days 00:00:00,67,-18.557537531458365,52.52573444383014,-14.867039486157882,12.205906586560497,-5.988610686725634,65 days 07:36:35.121951219,20 days 09:13:50.769230769,262.329777149128,0.8836730567180798,0.5615004295238966,1.1932401431979027,1.3915358273589813,22.41400751996892,1.119766505014015,0.47874149659863946,-0.01977036516389923,None,None,0.0006609243916665856,0.16655294669997955,17.557537531460138,0.15152700787267714,0.22683333033360942,3209,3208,7554.920634920635
Most Sortino Ratio,GOOGL,SMA,22,38,0,true,false,1,68,1.4459275003796797,61.19402985074627,2.2395458061404505,5.145347644688266,1.368125419197417,-0.719223971248446,47 days 21:08:03.582089551,0.008868392301874107,0.2737730061349693,0.5435199386503068,1.4086572922957905,0,5216,5217 days 00:00:00,1000.0,18557.53753146011,1755.7537531460114,6253.2181288866295,100.0,1117.6652318251624,40.37993364505535,856 days 00:00:00,67,-18.557537531458365,52.52573444383014,-14.867039486157882,12.205906586560497,-5.988610686725634,65 days 07:36:35.121951219,20 days 09:13:50.769230769,262.329777149128,0.8836730567180798,0.5615004295238966,1.1932401431979027,1.3915358273589813,22.41400751996892,1.119766505014015,0.47874149659863946,-0.01977036516389923,None,None,0.0006609243916665856,0.16655294669997955,17.557537531460138,0.15152700787267714,0.22683333033360942,3209,3208,7554.920634920635
Most Profit Factor,GOOGL,SMA,24,37,0,true,false,1,72,1.3896604975316165,59.154929577464785,2.324796458151914,4.713848865638013,1.333327712113012,-0.7479822147632013,45 days 02:01:41.408450704,0.009397848558702411,0.2898773006134969,0.5757285276073619,1.366437784671142,0,5216,5217 days 00:00:00,1000.0,16759.221834446067,1575.9221834446068,6253.2181288866295,100.0,1036.9506638900752,38.86305044403037,954 days 00:00:00,71,-16.75922183444345,52.23188112011048,-17.995839252844643,11.703909066900863,-5.409686598259905,61 days 12:00:00,21 days 07:26:53.793103448,222.196916285641,0.8591093226439435,0.5609866679786757,1.1869301650655906,1.4540009517641388,22.35953894425263,1.1199317303173835,0.47623089983022077,-0.019937508115294763,None,None,0.0006407558738334998,0.16147048020604196,15.759221834446002,0.14587144272974006,0.22619909700327437,3202,3201,7554.920634920635
Median Total Trades,GOOGL,SMA,26,32,0,true,false,1,103,1.3792350068737613,56.86274509803921,2.2048392062992845,3.03571445802648,1.261846312157242,-0.7921742780834496,31 days 05:24:42.352941175,0.013501134549121774,0.4146855828220859,0.8253450920245399,1.2588670193081435,0,5216,5217 days 00:00:00,1000.0,13995.795719375239,1299.579571937524,6253.2181288866295,100.0,1129.4659801882508,41.36234740216057,1487 days 00:00:00,102,-13.995795719372836,46.044191928694694,-16.68079331594796,8.63313812701855,-4.342707651099429,39 days 23:10:20.689655172,19 days 16:54:32.727272727,127.54697563818239,0.8188363467034326,0.4901983857576022,1.176986501324983,1.3444692784821606,21.718415042278156,1.1389282551743538,0.47082041161544974,-0.019913755547613106,None,None,0.0006041691747710871,0.15225063204231395,12.995795719375218,0.1359411583019441,0.22377324206989993,3186,3185,7554.920634920635
