Date,Portfolio_Value,Normalized_Value
2014-09-17,999.9999999999999,1.0
2014-09-18,928.0744239876881,0.9280744239876881
2014-09-19,863.2552513789442,0.8632552513789443
2014-09-20,894.1036056442576,0.8941036056442577
2014-09-21,872.0563120544942,0.8720563120544943
2014-09-22,879.3398150170416,0.8793398150170417
2014-09-23,952.8943199420308,0.952894319942031
2014-09-24,925.3739559950969,0.9253739559950971
2014-09-25,899.941818724388,0.899941818724388
2014-09-26,884.3098799199595,0.8843098799199596
2014-09-27,873.5846799139005,0.8735846799139005
2014-09-28,824.7385662849817,0.8247385662849819
2014-09-29,820.9907819479363,0.8209907819479364
2014-09-30,846.0862031769685,0.8460862031769686
2014-10-01,838.8070376188423,0.8388070376188423
2014-10-02,820.1270379044437,0.8201270379044437
2014-10-03,786.1037703321671,0.7861037703321672
2014-10-04,719.0936746563658,0.7190936746563659
2014-10-05,700.8225920849309,0.7008225920849309
2014-10-06,721.7460308245319,0.7217460308245319
2014-10-07,735.101699788755,0.7351016997887551
2014-10-08,771.7335491091939,0.7717335491091939
2014-10-09,798.1606202248096,0.7981606202248097
2014-10-10,790.5863109781507,0.7905863109781508
2014-10-11,792.1978235438448,0.7921978235438449
2014-10-12,827.7298405616845,0.8277298405616845
2014-10-13,853.6736580954883,0.8536736580954885
2014-10-14,876.5365839043192,0.8765365839043193
2014-10-15,863.205004216958,0.863205004216958
2014-10-16,836.4914642216518,0.8364914642216519
2014-10-17,839.119731112956,0.839119731112956
2014-10-18,855.9214345251119,0.8559214345251119
2014-10-19,851.7756766501037,0.8517756766501038
2014-10-20,837.12339068116,0.8371233906811602
2014-10-21,845.0607073132174,0.8450607073132176
2014-10-22,837.8077663695144,0.8378077663695145
2014-10-23,783.7094563624083,0.7837094563624084
2014-10-24,783.552041946571,0.783552041946571
2014-10-25,759.3377811080146,0.7593377811080146
2014-10-26,775.5907027669504,0.7755907027669504
2014-10-27,771.840716363045,0.7718407163630451
2014-10-28,781.9624165908788,0.7819624165908788
2014-10-29,733.7984765834545,0.7337984765834547
2014-10-30,755.0389462215902,0.7550389462215903
2014-10-31,739.7678794649992,0.7397678794649992
2014-11-01,712.2780775369094,0.7122780775369095
2014-11-02,712.590771031023,0.7125907710310231
2014-11-03,716.2248486429362,0.7162248486429362
2014-11-04,722.6490784250096,0.7226490784250097
2014-11-05,742.3152037168753,0.7423152037168754
2014-11-06,763.7525247864312,0.7637525247864313
2014-11-07,748.7197483558067,0.7487197483558068
2014-11-08,755.4391218264129,0.755439121826413
2014-11-09,794.307870700773,0.7943078707007731
2014-11-10,802.3107822335377,0.8023107822335378
2014-11-11,803.99663123808,0.8039966312380801
2014-11-12,926.1524199947404,0.9261524199947405
2014-11-13,919.9730867392134,0.9199730867392135
2014-11-14,869.8631201912782,0.8698631201912783
2014-11-15,822.4470154353543,0.8224470154353544
2014-11-16,848.1371949044707,0.8481371949044708
2014-11-17,847.1007554357186,0.8471007554357187
2014-11-18,820.4025631791333,0.8204025631791334
2014-11-19,832.1160908295192,0.8321160908295193
2014-11-20,782.4478055102519,0.782447805510252
