Date,Cumulative_Returns,Cumulative_Returns_Pct
2014-12-30,0.0,0.0
2014-12-31,-0.0003201929931640279,-0.032019299316402794
2015-01-01,-0.0063359525509014535,-0.6335952550901454
2015-01-02,-0.005723054870096625,-0.5723054870096624
2015-01-03,-0.03250054064855136,-3.250054064855136
2015-01-04,-0.03250054064855136,-3.250054064855136
2015-01-05,-0.03250054064855136,-3.250054064855136
2015-01-06,-0.03250054064855136,-3.250054064855136
2015-01-07,-0.03250054064855136,-3.250054064855136
2015-01-08,-0.03250054064855136,-3.250054064855136
2015-01-09,-0.03250054064855136,-3.250054064855136
2015-01-10,-0.03250054064855136,-3.250054064855136
2015-01-11,-0.03250054064855136,-3.250054064855136
2015-01-12,-0.03250054064855136,-3.250054064855136
2015-01-13,-0.03250054064855136,-3.250054064855136
2015-01-14,-0.03250054064855136,-3.250054064855136
2015-01-15,-0.03250054064855136,-3.250054064855136
2015-01-16,-0.03250054064855136,-3.250054064855136
2015-01-17,-0.03250054064855136,-3.250054064855136
2015-01-18,-0.03250054064855136,-3.250054064855136
2015-01-19,-0.03250054064855136,-3.250054064855136
2015-01-20,-0.03250054064855136,-3.250054064855136
2015-01-21,-0.03250054064855136,-3.250054064855136
2015-01-22,-0.03250054064855136,-3.250054064855136
2015-01-23,-0.03274120494256937,-3.274120494256937
2015-01-24,-0.017397186165626702,-1.7397186165626701
2015-01-25,-0.008431652271304145,-0.8431652271304145
2015-01-26,0.02146787959567667,2.146787959567667
2015-01-27,0.006775056847852699,0.67750568478527
2015-01-28,-0.037313480758623056,-3.7313480758623054
2015-01-29,-0.03794070333018283,-3.7940703330182832
2015-01-30,-0.049006926976979934,-4.900692697697993
2015-01-31,-0.0631539508807,-6.31539508807
2015-02-01,-0.04792796223789261,-4.792796223789261
2015-02-02,-0.03017149294746585,-3.017149294746585
2015-02-03,-0.04715940682443477,-4.7159406824434775
2015-02-04,-0.04781372368615486,-4.781372368615486
2015-02-05,-0.06341171477825965,-6.341171477825965
2015-02-06,-0.060657794025094636,-6.065779402509463
2015-02-07,-0.05785537832605059,-5.785537832605058
2015-02-08,-0.062468885337090385,-6.246888533709038
2015-02-09,-0.06611110697796063,-6.611110697796063
2015-02-10,-0.06637403713321675,-6.6374037133216754
2015-02-11,-0.06637403713321675,-6.6374037133216754
2015-02-12,-0.06637403713321675,-6.6374037133216754
2015-02-13,-0.06662633016717619,-6.662633016717619
2015-02-14,-0.04315790587662315,-4.315790587662315
2015-02-15,-0.06671869121361426,-6.671869121361426
2015-02-16,-0.06777198136093328,-6.777198136093328
2015-02-17,-0.057284826039105584,-5.7284826039105585
2015-02-18,-0.06502472915499642,-6.502472915499642
2015-02-19,-0.060787261512460215,-6.078726151246022
2015-02-20,-0.0570592646297438,-5.7059264629743796
2015-02-21,-0.05625716412684146,-5.625716412684146
2015-02-22,-0.06534082060454885,-6.534082060454885
2015-02-23,-0.06221804940917074,-6.221804940917075
2015-02-24,-0.06238571415441477,-6.238571415441477
2015-02-25,-0.0637368893211666,-6.37368893211666
2015-02-26,-0.0648535254688828,-6.48535254688828
2015-02-27,-0.04635597657484872,-4.635597657484872
2015-02-28,-0.04572345815705854,-4.572345815705854
2015-03-01,-0.03511576203043659,-3.511576203043659
2015-03-02,-0.007825942996495222,-0.7825942996495222
2015-03-03,0.003528228001435308,0.3528228001435308
2015-03-04,-0.013784913413721334,-1.3784913413721334
2015-03-05,-0.007470194391286001,-0.7470194391286001
2015-03-06,-0.014495653177706031,-1.4495653177706032
2015-03-07,-0.007250567660781163,-0.7250567660781163
2015-03-08,-0.011127586483275378,-1.1127586483275378
2015-03-09,0.02000342746764644,2.0003427467646437
2015-03-10,0.0242650157879069,2.42650157879069
2015-03-11,0.03336885116816231,3.336885116816231
2015-03-12,0.02941367875190998,2.941367875190998
2015-03-13,0.01173194671882892,1.173194671882892
2015-03-14,0.004840968749574392,0.48409687495743925
2015-03-15,0.013902407375465452,1.3902407375465453
2015-03-16,0.02226890045952344,2.226890045952344
2015-03-17,0.01221757733567206,1.221757733567206
2015-03-18,-0.046192019068578616,-4.619201906857862
2015-03-19,-0.038960135228852985,-3.8960135228852986
2015-03-20,-0.038092311484562894,-3.8092311484562895
2015-03-21,-0.039981098060055176,-3.998109806005518
2015-03-22,-0.0337202418742981,-3.3720241874298096
2015-03-23,-0.03493959672061886,-3.493959672061886
2015-03-24,-0.05615041021582731,-5.615041021582731
2015-03-25,-0.05578126820820533,-5.578126820820533
2015-03-26,-0.05501147534924072,-5.501147534924072
2015-03-27,-0.05550659560509703,-5.550659560509703
2015-03-28,-0.053605211745003496,-5.36052117450035
2015-03-29,-0.05696577874679098,-5.696577874679098
2015-03-30,-0.05627027329093293,-5.627027329093293
2015-03-31,-0.05627027329093293,-5.627027329093293
2015-04-01,-0.05627027329093293,-5.627027329093293
2015-04-02,-0.05627027329093293,-5.627027329093293
2015-04-03,-0.05627027329093293,-5.627027329093293
2015-04-04,-0.05627027329093293,-5.627027329093293
2015-04-05,-0.05627027329093293,-5.627027329093293
2015-04-06,-0.05627027329093293,-5.627027329093293
2015-04-07,-0.05627027329093293,-5.627027329093293
2015-04-08,-0.05627027329093293,-5.627027329093293
2015-04-09,-0.05627027329093293,-5.627027329093293
2015-04-10,-0.05627027329093293,-5.627027329093293
2015-04-11,-0.05627027329093293,-5.627027329093293
2015-04-12,-0.05627027329093293,-5.627027329093293
2015-04-13,-0.05627027329093293,-5.627027329093293
2015-04-14,-0.05627027329093293,-5.627027329093293
2015-04-15,-0.05627027329093293,-5.627027329093293
2015-04-16,-0.05627027329093293,-5.627027329093293
2015-04-17,-0.05627027329093293,-5.627027329093293
2015-04-18,-0.05627027329093293,-5.627027329093293
2015-04-19,-0.05627027329093293,-5.627027329093293
2015-04-20,-0.05627027329093293,-5.627027329093293
2015-04-21,-0.05627027329093293,-5.627027329093293
2015-04-22,-0.05651982054501208,-5.651982054501208
2015-04-23,-0.05408314851122592,-5.408314851122592
2015-04-24,-0.05960600593362816,-5.960600593362816
2015-04-25,-0.06482166732846557,-6.482166732846557
2015-04-26,-0.07230246277386546,-7.230246277386546
2015-04-27,-0.0616291307212941,-6.16291307212941
2015-04-28,-0.06530541496554958,-6.5305414965549575
2015-04-29,-0.06535595769759017,-6.535595769759017
2015-04-30,-0.054365508699000246,-5.4365508699000245
2015-05-01,-0.06085368252026535,-6.0853682520265355
2015-05-02,-0.056274605534753164,-5.627460553475316
2015-05-03,-0.047596249225288996,-4.7596249225289
2015-05-04,-0.049720216518365966,-4.972021651836597
2015-05-05,-0.05432189840378125,-5.4321898403781255
2015-05-06,-0.06443750148816996,-6.443750148816996
2015-05-07,-0.052263079984532154,-5.2263079984532155
2015-05-08,-0.04195071541058779,-4.1950715410587796
2015-05-09,-0.04586395614926436,-4.586395614926436
2015-05-10,-0.04883506225093183,-4.883506225093183
2015-05-11,-0.04532513055828159,-4.53251305582816
2015-05-12,-0.047788586391509694,-4.778858639150969
2015-05-13,-0.05905085917678538,-5.905085917678538
2015-05-14,-0.057980171504042576,-5.798017150404258
2015-05-15,-0.05675280285347326,-5.675280285347326
2015-05-16,-0.05943626603544185,-5.943626603544185
2015-05-17,-0.05839501771352056,-5.839501771352056
2015-05-18,-0.06428338554825232,-6.428338554825232
2015-05-19,-0.066436700823388,-6.6436700823388
2015-05-20,-0.06532133856024573,-6.532133856024573
2015-05-21,-0.06460800649434184,-6.460800649434184
2015-05-22,-0.06204716066784054,-6.204716066784053
2015-05-23,-0.0636300542128647,-6.36300542128647
2015-05-24,-0.06152422336100252,-6.152422336100252
2015-05-25,-0.0677029328295635,-6.77029328295635
2015-05-26,-0.06775716498923072,-6.775716498923072
2015-05-27,-0.06753200201628665,-6.7532002016286645
2015-05-28,-0.06736351230894534,-6.736351230894535
2015-05-29,-0.06778400756525664,-6.778400756525664
2015-05-30,-0.07303007599759348,-7.303007599759348
2015-05-31,-0.07474054959436463,-7.474054959436463
2015-06-01,-0.07880652403059259,-7.880652403059258
2015-06-02,-0.07880652403059259,-7.880652403059258
2015-06-03,-0.07880652403059259,-7.880652403059258
