Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
NFLX,EMA,19,46,0,true,false,1,55,1.4680679704442914,50.0,3.472948509589792,23.748295170258796,1.6033305250941212,-0.5474033469900886,70 days 21:46:40,0.00646811099597882,0.20038167938931298,0.3971200555170021,4.758723268849568,0,5764,5765 days 00:00:00,1000.0,374263.47175668326,37326.34717566833,82471.54928662481,100.0,8640.590698679069,62.56056690138877,1080 days 00:00:00,54,-374.2634717566543,431.8001394458986,-33.01755337903121,58.955834420355835,-11.459244079838244,125 days 08:00:00,16 days 11:33:20,6919.217319045185,1.0062751922335593,0.7275781753216773,1.2206617968288755,1.237373031637496,27.700539011272088,1.2282514038557864,0.5032594524119948,-0.033049689695955765,None,None,0.0013544272649637925,0.3413156707708757,373.26347175668207,0.2956236746229375,0.40821186543064575,8348.650793650793
CRWD,SMA,10,22,0,true,false,1,36,1.3368758870694424,51.42857142857142,2.018609681657376,5.988975236518098,1.5970874883188533,-0.36822078244117146,25 days 01:22:17.142857142,0.01641602144133413,0.5135869565217391,1.012907608695652,3.075859564407393,0,1472,1473 days 00:00:00,1000.0,4318.910540352241,331.8910540352241,525.3275904162198,100.0,192.67198181254463,44.87736988276221,540 days 00:00:00,35,-4.3189105403516805,75.50384085548617,-20.297038422269306,18.50849674271923,-7.266988711224275,37 days 02:40:00,12 days 07:03:31.764705882,94.94941288264543,1.0193047482672855,0.9736534447136388,1.2057696453680418,0.7476914306747188,5.910661654489856,1.154019875180572,0.46276067527308845,-0.037685793842620045,None,None,0.0012767147907896447,0.3217321272789905,3.318910540352248,0.2843975167752588,0.37987135424969026,2132.063492063492
LYV,SMA,22,34,0,true,false,1,81,1.095043611818752,46.25,1.699831689017912,3.8983895129293566,0.951174516692607,-0.32826395901803485,35 days 11:41:59.999999999,0.011362451493998922,0.3499279983542481,0.695535897963382,1.364155639064562,0,4861,4862 days 00:00:00,1000.0,7973.053422536076,697.3053422536077,1038.0645070558735,100.0,571.3680313461958,57.58333014017536,899 days 00:00:00,80,-7.973053422535486,83.11993956590192,-28.742857142857126,15.865239997002819,-6.398667880343158,47 days 20:45:24.324324324,24 days 20:05:34.883720930,87.26283094948269,0.6014797386589763,0.2928906123984061,1.1355923609627188,1.67305743380215,24.774679317110387,1.1505862837273393,0.4203914694712241,-0.026833218900885355,None,None,0.0006136831148924992,0.1546481449529098,6.973053422536093,0.11360629660411758,0.3094353131096239,7040.734126984127
