Ticker,Allocation [%],Strategy Type,Short Window,Long Window,Signal Window,Stop Loss [%],Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
CVNA,,SMA,61,62,0,,true,false,1,58,1.9334040069651919,63.1578947368421,4.277656486348605,8.316773272535055,1.80346603826388,-0.32497988495569197,21 days 04:12:37.894736841,0.019385923476617856,0.6,1.1896551724137931,4.990063963521033,0,2030,2031 days 00:00:00,1000.0,19353.857309421543,1835.3857309421542,2719.0089451211097,100.0,467.10300152863067,77.68974787859345,642 days 00:00:00,57,-19.353857309419254,114.05271218031012,-59.28548091266791,18.597054593229803,-9.306566134370222,26 days 15:20:00,11 days 19:25:42.857142857,322.33703801282394,1.0518077643927501,0.9050632219758105,1.2476180556808554,2.672272213406402,31.024405037337953,1.287734391876379,0.4414478353442157,-0.05504693258782653,None,None,0.002250712950879847,0.5671796636217215,18.353857309421596,0.44430199197628806,0.6489786954802613,2940.277777777778
MU,,SMA,26,56,0,,true,false,1,91,1.606129472924293,46.666666666666664,2.371179267381547,14.20116317218638,1.1963966736692269,26.14128807896877,62 days 04:47:59.999999999,0.006017527242046278,0.1850668216153399,0.36809994189424755,2.6281641315173516,0,10326,10327 days 00:00:00,1000.0,1825807.1907538585,182480.71907538586,6723.362522237345,100.0,61697.13276380079,69.86212011060118,1904 days 00:00:00,90,-1825.8071907537524,252.48823529411766,-28.566667683134288,41.33788929197575,-9.54347218262931,97 days 01:42:51.428571428,31 days 16:30:00,20295.922199384586,0.7875640715375856,0.43512590603559537,1.165657115217514,0.34287182697954977,8.810073402353765,1.1509285957111552,0.36654757178774644,-0.03885895364058626,None,None,0.0010521060195391625,0.26513071692386897,1824.807190753868,0.20111943775268215,0.40515416934588977,14956.309523809523
MCO,,EMA,48,51,0,,true,false,1,35,1.600119276989046,61.76470588235294,5.34492086221012,13.881896954410951,1.0558733705122203,-0.45113888049368434,161 days 09:52:56.470588234,0.0030513418175925813,0.09554140127388536,0.1883530482256597,1.3262958873641038,0,7693,7694 days 00:00:00,1000.0,32226.648028312906,3122.6648028312907,5689.353265977439,100.0,723.1250570780974,46.521516358267476,1502 days 00:00:00,34,-32.22664802831059,131.2305380721788,-15.498194961054443,26.90322959137243,-7.152563459142211,241 days 16:00:00,31 days 18:27:41.538461538,919.378666951212,0.7478687700375133,0.38497397800825206,1.1450126353942036,-0.4971278304125866,11.500890049949637,0.9957513354207497,0.5795524532950114,-0.020788428801082542,None,None,0.0005511040632096099,0.1388782239288217,31.22664802831308,0.12046491026918615,0.2234883646262032,11142.638888888889
MSFT,,SMA,58,67,0,,true,false,1,106,1.4909660896139427,52.38095238095239,2.1389413960311305,7.407450649486818,1.1919194194293454,-0.9480316922144842,60 days 13:01:42.857142856,0.0073395920507169695,0.22537207654145996,0.44861800141743446,1.6694325347532304,0,9877,9878 days 00:00:00,1000.0,247201.75771937924,24620.175771937924,473753.65527680144,100.0,14341.147177629948,60.99966577541797,4300 days 00:00:00,105,-247.20175771936192,156.59780187511635,-27.225160171838077,19.94851464907945,-6.387719750065079,81 days 06:32:43.636363636,37 days 17:45:36,2347.1329474009385,0.81024358839306,0.3701916513489195,1.1672744093050056,-0.3402572786266105,24.040371419113235,1.1313638541399353,0.4831831831831832,-0.023872438712075762,None,None,0.0006920382924988055,0.17439364970969898,246.20175771938048,0.15093210711568994,0.25903665628577127,14305.972222222223
DASH,,SMA,56,57,0,,true,false,1,38,1.470538147937735,54.054054054054056,2.5060201106561943,3.964146296963514,1.6467496298919757,25.63354278227142,17 days 14:55:08.108108106,0.02282860185831283,0.7131367292225201,1.4075067024128687,2.8269783243761255,0,1119,1120 days 00:00:00,1000.0,3161.490316665979,216.14903166659792,8.115669531222757,100.0,108.16527077371074,41.00664740036226,408 days 00:00:00,37,-3.1614903166655495,51.022274758551674,-15.267742523093657,12.409292804176705,-5.971320182110829,26 days 13:12:00,7 days 02:49:24.705882352,58.50410289142284,1.087424266977656,1.1099699516819173,1.232223358038714,0.3786818426341659,6.6525982879454935,1.1830748480314726,0.4564369310793238,-0.03516071135767557,None,None,0.0012795060431556248,0.32243552287521743,2.1614903166659865,0.2956141055322741,0.35685355167497224,1620.7738095238094
META,,SMA,36,39,0,,true,false,1,75,1.4635385695584076,56.75675675675676,3.5209584235851286,4.172288748698085,1.4940178146124456,-0.38092720382014594,27 days 23:21:04.864864863,0.015609658099267985,0.48120989917506873,0.9560036663611365,2.0077466480902793,0,3273,3274 days 00:00:00,1000.0,10782.25725189291,978.225725189291,1580.1465210968424,100.0,466.58256300649197,33.87565847004382,353 days 00:00:00,74,-10.782257251892588,75.1025471974729,-28.127541205461558,10.653397769403476,-4.33416684097774,37 days 22:17:08.571428571,14 days 21:45:00,132.33837174520008,0.9232932981870683,0.8961008218548359,1.2087112868236642,2.5928566158410478,45.01695599982949,1.1470648095357534,0.504595588235294,-0.025061723623135718,None,None,0.0008927637764497221,0.22497647166532997,9.782257251892892,0.20084715690935684,0.2932537538103279,4740.6547619047615
NET,,SMA,42,43,0,,true,false,1,56,1.4578339551716153,58.18181818181818,1.8895390528337586,4.988498551946492,1.7299706476051326,-0.2684792803338071,15 days 21:22:54.545454544,0.02651718068416622,0.8212290502793296,1.6277932960893855,4.096699928134829,0,1432,1433 days 00:00:00,1000.0,6842.411924491599,584.2411924491599,798.6666361490902,100.0,412.0221694618031,74.36838411114847,806 days 00:00:00,55,-6.842411924490989,109.6186537115177,-37.41742833852153,13.436511842917092,-6.76525907027347,19 days 03:45:00,11 days 08:20:52.173913043,106.35007884392891,1.1254413787690796,0.8499059455233832,1.2350731377297437,0.5123930293446066,8.529502893833714,1.272992049853024,0.46673490276356194,-0.04405925729809254,None,None,0.0018124957492528775,0.45674892881172513,5.8424119244915875,0.4024119099860175,0.48842830136233395,2074.126984126984
LUV,,SMA,54,63,0,,true,false,1,119,1.3858586007444518,55.932203389830505,1.3777643309945542,6.246833383388877,0.9069435988715546,-0.4512930112311586,55 days 02:14:14.237288135,0.007119504775905351,0.2183867866818142,0.4349383902822686,1.3642258695349823,0,11443,11444 days 00:00:00,1000.0,88437.94901670358,8743.794901670359,15935.271612430535,100.0,9784.067552343724,63.763732738352616,3354 days 00:00:00,118,-88.43794901669025,195.9865942207879,-25.40273786839365,17.708552383335245,-8.300733039619972,68 days 12:43:38.181818182,38 days 00:55:23.076923077,741.7490420823751,0.6101838629626244,0.24102137678144742,1.1235234052222234,0.04687160033223923,10.277525324401191,1.1296275592295044,0.3763078773301263,-0.02652857580251809,None,None,0.000529040972391064,0.13331832504254812,87.43794901670391,0.103736777967393,0.2629512820058228,16574.18650793651
HON,,SMA,60,76,0,,true,false,1,131,1.3150948433124854,52.307692307692314,2.369607284060184,3.4697498461624816,0.6455944673258432,0.04047631275952213,71 days 22:31:23.076923077,0.005625057950459655,0.1724116319879669,0.34350714464778137,0.5982252335668706,0,15956,15957 days 00:00:00,1000.0,28313.973348942105,2731.3973348942104,2625.1412948076395,100.0,1831.5888350538623,53.020774542872296,2459 days 00:00:00,130,-28.313973348940635,59.44724819910223,-34.43803031879861,12.109399399073872,-6.005994824772593,98 days 20:49:24.705882354,42 days 09:40:38.709677419,210.3252870945464,0.43168340364777796,0.14989613811611788,1.090056153413702,0.940724606213982,59.77453725750089,1.0919914506234951,0.393502750851454,-0.01874013088802785,None,None,0.0002937909357327945,0.07403531580466421,27.313973348941918,0.054218514100518034,0.20640477630230625,23110.873015873014
ON,,SMA,17,69,0,,true,false,1,62,1.3022183825079807,45.90163934426229,1.3268781816842403,10.252772903485791,0.8581153953023163,14.632727037738244,55 days 23:12:47.213114753,0.006680689799040401,0.20653553299492386,0.409739847715736,2.117561916297351,0,6304,6305 days 00:00:00,1000.0,13636.455349407424,1263.6455349407424,80.8333396911642,100.0,1250.2342425907525,60.11375592239978,1674 days 00:00:00,61,-13.636455349405878,345.607674961846,-27.270298686752742,35.67209799874833,-11.315139298555144,96 days 04:17:08.571428572,21 days 20:21:49.090909090,207.3785541763417,0.5512402221405783,0.2716372872108946,1.122009035742487,2.207517481038213,50.97796488742662,1.0871680421081593,0.38085851949189664,-0.03492541587991511,None,None,0.0007086285811441826,0.178574402448334,12.636455349407417,0.11007434583541653,0.38987417460136814,9130.79365079365
