Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
QQQ,SMA,69,77,0,false,false,0,63,1.8784098146597092,69.84126984126983,4.59549014037313,4.633399928887489,1.0938759449513267,0.5403809862770366,69 days 20:57:08.571428571,0.006618364335203728,0.20130858186244674,0.4026171637248935,0.932743168885902,0,6572,6573 days 00:00:00,1000.0,13557.970315330038,1255.797031533004,815.250929945684,100.0,575.8144550660872,42.02105197495111,1894 days 00:00:00,63,0.0,33.5047768198498,-14.982007965681232,8.485044926292165,-4.286199012470706,79 days 12:32:43.636363636,47 days 12:37:53.684210526,199.3328621480958,0.7661725987926202,0.3706924781640933,1.1530551863587781,-0.07792206664740427,12.370681182858435,0.9562848454055478,0.585001205690861,-0.0179925802880975,None,None,0.00046357324418551735,0.11682045753475037,12.557970315330042,0.105113348554702,0.18350100568426322,9518.968253968254
QQQ,SMA,66,80,0,false,false,0,53,1.7795248355411954,66.0377358490566,5.113385391669931,5.689363743420904,1.1077829680197158,0.6113656779150174,83 days 12:13:35.094339622,0.005567830313742819,0.1693548387096774,0.3387096774193548,0.9635212791277337,0,6572,6573 days 00:00:00,1000.0,14136.673674027754,1313.6673674027754,815.250929945684,100.0,493.0461812076441,41.29583837558642,1891 days 00:00:00,53,0.0,36.79501750605979,-14.349072839328192,10.525426267564212,-3.714091164635528,103 days 05:29:08.571428571,45 days 04:00:00,247.86176743448593,0.7742870839076635,0.3837059297126163,1.154586846460173,-0.05055826212021487,12.24484282719527,0.9460345840427649,0.5930683470673777,-0.018029202997730916,None,None,0.00047049627478958447,0.11856506124697529,13.136673674027715,0.10688568098987639,0.18428962107788066,9518.968253968254
QQQ,SMA,102,109,0,false,false,0,42,1.7668472893574312,64.28571428571429,3.834071468314888,8.517147144027692,1.1057800612352517,0.8041789427152105,109 days 13:42:51.428571428,0.004412242890135819,0.13420572124163116,0.2684114424832623,1.1430498753853355,0,6572,6573 days 00:00:00,1000.0,15708.585608369962,1470.8585608369963,815.250929945684,100.0,341.3858170936768,54.86282277118752,3017 days 00:00:00,42,0.0,69.8656108597285,-29.68386766786849,17.7604736393617,-8.120840547573522,141 days 01:46:40,52 days 20:48:00,350.20441924690385,0.7670815829131001,0.30121860072023543,1.1534485494556448,0.17389720324397567,13.074174358469064,0.9366961543245124,0.6334493041749503,-0.018964700883288364,None,None,0.0004950476248696916,0.12475200146716227,14.708585608369937,0.11136903100314721,0.19572762578428593,9518.968253968254
SPY,SMA,61,76,0,false,false,0,63,1.481796550711079,61.904761904761905,3.17125413241694,3.86486970284046,0.9659182616812454,-0.375188256204173,88 days 00:00:00,0.005360597782962646,0.16305151589844713,0.32610303179689426,0.6301728637981179,0,8114,8115 days 00:00:00,1000.0,8149.375083883509,714.9375083883509,1144.2446712748965,100.0,401.3034047511495,30.674066240579585,1332 days 00:00:00,63,0.0,38.47096774193549,-21.843971120866698,8.739875399229149,-4.057014553791161,111 days 17:13:50.769230770,49 days 11:00:00,113.48214418862713,0.6981692986596815,0.3226100545946507,1.134978522279695,-0.8125463499998814,16.05113646047784,0.9501884260168516,0.5952427757027717,-0.012578908295877421,None,None,0.00029024127904802015,0.07314080232010108,7.14937508388355,0.06731765616140972,0.12607969068105848,11752.420634920634
SPY,SMA,60,75,0,false,false,0,64,1.4305498532180148,65.625,2.9188313915211905,3.563042801288809,0.9023399606283031,-0.4739788946456395,86 days 10:29:59.999999999,0.005445686636660466,0.16563963519842248,0.33127927039684496,0.5901811098018436,0,8114,8115 days 00:00:00,1000.0,7018.96846779858,601.8968467798579,1144.2446712748965,100.0,349.4888651669748,31.314853270915645,1950 days 00:00:00,64,0.0,37.68532731376976,-21.93053377714234,8.113526957583822,-5.124245133456215,104 days 21:08:34.285714286,51 days 05:27:16.363636363,94.04638230935282,0.6538646618434169,0.29251713018161174,1.1261001378733864,-0.8168865906600644,16.033359385029602,0.946192856980124,0.5918007061592782,-0.01263818162155392,None,None,0.0002718410886846007,0.06850395434851939,6.01896846779853,0.06237987723135552,0.12608805251528757,11752.420634920634
SPY,SMA,61,73,0,false,false,0,73,1.4284853207442008,67.12328767123287,2.4577310199395916,2.9573581549038948,0.8514960644207525,-0.5362035559446046,75 days 12:49:18.904109588,0.006211486319940843,0.18893270889820063,0.37786541779640126,0.5587416873881773,0,8114,8115 days 00:00:00,1000.0,6306.966096666319,530.6966096666318,1144.2446712748965,100.0,402.2334456600868,33.781629923484715,1415 days 00:00:00,73,0.0,36.76300000000003,-21.930533777142337,7.017061750209019,-5.331203352177402,88 days 03:25:42.857142857,49 days 19:00:00,72.69816570775781,0.6193123240712389,0.2556486202017127,1.1195272868884079,-0.8455624669406333,15.88162422584805,0.9455441777446851,0.5880626223091976,-0.012684359227641754,None,None,0.0002590527526660499,0.06528129367184457,5.306966096666307,0.05885699336116468,0.1268601415505196,11752.420634920634
QQQ,SMA,17,28,0,false,false,0,110,1.3508696094515782,54.54545454545454,2.146318946363864,2.2741011345478306,0.9424399129459685,-0.15675102650490516,36 days 18:45:49.090909091,0.011555874236070001,0.35149117468046254,0.7029823493609251,0.7993264791243896,0,6572,6573 days 00:00:00,1000.0,7874.595098176194,687.4595098176195,815.250929945684,100.0,720.1390997164654,43.64032847939041,1836 days 00:00:00,110,0.0,61.311800302571875,-13.185137393887475,7.633769785900267,-4.157501247075091,52 days 10:24:00,18 days 00:00:00,62.496319074329016,0.6667891929158247,0.2782255439297437,1.1358716134496494,-0.08026670825322137,9.10377311905667,0.9511031643285072,0.520471894517696,-0.01738837611094629,None,None,0.0003703436538274071,0.09332660076450659,6.874595098176213,0.08233122473482957,0.16844691335686574,9518.968253968254
QQQ,SMA,15,28,0,false,false,0,112,1.3436541086020526,54.46428571428571,2.175012217333537,2.2204604362213143,0.918469182730428,-0.21749893862298011,36 days 10:42:51.428571427,0.011765981040362184,0.3578819233110164,0.7157638466220329,0.7946626515509024,0,6572,6573 days 00:00:00,1000.0,7379.347179711001,637.9347179711002,815.250929945684,100.0,616.2268610493371,46.89080897098098,2448 days 00:00:00,112,0.0,73.8075510204082,-17.87318435754189,7.670751010869731,-4.298514564828753,51 days 12:59:00.983606557,18 days 09:24:42.352941176,56.95845696170535,0.650367290991675,0.2503279745472117,1.131449387273629,-0.06821990587529277,8.91582491101443,0.9498587448716905,0.526829268292683,-0.017431848048483595,None,None,0.0003601050442582512,0.0907464711530793,6.379347179711042,0.07963919620477089,0.16792571897618214,9518.968253968254
SPY,SMA,60,79,0,false,false,0,56,1.3347513415659849,60.71428571428571,3.3722011368904528,4.102739650144543,0.8995971048478313,-0.47523815925436363,99 days 21:51:25.714285712,0.004764975807077907,0.14493468079861965,0.2898693615972393,0.5946292615935398,0,8114,8115 days 00:00:00,1000.0,7004.559399616003,600.4559399616003,1144.2446712748965,100.0,301.86832099495456,30.674066240579588,1865 days 00:00:00,56,0.0,46.08814693441699,-21.84397112086672,9.310663664876625,-3.945870190805035,129 days 06:21:10.588235292,54 days 13:05:27.272727273,107.22427499314293,0.6513021205457735,0.29829895166101444,1.1247956163473467,-0.8035585393576916,15.772452281891908,0.948110665767644,0.599960567823344,-0.012659902395978959,None,None,0.0002718341670552665,0.06850221009792716,6.004559399616023,0.06231208393387733,0.1265809215320934,11752.420634920634
SPY,SMA,55,76,0,false,false,0,54,1.3165776919470187,62.96296296296296,2.736133711420944,4.003537508139573,0.8554801203657728,-0.5286540235361736,103 days 05:46:40.000000001,0.004594798099682267,0.13975844219866895,0.2795168843973379,0.5595281654215276,0,8114,8115 days 00:00:00,1000.0,6393.351218955961,539.3351218955961,1144.2446712748965,100.0,304.0917106029478,33.41257163717375,1333 days 00:00:00,54,0.0,36.68960538979787,-21.057369658907955,9.329475500860001,-5.050557079485156,130 days 03:31:45.882352942,57 days 12:00:00,99.87687442511033,0.6207345594464344,0.2604624306885653,1.1192114491543257,-0.8269359057610107,15.767973070643698,0.9451775790481236,0.5955564294140778,-0.012704915972665987,None,None,0.0002610827497061995,0.06579285292596228,5.393351218955966,0.05930439970357515,0.12756130546993544,11752.420634920634
