Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
V,SMA,74,87,0,false,false,1,36,2.430565854450081,82.85714285714286,4.783867856427082,8.00973554426049,1.345093425709649,-0.5475518916599986,85 days 23:18:51.428571428,0.005615706149580255,0.17569137810829655,0.3465024401580293,1.4072414760541323,0,4303,4304 days 00:00:00,1000.0,11283.625417158804,1028.3625417158805,2272.885050815809,100.0,344.65532603567345,36.364911609040796,845 days 00:00:00,35,1871.8191199486682,113.09558009853752,-13.351333746898261,11.099394021988159,-6.923613764756579,93 days 04:08:16.551724138,51 days 04:00:00,240.33732277743252,0.9113975309885199,0.6274007630657447,1.1776117598418459,0.2584435811537158,15.485357134106394,1.016209677463522,0.65284178187404,-0.020194236475796292,None,None,0.0006582551145922904,0.16588028887725717,10.2836254171588,0.15244727327449903,0.21904487534649758,6232.519841269841
V,SMA,78,91,0,false,false,1,35,2.4112844275170855,79.41176470588235,5.026246574141948,9.40446501894515,1.4795336529340548,-0.36955364010343883,89 days 12:42:21.176470587,0.0054552574024493905,0.17081106204973276,0.3367418080409017,1.606386657895581,0,4303,4304 days 00:00:00,1000.0,15329.321067501372,1432.932106750137,2272.885050815809,100.0,438.0570427979207,36.36491160904078,436 days 00:00:00,34,2024.2459046174026,111.00559090027264,-13.155392921293465,13.80811400254059,-7.581038203494398,103 days 04:26:40,36 days 20:34:17.142857142,361.9139753789402,0.9976075555248072,0.7163117509691025,1.1954219502358479,0.30144265649111723,15.036976858144477,1.0291205264253884,0.6643464810518176,-0.02039444718842357,None,None,0.0007326750361262901,0.1846341091038251,14.32932106750143,0.17330950077947982,0.22274007797185416,6232.519841269841
MA,SMA,70,82,0,false,false,1,40,2.3497301739826395,79.48717948717949,6.365069484327468,13.739201012767245,1.8138547201108322,-0.41885824865543475,86 days 06:46:09.230769231,0.005657917082845193,0.1765076696785039,0.34860264761504517,2.4250743540080872,0,4759,4760 days 00:00:00,1000.0,67816.1401148247,6681.614011482469,11497.391120193097,100.0,2108.4811934534036,40.997212534172405,463 days 00:00:00,39,5716.850921946047,122.06678774484834,-11.305196657835726,18.56374184848683,-4.955894725646159,97 days 06:58:03.870967742,43 days 15:00:00,1566.6484408430429,1.1834092265862528,0.9311482764103675,1.2429976322079903,0.6405972919522963,13.020966272152705,1.0595939148384066,0.6748768472906405,-0.02311001713173604,None,None,0.0010213742912150204,0.25738632138618517,66.81614011482435,0.2501235227883736,0.2617560170894497,6892.996031746032
V,SMA,73,87,0,false,false,1,36,2.1927857574415257,77.14285714285715,6.05435458682934,8.34578225431828,1.401772831006906,-0.4860069477182445,85 days 22:37:42.857142858,0.005615706149580255,0.17569137810829655,0.3465024401580293,1.4662819856529445,0,4303,4304 days 00:00:00,1000.0,12682.471247543906,1168.2471247543906,2272.885050815809,100.0,359.6730572309179,36.36491160904079,448 days 00:00:00,35,2103.870989305622,113.09558009853755,-10.242320413712152,12.255366702223647,-4.8490652573623425,99 days 14:13:20,39 days 21:00:00,273.6742930925225,0.9486532732771653,0.6610396156859103,1.1855290059401191,0.2544173588333713,15.454579009969972,1.0171616236411103,0.6553846153846153,-0.02012274482079553,None,None,0.0006855255022928205,0.17275242657779077,11.682471247543917,0.16036011553568708,0.21916076550402944,6232.519841269841
NVDA,SMA,46,85,0,false,false,0,37,2.1907775788632557,72.97297297297297,9.002341509349897,43.779529510587764,1.8194186483257855,0.7164018172314858,118 days 03:53:30.810810810,0.003867555712256178,0.11763815291445874,0.23527630582891748,5.150142987089582,0,6605,6606 days 00:00:00,1000.0,4644733.265888464,464373.32658884634,270550.4747937573,100.0,25066.131288606215,66.39779785765077,1187 days 00:00:00,37,0.0,511.59215697804825,-54.43142514831604,67.30706831567124,-19.744825263137624,143 days 23:06:40,48 days 12:00:00,125506.30448347196,1.132896129555852,0.8952798961220619,1.246717790366008,1.3935219759667892,24.053859569036373,1.1386871021855003,0.5288127748206434,-0.0385887912439174,None,None,0.0016667232662297027,0.4200142630898851,4643.73326588846,0.38001581167346643,0.446190282310798,9566.765873015873
MA,SMA,70,86,0,false,false,1,34,2.1833731934324216,75.75757575757575,6.464921943268758,16.24925372479092,1.7776163569733938,-0.46834078565921217,102 days 11:38:10.909090907,0.00478746830086901,0.1500315192267283,0.295650346711494,2.4379002226309554,0,4759,4760 days 00:00:00,1000.0,62126.93929930613,6112.693929930612,11497.391120193097,100.0,1762.3379191641604,40.99721253417241,888 days 00:00:00,33,5237.255461746383,123.91818794218972,-13.095530110563114,23.140628521338886,-5.286292514421468,123 days 17:16:48,36 days 03:00:00,1693.6267829563558,1.1635472597560808,0.9085795467597872,1.2376942247074223,0.6328312805739557,13.127393522713461,1.04260547094217,0.6849557522123894,-0.023116808700451852,None,None,0.0010025020182491454,0.25263050859878466,61.126939299305924,0.24433796215359482,0.2613051267262178,6892.996031746032
MA,SMA,73,85,0,false,false,1,41,2.1822167107583774,72.5,7.637822016058631,14.183450289785096,1.8718584054025695,-0.3147894314235748,84 days 21:35:59.999999999,0.005802991879841224,0.1809203614204665,0.35742803109897037,2.56607495261714,0,4759,4760 days 00:00:00,1000.0,79781.33906613055,7878.133906613054,11497.391120193097,100.0,2713.9020645818964,40.997212534172405,849 days 00:00:00,40,6113.242358492556,137.2090403659681,-12.257596698767658,20.71178837463639,-3.0276228430046794,104 days 05:47:35.172413793,33 days 21:49:05.454545454,1816.7024176909504,1.2172000004004777,0.9734047171068061,1.2492393881161257,0.6619943201503163,12.846947662077302,1.0657936868622573,0.6843595187544232,-0.023190051458992104,None,None,0.0010572230786946844,0.26642021583106046,78.78133906613026,0.2609239490862383,0.2634216063752953,6892.996031746032
V,SMA,72,88,0,false,false,1,35,2.1587319932370175,76.47058823529412,5.804023746606227,8.592077122885858,1.3805655043064624,-0.502977634670486,88 days 16:14:07.058823529,0.0054552574024493905,0.17081106204973276,0.3367418080409017,1.4676218185733456,0,4303,4304 days 00:00:00,1000.0,12296.747040785662,1129.674704078566,2272.885050815809,100.0,354.77951222564155,36.36491160904079,452 days 00:00:00,34,1988.83707927025,117.95343920129493,-10.242320413712164,12.704033468044043,-4.771780998878245,103 days 09:13:50.769230769,40 days 21:00:00,273.7620576916298,0.9366402249140326,0.6521170652959414,1.1827116813267267,0.23384149041377778,15.271827982012557,1.0131596848814086,0.6585741811175337,-0.020206395822515176,None,None,0.0006789577472690685,0.17109735231180526,11.296747040785629,0.15826363413516864,0.21984502683597562,6232.519841269841
HLT,SMA,79,84,0,false,false,0,39,2.146184834571062,76.92307692307693,4.817966880142448,4.903204187555854,1.3564058658477802,0.014519916669991832,49 days 14:46:09.230769230,0.009421283204079872,0.28656403079076276,0.5731280615815255,1.4050819557761527,0,2858,2859 days 00:00:00,1000.0,5035.773818114687,403.5773818114687,397.80133951056416,100.0,143.00493036466557,50.2457854492603,515 days 00:00:00,39,0.0,40.194837020036786,-34.28096316832267,8.33670054878395,-6.541783683204476,52 days 20:00:00,38 days 21:19:59.999999999,103.48137995165867,0.9175394411710572,0.456203556831984,1.1797325118990942,0.002053935151555717,11.986674730748682,1.081709771418719,0.55718954248366,-0.020364626856918422,None,None,0.0006600738027963374,0.166338598304677,4.035773818114712,0.15313994619783777,0.2181797588910928,4139.563492063492
V,SMA,79,89,0,false,false,1,42,2.140513560698104,75.60975609756098,4.770147054153156,7.532501778722009,1.4513773001618644,-0.42211113697061026,73 days 11:42:26.341463413,0.006578398632365441,0.2049732744596793,0.4050662328607948,1.543961554458009,0,4303,4304 days 00:00:00,1000.0,14134.749578124445,1313.4749578124445,2272.885050815809,100.0,500.7742956144109,36.36491160904079,604 days 00:00:00,41,2025.6485453302612,114.5866246115082,-11.84945033932758,11.30001289544914,-4.146782683132096,82 days 00:46:27.096774193,47 days 00:00:00,270.95368372668753,0.9777503105033392,0.6925449638229625,1.1925390960493452,0.32389752028870344,15.474651733277248,1.0325985584615496,0.65284178187404,-0.02025761176189325,None,None,0.0007121907455159229,0.17947206787001257,13.134749578124493,0.16774921268725507,0.22090984251915902,6232.519841269841
