Ticker,Use SMA,Short Window,Long Window,Signal Entry,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Avg Trade Duration
NFLX,true,18,88,true,39,52.63157894736842,5.343870963403337,0.006606397774687065,42.0238316684791,15.481242095590014,0.14238525730180807,0.28111961057023643,5.983574084924267,1.787003072933087,0,0,5752,5753 days 00:00:00,1000.0,783547.4166298709,78254.74166298709,78092.68911262171,100.0,12584.637904990728,67.82807673000676,1572 days 00:00:00,38,1,-783.5474166297354,496.0858376049624,-44.52280562613753,92.13807207076572,-13.658657667394916,170 days 00:00:00,24 days 02:40:00,20613.972738065808,1.1056965535020826,0.7758003884795545,1.2425625197208705,1.3736790509707422,26.274672348661124,1.2393501036926329,0.5064152919612463,-0.03273898384281343,None,None,0.0014809851882990074,0.3732082674513499,782.5474166298737,0.33896558982257785,0.4062201496260573,0.002075130875973195,8331.269841269841,10.583419024458268,100 days 21:28:25.263157894
TSLA,true,11,25,true,79,53.84615384615385,2.98009883277222,0.02100727174791274,11.114265815153066,8.598253163316059,0.4468085106382979,0.8879612173444654,4.96594855570669,2.0042205102393433,0,0,3713,3714 days 00:00:00,1000.0,165065.06189431873,16406.50618943187,17653.86899310854,100.0,4413.456426248587,72.11257438824124,737 days 00:00:00,78,1,-165.06506189430365,317.32866903511314,-21.749597772662142,27.640248089200846,-8.166046837902675,37 days 14:17:08.571428571,13 days 20:00:00,2105.5144481565767,1.2611383419462665,0.9037937218881236,1.2906215065308202,0.818070704804067,12.0901971354532,1.2343546288619056,0.4213547646383467,-0.03612562075616343,None,None,0.0017060187089275116,0.4299167146497329,164.06506189431963,0.4140701274181384,0.41026811172349176,-0.07065662513773015,5377.956349206349,3.654923637942887,26 days 15:04:36.923076922
MSTR,true,18,20,true,285,43.309859154929576,1.965427463324121,0.042111506524317915,3.8621981488205828,2.742151768095888,0.8874555160142348,1.7717971530249108,3.4275290511107928,1.3505448250985792,0,0,6744,6745 days 00:00:00,1000.0,483801.88525608374,48280.18852560837,2858.9586607803085,100.0,28950.89968834444,91.52236490349759,2388 days 00:00:00,284,1,-483.8018852560199,235.86387434554976,-36.860550458715586,15.926055031749092,-5.354288786584427,18 days 03:42:26.341463414,8 days 14:45:27.950310559,1701.710165990633,0.8434213000834306,0.4340624080933114,1.2298937809303867,0.8807118652107698,40.77848305343572,1.3801766922440792,0.37093495934959353,-0.03895572226824543,None,None,0.0015044691111238896,0.37912621600322016,482.8018852560825,0.2598008193328012,0.5409852366120779,15.887333555369088,9768.095238095239,2.085218350213732,12 days 17:54:55.774647886
MA,false,22,42,true,41,47.5,2.3861004130110297,0.00843348091924942,11.349302226393366,3.9719422048530846,0.18153067678684376,0.3586337760910816,2.0602465142156206,1.4145658271868884,0,0,4743,4744 days 00:00:00,1000.0,19490.29850658141,1849.0298506581412,11799.565570241764,100.0,856.8819787986408,47.544963696539824,1153 days 00:00:00,40,1,-19.490298506578256,182.06458752821985,-11.524656284121452,30.393796936316637,-5.88143108258483,148 days 22:44:12.631578948,32 days 22:51:25.714285714,462.7447201271995,0.9252152083797671,0.5399471342911965,1.183187458382267,1.0068289619652036,17.388608339930396,1.0446893501712096,0.6610644257703081,-0.021871207350941405,None,None,0.0007427968060969575,0.1871847951364333,18.49029850658137,0.17088653094840578,0.24348598442609015,-0.8432967858307129,6869.821428571428,0.5639711976595324,88 days 01:12:00
CSCO,false,12,52,true,96,41.05263157894737,1.4774993705961026,0.010740531373657434,9.14686911665176,6.155787671258303,0.22792538157150932,0.4534765404183154,2.084803633597507,1.258496290086717,0,0,8845,8846 days 00:00:00,1000.0,223538.23023350857,22253.823023350855,79918.6387860494,100.0,25630.97953452044,60.01893577280959,6292 days 00:00:00,95,1,-223.5382302334765,297.91428571428577,-14.050180217144293,30.346014486254102,-5.616821408607014,116 days 14:46:09.230769230,18 days 03:25:42.857142857,2344.8607206709685,0.8453079577542155,0.4166693519565298,1.1712903303494746,0.16287871673665688,8.47467237977641,1.0906387417165326,0.4780284043441939,-0.02606381867038718,None,None,0.0007584893699868069,0.19113932123667535,222.53823023350998,0.16661363163980125,0.2721330215887602,-0.7215440182492763,12811.210317460316,0.4767267083919509,58 days 13:38:31.578947367
LIN,true,71,85,true,68,59.70149253731343,2.572740240458854,0.00811531007751938,5.479591396077549,4.037274928036506,0.17296511627906977,0.3433866279069767,0.9477781629843435,0.9948355093723628,0,0,8256,8257 days 00:00:00,1000.0,22247.5101299684,2124.75101299684,5817.984128937018,100.0,1310.9673083189875,48.74587268175398,1354 days 00:00:00,67,1,-22.247510129964212,41.267924528301904,-20.881932245922187,12.752464026132957,-5.295034722523053,99 days 07:48:00,59 days 19:33:20,317.4590692551995,0.6744694398955715,0.301526311823379,1.1269103337320925,0.14165383513654908,8.18510263398143,1.0718222621575184,0.5195068089804932,-0.020664954627632612,None,None,0.00046094001071551356,0.11615688270030941,21.24751012996844,0.09930558600771366,0.20726636627293457,-0.6347960107988392,11958.095238095239,0.46356218344344235,83 days 09:40:17.910447761
VLO,true,72,78,true,143,52.816901408450704,1.722920817142227,0.013027522935779816,3.8794845781777365,3.359054991495385,0.2755045871559633,0.5490825688073394,1.0688157970887837,0.6905909627075892,0,0,10900,10901 days 00:00:00,1000.0,22879.903745829302,2187.99037458293,2323.7141156447124,100.0,1542.320349762392,78.8802020360153,4722 days 00:00:00,142,1,-22.879903745826596,113.12246734944364,-33.820205952876144,15.687903004001402,-9.338894256699499,53 days 18:14:24,32 days 20:25:04.477611940,154.24495527869806,0.47598337553271414,0.14008671834351702,1.0948517266845312,-0.3030440428094725,15.404238694147287,1.096681358580737,0.3783031988873435,-0.029126322949514387,None,None,0.0004552980134248727,0.11473509938306792,21.879903745829356,0.07504513950216207,0.2901019669596324,-0.05840810629328461,15787.698412698412,0.44844257206583227,43 days 21:27:53.239436619
VTR,true,78,88,true,63,61.29032258064516,1.6240395608400546,0.008829393335232128,4.418456041277789,3.0780255568452017,0.18840786100825974,0.3738251210481344,0.8324718516961712,0.677219762028663,0,0,7022,7023 days 00:00:00,1000.0,5768.242698527745,476.8242698527745,183.45107063708053,100.0,410.7037383227499,73.13212114106626,1297 days 00:00:00,62,1,-5.7682426985275015,87.92808264537122,-32.97143623217596,13.305419746589475,-9.652569825465712,79 days 21:28:25.263157894,47 days 08:00:00,77.00017647139153,0.4555336079302917,0.1303808493297357,1.1007946608992036,1.2616548325061023,36.171077354082875,1.0081661933851385,0.4415024630541872,-0.020833099290110367,None,None,0.0003667375721420117,0.09241786817978694,4.768242698527696,0.06489758255646572,0.24416403012881413,1.5991904446067327,10170.753968253968,0.34811249080541595,67 days 06:58:03.870967741
PAYC,true,19,30,true,50,48.97959183673469,1.397845549842123,0.017766497461928935,6.040937711673428,2.6705195262509167,0.38071065989847713,0.7538071065989848,2.299849382616787,1.199468036974212,0,0,2758,2759 days 00:00:00,1000.0,7500.349208791384,650.0349208791384,1323.3224123647892,100.0,617.702284322231,58.29936917990438,660 days 00:00:00,49,1,-7.500349208790794,75.22442251409647,-38.64033194313517,20.93961488557158,-8.261792375268797,51 days 14:00:00,16 days 02:52:48,132.81325628571773,0.8707280385999615,0.5239751760820726,1.1950101577517784,-2.1011088836010208,50.81940960726516,0.9930366099627429,0.502723311546841,-0.030487609031767525,None,None,0.0009643361409566738,0.2430127075210818,6.500349208791392,0.20206431176268924,0.33588655218222657,-0.5087856785274875,3994.722222222222,0.18964936623383097,33 days 11:45:18.367346938
MSTR,true,16,82,false,47,53.191489361702125,2.6645516713439705,0.006969157769869514,37.12137376155984,17.09401996756301,0.14635231316725977,0.29270462633451955,5.432798917950706,1.508753428278533,0,0,6744,6745 days 00:00:00,1000.0,1302697.373894551,130169.7373894551,2858.9586607803085,100.0,19644.416101788196,83.94428050240444,2354 days 00:00:00,47,0,0.0,489.9829015544042,-30.033379409144324,80.13482711966776,-11.757550509017353,120 days 00:57:36,32 days 05:27:16.363636363,27695.688806267037,0.9480925437864578,0.5649014759391862,1.2494649908703357,0.4647344960683339,38.836729307476766,1.2427869310580975,0.3838736151005334,-0.03843193496179022,None,None,0.001581925666533134,0.39864526796634975,1301.6973738945505,0.3072952849679509,0.5060367338689734,44.530472047443766,9768.095238095239,0.6567705636848244,6.637745537269537,78 days 22:28:05.106382978
BTC-USD,true,8,44,false,47,48.93617021276596,2.7899720615634376,0.012207792207792207,25.15650890162877,10.657574226145915,0.3662337662337662,0.7324675324675324,9.213163000336769,2.3420167017701177,0,0,3850,3851 days 00:00:00,1000.0,723404.3677244858,72240.43677244858,18166.18656270788,100.0,15973.231441787671,53.60574920633759,755 days 00:00:00,47,0,0.0,357.662545496104,-19.792472298596227,59.50599606533389,-7.761749630255306,75 days 02:05:13.043478260,16 days 19:00:00,15370.305696265656,1.4964691147706708,1.6163172303395907,1.3688921300106998,0.5346288529787186,10.647830063693071,1.1726686847531922,0.43747667039940286,-0.035549981073146594,None,None,0.0020516969355379496,0.5170276277555633,722.4043677244822,0.5385474390920331,0.41580734288589716,2.9766428976759505,3850.0,0.41232446265360456,6.537204161577964,45 days 07:39:34.468085105
BTC-USD,true,11,36,true,53,51.92307692307693,3.0568881285805696,0.013506493506493506,19.651135023969005,9.773082439623561,0.41298701298701296,0.8181818181818181,8.115663555353432,2.2296789763424836,0,0,3850,3851 days 00:00:00,1000.0,480674.11700722965,47967.411700722965,18166.18656270788,100.0,12310.055292843233,56.86020362672907,731 days 00:00:00,52,1,-480.6741170071764,222.4912061437157,-18.251507913216162,44.679584646533364,-7.37959056840051,62 days 17:46:40,18 days 01:55:11.999999999,9233.745983158402,1.4348702946561587,1.3990594629750321,1.3502037072314765,0.4893644528324547,10.923516487729227,1.1691067753617215,0.44070332959221853,-0.035142164197217995,None,None,0.0019344396332355827,0.48747878757536683,479.6741170072263,0.4979376550995298,0.40887375942402493,1.6404777653881402,3850.0,0.43785277601079614,6.506010250502499,41 days 06:27:41.538461538
BTC-USD,false,5,68,false,42,42.857142857142854,3.404302257045387,0.01090909090909091,26.79514173734742,8.884003523158107,0.32727272727272727,0.6545454545454545,8.769319114040973,2.1574890645311595,0,0,3850,3851 days 00:00:00,1000.0,445128.01596149325,44412.80159614932,18166.18656270788,100.0,11947.66612708756,60.73733099174874,736 days 00:00:00,42,0,0.0,357.96391275742644,-13.451918910389582,70.41813507153536,-5.922103263293529,109 days 14:40:00,11 days 05:00:00,10574.476570511742,1.391390138891832,1.2883033640553134,1.3325164022047549,0.47250478073396773,10.482928596010325,1.175426669710706,0.4598180439727067,-0.03681800399581851,None,None,0.0019360116099182494,0.48787492569939883,444.1280159614958,0.4904258058538913,0.42199347800153897,1.444805982964048,3850.0,0.38977575181690893,5.811021684902909,53 days 09:08:34.285714285
BTC-USD,true,3,47,false,62,43.54838709677419,2.6709019478687686,0.016103896103896103,18.931102111534063,9.414989077388464,0.48311688311688306,0.9662337662337661,9.14593504609178,2.28835872142908,0,0,3850,3851 days 00:00:00,1000.0,613855.4599873254,61285.54599873254,18166.18656270788,100.0,18467.67079749599,59.404739460533705,756 days 00:00:00,62,0,0.0,409.7899392895237,-21.15388110539338,51.40198660542248,-6.1178659266084265,67 days 02:40:00,9 days 17:49:42.857142857,9884.765483666535,1.4686526228054864,1.410013667654414,1.3597167317947225,0.5037812896372873,10.771765926322333,1.1785740305944141,0.4450281425891182,-0.035061805017603614,None,None,0.002006973242938441,0.5057572572204871,612.8554599873224,0.5221035984090119,0.4144471904610731,2.3736054502787853,3850.0,0.47357200075281625,5.160123639848375,34 days 17:25:09.677419354
MSTR,true,6,84,false,63,44.44444444444444,2.202033597221742,0.009341637010676156,33.59956450150893,17.328933616545402,0.19617437722419928,0.39234875444839856,6.591373641087828,1.41428234465204,0,0,6744,6745 days 00:00:00,1000.0,683975.8286908447,68297.58286908446,2858.9586607803085,100.0,16221.938335669834,88.73526736933606,2382 days 00:00:00,63,0,0.0,968.2606217616581,-43.82149374097277,89.33300825536105,-10.987190501572767,105 days 23:08:34.285714286,19 days 21:56:34.285714285,10840.886169695945,0.8928157100277818,0.47747796160735545,1.2354615247413216,0.4146164338536296,39.812269801513736,1.246187180951774,0.3759689922480621,-0.03852568501944549,None,None,0.001481319960137439,0.37329262995463464,682.9758286908467,0.27620364514552254,0.5031920301660672,22.888971815508413,9768.095238095239,0.7603875988017706,4.880905167267993,58 days 03:48:34.285714284
BTC-USD,true,76,78,false,61,57.377049180327866,2.226202437974096,0.015844155844155845,25.937894200106125,16.721795855658765,0.4753246753246753,0.9506493506493506,12.328921139271223,1.8052535230111606,0,0,3850,3851 days 00:00:00,1000.0,233077.5863003647,23207.758630036467,18166.18656270788,100.0,10027.873001062346,64.3271929581157,1302 days 00:00:00,61,0,0.0,996.8003042619595,-33.28289019687436,50.27243223385051,-6.8201377683959254,48 days 22:37:42.857142857,22 days 04:36:55.384615384,3804.550595087946,1.2044924793755485,1.0515918041417036,1.2829578066810934,-0.07992237000441127,15.991965018719913,1.1484541656580773,0.47491382612026034,-0.03980108788064153,None,None,0.001851416099620104,0.46655685710426625,232.07758630036594,0.4286420540151854,0.4661724951021699,0.27752506283724315,3850.0,0.46973734654314636,4.814696589376416,37 days 12:59:00.983606556
BTC-USD,true,26,38,false,54,55.55555555555556,3.049770578449054,0.014025974025974027,17.55393370088598,9.700092301097431,0.42077922077922075,0.8415584415584415,7.386330544268906,2.0660198467262822,0,0,3850,3851 days 00:00:00,1000.0,289772.00611285545,28877.20061128555,18166.18656270788,100.0,7544.510742377268,67.09803713121846,817 days 00:00:00,54,0,0.0,267.5713900491202,-25.20796837568079,38.11385336508345,-8.145965879360856,53 days 22:24:00,23 days 05:00:00,5347.629742830657,1.3264692943529561,1.0602608007735763,1.318662547854422,0.5695989391056598,10.453482835979683,1.1627396114527173,0.4439445069366329,-0.03592493468890513,None,None,0.001810607258337684,0.45627302910109635,288.77200611285457,0.44914197897765606,0.41397466029736957,0.5896126857226918,3850.0,0.44196415988175997,4.336798422865384,40 days 06:40:00
BTC-USD,true,104,105,false,74,59.45945945945946,2.613275778287028,0.01922077922077922,15.749016967236047,12.763985016732109,0.5766233766233766,1.1532467532467532,9.0812513421465,1.7875230836113096,0,0,3850,3851 days 00:00:00,1000.0,219751.12150599342,21875.11215059934,18166.18656270788,100.0,13390.384080206775,64.62311387272726,1049 days 00:00:00,74,0,0.0,635.637382729637,-23.814704618803713,29.780735254667917,-4.830836520997361,43 days 07:05:27.272727273,13 days 16:48:00,2956.096236567479,1.1919326126626322,1.032340278769944,1.2799211808673296,-0.07139032993941312,15.768386728885663,1.1682226951070922,0.4800153727901614,-0.041262801693797826,None,None,0.0018395734566260431,0.4635725110697629,218.75112150599384,0.42314853607343705,0.4680714308063987,0.2041664371930022,3850.0,0.5173757066316301,4.315581512105606,31 days 07:08:06.486486486
