Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
MSTR,SMA,52,90,0,false,0,16,7.455804631738479,37.5,4.317801619988242,29.61162963785916,8.718471654989122,1.0477154324496727,5 days 04:37:30,0.0758997446948692,2.308617234468938,4.617234468937876,68.36191852267285,0,3493,145 days 14:00:00,1000.0,17098.603234532362,1609.860323453236,786.1738491306712,100.0,245.9541633242577,38.69554747271186,27 days 06:00:00,16,0.0,194.91857097596665,-10.556341245742189,87.56874876272708,-5.162641837061597,9 days 14:30:00,2 days 13:06:00,1006.1627021582726,5.222806123979931,3185.7406651222177,1.2677167837676304,1.5641403087317522,21.57319926235858,1.1966069448328895,0.42032520325203254,-0.020948055232751287,None,None,0.0009578798385563319,5.793257263588695,16.098603234532437,135.21176818797278,1.3349502222518685,210.80439814814812
MSTR,SMA,84,90,0,false,0,39,2.172357611047927,43.58974358974359,1.7916085045460843,9.933015570147749,5.996854971714605,-0.2734711207950443,2 days 02:24:36.923076922,0.18500562769374368,5.627254509018036,11.254509018036073,55.89560665526028,0,3493,145 days 14:00:00,1000.0,6711.780054691525,571.1780054691525,786.1738491306712,100.0,300.2796923352348,47.62721698113927,27 days 06:00:00,39,0.0,215.38136373816008,-27.78713215581554,31.57934372934546,-6.793692552868663,3 days 09:56:28.235294117,1 days 02:02:43.636363636,146.4558988382441,3.7501037089925324,246.30243052675465,1.1878446252612043,1.2065880638319066,22.65953997622092,1.2033486213740505,0.3987189751801441,-0.020823118525050616,None,None,0.0006928951133823894,4.190629645736691,5.711780054691499,25.991629827344347,1.3448757556343323,210.80439814814812
MSTR,SMA,16,82,0,false,0,24,1.8643627037172334,41.66666666666667,1.7566415085505835,14.162542634193692,6.38372982736535,-0.1951930145942589,3 days 06:24:59.999999999,0.1138496170423038,3.4629258517034067,6.925851703406813,49.043835013801,0,3493,145 days 14:00:00,1000.0,7327.1820552368345,632.7182055236834,786.1738491306712,100.0,242.53302648304006,62.8748013669844,27 days 06:00:00,24,0.0,185.3829084628353,-24.580284636152793,45.38512196171204,-8.13929974260513,6 days 05:24:00,1 days 03:42:51.428571428,263.63258563486806,3.961428156250321,232.86187168908472,1.2055592331843337,1.4209235352768528,24.381273989694236,1.148739843095728,0.3876092136616362,-0.02061119280234695,None,None,0.0007083689108329948,4.2842151727179525,6.327182055236865,30.41793927215307,1.3015643740401819,210.80439814814812
MSTR,SMA,18,21,0,true,1,118,1.670130457012546,47.008547008547005,1.5551603484099608,2.3035010777722262,6.8088476723243465,-0.1412999662465878,0 days 15:29:13.846153845,0.555016883081231,17.026052104208418,33.90781563126252,39.21952937225017,0,3493,145 days 14:00:00,1000.0,7750.875107845574,675.0875107845574,786.1738491306712,100.0,950.2346639053671,46.88934341391129,45 days 18:00:00,117,-7.750875107844877,80.35284215929211,-16.224404171523137,9.460785333476176,-4.045702697449018,0 days 21:38:10.909090909,0 days 10:01:56.129032258,57.76603404233691,4.139968965813023,359.8319287370405,1.2184062566746585,1.7667406560641754,25.281128679313788,1.3046882448082704,0.3637782982045277,-0.019040635964829022,None,None,0.0007145985422013805,4.321891983233949,6.750875107845541,33.62877368649555,1.2563856999706988,210.80439814814812
MSTR,SMA,82,114,0,false,0,15,0.6684978942434515,33.33333333333333,1.7980989393492879,22.825324983192168,5.130937399358944,-0.5186562325046972,5 days 11:15:59.999999999,0.07115601065143988,2.164328657314629,4.328657314629258,49.40150497364237,0,3493,145 days 14:00:00,1000.0,4784.198824468411,378.4198824468411,786.1738491306712,100.0,104.42522374600077,52.5852765924064,45 days 18:00:00,15,0.0,225.733625223101,-22.75048482402443,90.00242221558817,-10.76322363300582,11 days 19:48:00,2 days 07:00:00,252.27992163122718,3.2417711221346863,94.37542830337654,1.1592845779847558,1.1953467955335373,23.231300849300897,1.1522939172129867,0.3981592637054822,-0.02164978441649359,None,None,0.0005931451242962404,3.587341711743662,3.7841988244683975,14.02199383680241,1.3317924849504226,210.80439814814812
MSTR,SMA,6,84,0,false,0,38,0.5001385830123876,28.947368421052634,1.9289048168541418,7.445519361959658,5.5212702680659005,-0.44893193598357733,2 days 02:41:03.157894735,0.18026189365031434,5.482965931863728,10.965931863727455,40.823529006656564,0,3493,145 days 14:00:00,1000.0,5332.353010207782,433.23530102077814,786.1738491306712,100.0,234.81363513073558,53.085823415871694,41 days 02:00:00,38,0.0,161.5120128416934,-13.90682607797476,38.2322709130282,-5.097231269957156,5 days 15:27:16.363636363,0 days 16:08:53.333333333,114.00928974231012,3.463425812592686,123.29191150803098,1.174830974750215,1.38200143511992,24.66424767904137,1.1441318739024684,0.3981592637054822,-0.020762665051340574,None,None,0.0006159510642909705,3.72527203683179,4.332353010207787,17.124785926269684,1.2944887036489756,210.80439814814812
MSTR,SMA,6,27,0,true,1,89,0.19919629111892465,36.36363636363637,1.3963738705521067,1.7945058386310326,3.6730875506327956,-0.7984527562579636,0 days 20:36:08.181818181,0.4174485958217806,12.841683366733466,25.539078156312627,23.04447577945422,0,3493,145 days 14:00:00,1000.0,2584.5117239435435,158.45117239435436,786.1738491306712,100.0,265.88698030436336,40.31073592343081,48 days 00:00:00,88,-2.584511723943251,88.2973092899723,-13.39290518810882,12.622667535267851,-4.393015130875721,1 days 14:13:07.500000,0 days 10:32:08.571428571,18.035184496221433,2.3445007346985527,24.34034492924811,1.1177501263128087,1.4612995078681168,25.846704002585145,1.1930767652599756,0.35742035742035744,-0.019587769668593248,None,None,0.0003938202271064833,2.3818247335400113,1.5845117239435385,4.173848886451515,1.2226596767975209,210.80439814814812
BTC-USD,SMA,8,44,0,false,1,285,0.004191157955909491,32.04225352112676,1.0711542186931748,0.10504037415083645,0.659461778635232,-0.8760052340963492,1 days 08:31:41.408450703,0.39116212338593975,11.776183644189382,23.511047345767576,1.2369747360546133,0,17425,726 days 02:00:00,1000.0,1217.5179203130183,21.751792031301843,175.42508244423735,100.0,635.6337193884766,32.053381667803485,246 days 04:00:00,284,15.86502603728536,13.9723955766786,-5.123423961367824,2.968926986818582,-1.2452895831173754,2 days 14:32:18.461538461,0 days 18:22:41.658031088,0.7100454023793414,0.46079548293969536,0.32445196420838796,1.0212630031144005,-0.07531520342161639,26.40871093657667,1.094099329494375,0.35854057846729553,-0.004710305539929524,None,None,0.000017922094592077893,0.1083928280928871,0.21751792031301376,0.07069488719501549,0.2830991049882423,726.0416666666666
BTC-USD,SMA,11,36,0,false,1,310,0.0007264677027277882,31.3915857605178,1.004270389894157,0.04232873802533477,0.28798941673775674,-0.9877412522483723,1 days 05:48:55.922330096,0.4255954088952654,12.809182209469153,25.577044476327117,0.5421965180633985,0,17425,726 days 02:00:00,1000.0,1021.504918349924,2.150491834992397,175.42508244423735,100.0,640.440567473801,33.01735374753741,251 days 00:00:00,309,9.435283649141411,15.429150648597082,-5.759242464408556,2.8274163239559753,-1.2319802045938733,2 days 05:41:26.597938144,0 days 18:53:29.433962264,0.03906030647502412,0.20140935661214257,0.03256852990603696,1.009279991798866,-0.021437670205933387,26.071655759045605,1.0938281625904123,0.35568694569783726,-0.004685868539309638,None,None,7.812802338800293e-6,0.04725182854506418,0.021504918349925184,0.007411872962295618,0.28234827524071127,726.0416666666666
BTC-USD,EMA,5,68,0,false,1,268,0.0005174836599726725,22.09737827715356,1.0078025870972847,0.06682654510117192,0.3027946393276282,-0.9837215306268196,1 days 10:31:54.606741572,0.3677474892395983,11.07374461979914,22.106169296987087,0.7400200942738671,0,17425,726 days 02:00:00,1000.0,1028.5565183185618,2.8556518318561754,175.42508244423735,100.0,541.3912366414361,40.53202677647384,300 days 20:00:00,267,9.500416811683522,26.18194169826964,-4.422173644219271,4.258871541674926,-1.1222631414269604,4 days 11:43:43.728813559,0 days 13:46:09.230769230,0.07137116669243326,0.21387699486323575,0.03516916533177441,1.0098274348085141,-0.29006103238782416,26.58518249022139,1.0649089312526079,0.36076838981727316,-0.004760576706812892,None,None,8.436300948860334e-6,0.051022748138707295,0.028556518318569646,0.009820071048947554,0.28710842383722124,726.0416666666666
BTC-USD,SMA,3,47,0,false,1,404,0.00024017852471156724,22.332506203473944,0.9937750160301927,0.027230536389389104,0.22617120735418558,-1.0056989767421811,0 days 22:52:51.215880892,0.55506456241033,16.69325681492109,33.34519368723099,0.4545663371561264,0,17425,726 days 02:00:00,1000.0,990.002565351551,-0.9997434648449031,175.42508244423735,100.0,828.7620436340892,35.74813962380883,245 days 12:00:00,403,9.14430743276148,15.635572738418402,-5.5241565519990266,3.343695814311303,-0.9263856777095638,2 days 15:04:00,0 days 11:19:33.162939297,-0.04749811930821757,0.15818785335008004,-0.014093705586367997,1.007231754110754,-0.14982644454921104,25.546684570237318,1.1215291239253362,0.35400155400155403,-0.004714250638308291,None,None,6.238072209414207e-6,0.03772786072253712,-0.009997434648453152,-0.003481173219986644,0.2870352334045002,726.0416666666666
BTC-USD,SMA,76,78,0,false,0,369,0.00016350232616165174,34.417344173441734,0.9783695100115642,0.018652448842441105,0.10892316513690559,-1.035214588222539,1 days 00:34:08.780487804,0.5082352941176471,15.24705882352941,30.49411764705882,0.2843949847035726,0,17425,726 days 02:00:00,1000.0,938.2247795782123,-6.17752204217877,175.42508244423735,100.0,804.5785899093579,37.649929606684246,251 days 21:00:00,369,0.0,19.99197281557375,-6.6224528085302365,2.0541652039495695,-1.0495711871022089,1 days 15:19:50.551181102,0 days 16:49:20.330578512,-0.16741252146826024,0.07748005108416298,-0.08378909100198907,1.0035742501718996,-0.22194812550514628,27.213425372085148,1.0674500390607893,0.35568694569783726,-0.004710305539929594,None,None,3.0259498810790783e-6,0.018300944880766265,-0.06177522042179062,-0.021887921645921904,0.2842691798106389,726.0416666666666
