Ticker,Allocation [%],Strategy Type,Short Window,Long Window,Signal Window,Stop Loss [%],Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
QQQ,,SMA,102,109,0,,false,false,0,42,1.7664012445159678,64.28571428571429,3.834071468314888,8.517147144027692,1.1038504712510797,0.6053461774183188,109 days 13:42:51.428571428,0.004396855234870751,0.133737680060652,0.267475360121304,1.1390634997774716,0,6595,6596 days 00:00:00,1000.0,15708.585608369962,1470.8585608369963,916.2251616049552,100.0,341.3858170936768,54.86282277118752,3017 days 00:00:00,42,0.0,69.8656108597285,-29.68386766786849,17.7604736393617,-8.120840547573522,141 days 01:46:40,52 days 20:48:00,350.20441924690385,0.7657410735160254,0.3000861981497028,1.1534485494556448,0.17462022474060826,13.13030381032599,0.9366961543245124,0.6298492710649863,-0.01894558971321971,None,None,0.000493321412715052,0.12431699600419312,14.708585608369937,0.11095990311779991,0.1953865778202679,9552.281746031746
QQQ,,EMA,46,51,0,,false,false,1,38,1.4884696155611525,51.35135135135135,5.712441762453485,8.656250075472363,1.0741788744798122,0.23928676729981363,127 days 00:38:55.135135136,0.0038734200878623283,0.12100075815011373,0.23881728582259287,1.047412821869135,0,6595,6596 days 00:00:00,1000.0,12354.657186441542,1135.4657186441543,916.2251616049552,100.0,225.87528263046153,39.135162514244044,1894 days 00:00:00,37,-44.76819834563139,74.50544747081712,-12.235935761082157,21.537097702183374,-4.940200197167036,220 days 22:44:12.631578948,27 days 21:20:00,308.0925779672209,0.7594185577116861,0.38139527628753916,1.1445995727373124,-0.07766780967063362,10.191123768021553,0.9220750480719627,0.6560381621893044,-0.01800630612024442,None,None,0.0004435104889764029,0.11176464322205354,11.354657186441555,0.10081252440218069,0.17712072950162375,9552.281746031746
QQQ,,SMA,81,85,0,,false,false,0,76,1.684082418502548,64.47368421052632,4.017029439977946,3.7169048136550984,1.028706210549436,0.1766379555994204,58 days 13:34:44.210526315,0.007956214234528025,0.24200151630022745,0.4840030326004549,0.8994966008481482,0,6595,6596 days 00:00:00,1000.0,11780.653010196032,1078.065301019603,916.2251616049552,100.0,555.0705358976334,47.01782711779231,2350 days 00:00:00,76,0.0,31.500723684210545,-22.33693181818181,8.20335296915162,-4.425167764838588,65 days 10:17:08.571428572,46 days 02:40:00,141.85069750257938,0.7163063978326564,0.31102689860351823,1.1430167700503864,0.07068081788716557,12.520116872972258,0.9598350145885068,0.5893975903614458,-0.018455285008045635,None,None,0.0004441653719028821,0.11192967371952628,10.780653010196016,0.09881352484646322,0.1880583275271643,9552.281746031746
QQQ,,SMA,68,89,0,,false,false,0,38,1.8022674286502924,65.78947368421053,4.3928021756644,7.565586022336088,1.0143869773847014,0.11406588737746128,117 days 12:37:53.684210527,0.0039781071172640126,0.12100075815011373,0.24200151630022745,0.9154416445525699,0,6595,6596 days 00:00:00,1000.0,11207.351977009823,1020.7351977009823,916.2251616049552,100.0,279.9963175299824,47.474278594763916,2343 days 00:00:00,38,0.0,43.43566289825282,-14.246910847973501,14.630144163834933,-6.020102711315538,148 days 17:16:48,57 days 12:55:23.076923077,268.6145257107848,0.709632311778989,0.3013801960899106,1.140978472801383,0.01606427135237297,12.487282066923036,0.9393560553763808,0.5932367149758454,-0.018378754897708852,None,None,0.00043504926901224706,0.10963241579108626,10.207351977009827,0.09672118813842356,0.18593098233900685,9552.281746031746
QQQ,,SMA,58,90,0,,false,false,0,35,1.8022231212736668,65.71428571428571,5.529128046286319,7.948391436624485,0.9905322701139572,0.0361232240140236,127 days 12:20:34.285714282,0.0036640460290589595,0.11144806671721001,0.22289613343442002,0.8858328591234264,0,6595,6596 days 00:00:00,1000.0,10493.22168364896,949.322168364896,916.2251616049552,100.0,225.83876884632144,54.820411479678036,2448 days 00:00:00,35,0.0,45.90501312072063,-14.228881792776003,15.261668657161225,-6.068723236070927,163 days 04:10:26.086956520,59 days 04:00:00,271.23490524711315,0.7000385460126425,0.25341104152498956,1.1386037359655254,-0.1283676154472665,12.376171453770016,0.9236161585911595,0.5978682170542636,-0.018140659819721214,None,None,0.00042326109846817933,0.10666179681398119,9.493221683648969,0.0939659248353506,0.18337203439351177,9552.281746031746
QQQ,,SMA,69,77,0,,false,false,0,63,1.877968571649863,69.84126984126983,4.59549014037313,4.633399928887489,1.0919671276907341,0.37062054630023405,69 days 20:57:08.571428571,0.006595282852306127,0.200606520090978,0.401213040181956,0.9294902359239042,0,6595,6596 days 00:00:00,1000.0,13557.970315330038,1255.797031533004,916.2251616049552,100.0,575.8144550660872,42.02105197495111,1894 days 00:00:00,63,0.0,33.5047768198498,-14.982007965681232,8.485044926292165,-4.286199012470706,79 days 12:32:43.636363636,47 days 12:37:53.684210526,199.3328621480958,0.7648336829783868,0.3693044199350909,1.1530551863587781,-0.07763741010375298,12.424217669658576,0.9562848454055478,0.5817745803357315,-0.017959852319827045,None,None,0.0004619567819938456,0.1164131090624491,12.557970315330042,0.1047282675966883,0.18318126092235423,9552.281746031746
QQQ,,SMA,70,80,0,,false,false,0,54,1.8365741667328328,68.51851851851852,4.444041666585526,5.396035119142586,1.069116996507226,0.3051009221223392,82 days 00:53:19.999999999,0.005653099587690966,0.17194844579226687,0.34389689158453374,0.9278398521770572,0,6595,6596 days 00:00:00,1000.0,12957.663032823162,1195.7663032823164,916.2251616049552,100.0,467.7890175250282,45.96298957906869,1707 days 00:00:00,54,0.0,34.011530996676306,-16.025135639239274,9.920983339072585,-4.452381594822709,97 days 03:14:35.675675675,49 days 04:14:07.058823529,221.43820431154012,0.7483427625785675,0.3313411213057709,1.1492124379482267,-0.0571071681085332,12.086218959286688,0.9504552048276709,0.5871029836381136,-0.018155331890614308,None,None,0.0004563755170945658,0.11500663030783058,11.95766303282321,0.10281852195942887,0.18495602272379136,9552.281746031746
BTC-USD,,MACD,14,23,13,,false,false,0,101,1.7078616011841612,53.46534653465347,2.1129746794041857,8.495155992749769,2.492916294677455,1.9396388701576939,"20 days 06:53:27.920792078",0.025851036600972613,0.7755310980291785,1.551062196058357,6.588257654986385,0,3907,"3908 days 00:00:00",1000,680450.4856298214,67945.04856298213,23113.399830414302,100,31955.446946263673,61.52755789276792,"1106 days 00:00:00",101,0,104.68813710047856,-26.016413568790824,21.66278034697891,-6.6336039035986065,"28 days 13:46:40","10 days 18:22:58.723404255",6727.23253098833,1.526916174462682,1.3635907855835139,1.3945684274079833,0.9783055789579316,12.078071277375948,1.3299111639554304,0.39173789173789175,-0.030857080038278452,,,0.001969972783420011,0.4964331414218428,679.4504856298224,0.5228864922836203,0.39128367894495636,3907
BTC-USD,,SMA,27,29,0,,false,false,1,141,1.6537112231287048,51.42857142857142,1.8480064053423475,7.168351865384597,2.329787048157453,1.8405511123642018,"15 days 14:13:42.857142856",0.03583312004095214,1.0826721269516253,2.1576657281801896,7.760974760833593,0,3907,"3908 days 00:00:00",1000,657547.9359880191,65654.7935988019,23113.399830414302,100,49824.16548248408,64.84165645822193,"752 days 00:00:00",140,70284.1473613223,217.46231727195834,-24.03378449670691,18.66673755979252,-5.006409458106142,"21 days 18:00:00","9 days 01:45:52.941176470",4187.59849019069,1.46523624493834,1.2848422007526705,1.352949154852853,0.7083610253701604,9.748292034887998,1.291247493561889,0.44633604737231686,-0.035797408174842775,,,0.001997183680893079,0.5032902875850559,656.547935988017,0.519528073475706,0.41338723155506346,3907
BTC-USD,,MACD,18,29,18,,false,true,0,82,1.584797627978593,53.65853658536586,1.7613286899249858,9.457375461454594,2.1358856857281334,0.21032175872178405,"25 days 15:13:10.243902438",0.020987970309700538,0.6296391092910162,1.2592782185820324,5.954733461780984,0,3907,"3908 days 00:00:00",1000,280746.50732786825,27974.650732786824,23113.399830414302,100,13651.182319759886,70.85301534273518,"1358 days 00:00:00",82,0,118.7975118615858,-21.627052513972878,24.79151268593353,-8.297941324784174,"37 days 02:10:54.545454545","12 days 08:50:31.578947368",3411.542772291077,1.3543075825751598,0.9781421993158858,1.334514926832669,0.7036414870157125,11.378349443034184,1.239024017757184,0.4077809798270894,-0.032306573212389465,,,0.0017429996264517805,0.4392359058658487,279.7465073278686,0.43838428038337374,0.3903252860269409,3907
