Ticker,Use SMA,Short Window,Long Window,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Avg Trade Duration
AXON,false,11,18,113,38.392857142857146,1.9916795814963366,0.018741633199464525,45.39007362135792,28.56810839751743,0.3970883534136546,0.7906626506024097,18.023869595629577,1.972416768167695,0,0,5976,5977 days 00:00:00,1000.0,2554975.0930533134,255397.50930533133,125373.9091750913,100.0,111160.03328373206,52.622141142773316,1552 days 00:00:00,112,1,-2554.975093053188,4470.821822027165,-16.4028631662662,128.6848944999531,-6.518293013128923,58 days 16:11:09.767441861,12 days 07:18:15.652173913,22826.161322735414,1.1751680519829995,1.1680581122735814,1.2903563374403841,1.6671843748189976,21.212405563647682,1.2798473271296462,0.40371066228276187,-0.034837624186896066,None,None,0.0016757800706338642,0.4222965777997338,2553.9750930533123,0.3920695711195761,0.4324777287777997,1.0370865915064926,30 days 02:34:17.142857143,true
NFLX,true,18,78,42,56.09756097560976,4.639668338702147,0.00713539853811347,36.979053998570365,15.666204493776357,0.15349808562478248,0.30334145492516534,5.676213996996009,1.9136452166118973,0,0,5746,5747 days 00:00:00,1000.0,1268790.80447992,126779.080447992,83254.71786922243,100.0,22395.841429292057,74.84411992822565,1565 days 00:00:00,41,1,-1268.7908044797368,416.825403168467,-40.27100068954627,75.31611998036678,-12.007196978169508,147 days 03:07:49.565217390,22 days 02:40:00,30952.673055717074,1.171624427662259,0.7673917967008727,1.261738191805218,1.4870670954339238,27.346729036824687,1.2571140204216342,0.4977847276518114,-0.032086388028678185,None,None,0.0015630704632041729,0.3938937567274516,1267.7908044799105,0.36798217805923517,0.40461021331544694,0.5227855392788454,92 days 05:51:13.170731707,true
SMCI,true,67,69,89,56.81818181818182,2.5589038952776137,0.019443216968625717,5.161219807444109,4.753379818975971,0.4129474149359258,0.8212549712770658,2.1313123774001417,1.0524047304837374,0,0,4526,4527 days 00:00:00,1000.0,15650.501860980165,1465.0501860980164,4539.269404901372,100.0,558.9695654979314,65.30508793035091,2005 days 00:00:00,88,1,-15.650501860978693,168.99812865404488,-44.45452089896613,14.89494716246869,-7.646316186009291,34 days 17:45:36,22 days 06:56:50.526315789,166.66082230501308,0.6850844629887892,0.3801831570818512,1.1632881097959558,1.0513012632120924,26.37850395019051,1.1081804569262756,0.4253778337531487,-0.034422906952974376,None,None,0.0009696257537456446,0.24434568994390243,14.650501860980167,0.16545260073723012,0.4292464641294025,-0.6772497828579864,29 days 08:43:38.181818181,true
TRGP,true,12,20,89,55.68181818181818,2.794365260403785,0.02447844228094576,4.677330077603608,4.22157255116185,0.5198887343532684,1.0339360222531293,2.431691214197815,1.6586186331598944,0,0,3595,3596 days 00:00:00,1000.0,21515.143385036798,2051.51433850368,732.2672104231746,100.0,834.9683678980435,56.462315297126345,1173 days 00:00:00,88,1,-21.515143385033298,124.79009479610266,-22.649438202247175,13.121680918169634,-5.932238927210114,33 days 02:56:19.591836734,13 days 16:36:55.384615384,233.37111964115724,1.0892487744955177,0.6472456558077285,1.2426790319478644,0.7231894447103737,18.90669763417663,1.149638519228875,0.47740345110928517,-0.02388992826172605,None,None,0.0010094527019427757,0.2543820808895795,20.51514338503664,0.23992629551172429,0.2810642425396096,1.8015925188267232,24 days 12:16:21.818181816,true
CHTR,true,58,66,40,58.97435897435898,2.410681482784874,0.01018808777429467,6.6965554021627325,2.837000815062495,0.219435736677116,0.4333855799373041,1.4694635678727,1.3279865149348542,0,0,3828,3829 days 00:00:00,1000.0,7794.004978796825,679.4004978796825,971.4571707589319,100.0,345.92847645501087,36.65050980744669,707 days 00:00:00,39,1,-7.794004978795783,69.73130227110573,-19.488290544595923,15.591070160280413,-6.089309562631433,78 days 10:26:05.217391305,34 days 18:00:00,174.40510214809285,0.876344079193775,0.5899132710534518,1.1885952610695902,0.5415378756654783,17.33636572279359,1.095315535888562,0.4766679521789433,-0.01883443145431967,None,None,0.000630495160930258,0.158884780554425,6.794004978796822,0.14469534495048197,0.21819952634660483,-0.3006377241017078,60 days 12:18:27.692307692,true
