Ticker,Use SMA,Short Window,Long Window,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Avg Trade Duration
BNB-USD,true,32,45,38,57.89473684210527,3.607871822882483,0.014157973174366617,43.48979580934218,22.645574149243267,0.4247391952309985,0.849478390461997,18.47182087282045,2.2375331459836634,0,0,2684,2685 days 00:00:00,1000.0,211848.2498362469,21084.824983624687,30075.65311753339,100.0,5930.841757796519,70.54003120838637,1041 days 00:00:00,38,0,0.0,1021.652710905247,-41.7767777566573,81.77927579174381,-9.158239166460069,53 days 03:16:21.818181818,21 days 04:30:00,5548.638153585444,1.2619416236510401,1.5184266041185108,1.3597779384675952,3.5149208495306,57.47790495987824,1.2845197884140465,0.42063492063492064,-0.04813876969808791,None,None,0.002903252023992928,0.7316195100462178,210.84824983624685,0.6531356074470256,0.6977376767162945,-0.29894041199282434,39 days 16:25:15.789473684
BTC-USD,true,74,77,56,60.0,2.0036411643737857,0.014349073832507175,27.297047326437735,21.32077069283894,0.43829898252021915,0.8687711974954344,11.964268068983927,1.7783310272840798,0,0,3833,3834 days 00:00:00,1000.0,225638.28384912797,22463.828384912795,17906.413352906497,100.0,8947.689534205483,64.51968918240847,1302 days 00:00:00,55,1,-3991.1762270724284,900.674101232926,-35.66099729122741,51.75489397651604,-9.389722648679715,58 days 13:05:27.272727273,16 days 13:05:27.272727272,4156.899274112734,1.1909257013615338,1.0463838645455643,1.2794309691046222,-0.1173277075758144,15.736985328461428,1.1484980657393644,0.47859622059390666,-0.04079382596539873,None,None,0.0018672867613133673,0.47055626385096855,224.6382838491279,0.4278559926542118,0.47552467006094495,0.254513002810055,41 days 17:53:27.272727271
BTC-USD,true,8,44,47,48.93617021276596,2.7899720615634376,0.012261935820506132,25.15650890162877,13.694667567750573,0.36785807461518394,0.7357161492303679,9.254024928592894,2.3472032233217206,0,0,3833,3834 days 00:00:00,1000.0,723404.3677244858,72240.43677244858,17906.413352906497,100.0,15973.231441787671,53.60574920633759,755 days 00:00:00,47,0,0.0,357.662545496104,-19.792472298596227,59.50599606533389,-7.761749630255306,75 days 02:05:13.043478260,16 days 19:00:00,15370.305696265656,1.4998026682818173,1.6259645638550688,1.3688921300106998,0.5324321339874137,10.587640069145994,1.1726686847531922,0.4402704733283246,-0.03558274258515585,None,None,0.0020607941832959426,0.5193201341905775,722.4043677244822,0.541489403088919,0.41672274057308334,3.0343331380051493,45 days 07:39:34.468085105
BTC-USD,true,11,36,52,51.92307692307693,3.0568881285805696,0.013566397078006782,19.651135023969005,12.558121790465401,0.4069919123402035,0.813983824680407,7.997853023060696,2.2349174419817697,0,0,3833,3834 days 00:00:00,1000.0,481154.7911242368,48015.47911242369,17906.413352906497,100.0,11829.381175836057,56.86020362672907,731 days 00:00:00,52,0,0.0,222.4912061437157,-18.251507913216162,44.679584646533364,-7.37959056840051,62 days 17:46:40,18 days 01:55:11.999999999,9233.745983158402,1.4382592746204117,1.4075663048303553,1.350267120137198,0.4872781647411984,10.862188958777878,1.1680154460270005,0.4435240963855421,-0.03519937689492182,None,None,0.0019432775244103365,0.4897059361514048,480.1547911242334,0.5007225569639921,0.4097739509057897,1.6814682631365712,41 days 06:27:41.538461538
BTC-USD,false,11,17,65,46.15384615384615,2.378866666305602,0.01695799634750848,16.028468580906534,11.381161122537183,0.5087398904252544,1.0174797808505087,8.154321349535023,2.258189157363624,0,0,3833,3834 days 00:00:00,1000.0,506294.85418703867,50529.485418703865,17906.413352906497,100.0,15943.304114169496,66.13956646733496,827 days 00:00:00,65,0,0.0,251.6006587287988,-23.26248885577432,43.137720251260895,-7.208032850825771,59 days 16:00:00,10 days 08:13:42.857142857,7773.766987492902,1.4458499739253823,1.2233152602758106,1.3509828145354752,0.5645961114288752,10.463221830082436,1.1990835542980962,0.44135338345864666,-0.03560443475669183,None,None,0.0019573814247937278,0.4932601190480194,505.2948541870374,0.5057546795562546,0.41058108093650203,1.821865240282869,33 days 02:35:04.615384615
NTES,true,62,64,136,54.074074074074076,1.3958857234287185,0.02173213135866066,12.762977155932022,10.617633417470515,0.4597553122987766,0.9161300708306503,5.8678465481876785,1.0333699201091253,0,0,6212,6213 days 00:00:00,1000.0,35818.1313412727,3481.81313412727,16856.701867736887,100.0,6242.5516329426555,74.09741912078083,1338 days 00:00:00,135,1,-35.81813134127151,1490.6804552329975,-62.39264655803621,29.661053210486383,-7.133144650236827,36 days 11:30:24.657534246,15 days 00:46:27.096774193,258.17740350084443,0.6652941831433865,0.3157427534846357,1.1555094945812163,0.9642024608978474,26.659852817760164,1.2086437261879999,0.40948275862068967,-0.03328378514796999,None,None,0.0009296713916483392,0.23427719069538147,34.81813134127273,0.1562043386298151,0.42380145474058833,-0.7934463597062641,26 days 15:06:39.999999998
PGR,true,55,80,77,61.8421052631579,3.8775556523823584,0.006701349087382065,8.425285227649141,8.01595962954473,0.1425800193986421,0.28330835023366546,1.2012773311973073,1.0991774751332126,0,0,11341,11342 days 00:00:00,1000.0,141257.54116536843,14025.754116536842,494926.88021755876,100.0,4379.835156924137,57.40236074245634,3028 days 00:00:00,76,1,-141.257541165367,78.87774376175751,-24.440705203061935,18.040766610509987,-7.15842597905637,123 days 01:31:54.893617022,50 days 09:55:51.724137931,1847.3526145596552,0.7427469636780204,0.30087369727259256,1.1616252541640144,0.06579419204986739,27.00073647234216,1.0741514540091395,0.4400711020822753,-0.018213333152623145,None,None,0.0005294617828907202,0.1334243692884615,140.2575411653694,0.11627092115086479,0.2161924062265096,-0.9716609570480969,95 days 08:12:37.894736842
SOL-USD,false,4,5,104,39.42307692307692,1.6366287240762551,0.05774569683509161,12.286698061870787,7.451991428057726,1.7323709050527485,3.464741810105497,21.285118241552947,3.2655152225833333,0,0,1801,1802 days 00:00:00,1000.0,610912.8798144765,60991.28798144765,13149.386746258775,100.0,43648.11318990626,63.84031512593115,713 days 00:00:00,104,0,0.0,453.79418955903833,-25.79606203267747,41.58112080387612,-6.777926262291412,15 days 20:29:16.097560975,3 days 21:20:00,5864.5469212930475,1.846499075761259,4.177568225831369,1.4772099273574193,1.1189993778133378,10.554876390142654,1.7519645090322071,0.3397769516728624,-0.0631036511753443,None,None,0.004735305696363447,1.1932970354835888,609.9128798144759,1.4524728364286053,0.7777600451372997,3.6383370691261105,8 days 14:32:18.461538460
BTC-USD,true,27,29,137,52.55474452554745,1.9830965068323143,0.03574223845551787,7.380519837626226,5.967405146648941,1.0722671536655362,2.1445343073310723,7.913888998863499,2.3498926825805553,0,0,3833,3834 days 00:00:00,1000.0,634358.6600970665,63335.866009706646,17906.413352906497,100.0,45612.78857281152,64.84165645822193,752 days 00:00:00,137,0,0.0,217.46231727195834,-24.03378449670691,18.66673755979252,-5.121136716157977,21 days 18:00:00,9 days 07:23:04.615384615,4623.055913117275,1.4778980254462566,1.308343707719587,1.356802369007836,0.7049604335836646,9.731970759410956,1.2868995442532125,0.44679245283018865,-0.035864869827093575,None,None,0.0020226417111358004,0.5097057112062217,633.3586600970648,0.5282381062967063,0.41506985450312944,2.53704925500484,15 days 20:19:16.204379561
QQQ,true,102,109,42,65.85365853658537,8.352818332768253,0.006265281173594132,9.09508745075235,5.736901315089944,0.13477995110024452,0.2663508557457213,1.2258354418648494,1.1324371805357414,0,0,6544,6545 days 00:00:00,1000.0,16486.671268388356,1548.6671268388357,839.3586363027831,100.0,325.6615071753885,54.86282277118752,3017 days 00:00:00,41,1,-2029.5780718529531,69.8656108597285,-29.68386766786849,17.7604736393617,-7.616728770137107,141 days 01:46:40,50 days 22:17:08.571428571,427.2255936644222,0.7874321467985206,0.3083465611734938,1.1569657876669452,0.07711861713428365,12.258488162658077,0.9390660057501593,0.6333915647616671,-0.01886228265847231,None,None,0.0005026353201716702,0.1266641006832609,15.486671268388339,0.11394275710251889,0.19359162486444198,0.8450600969097346,110 days 07:01:27.804878048
