Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%]
Most Total Return [%],AIG,SMA,28,46,0,true,false,1,146,1.2899393326803372,50.3448275862069,1.7330580729808482,3.447436851788488,0.80685041232912,19.764018434696784,52 days 14:24:00,0.007576024598236408,0.23202663841380355,0.46246405327682766,0.7998971838643487,0,13214,13215 days 00:00:00,1000.0,51376.64749128165,5037.664749128165,242.61511638374395,100.0,4456.285317097669,50.6875143839936,2525 days 00:00:00,145,-51.376647491277254,52.50459397473888,-17.380930049155737,12.342895199392007,-5.571569528420636,76 days 23:00:49.315068493,27 days 21:40:00,347.77947681912343,0.5377437367014999,0.2267623314400438,1.1198877214662109,0.9985883930893645,39.93723244786279,1.1140994008166274,1.0051955154498222,-0.01925614840127816,0.00039703712703713855,0.10005335601335892,50.37664749128166,0.07801052746838888,0.22392493744355366,7628,290,19139.325396825396,,
Median Best Trade [%],AIG,SMA,28,46,0,true,false,1,146,1.2899393326803372,50.3448275862069,1.7330580729808482,3.447436851788488,0.80685041232912,19.764018434696784,52 days 14:24:00,0.007576024598236408,0.23202663841380355,0.46246405327682766,0.7998971838643487,0,13214,13215 days 00:00:00,1000.0,51376.64749128165,5037.664749128165,242.61511638374395,100.0,4456.285317097669,50.6875143839936,2525 days 00:00:00,145,-51.376647491277254,52.50459397473888,-17.380930049155737,12.342895199392007,-5.571569528420636,76 days 23:00:49.315068493,27 days 21:40:00,347.77947681912343,0.5377437367014999,0.2267623314400438,1.1198877214662109,0.9985883930893645,39.93723244786279,1.1140994008166274,1.0051955154498222,-0.01925614840127816,0.00039703712703713855,0.10005335601335892,50.37664749128166,0.07801052746838888,0.22392493744355366,7628,290,19139.325396825396,,
Most Profit Factor,AIG,SMA,28,46,0,true,false,1,146,1.2899393326803372,50.3448275862069,1.7330580729808482,3.447436851788488,0.80685041232912,19.764018434696784,52 days 14:24:00,0.007576024598236408,0.23202663841380355,0.46246405327682766,0.7998971838643487,0,13214,13215 days 00:00:00,1000.0,51376.64749128165,5037.664749128165,242.61511638374395,100.0,4456.285317097669,50.6875143839936,2525 days 00:00:00,145,-51.376647491277254,52.50459397473888,-17.380930049155737,12.342895199392007,-5.571569528420636,76 days 23:00:49.315068493,27 days 21:40:00,347.77947681912343,0.5377437367014999,0.2267623314400438,1.1198877214662109,0.9985883930893645,39.93723244786279,1.1140994008166274,1.0051955154498222,-0.01925614840127816,0.00039703712703713855,0.10005335601335892,50.37664749128166,0.07801052746838888,0.22392493744355366,7628,290,19139.325396825396,,
Most Expectancy,AIG,SMA,28,46,0,true,false,1,146,1.2899393326803372,50.3448275862069,1.7330580729808482,3.447436851788488,0.80685041232912,19.764018434696784,52 days 14:24:00,0.007576024598236408,0.23202663841380355,0.46246405327682766,0.7998971838643487,0,13214,13215 days 00:00:00,1000.0,51376.64749128165,5037.664749128165,242.61511638374395,100.0,4456.285317097669,50.6875143839936,2525 days 00:00:00,145,-51.376647491277254,52.50459397473888,-17.380930049155737,12.342895199392007,-5.571569528420636,76 days 23:00:49.315068493,27 days 21:40:00,347.77947681912343,0.5377437367014999,0.2267623314400438,1.1198877214662109,0.9985883930893645,39.93723244786279,1.1140994008166274,1.0051955154498222,-0.01925614840127816,0.00039703712703713855,0.10005335601335892,50.37664749128166,0.07801052746838888,0.22392493744355366,7628,290,19139.325396825396,,
Most Sharpe Ratio,AIG,SMA,28,46,0,true,false,1,146,1.2899393326803372,50.3448275862069,1.7330580729808482,3.447436851788488,0.80685041232912,19.764018434696784,52 days 14:24:00,0.007576024598236408,0.23202663841380355,0.46246405327682766,0.7998971838643487,0,13214,13215 days 00:00:00,1000.0,51376.64749128165,5037.664749128165,242.61511638374395,100.0,4456.285317097669,50.6875143839936,2525 days 00:00:00,145,-51.376647491277254,52.50459397473888,-17.380930049155737,12.342895199392007,-5.571569528420636,76 days 23:00:49.315068493,27 days 21:40:00,347.77947681912343,0.5377437367014999,0.2267623314400438,1.1198877214662109,0.9985883930893645,39.93723244786279,1.1140994008166274,1.0051955154498222,-0.01925614840127816,0.00039703712703713855,0.10005335601335892,50.37664749128166,0.07801052746838888,0.22392493744355366,7628,290,19139.325396825396,,
Most Calmar Ratio,AIG,SMA,28,46,0,true,false,1,146,1.2899393326803372,50.3448275862069,1.7330580729808482,3.447436851788488,0.80685041232912,19.764018434696784,52 days 14:24:00,0.007576024598236408,0.23202663841380355,0.46246405327682766,0.7998971838643487,0,13214,13215 days 00:00:00,1000.0,51376.64749128165,5037.664749128165,242.61511638374395,100.0,4456.285317097669,50.6875143839936,2525 days 00:00:00,145,-51.376647491277254,52.50459397473888,-17.380930049155737,12.342895199392007,-5.571569528420636,76 days 23:00:49.315068493,27 days 21:40:00,347.77947681912343,0.5377437367014999,0.2267623314400438,1.1198877214662109,0.9985883930893645,39.93723244786279,1.1140994008166274,1.0051955154498222,-0.01925614840127816,0.00039703712703713855,0.10005335601335892,50.37664749128166,0.07801052746838888,0.22392493744355366,7628,290,19139.325396825396,,
Most Omega Ratio,AIG,SMA,28,46,0,true,false,1,146,1.2899393326803372,50.3448275862069,1.7330580729808482,3.447436851788488,0.80685041232912,19.764018434696784,52 days 14:24:00,0.007576024598236408,0.23202663841380355,0.46246405327682766,0.7998971838643487,0,13214,13215 days 00:00:00,1000.0,51376.64749128165,5037.664749128165,242.61511638374395,100.0,4456.285317097669,50.6875143839936,2525 days 00:00:00,145,-51.376647491277254,52.50459397473888,-17.380930049155737,12.342895199392007,-5.571569528420636,76 days 23:00:49.315068493,27 days 21:40:00,347.77947681912343,0.5377437367014999,0.2267623314400438,1.1198877214662109,0.9985883930893645,39.93723244786279,1.1140994008166274,1.0051955154498222,-0.01925614840127816,0.00039703712703713855,0.10005335601335892,50.37664749128166,0.07801052746838888,0.22392493744355366,7628,290,19139.325396825396,,
Most Sortino Ratio,AIG,SMA,28,46,0,true,false,1,146,1.2899393326803372,50.3448275862069,1.7330580729808482,3.447436851788488,0.80685041232912,19.764018434696784,52 days 14:24:00,0.007576024598236408,0.23202663841380355,0.46246405327682766,0.7998971838643487,0,13214,13215 days 00:00:00,1000.0,51376.64749128165,5037.664749128165,242.61511638374395,100.0,4456.285317097669,50.6875143839936,2525 days 00:00:00,145,-51.376647491277254,52.50459397473888,-17.380930049155737,12.342895199392007,-5.571569528420636,76 days 23:00:49.315068493,27 days 21:40:00,347.77947681912343,0.5377437367014999,0.2267623314400438,1.1198877214662109,0.9985883930893645,39.93723244786279,1.1140994008166274,1.0051955154498222,-0.01925614840127816,0.00039703712703713855,0.10005335601335892,50.37664749128166,0.07801052746838888,0.22392493744355366,7628,290,19139.325396825396,,
Least Max Drawdown Duration,AIG,SMA,28,46,0,true,false,1,146,1.2899393326803372,50.3448275862069,1.7330580729808482,3.447436851788488,0.80685041232912,19.764018434696784,52 days 14:24:00,0.007576024598236408,0.23202663841380355,0.46246405327682766,0.7998971838643487,0,13214,13215 days 00:00:00,1000.0,51376.64749128165,5037.664749128165,242.61511638374395,100.0,4456.285317097669,50.6875143839936,2525 days 00:00:00,145,-51.376647491277254,52.50459397473888,-17.380930049155737,12.342895199392007,-5.571569528420636,76 days 23:00:49.315068493,27 days 21:40:00,347.77947681912343,0.5377437367014999,0.2267623314400438,1.1198877214662109,0.9985883930893645,39.93723244786279,1.1140994008166274,1.0051955154498222,-0.01925614840127816,0.00039703712703713855,0.10005335601335892,50.37664749128166,0.07801052746838888,0.22392493744355366,7628,290,19139.325396825396,,
Most Win Rate [%],AIG,SMA,36,41,0,true,false,1,261,1.2160387829654693,53.84615384615385,1.285156333586514,1.5066180328860215,0.6342618257568343,6.146276789438866,29 days 01:45:13.846153845,0.013584595831320457,0.41478734675344336,0.8279854699561072,0.624926096431685,0,13214,13215 days 00:00:00,1000.0,18337.947749801588,1733.7947749801585,242.61511638374395,100.0,4705.95811099168,74.55214343245729,6153 days 00:00:00,260,-18.33794774979833,45.75399421222226,-22.851746504728336,7.041326367592812,-4.950541690938567,37 days 15:56:34.285714285,19 days 01:12:00,66.75494499058232,0.43301505157327186,0.11221966097361066,1.0953953090036475,0.43243383353767784,38.09050457049273,1.1266493864073184,0.972259269138437,-0.01920013281785624,0.0003193894845797203,0.08048615011408952,17.337947749801437,0.05703930798768253,0.2236991446476284,7560,520,19139.325396825396,,
