Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%]
Median Total Fees Paid,V,SMA,38,43,0,true,false,1,79,1.3369244500961184,60.256410256410255,2.4124036382739735,2.356841062681595,0.9797161528721618,-0.8515043281572572,36 days 21:32:18.461538460,0.012445586964298717,0.3834065172174717,0.7619597873815577,0.9036282234778753,0,4327,4328 days 00:00:00,1000.0,4690.735107823759,369.07351078237593,2485.415946487823,100.0,378.89065874053324,33.222460724755955,996 days 00:00:00,78,-4.690735107823457,48.17826760187221,-8.191555869169873,6.403770141550444,-3.7788256052808515,47 days 13:47:14.042553191,20 days 17:01:56.129032258,47.37725439655876,0.6831874864025952,0.4190633989525338,1.1320918624447547,-0.03037881275167093,9.464016612631685,1.0126943927078145,1.117900790797987,-0.017890838228464923,0.0004292568513400556,0.10817272653769401,3.690735107823758,0.0941663216481532,0.19055661751898784,2879,156,6267.281746031746,,
Median Total Trades,V,SMA,38,43,0,true,false,1,79,1.3369244500961184,60.256410256410255,2.4124036382739735,2.356841062681595,0.9797161528721618,-0.8515043281572572,36 days 21:32:18.461538460,0.012445586964298717,0.3834065172174717,0.7619597873815577,0.9036282234778753,0,4327,4328 days 00:00:00,1000.0,4690.735107823759,369.07351078237593,2485.415946487823,100.0,378.89065874053324,33.222460724755955,996 days 00:00:00,78,-4.690735107823457,48.17826760187221,-8.191555869169873,6.403770141550444,-3.7788256052808515,47 days 13:47:14.042553191,20 days 17:01:56.129032258,47.37725439655876,0.6831874864025952,0.4190633989525338,1.1320918624447547,-0.03037881275167093,9.464016612631685,1.0126943927078145,1.117900790797987,-0.017890838228464923,0.0004292568513400556,0.10817272653769401,3.690735107823758,0.0941663216481532,0.19055661751898784,2879,156,6267.281746031746,,
Most Worst Trade [%],V,SMA,38,43,0,true,false,1,79,1.3369244500961184,60.256410256410255,2.4124036382739735,2.356841062681595,0.9797161528721618,-0.8515043281572572,36 days 21:32:18.461538460,0.012445586964298717,0.3834065172174717,0.7619597873815577,0.9036282234778753,0,4327,4328 days 00:00:00,1000.0,4690.735107823759,369.07351078237593,2485.415946487823,100.0,378.89065874053324,33.222460724755955,996 days 00:00:00,78,-4.690735107823457,48.17826760187221,-8.191555869169873,6.403770141550444,-3.7788256052808515,47 days 13:47:14.042553191,20 days 17:01:56.129032258,47.37725439655876,0.6831874864025952,0.4190633989525338,1.1320918624447547,-0.03037881275167093,9.464016612631685,1.0126943927078145,1.117900790797987,-0.017890838228464923,0.0004292568513400556,0.10817272653769401,3.690735107823758,0.0941663216481532,0.19055661751898784,2879,156,6267.281746031746,,
Most Profit Factor,V,SMA,38,43,0,true,false,1,79,1.3369244500961184,60.256410256410255,2.4124036382739735,2.356841062681595,0.9797161528721618,-0.8515043281572572,36 days 21:32:18.461538460,0.012445586964298717,0.3834065172174717,0.7619597873815577,0.9036282234778753,0,4327,4328 days 00:00:00,1000.0,4690.735107823759,369.07351078237593,2485.415946487823,100.0,378.89065874053324,33.222460724755955,996 days 00:00:00,78,-4.690735107823457,48.17826760187221,-8.191555869169873,6.403770141550444,-3.7788256052808515,47 days 13:47:14.042553191,20 days 17:01:56.129032258,47.37725439655876,0.6831874864025952,0.4190633989525338,1.1320918624447547,-0.03037881275167093,9.464016612631685,1.0126943927078145,1.117900790797987,-0.017890838228464923,0.0004292568513400556,0.10817272653769401,3.690735107823758,0.0941663216481532,0.19055661751898784,2879,156,6267.281746031746,,
Most Max Drawdown Duration,V,SMA,38,43,0,true,false,1,79,1.3369244500961184,60.256410256410255,2.4124036382739735,2.356841062681595,0.9797161528721618,-0.8515043281572572,36 days 21:32:18.461538460,0.012445586964298717,0.3834065172174717,0.7619597873815577,0.9036282234778753,0,4327,4328 days 00:00:00,1000.0,4690.735107823759,369.07351078237593,2485.415946487823,100.0,378.89065874053324,33.222460724755955,996 days 00:00:00,78,-4.690735107823457,48.17826760187221,-8.191555869169873,6.403770141550444,-3.7788256052808515,47 days 13:47:14.042553191,20 days 17:01:56.129032258,47.37725439655876,0.6831874864025952,0.4190633989525338,1.1320918624447547,-0.03037881275167093,9.464016612631685,1.0126943927078145,1.117900790797987,-0.017890838228464923,0.0004292568513400556,0.10817272653769401,3.690735107823758,0.0941663216481532,0.19055661751898784,2879,156,6267.281746031746,,
Most Expectancy,V,SMA,38,46,0,true,false,1,63,1.3007507157708322,58.06451612903226,2.2540778767301295,3.0717950086918098,1.000820096225625,-0.8429707771116443,46 days 03:52:15.483870967,0.009892646048545135,0.30575456436330023,0.6066558816732147,0.9392153446959244,0,4327,4328 days 00:00:00,1000.0,4902.829346313099,390.28293463131,2485.415946487823,100.0,374.5712342915108,33.78701834366313,1239 days 00:00:00,62,-4.902829346312501,47.769764829681854,-14.44046462973388,8.321436318664015,-4.196939112808167,58 days 15:20:00,28 days 21:13:50.769230769,63.027938317087305,0.6984160935044851,0.4246597990549262,1.1361457437121438,-0.12267106548552764,10.959364633465444,1.004684794698262,1.1308479532163744,-0.017928404589714387,0.00043989106302799274,0.11085254788305417,3.9028293463130996,0.096987337504024,0.19101945569314205,2863,124,6267.281746031746,,
Most Calmar Ratio,V,SMA,38,46,0,true,false,1,63,1.3007507157708322,58.06451612903226,2.2540778767301295,3.0717950086918098,1.000820096225625,-0.8429707771116443,46 days 03:52:15.483870967,0.009892646048545135,0.30575456436330023,0.6066558816732147,0.9392153446959244,0,4327,4328 days 00:00:00,1000.0,4902.829346313099,390.28293463131,2485.415946487823,100.0,374.5712342915108,33.78701834366313,1239 days 00:00:00,62,-4.902829346312501,47.769764829681854,-14.44046462973388,8.321436318664015,-4.196939112808167,58 days 15:20:00,28 days 21:13:50.769230769,63.027938317087305,0.6984160935044851,0.4246597990549262,1.1361457437121438,-0.12267106548552764,10.959364633465444,1.004684794698262,1.1308479532163744,-0.017928404589714387,0.00043989106302799274,0.11085254788305417,3.9028293463130996,0.096987337504024,0.19101945569314205,2863,124,6267.281746031746,,
Median Avg Losing Trade [%],V,SMA,38,45,0,true,false,1,72,1.2748553963530866,57.74647887323944,2.23254908816059,2.4776618439876588,0.9256333614722728,-0.8685070187251365,40 days 10:28:43.943661972,0.011328675313656526,0.34943378784377166,0.6940143286341577,0.8657787631405917,0,4327,4328 days 00:00:00,1000.0,4268.147525117707,326.8147525117707,2485.415946487823,100.0,348.8203238299449,35.69078283753799,1008 days 00:00:00,71,-4.268147525117456,47.76976482968185,-10.740746715926372,7.135870035135156,-3.8885560172472537,52 days 03:30:43.902439025,24 days 10:24:00,46.09036158651864,0.6474466858976705,0.3647684589898887,1.1249072766938215,-0.0523650835300452,9.550522848409086,1.0037075894629377,1.1207519884309471,-0.018197091345243197,0.0004078085667657562,0.10276775882497056,3.2681475251177385,0.08816815120921717,0.19102888250870326,2872,142,6267.281746031746,,
Least Max Drawdown Duration,V,SMA,38,45,0,true,false,1,72,1.2748553963530866,57.74647887323944,2.23254908816059,2.4776618439876588,0.9256333614722728,-0.8685070187251365,40 days 10:28:43.943661972,0.011328675313656526,0.34943378784377166,0.6940143286341577,0.8657787631405917,0,4327,4328 days 00:00:00,1000.0,4268.147525117707,326.8147525117707,2485.415946487823,100.0,348.8203238299449,35.69078283753799,1008 days 00:00:00,71,-4.268147525117456,47.76976482968185,-10.740746715926372,7.135870035135156,-3.8885560172472537,52 days 03:30:43.902439025,24 days 10:24:00,46.09036158651864,0.6474466858976705,0.3647684589898887,1.1249072766938215,-0.0523650835300452,9.550522848409086,1.0037075894629377,1.1207519884309471,-0.018197091345243197,0.0004078085667657562,0.10276775882497056,3.2681475251177385,0.08816815120921717,0.19102888250870326,2872,142,6267.281746031746,,
Mean Win Rate [%],V,SMA,39,42,0,true,false,1,105,1.2608345228992015,56.730769230769226,2.1720361286578975,1.8927488825330192,1.0472011245518362,-0.8306193503306888,27 days 14:46:09.230769229,0.016594115952398292,0.5095909406055004,1.014328634157615,0.9645276833800109,0,4327,4328 days 00:00:00,1000.0,5209.813677145737,420.98136771457365,2485.415946487823,100.0,548.1640842425994,36.92791043195539,994 days 00:00:00,104,-5.209813677145576,48.17826760187218,-8.418275722965902,5.9364895817239205,-3.4090444786283847,36 days 08:32:32.542372881,16 days 03:44:00,40.52907202714311,0.7233679969658338,0.40444085341746705,1.1401413332214598,0.13403395818361133,8.564511202880416,1.031765663782296,1.1050390347764372,-0.01783524093046535,0.0004529107727359459,0.11413351472945837,4.209813677145737,0.10087329435870651,0.18988911151114338,2873,208,6267.281746031746,,
