Fast Period,Slow Period,Signal Period,Signal
2,7,16,1
2,7,17,1
2,7,18,1
2,8,14,1
2,8,15,1
2,8,16,1
2,8,17,1
2,8,18,1
2,9,12,1
2,9,13,1
2,9,14,1
2,9,15,1
2,9,16,1
2,9,17,1
2,10,11,1
2,10,12,1
2,10,13,1
2,10,14,1
2,10,15,1
2,11,10,1
2,11,11,1
2,11,12,1
2,11,13,1
2,12,9,1
2,12,10,1
2,12,11,1
2,12,12,1
2,13,9,1
2,13,10,1
2,13,11,1
2,14,8,1
2,14,9,1
2,14,10,1
2,15,8,1
2,15,9,1
2,15,10,1
2,16,7,1
2,16,8,1
2,16,9,1
2,17,7,1
2,17,8,1
2,17,9,1
2,18,7,1
2,18,8,1
2,19,6,1
2,19,7,1
2,19,8,1
2,20,6,1
2,20,7,1
2,21,6,1
2,21,7,1
2,22,6,1
2,22,7,1
2,23,5,1
2,23,6,1
2,23,7,1
2,24,5,1
2,24,6,1
2,25,5,1
2,25,6,1
2,26,5,1
2,26,6,1
2,27,5,1
2,27,6,1
2,28,5,1
2,28,6,1
2,29,5,1
2,29,6,1
2,30,4,1
2,30,5,1
2,31,4,1
2,31,5,1
2,32,4,1
2,32,5,1
2,33,4,1
2,33,5,1
2,34,4,1
2,34,5,1
2,35,4,1
2,35,5,1
2,36,4,1
2,36,5,1
3,5,18,1
3,6,15,1
3,6,16,1
3,6,17,1
3,6,18,1
3,7,13,1
3,7,14,1
3,7,15,1
3,7,16,1
3,7,17,1
3,7,18,1
3,8,11,1
3,8,12,1
3,8,13,1
3,8,14,1
3,8,15,1
3,9,10,1
3,9,11,1
3,9,12,1
3,9,13,1
3,10,9,1
3,10,10,1
3,10,11,1
3,10,12,1
3,11,8,1
3,11,9,1
3,11,10,1
3,11,11,1
3,12,8,1
3,12,9,1
3,12,10,1
3,13,7,1
3,13,8,1
3,13,9,1
3,14,7,1
3,14,8,1
3,15,6,1
3,15,7,1
3,15,8,1
3,16,6,1
3,16,7,1
3,17,6,1
3,17,7,1
3,18,5,1
3,18,6,1
3,18,7,1
3,19,5,1
3,19,6,1
3,20,5,1
3,20,6,1
3,21,5,1
3,21,6,1
3,22,5,1
3,22,6,1
3,23,4,1
3,23,5,1
3,24,4,1
3,24,5,1
3,25,4,1
3,25,5,1
3,26,4,1
3,26,5,1
3,27,4,1
3,27,5,1
3,28,4,1
3,28,5,1
3,29,4,1
3,30,4,1
3,31,3,1
3,31,4,1
3,32,3,1
3,32,4,1
3,33,3,1
3,33,4,1
3,34,3,1
3,34,4,1
3,35,3,1
3,35,4,1
3,36,3,1
3,36,4,1
4,5,14,1
4,5,15,1
4,5,16,1
4,5,17,1
4,5,18,1
4,6,12,1
4,6,13,1
4,6,14,1
4,6,15,1
4,6,16,1
4,6,17,1
4,7,10,1
4,7,11,1
4,7,12,1
4,7,13,1
4,7,14,1
4,8,9,1
4,8,10,1
4,8,11,1
4,8,12,1
4,9,8,1
4,9,9,1
4,9,10,1
4,9,11,1
4,10,7,1
4,10,8,1
4,10,9,1
4,10,10,1
4,11,7,1
4,11,8,1
4,11,9,1
4,12,6,1
4,12,7,1
4,12,8,1
4,13,6,1
4,13,7,1
4,14,5,1
4,14,6,1
4,14,7,1
4,15,5,1
4,15,6,1
4,16,5,1
4,16,6,1
4,17,5,1
4,17,6,1
4,18,4,1
4,18,5,1
4,19,4,1
4,19,5,1
4,20,4,1
4,20,5,1
4,21,4,1
4,21,5,1
4,22,4,1
4,23,3,1
4,23,4,1
4,24,3,1
4,24,4,1
4,25,3,1
4,25,4,1
4,26,3,1
4,26,4,1
4,27,3,1
4,27,4,1
4,28,3,1
4,29,3,1
4,30,2,1
4,30,3,1
4,31,2,1
4,31,3,1
4,32,2,1
4,32,3,1
4,33,2,1
4,33,3,1
4,34,2,1
4,34,3,1
4,35,2,1
4,35,3,1
4,36,2,1
4,36,3,1
5,6,10,1
5,6,11,1
5,6,12,1
5,6,13,1
5,6,14,1
5,7,8,1
5,7,9,1
5,7,10,1
5,7,11,1
5,7,12,1
5,8,7,1
5,8,8,1
5,8,9,1
5,8,10,1
5,9,7,1
5,9,8,1
5,9,9,1
5,10,6,1
5,10,7,1
5,10,8,1
5,11,6,1
5,11,7,1
5,12,5,1
5,12,6,1
5,12,7,1
5,13,5,1
5,13,6,1
5,14,4,1
5,14,5,1
5,14,6,1
5,15,4,1
5,15,5,1
5,16,4,1
5,16,5,1
5,17,4,1
5,18,3,1
5,18,4,1
5,19,3,1
5,19,4,1
5,20,3,1
5,20,4,1
5,21,3,1
5,21,4,1
5,22,3,1
5,23,2,1
5,23,3,1
5,24,2,1
5,24,3,1
5,25,2,1
5,25,3,1
5,26,2,1
5,26,3,1
5,27,2,1
5,27,3,1
5,28,2,1
5,28,3,1
5,29,2,1
5,30,2,1
5,31,2,1
5,32,2,1
5,33,2,1
5,34,2,1
5,35,2,1
5,36,2,1
6,7,7,1
6,7,8,1
6,7,9,1
6,7,10,1
6,8,6,1
6,8,7,1
6,8,8,1
6,9,6,1
6,9,7,1
6,10,5,1
6,10,6,1
6,10,7,1
6,11,5,1
6,11,6,1
6,12,4,1
6,12,5,1
6,13,4,1
6,13,5,1
6,14,4,1
6,14,5,1
6,15,3,1
6,15,4,1
6,16,3,1
6,16,4,1
6,17,3,1
6,17,4,1
6,18,3,1
6,19,2,1
6,19,3,1
6,20,2,1
6,20,3,1
6,21,2,1
6,21,3,1
6,22,2,1
6,22,3,1
6,23,2,1
6,24,2,1
6,25,2,1
6,26,2,1
6,27,2,1
6,28,2,1
6,29,2,1
7,8,5,1
7,8,6,1
7,8,7,1
7,9,5,1
7,9,6,1
7,10,4,1
7,10,5,1
7,10,6,1
7,11,4,1
7,11,5,1
7,12,4,1
7,12,5,1
7,13,3,1
7,13,4,1
7,14,3,1
7,14,4,1
7,15,3,1
7,16,2,1
7,16,3,1
7,17,2,1
7,17,3,1
7,18,2,1
7,18,3,1
7,19,2,1
7,20,2,1
7,21,2,1
7,22,2,1
7,23,2,1
8,9,4,1
8,9,5,1
8,10,4,1
8,10,5,1
8,11,3,1
8,11,4,1
8,12,3,1
8,12,4,1
8,13,3,1
8,14,2,1
8,14,3,1
8,15,2,1
8,15,3,1
8,16,2,1
8,17,2,1
8,18,2,1
8,19,2,1
9,10,3,1
9,10,4,1
9,11,3,1
9,11,4,1
9,12,2,1
9,12,3,1
9,13,2,1
9,13,3,1
9,14,2,1
9,15,2,1
9,16,2,1
9,17,2,1
10,11,2,1
10,11,3,1
10,12,2,1
10,12,3,1
10,13,2,1
10,14,2,1
10,15,2,1
11,12,2,1
11,13,2,1
