Fast Period,Slow Period,Signal Period,Signal
3,11,17,1
3,13,14,1
3,14,13,1
3,17,11,1
3,19,10,1
3,22,9,1
4,9,18,1
4,10,16,1
4,11,14,1
4,11,15,1
4,12,13,1
4,13,12,1
4,14,11,1
4,15,11,1
4,16,10,1
4,18,9,1
4,20,8,1
4,21,8,1
4,25,7,1
4,26,7,1
5,8,17,1
5,8,18,1
5,9,15,1
5,9,16,1
5,10,13,1
5,10,14,1
5,11,12,1
5,11,13,1
5,12,11,1
5,13,10,1
5,13,11,1
5,14,10,1
5,15,9,1
5,16,9,1
5,17,8,1
5,18,8,1
5,19,7,1
5,20,7,1
5,21,7,1
5,24,6,1
5,25,6,1
5,26,6,1
6,7,16,1
6,7,17,1
6,8,14,1
6,8,15,1
6,9,13,1
6,10,11,1
6,10,12,1
6,11,10,1
6,11,11,1
6,12,10,1
6,13,9,1
6,14,8,1
6,15,8,1
6,16,7,1
6,17,7,1
6,19,6,1
6,20,6,1
6,21,6,1
6,24,5,1
6,25,5,1
6,26,5,1
7,8,12,1
7,8,13,1
7,9,11,1
7,9,12,1
7,10,10,1
7,11,9,1
7,12,8,1
7,12,9,1
7,13,8,1
7,14,7,1
7,15,7,1
7,16,6,1
7,17,6,1
7,19,5,1
7,20,5,1
7,21,5,1
7,25,4,1
7,26,4,1
8,9,10,1
8,10,9,1
8,11,8,1
8,12,7,1
8,12,8,1
8,13,7,1
8,14,6,1
8,15,6,1
8,17,5,1
8,18,5,1
8,20,4,1
8,21,4,1
9,10,8,1
9,11,7,1
9,12,7,1
9,13,6,1
9,15,5,1
9,16,5,1
9,18,4,1
9,22,3,1
10,11,6,1
10,12,6,1
10,13,5,1
10,14,5,1
10,16,4,1
10,19,3,1
11,12,5,1
11,13,5,1
11,14,4,1
11,15,4,1
11,17,3,1
12,13,4,1
13,14,3,1
