Date,Cumulative_Returns,Cumulative_Returns_Pct
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,-0.000999000999000941,-0.09990009990009412
9,0.09130985580939469,9.130985580939468
10,0.10539347557996209,10.539347557996209
11,0.08108945309906351,8.108945309906352
12,0.052621515520718795,5.262151552071879
13,0.06360978162925389,6.360978162925389
14,0.041872108746401,4.1872108746401
15,-0.0025761136520598277,-0.25761136520598277
16,-0.045209087993242844,-4.5209087993242845
17,-0.06545060281224191,-6.545060281224191
18,-0.011735254534236475,-1.1735254534236474
19,-0.019577844384788254,-1.9577844384788254
20,-0.05514872835905588,-5.514872835905589
21,-0.0510506107987749,-5.10506107987749
22,-0.03064376210017822,-3.064376210017822
23,-0.03864329982016571,-3.8643299820165713
24,0.021836617211484805,2.1836617211484803
25,-0.008579772187828728,-0.8579772187828728
26,0.011026859514442423,1.1026859514442422
27,0.022564580797029596,2.2564580797029596
28,0.018762506739080302,1.8762506739080302
29,0.003496268671705091,0.3496268671705091
30,-0.004255134163193086,-0.42551341631930856
31,-0.03550316860493689,-3.5503168604936888
32,-0.07179116189304553,-7.179116189304553
33,-0.12618831794548407,-12.618831794548408
34,-0.18370671370156652,-18.370671370156654
35,-0.14615055321703496,-14.615055321703496
36,-0.11099000041714985,-11.099000041714985
37,-0.11099000041714985,-11.099000041714985
38,-0.11099000041714985,-11.099000041714985
39,-0.11099000041714985,-11.099000041714985
40,-0.11099000041714985,-11.099000041714985
41,-0.11099000041714985,-11.099000041714985
42,-0.11099000041714985,-11.099000041714985
43,-0.11099000041714985,-11.099000041714985
44,-0.11099000041714985,-11.099000041714985
45,-0.11099000041714985,-11.099000041714985
46,-0.11099000041714985,-11.099000041714985
47,-0.11099000041714985,-11.099000041714985
48,-0.11099000041714985,-11.099000041714985
49,-0.11099000041714985,-11.099000041714985
50,-0.11099000041714985,-11.099000041714985
51,-0.11099000041714985,-11.099000041714985
52,-0.11099000041714985,-11.099000041714985
53,-0.11099000041714985,-11.099000041714985
54,-0.11099000041714985,-11.099000041714985
55,-0.11099000041714985,-11.099000041714985
56,-0.11099000041714985,-11.099000041714985
57,-0.11099000041714985,-11.099000041714985
58,-0.11099000041714985,-11.099000041714985
59,-0.11099000041714985,-11.099000041714985
60,-0.11099000041714985,-11.099000041714985
61,-0.11099000041714985,-11.099000041714985
62,-0.11099000041714985,-11.099000041714985
63,-0.11099000041714985,-11.099000041714985
64,-0.11099000041714985,-11.099000041714985
65,-0.11099000041714985,-11.099000041714985
66,-0.11099000041714985,-11.099000041714985
67,-0.11099000041714985,-11.099000041714985
68,-0.11099000041714985,-11.099000041714985
69,-0.11099000041714985,-11.099000041714985
70,-0.11099000041714985,-11.099000041714985
71,-0.11099000041714985,-11.099000041714985
72,-0.11099000041714985,-11.099000041714985
73,-0.11099000041714985,-11.099000041714985
74,-0.11099000041714985,-11.099000041714985
75,-0.11099000041714985,-11.099000041714985
76,-0.11099000041714985,-11.099000041714985
77,-0.11099000041714985,-11.099000041714985
78,-0.11099000041714985,-11.099000041714985
79,-0.11099000041714985,-11.099000041714985
80,-0.11099000041714985,-11.099000041714985
81,-0.11099000041714985,-11.099000041714985
82,-0.11099000041714985,-11.099000041714985
83,-0.11099000041714985,-11.099000041714985
84,-0.11099000041714985,-11.099000041714985
85,-0.11099000041714985,-11.099000041714985
86,-0.11099000041714985,-11.099000041714985
87,-0.11099000041714985,-11.099000041714985
88,-0.11099000041714985,-11.099000041714985
89,-0.11099000041714985,-11.099000041714985
90,-0.11198900141615077,-11.198900141615077
91,-0.12053543060909967,-12.053543060909968
92,-0.1291556459775162,-12.915564597751619
93,-0.14654586908395364,-14.654586908395364
94,-0.15981927686165692,-15.981927686165692
95,-0.14188326879858698,-14.188326879858698
96,-0.14188326879858698,-14.188326879858698
97,-0.1462883069190413,-14.62883069190413
98,-0.15071271710106876,-15.071271710106876
99,-0.1773776866508759,-17.73776866508759
100,-0.1636799826867415,-16.36799826867415
101,-0.15467155450460948,-15.467155450460949
102,-0.1769915270197157,-17.69915270197157
103,-0.1769915270197157,-17.69915270197157
104,-0.18155746898468755,-18.155746898468756
105,-0.19531800274738934,-19.531800274738934
106,-0.17206376872211182,-17.20637687221118
107,-0.15388313341033596,-15.388313341033596
108,-0.1717391352642789,-17.17391352642789
109,-0.13992305381281878,-13.992305381281877
110,-0.08265002967480492,-8.265002967480491
111,-0.036819799150683515,-3.6819799150683514
112,-0.04080352763159748,-4.080352763159748
113,0.01519280916246285,1.519280916246285
114,0.01519280916246285,1.519280916246285
115,0.018980482206989516,1.8980482206989515
116,0.018980482206989516,1.8980482206989515
117,-0.030073164752822533,-3.0073164752822534
118,-0.030073164752822533,-3.0073164752822534
119,-0.010233136201932856,-1.0233136201932855
120,-0.025796362986139375,-2.5796362986139374
121,-0.06136724696040717,-6.136724696040717
122,-0.04087676859680877,-4.087676859680877
123,-0.028829382066803487,-2.8829382066803486
124,0.014818595974103552,1.4818595974103552
125,0.0034124753323961123,0.3412475332396112
126,-0.0004334659963295159,-0.04334659963295159
127,-0.019737311393183,-1.9737311393183001
128,-0.03548424027107164,-3.548424027107164
129,-0.0394840091310654,-3.94840091310654
130,-0.06759461344787757,-6.7594613447877565
131,-0.10478964006075758,-10.478964006075758
132,-0.08762331314037161,-8.76233131403716
133,-0.1129382955592239,-11.29382955592239
134,-0.0912945855160888,-9.129458551608879
135,-0.10400565069407262,-10.400565069407262
136,-0.13833830453484441,-13.833830453484442
137,-0.21389703278905114,-21.389703278905113
138,-0.22351183846132877,-22.351183846132876
139,-0.22451183846132877,-22.451183846132878
140,-0.22451183846132877,-22.451183846132878
141,-0.22451183846132877,-22.451183846132878
142,-0.22451183846132877,-22.451183846132878
143,-0.22451183846132877,-22.451183846132878
144,-0.22451183846132877,-22.451183846132878
145,-0.22451183846132877,-22.451183846132878
146,-0.22451183846132877,-22.451183846132878
147,-0.22451183846132877,-22.451183846132878
148,-0.22451183846132877,-22.451183846132878
149,-0.22451183846132877,-22.451183846132878
150,-0.22451183846132877,-22.451183846132878
151,-0.22451183846132877,-22.451183846132878
152,-0.22451183846132877,-22.451183846132878
153,-0.22451183846132877,-22.451183846132878
154,-0.22451183846132877,-22.451183846132878
155,-0.22451183846132877,-22.451183846132878
156,-0.22451183846132877,-22.451183846132878
157,-0.22451183846132877,-22.451183846132878
158,-0.22451183846132877,-22.451183846132878
159,-0.22451183846132877,-22.451183846132878
160,-0.22451183846132877,-22.451183846132878
161,-0.22451183846132877,-22.451183846132878
162,-0.22451183846132877,-22.451183846132878
163,-0.22451183846132877,-22.451183846132878
164,-0.22451183846132877,-22.451183846132878
165,-0.22451183846132877,-22.451183846132878
166,-0.22451183846132877,-22.451183846132878
167,-0.22451183846132877,-22.451183846132878
168,-0.22451183846132877,-22.451183846132878
169,-0.22451183846132877,-22.451183846132878
170,-0.22451183846132877,-22.451183846132878
171,-0.22451183846132877,-22.451183846132878
172,-0.22451183846132877,-22.451183846132878
173,-0.22451183846132877,-22.451183846132878
174,-0.22451183846132877,-22.451183846132878
175,-0.22451183846132877,-22.451183846132878
176,-0.22451183846132877,-22.451183846132878
177,-0.22451183846132877,-22.451183846132878
178,-0.22451183846132877,-22.451183846132878
179,-0.22451183846132877,-22.451183846132878
180,-0.22451183846132877,-22.451183846132878
181,-0.22451183846132877,-22.451183846132878
182,-0.22451183846132877,-22.451183846132878
183,-0.22451183846132877,-22.451183846132878
184,-0.22451183846132877,-22.451183846132878
185,-0.22451183846132877,-22.451183846132878
186,-0.22451183846132877,-22.451183846132878
187,-0.22451183846132877,-22.451183846132878
188,-0.22451183846132877,-22.451183846132878
189,-0.22451183846132877,-22.451183846132878
190,-0.22451183846132877,-22.451183846132878
191,-0.22451183846132877,-22.451183846132878
192,-0.22451183846132877,-22.451183846132878
193,-0.22451183846132877,-22.451183846132878
194,-0.22451183846132877,-22.451183846132878
195,-0.22451183846132877,-22.451183846132878
196,-0.22451183846132877,-22.451183846132878
197,-0.22451183846132877,-22.451183846132878
198,-0.22451183846132877,-22.451183846132878
199,-0.22451183846132877,-22.451183846132878
200,-0.22451183846132877,-22.451183846132878
201,-0.22451183846132877,-22.451183846132878
202,-0.22451183846132877,-22.451183846132878
203,-0.22451183846132877,-22.451183846132878
204,-0.22451183846132877,-22.451183846132878
205,-0.22451183846132877,-22.451183846132878
206,-0.22451183846132877,-22.451183846132878
