Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%]
Most Total Return [%],KO,SMA,38,44,0,true,false,1,304,0.9426121868594076,49.504950495049506,1.387713257211874,1.3054438529754817,0.6687712929494153,-0.9270908344454025,31 days 05:13:39.801980197,0.013108247418255855,0.4000250642270819,0.7987342565323642,0.5222102611313664,0,15959,15960 days 00:00:00,1000.0,20913.140919978978,1991.3140919978978,27312.260082125318,100.0,6210.119380432832,54.146480397677244,1901 days 00:00:00,303,-20.913140919976286,56.63962526538442,-21.021678228838013,6.384409376013663,-3.6739341107874406,42 days 16:57:35.999999999,19 days 22:54:07.058823529,65.78895729669622,0.45470695417182516,0.13298527305597196,1.090192827791951,0.1896645286543583,8.60601768251311,1.0937163986639449,0.9967783505154638,-0.01558639648835713,0.0002422763958063245,0.06105365174319377,19.913140919978776,0.04917691248991929,0.16159436439843372,9460,606,23115.218253968254,,
Most Total Fees Paid,KO,SMA,38,44,0,true,false,1,304,0.9426121868594076,49.504950495049506,1.387713257211874,1.3054438529754817,0.6687712929494153,-0.9270908344454025,31 days 05:13:39.801980197,0.013108247418255855,0.4000250642270819,0.7987342565323642,0.5222102611313664,0,15959,15960 days 00:00:00,1000.0,20913.140919978978,1991.3140919978978,27312.260082125318,100.0,6210.119380432832,54.146480397677244,1901 days 00:00:00,303,-20.913140919976286,56.63962526538442,-21.021678228838013,6.384409376013663,-3.6739341107874406,42 days 16:57:35.999999999,19 days 22:54:07.058823529,65.78895729669622,0.45470695417182516,0.13298527305597196,1.090192827791951,0.1896645286543583,8.60601768251311,1.0937163986639449,0.9967783505154638,-0.01558639648835713,0.0002422763958063245,0.06105365174319377,19.913140919978776,0.04917691248991929,0.16159436439843372,9460,606,23115.218253968254,,
Mean Total Fees Paid,KO,SMA,38,44,0,true,false,1,304,0.9426121868594076,49.504950495049506,1.387713257211874,1.3054438529754817,0.6687712929494153,-0.9270908344454025,31 days 05:13:39.801980197,0.013108247418255855,0.4000250642270819,0.7987342565323642,0.5222102611313664,0,15959,15960 days 00:00:00,1000.0,20913.140919978978,1991.3140919978978,27312.260082125318,100.0,6210.119380432832,54.146480397677244,1901 days 00:00:00,303,-20.913140919976286,56.63962526538442,-21.021678228838013,6.384409376013663,-3.6739341107874406,42 days 16:57:35.999999999,19 days 22:54:07.058823529,65.78895729669622,0.45470695417182516,0.13298527305597196,1.090192827791951,0.1896645286543583,8.60601768251311,1.0937163986639449,0.9967783505154638,-0.01558639648835713,0.0002422763958063245,0.06105365174319377,19.913140919978776,0.04917691248991929,0.16159436439843372,9460,606,23115.218253968254,,
Median Total Fees Paid,KO,SMA,38,44,0,true,false,1,304,0.9426121868594076,49.504950495049506,1.387713257211874,1.3054438529754817,0.6687712929494153,-0.9270908344454025,31 days 05:13:39.801980197,0.013108247418255855,0.4000250642270819,0.7987342565323642,0.5222102611313664,0,15959,15960 days 00:00:00,1000.0,20913.140919978978,1991.3140919978978,27312.260082125318,100.0,6210.119380432832,54.146480397677244,1901 days 00:00:00,303,-20.913140919976286,56.63962526538442,-21.021678228838013,6.384409376013663,-3.6739341107874406,42 days 16:57:35.999999999,19 days 22:54:07.058823529,65.78895729669622,0.45470695417182516,0.13298527305597196,1.090192827791951,0.1896645286543583,8.60601768251311,1.0937163986639449,0.9967783505154638,-0.01558639648835713,0.0002422763958063245,0.06105365174319377,19.913140919978776,0.04917691248991929,0.16159436439843372,9460,606,23115.218253968254,,
Most Max Drawdown [%],KO,SMA,38,44,0,true,false,1,304,0.9426121868594076,49.504950495049506,1.387713257211874,1.3054438529754817,0.6687712929494153,-0.9270908344454025,31 days 05:13:39.801980197,0.013108247418255855,0.4000250642270819,0.7987342565323642,0.5222102611313664,0,15959,15960 days 00:00:00,1000.0,20913.140919978978,1991.3140919978978,27312.260082125318,100.0,6210.119380432832,54.146480397677244,1901 days 00:00:00,303,-20.913140919976286,56.63962526538442,-21.021678228838013,6.384409376013663,-3.6739341107874406,42 days 16:57:35.999999999,19 days 22:54:07.058823529,65.78895729669622,0.45470695417182516,0.13298527305597196,1.090192827791951,0.1896645286543583,8.60601768251311,1.0937163986639449,0.9967783505154638,-0.01558639648835713,0.0002422763958063245,0.06105365174319377,19.913140919978776,0.04917691248991929,0.16159436439843372,9460,606,23115.218253968254,,
Least Total Trades,KO,SMA,38,44,0,true,false,1,304,0.9426121868594076,49.504950495049506,1.387713257211874,1.3054438529754817,0.6687712929494153,-0.9270908344454025,31 days 05:13:39.801980197,0.013108247418255855,0.4000250642270819,0.7987342565323642,0.5222102611313664,0,15959,15960 days 00:00:00,1000.0,20913.140919978978,1991.3140919978978,27312.260082125318,100.0,6210.119380432832,54.146480397677244,1901 days 00:00:00,303,-20.913140919976286,56.63962526538442,-21.021678228838013,6.384409376013663,-3.6739341107874406,42 days 16:57:35.999999999,19 days 22:54:07.058823529,65.78895729669622,0.45470695417182516,0.13298527305597196,1.090192827791951,0.1896645286543583,8.60601768251311,1.0937163986639449,0.9967783505154638,-0.01558639648835713,0.0002422763958063245,0.06105365174319377,19.913140919978776,0.04917691248991929,0.16159436439843372,9460,606,23115.218253968254,,
Most Win Rate [%],KO,SMA,38,44,0,true,false,1,304,0.9426121868594076,49.504950495049506,1.387713257211874,1.3054438529754817,0.6687712929494153,-0.9270908344454025,31 days 05:13:39.801980197,0.013108247418255855,0.4000250642270819,0.7987342565323642,0.5222102611313664,0,15959,15960 days 00:00:00,1000.0,20913.140919978978,1991.3140919978978,27312.260082125318,100.0,6210.119380432832,54.146480397677244,1901 days 00:00:00,303,-20.913140919976286,56.63962526538442,-21.021678228838013,6.384409376013663,-3.6739341107874406,42 days 16:57:35.999999999,19 days 22:54:07.058823529,65.78895729669622,0.45470695417182516,0.13298527305597196,1.090192827791951,0.1896645286543583,8.60601768251311,1.0937163986639449,0.9967783505154638,-0.01558639648835713,0.0002422763958063245,0.06105365174319377,19.913140919978776,0.04917691248991929,0.16159436439843372,9460,606,23115.218253968254,,
Mean Win Rate [%],KO,SMA,38,44,0,true,false,1,304,0.9426121868594076,49.504950495049506,1.387713257211874,1.3054438529754817,0.6687712929494153,-0.9270908344454025,31 days 05:13:39.801980197,0.013108247418255855,0.4000250642270819,0.7987342565323642,0.5222102611313664,0,15959,15960 days 00:00:00,1000.0,20913.140919978978,1991.3140919978978,27312.260082125318,100.0,6210.119380432832,54.146480397677244,1901 days 00:00:00,303,-20.913140919976286,56.63962526538442,-21.021678228838013,6.384409376013663,-3.6739341107874406,42 days 16:57:35.999999999,19 days 22:54:07.058823529,65.78895729669622,0.45470695417182516,0.13298527305597196,1.090192827791951,0.1896645286543583,8.60601768251311,1.0937163986639449,0.9967783505154638,-0.01558639648835713,0.0002422763958063245,0.06105365174319377,19.913140919978776,0.04917691248991929,0.16159436439843372,9460,606,23115.218253968254,,
Median Win Rate [%],KO,SMA,38,44,0,true,false,1,304,0.9426121868594076,49.504950495049506,1.387713257211874,1.3054438529754817,0.6687712929494153,-0.9270908344454025,31 days 05:13:39.801980197,0.013108247418255855,0.4000250642270819,0.7987342565323642,0.5222102611313664,0,15959,15960 days 00:00:00,1000.0,20913.140919978978,1991.3140919978978,27312.260082125318,100.0,6210.119380432832,54.146480397677244,1901 days 00:00:00,303,-20.913140919976286,56.63962526538442,-21.021678228838013,6.384409376013663,-3.6739341107874406,42 days 16:57:35.999999999,19 days 22:54:07.058823529,65.78895729669622,0.45470695417182516,0.13298527305597196,1.090192827791951,0.1896645286543583,8.60601768251311,1.0937163986639449,0.9967783505154638,-0.01558639648835713,0.0002422763958063245,0.06105365174319377,19.913140919978776,0.04917691248991929,0.16159436439843372,9460,606,23115.218253968254,,
Most Best Trade [%],KO,SMA,38,44,0,true,false,1,304,0.9426121868594076,49.504950495049506,1.387713257211874,1.3054438529754817,0.6687712929494153,-0.9270908344454025,31 days 05:13:39.801980197,0.013108247418255855,0.4000250642270819,0.7987342565323642,0.5222102611313664,0,15959,15960 days 00:00:00,1000.0,20913.140919978978,1991.3140919978978,27312.260082125318,100.0,6210.119380432832,54.146480397677244,1901 days 00:00:00,303,-20.913140919976286,56.63962526538442,-21.021678228838013,6.384409376013663,-3.6739341107874406,42 days 16:57:35.999999999,19 days 22:54:07.058823529,65.78895729669622,0.45470695417182516,0.13298527305597196,1.090192827791951,0.1896645286543583,8.60601768251311,1.0937163986639449,0.9967783505154638,-0.01558639648835713,0.0002422763958063245,0.06105365174319377,19.913140919978776,0.04917691248991929,0.16159436439843372,9460,606,23115.218253968254,,
