Ticker,Use SMA,SMA_FAST,SMA_SLOW,EMA_FAST,EMA_SLOW,Total Trades,Win Rate [%],Profit Factor,Tradability,Expectancy,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Current
NVDA,true,45,73,,,44,65.11627906976744,32.93622094238792,6.590038314176245,210611.21606891757,135379.1104207918,0.14160919540229885,1,29824.48485021913,1.9685272634522777,0,0,6525,6526 days 00:00:00,1000.0,9195894.376413068,919489.4376413068,333940.3508799033,100.0,43667.21132006015,59.60017187115309,1187 days 00:00:00,43,1,138612.0854496155,259.6005531187526,-52.14122348162098,57.80283109918355,-11.580553542093872,130 days 14:34:17.142857144,38 days 20:48:00,1.216689865980349,1.1175063780631584,1.2673388751297787,0
AMZN,true,53,65,,,76,60.0,2.263531934747098,10.79136690647482,19327.478146188918,17570.434678353562,0.22964028776978418,1,4438.367643355038,1.65850683875337,0,0,6950,6951 days 00:00:00,1000.0,1715639.687086913,171463.9687086913,228409.86513137794,100.0,68510.0660528196,70.85863663404723,902 days 00:00:00,75,1,265078.82612274424,227.02734995034209,-33.95705890085733,32.142738855106145,-9.67074941523595,75 days 18:39:59.999999999,32 days 00:00:00,1.0168464982217333,0.6753831988647668,1.2393225309364868,0
AMZN,false,,,33,78,34,60.60606060606061,3.8372707465745997,4.7482014388489215,28501.093266980388,13085.90140816363,0.10273381294964029,1,2928.0259845502155,1.5935951568059599,0,0,6950,6951 days 00:00:00,1000.0,1108433.3732720697,110743.33732720697,228409.86513137794,100.0,18313.68525144959,74.30229289009401,1069 days 00:00:00,33,1,166897.29546171695,2189.887604400006,-27.037905704659522,146.6980103437805,-12.227790494519116,212 days 09:36:00,26 days 14:46:09.230769231,0.9821631094343002,0.5989547916216502,1.224966499794006,0
