Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
"Most Total Return [%], Least Worst Trade [%]",XLF,SMA,69,78,0,true,false,1,76,1.2188129699038937,54.666666666666664,2.112435276912011,1.8230559748112314,0.5606164009104475,0.06611470317186015,54 days 10:33:36,0.007752780643480795,0.23895792783350803,0.47477167240604884,0.43563367806538783,0,6679,6680 days 00:00:00,1000.0,2841.5444125791837,184.15444125791836,172.7341727020833,100.0,173.29939953462238,49.659225753842726,3521 days 00:00:00,75,-2.841544412578969,58.436036328767486,-23.04103450825833,7.2457888700002195,-4.716121928210783,70 days 12:17:33.658536586,35 days 01:24:42.352941177,24.591812759890164,0.3926821681910311,0.11825289201576931,1.0781933801296653,0.270873215517666,17.484834127798997,1.0067898450217363,1.0709219858156027,-0.015812027338837655,,,0.00020700792681198354,0.05216599755661985,1.8415444125791969,0.04018392492043832,0.15987939576397692,0,76,9673.948412698412,,,,
"Mean Avg Winning Trade [%], Mean Best Trade [%], Mean Expectancy",XLY,SMA,35,42,0,true,false,1,101,1.1263431548702807,56.00000000000001,1.31600375392503,1.0251689527004433,0.41251174933038914,-0.8687720212485276,41 days 06:14:23.999999999,0.010337040857974392,0.31756250935768826,0.6319808354544094,0.325555225135146,0,6679,6680 days 00:00:00,1000.0,1997.5323359961085,99.75323359961085,760.1521759969318,100.0,252.21448087640655,46.34470387240643,3310 days 00:00:00,100,-1.9975323359958566,34.152751281396746,-18.841225514223044,6.266568012560366,-5.645702578030369,54 days 06:51:25.714285714,24 days 16:21:49.090909091,9.995298683321053,0.30064232950064473,0.08313865322752073,1.0565856109546612,-0.5210797017214128,6.434497284339852,0.9783739864196279,1.079940417080437,-0.015535104534960325,,,0.00014790212721442342,0.037271336058034704,0.9975323359961066,0.02644573460808064,0.14920074616180154,0,101,9673.948412698412,,,,
"Median Omega Ratio, Median Profit Factor, Median Total Return [%]",XLU,SMA,26,33,0,true,false,1,132,1.102970271535407,56.48854961832062,1.262305943844569,0.5484580400605787,0.39257465569496974,-0.5759067695022899,29 days 18:41:13.282442747,0.013541523523946454,0.4150321904476718,0.8269201976343764,0.22762774173497893,0,6679,6680 days 00:00:00,1000.0,1741.6321733802092,74.16321733802094,174.87479640027263,100.0,395.10370124919126,36.73706325436656,1872 days 00:00:00,131,-1.7416321733799123,21.764620535714283,-16.745378904467934,3.549434794823806,-3.347546869632033,37 days 20:25:56.756756757,19 days 07:09:28.421052631,5.67460920269917,0.2801831883807285,0.08378491587340972,1.0535669711379159,-0.019332858551081588,10.818016202069536,0.9984684051986391,1.0551830840639504,-0.012687658702859013,,,0.00011247907221708883,0.028344726198706385,0.7416321733802076,0.021151015191207323,0.12175207034290741,0,132,9673.948412698412,,,,
"Most Avg Winning Trade Duration, Mean Calmar Ratio, Mean Profit Factor, Median Avg Winning Trade [%], Median Calmar Ratio",XLV,SMA,36,49,0,true,false,1,76,1.0889775074551447,56.00000000000001,1.604552095238595,1.1187140250245808,0.4639542408564215,-0.7765260348341642,54 days 04:28:47.999999999,0.007752780643480795,0.23895792783350803,0.47477167240604884,0.2673255852581571,0,6679,6680 days 00:00:00,1000.0,1960.3522179040226,96.03522179040226,429.73785209895175,100.0,196.48949905049145,50.735316850750834,3393 days 00:00:00,75,-1.9603522179038464,30.265367475923675,-11.25704563803985,5.270574586337874,-4.165472143919612,70 days 13:42:51.428571428,33 days 08:00:00,12.830834268292367,0.3332778985426776,0.07384351403013419,1.0629111964431668,-0.13064206247293805,10.7341651543136,0.9914126697283717,1.0721178263077706,-0.011943945282736838,,,0.00012750125286955347,0.032130315723127474,0.9603522179040134,0.02571846308172976,0.1160258184764025,0,76,9673.948412698412,,,,
Mean Win Rate [%],XLB,SMA,69,73,0,true,false,1,104,1.0629064706674123,51.45631067961165,1.3450642949604978,1.253317248098123,0.5056007649410862,-0.5574553476914209,39 days 04:25:37.864077669,0.010647152083713625,0.3269950591405899,0.6508459350202126,0.4098285476637671,0,6679,6680 days 00:00:00,1000.0,2451.4534889873394,145.14534889873394,327.9789918182685,100.0,373.6891411672456,40.68782652552696,1944 days 00:00:00,103,-2.4514534889872266,44.51123673774936,-20.791872791519417,6.725873180802582,-4.5475920405686034,52 days 05:26:02.264150943,25 days 08:38:24,14.115581965789573,0.35638469430266134,0.12341631184005974,1.0668729871846252,-0.06990357980103852,6.5150377699826,1.0114971988021864,1.0547463586137618,-0.016404559731287512,,,0.0001817162569699144,0.04579249675641843,1.4514534889873323,0.03440552751498305,0.15463985759857005,0,104,9673.948412698412,,,,
"Median Sharpe Ratio, Median Sortino Ratio, Median Win Rate [%], Least Max Drawdown Duration, Least Max Drawdown [%]",XLP,SMA,85,87,0,true,false,1,146,1.03103507031148,53.79310344827586,1.312955567101332,0.3757070965529571,0.348423603935668,-0.7250786892561564,28 days 14:33:55.862068964,0.014988709244062868,0.45905075610121276,0.9149573289414583,0.1724686267452263,0,6679,6680 days 00:00:00,1000.0,1555.7560200999387,55.57560200999389,202.15094224461967,100.0,360.5055865702496,26.33298472086965,1585 days 00:00:00,145,-1.5557560200998068,22.348227570370366,-10.311546391253271,2.539743370734062,-2.1436187151802693,34 days 22:27:41.538461538,21 days 05:43:52.835820895,3.8435294904830126,0.2517181422926267,0.09282294200435738,1.0486618075981793,-0.37852127915052663,21.73069391234525,0.985048131769614,1.0645792563600782,-0.010417444147516764,,,0.0000890512373773667,0.02244091181909641,0.555756020099941,0.0168125702786881,0.10729318637478388,0,146,9673.948412698412,,,,
"Most Calmar Ratio, Most Expectancy, Most Omega Ratio, Most Profit Factor, Most Sharpe Ratio, Most Sortino Ratio, Most Win Rate [%], Median Best Trade [%], Least Total Fees Paid",XLC,SMA,74,76,0,true,false,1,25,0.7280804599084946,75.0,4.560221102394265,3.7449529296827064,1.2712377331051747,0.05415586466395645,46 days 17:00:00,0.009329877823028509,0.2956081081081081,0.5793918918918919,1.1070384504974218,0,1776,1777 days 00:00:00,1000.0,2182.232844128838,118.22328441288383,112.14971938762682,100.0,72.40963233005284,31.454989924192255,356 days 00:00:00,24,-2.182232844128521,30.011992420250294,-21.60315392164455,6.471992958859135,-4.4361671578465804,58 days 10:40:00,11 days 12:00:00,49.35062820720694,0.908979770248929,0.5526814425802943,1.1916356121857863,-0.79560770972577,19.592756535042632,0.9555746747480302,1.24703557312253,-0.015222391192680176,,,0.0004932852982707209,0.12430789516422168,1.1822328441288366,0.11701821614560726,0.16458515347062208,0,25,2572.3809523809523,,,,
Most Total Trades,XLRE,SMA,5,15,0,true,false,1,96,0.6949768249647241,41.05263157894737,0.9808570438343136,0.05944993997952497,0.08198789201117346,-1.0688130649989132,14 days 09:05:41.052631578,0.026727400609572294,0.8215158924205379,1.6344743276283618,0.04883907049662687,0,2454,2455 days 00:00:00,1000.0,974.7161469004767,-2.5283853099523297,36.74280908708636,100.0,163.65287223797358,31.64873512683886,2216 days 00:00:00,95,-0.9747161469003913,14.967103611743312,-7.4625223653834905,3.8349834103798814,-2.5699394411921515,23 days 20:18:27.692307692,7 days 18:51:25.714285714,-0.25588565213287495,0.05787969639269504,-0.012007450559371002,1.0116261340317745,0.2962140820119464,14.392883756444348,1.0518612643625849,0.9617486338797813,-0.013404416021573598,,,0.000025813422883768203,0.0065049825667095875,-0.0252838530995233,-0.0026252499852249533,0.13525896331188184,0,96,3554.404761904762,,,,
Least Avg Losing Trade Duration,XLI,SMA,2,3,0,true,false,1,1228,0.5095341310571414,38.63080684596577,0.8180700742433382,-0.09549582528110512,-0.5027736375218395,-1.1393880667383252,2 days 21:56:46.356968213,0.12683549132734578,3.861057044467735,7.718969905674502,-0.3687148289188709,0,6679,6680 days 00:00:00,1000.0,242.0357285543405,-75.79642714456595,543.7798867449648,100.0,1079.4782656406658,82.71500924861164,6546 days 00:00:00,1227,-0.24203572855432753,10.793611546683705,-10.539774866090179,1.7056784327245464,-1.2293027287268938,4 days 10:56:12.151898734,1 days 22:39:40.876494023,-0.6175405344067677,-0.3635625070097683,-0.090175703015668,0.9306543774954402,-0.346774458950252,13.107957925084273,1.4939184772881753,0.622961956521739,-0.01375353085049767,,,-0.0001715889830786493,-0.04324042373581962,-0.7579642714456621,-0.05211177120775745,0.1431386818447308,0,1228,9673.948412698412,,,,
"Most Avg Winning Trade [%], Most Best Trade [%], Mean Omega Ratio, Mean Sharpe Ratio, Mean Sortino Ratio, Mean Total Return [%]",XLE,EMA,41,88,0,true,false,1,39,0.35749462825296646,28.947368421052634,1.1956265053418682,2.765228608830773,0.28555801122511165,-0.8243412278769194,107 days 22:44:12.631578947,0.003928075526030269,0.12262314717772121,0.24210211109447524,0.33908103468070117,0,6679,6680 days 00:00:00,1000.0,1480.2975428090172,48.02975428090171,273.4264489065667,100.0,112.03196458831151,50.80524966266149,2542 days 00:00:00,38,-1.4802975428087848,125.88007140694444,-17.52837419978685,24.88043774372356,-6.244671409088511,268 days 10:54:32.727272724,42 days 13:20:00,12.67836421978491,0.20773609161130335,0.04264080984626165,1.0376022410081043,-0.4885713490745875,4.967503744482434,0.9706759194364907,1.0689481630598892,-0.01987691186193566,,,0.00012396444055758017,0.031239039020510204,0.48029754280902526,0.014907215655450834,0.18098053635867412,0,39,9673.948412698412,,,,
