Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,ATR Stop Length,ATR Stop Multiplier,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
NVDA,SMA,53,64,0,false,false,1,71,1.8131351571658212,64.28571428571429,5.3260080149749545,19.060380325508056,1.8340418955692432,0.14175159384487934,58 days 23:18:51.428571428,0.007267483777937996,0.22421052631578947,0.4452631578947368,4.27353790456128,0,6650,6651 days 00:00:00,1000.0,4267229.944040048,426622.99440400477,373656.5788074272,100.0,46616.08135087539,69.02674642810071,2195 days 00:00:00,70,388888.84658703255,222.08706996275941,-47.184354023677436,35.359914389108326,-10.278780988972434,77 days 21:20:00,24 days 22:04:48,55390.58710647165,1.1343454868752214,0.8432157116714477,1.2562523019568397,1.5397848213483025,26.487660429151646,1.1527624098047913,1.0897755610972568,-0.03749159697960064,,,0.0016242339652394655,0.4093069592403453,4266.229944040067,0.37259605387467154,0.4342601151036241,0,71,9631.944444444443,18,9.3,,,,
NVDA,SMA,53,64,0,false,false,1,71,1.8121108752449213,64.28571428571429,5.325307095979892,19.020968076976203,1.830767623296327,0.12081523617932487,58 days 23:39:25.714285713,0.007267483777937996,0.22421052631578947,0.4452631578947368,4.264701263574665,0,6650,6651 days 00:00:00,1000.0,4188999.86626005,418799.98662600503,373656.5788074272,100.0,45768.89792451573,69.02674642810071,2195 days 00:00:00,70,381759.4429422235,222.08706996275941,-47.184354023677436,35.298606446947666,-10.278780988972432,77 days 21:52:00,24 days 22:04:48,54374.86319025466,1.132375412030828,0.840889624066864,1.2557062422585021,1.5398446408694417,26.48362904034759,1.1528360283618133,1.0892323030907276,-0.03749159697960068,,,0.0016214776246262596,0.4086123614058174,4187.999866260042,0.37163412383776606,0.43427740292637484,0,71,9631.944444444443,17,9.3,,,,
NVDA,SMA,53,64,0,false,false,1,71,1.8116396779721915,64.28571428571429,5.27315672257055,19.024982300402403,1.828829402783314,0.11030811703153155,59 days 00:41:08.571428571,0.007267483777937996,0.22421052631578947,0.4452631578947368,4.265601294721802,0,6650,6651 days 00:00:00,1000.0,4149739.3243211857,414873.93243211857,373656.5788074272,100.0,45504.375794479136,69.02674642810071,2195 days 00:00:00,70,378181.4808752127,222.08706996275941,-47.184354023677436,35.36588217247899,-10.388637469335468,77 days 21:52:00,25 days 00:57:36,53865.11204922818,1.131296069957335,0.8397067375633052,1.2553112824321158,1.5391138311759278,26.466865133964955,1.1519934814088997,1.0896860986547086,-0.037491596979600625,,,0.001620171142832463,0.4082831279937807,4148.739324321211,0.37114483703008316,0.4343414899516666,0,71,9631.944444444443,20,9.3,,,,
NVDA,SMA,53,64,0,false,false,1,71,1.8115443505657054,64.28571428571429,5.272743991919717,19.021145868235546,1.8285121403097964,0.10841292334697811,59 days 00:20:34.285714286,0.007267483777937996,0.22421052631578947,0.4452631578947368,4.264741126246496,0,6650,6651 days 00:00:00,1000.0,4142657.8084377088,414165.7808437709,373656.5788074272,100.0,45428.63798994456,69.02674642810071,2195 days 00:00:00,70,377536.1154788956,222.08706996275941,-47.184354023677436,35.359914389108326,-10.388637469335466,77 days 21:20:00,25 days 00:57:36,53773.16704226875,1.131112046733819,0.8394922522093975,1.255265835740674,1.5390763427039125,26.466093154480745,1.152478743061088,1.089187842551071,-0.037491596979600667,,,0.0016199197535768403,0.40821977790136377,4141.657808437722,0.3710561093522162,0.4343447496402708,0,71,9631.944444444443,19,9.3,,,,
NVDA,SMA,53,64,0,false,false,1,71,1.8115410571862094,64.28571428571429,5.324857524315819,18.99636879231804,1.8295189100220812,0.10778265716007683,58 days 19:53:08.571428570,0.007267483777937996,0.22421052631578947,0.4452631578947368,4.259185845014466,0,6650,6651 days 00:00:00,1000.0,4140302.777366353,413930.27773663535,373656.5788074272,100.0,45238.80747475095,69.02674642810071,2195 days 00:00:00,70,377321.49256683607,222.08706996275941,-47.18435402367745,35.26034089303497,-10.278780988972434,77 days 16:00:00,24 days 22:04:48,53742.58978285025,1.1316059504698057,0.8394208461077453,1.2559753614698956,1.542901874983159,26.569136326994258,1.1522709738255945,1.0899999999999999,-0.03741867675282955,,,0.0016191606830343965,0.4080284921246679,4139.302777366358,0.3710265697123203,0.4339517356566929,0,71,9631.944444444443,19,9.1,,,,
NVDA,SMA,53,64,0,false,false,1,71,1.8112654907946797,64.28571428571429,5.271497788314566,19.009636724180016,1.8276430534803747,0.10272741760102179,59 days 01:01:42.857142857,0.007267483777937996,0.22421052631578947,0.4452631578947368,4.262160655000361,0,6650,6651 days 00:00:00,1000.0,4121413.5421794686,412041.3542179469,373656.5788074272,100.0,45201.42758587338,69.02674642810071,2195 days 00:00:00,70,375600.0449342807,222.08706996275941,-47.184354023677436,35.34201127613306,-10.388637469335468,77 days 22:24:00,25 days 00:57:36,53497.335674931244,1.1305706203752117,0.8388467192681527,1.255102497441925,1.5391803973002594,26.466084171963132,1.152375772685592,1.089143426294821,-0.037491596979600667,,,0.0016191461265792888,0.4080248238979808,4120.413542179458,0.37078905162331255,0.4343452259632794,0,71,9631.944444444443,21,9.3,,,,
NVDA,SMA,53,64,0,false,false,1,71,1.81125288876621,64.28571428571429,5.317765052573825,18.999651549562557,1.8279468545654303,0.1023915420885048,58 days 22:58:17.142857142,0.007267483777937996,0.22421052631578947,0.4452631578947368,4.259921873744026,0,6650,6651 days 00:00:00,1000.0,4120158.521230346,411915.8521230346,373656.5788074272,100.0,45043.43535696354,69.02674642810071,2195 days 00:00:00,70,375485.6701160148,222.08706996275941,-47.184354023677436,35.298606446947666,-10.338467265730644,77 days 21:52:00,24 days 20:09:36,53481.04073020474,1.1306957894931828,0.8388084856152401,1.2553793545057041,1.5404547029741884,26.496111700385473,1.1524888304871543,1.0892768079800497,-0.03749159697960069,,,0.001618906566392954,0.40796445473102444,4119.158521230322,0.3707732335848164,0.434232887247865,0,71,9631.944444444443,14,9.5,,,,
NVDA,SMA,53,64,0,false,false,1,71,1.8106322555487613,64.28571428571429,5.272453200414091,18.98557005187055,1.825556764583188,0.089948204898333,59 days 01:01:42.857142857,0.007267483777937996,0.22421052631578947,0.4452631578947368,4.256764653735186,0,6650,6651 days 00:00:00,1000.0,4073663.1731960773,407266.31731960777,373656.5788074272,100.0,44677.57299285401,69.02674642810071,2195 days 00:00:00,70,371248.37273438135,222.08706996275941,-47.184354023677436,35.30457423031834,-10.388637469335471,77 days 22:24:00,25 days 00:57:36,52877.35429230996,1.1293265108808377,0.8373842112293193,1.2547662719750785,1.5391738805290975,26.462840123281744,1.1520670663584651,1.089143426294821,-0.03749159697960067,,,0.001617414802219257,0.4075885301592527,4072.6631731960583,0.3701839240215077,0.4343587680376601,0,71,9631.944444444443,17,9.5,,,,
NVDA,SMA,53,64,0,false,false,1,71,1.8105130673648133,64.28571428571429,5.270210748382591,18.995250216927623,1.8250657827547725,0.08645906900858466,59 days 01:22:17.142857142,0.007267483777937996,0.22421052631578947,0.4452631578947368,4.258935048637457,0,6650,6651 days 00:00:00,1000.0,4060625.7874005022,405962.5787400502,373656.5788074272,100.0,44536.76930852543,69.02674642810071,2195 days 00:00:00,70,370060.22632768657,222.08706996275941,-47.18435402367744,35.34201127613306,-10.428919689642166,77 days 22:24:00,25 days 01:55:11.999999999,52708.07944389737,1.1289964948805624,0.8369820836575406,1.2546628862595197,1.5393704240634938,26.464181637004206,1.1525458337884695,1.088601294176207,-0.03749159697960072,,,0.0016169222380516004,0.4074644039890033,4059.625787400481,0.3700175186366308,0.43435341768826824,0,71,9631.944444444443,19,9.5,,,,
NVDA,SMA,53,64,0,false,false,1,71,1.8098853543452658,64.28571428571429,5.27115049600384,18.971183544618157,1.8229797616586578,0.07386834009673424,59 days 01:22:17.142857142,0.007267483777937996,0.22421052631578947,0.4452631578947368,4.253539047372281,0,6650,6651 days 00:00:00,1000.0,4013579.7005015644,401257.9700501564,373656.5788074272,100.0,44020.64117736556,69.0267464281007,2195 days 00:00:00,70,365772.73802485596,222.08706996275941,-47.184354023677436,35.30457423031833,-10.428919689642164,77 days 22:24:00,25 days 01:55:11.999999999,52097.242321095844,1.127752464388199,0.8355207677378016,1.2543268879478442,1.5393639332928681,26.460938590930358,1.1522371823901352,1.088601294176207,-0.03749159697960068,,,0.0016151909136915682,0.4070281102502752,4012.579700501558,0.3694127316239968,0.4343669572731697,0,71,9631.944444444443,18,9.5,,,,
