Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period
SOL-USD,SMA,29,30,0,true,false,1,78,1.8061241854283683,57.14285714285714,2.093493753627161,20.923718811560096,3.4738318719113046,10.001469396638859,12 days 04:03:07.012987012,0.04203056768558952,1.277292576419214,2.5382096069868996,26.72571070908877,0,1832,1833 days 00:00:00,1000.0,1517263.8296002112,151626.38296002112,13782.375562154055,100.0,80872.86783293415,60.74335733027222,574 days 00:00:00,77,-1517.263829600066,497.9678947999871,-25.75708702951422,42.17517902695507,-7.411561475633197,15 days 19:38:10.909090909,7 days 07:16:21.818181818,19711.44277181571,1.9706140128436989,5.432155928965177,1.5240273016887378,1.2098630680329576,13.038613082308892,1.6720216884229715,0.35878428465530027,-0.06050911280790393,None,None,0.005276264728947432,1.3296187116947529,1516.263829600214,1.737353105269754,0.8120293252746704,938,937,1832.0
CRWD,SMA,21,22,0,true,false,1,79,1.249605440811424,48.717948717948715,1.932567938460471,2.806298893495435,1.6390556459880286,-0.33304847194741544,10 days 22:46:09.230769229,0.036634050880626226,1.1285714285714286,2.242857142857143,3.1671087512305625,0,1470,1471 days 00:00:00,1000.0,4700.890988724056,370.0890988724056,554.8965454101585,100.0,329.2287593828226,45.91831385835602,537 days 00:00:00,78,-4.700890988723586,73.55167974053913,-20.584325136596316,11.230725690505784,-5.196906563664396,15 days 01:15:47.368421052,7 days 01:12:00,47.5075882014459,1.0646225353622956,1.0196603045976127,1.2203528672575652,0.5147651791688947,6.582124578884574,1.2521881594468944,0.4549950544015825,-0.03737316319031278,None,None,0.0013393482488504472,0.3375157587103127,3.70089098872407,0.3036246172959085,0.381543941625483,855,854,2129.1666666666665
LYV,SMA,22,31,0,true,false,1,89,1.2083968427642324,48.86363636363637,1.787036608953353,4.065219103797605,1.086570881189599,0.029782293350604085,32 days 03:32:43.636363636,0.012503841198510321,0.38464704671743155,0.7649722165054538,1.5636745225350326,0,4859,4860 days 00:00:00,1000.0,11877.72747979398,1087.772747979398,1056.3133149630203,100.0,848.2671197890154,53.290961730454725,826 days 00:00:00,88,-11.877727479792156,84.91564890833024,-28.921248617704393,14.826685296493775,-6.217959702556514,43 days 11:09:46.046511628,21 days 08:00:00,123.74551371902018,0.6813138881164607,0.38326760800221094,1.1552788571695163,1.713532573692377,24.799655605607416,1.1689270438073747,0.4206372405729319,-0.026758541456883653,None,None,0.0006965566921012505,0.17553228640951513,10.877727479794004,0.13691216844689724,0.31006727307247356,2830,2829,7037.837301587301
MSTR,MACD,13,21,32,false,false,1,155,1.8011729671177577,44.8051948051948,2.4860226199646656,8.213211570016188,1.3510457099990767,18.3187385494837,23 days 09:11:41.298701298,0.015742269421266344,0.48193663014509924,0.9607639917086171,3.9582475067223415,0,6754,6755 days 00:00:00,1000.0,551705.2261444232,55070.52261444232,2850.6272536057536,100.0,12123.34267387345,90.38661507823632,1920 days 00:00:00,154,-179.60346386244055,172.7589740381635,-61.58299999999998,29.550868501592646,-9.107945233263523,37 days 11:07:49.565217391,11 days 22:52:14.117647058,3577.174218235622,0.8384187110552391,0.4497555081372019,1.2339706233659795,1.8593133710759941,62.73577560785633,1.2695530189255027,0.37380516575147443,-0.04151571871089809,None,None,0.001585234445165942,0.3994790801818174,550.7052261444196,0.26555580739546913,0.57342845654623,9782.579365079364
MSTR,SMA,6,27,0,true,false,1,149,1.6784462543737306,38.513513513513516,1.9435254677957297,11.463977432084665,1.3518619165434709,18.82470322645117,24 days 07:56:45.405405404,0.015128934249009214,0.46328101865561155,0.9234527687296418,5.311043142581125,0,6754,6755 days 00:00:00,1000.0,566128.3931196762,56512.83931196762,2850.6272536057536,100.0,18305.5482176318,89.48038602708812,2310 days 00:00:00,148,-566.1283931196667,621.5801948051948,-50.0000264924055,43.04846379075747,-8.319711825545548,44 days 22:18:56.842105263,11 days 10:17:08.571428571,3822.260280491864,0.8670929725705352,0.45650392886992835,1.2344472153802293,0.32913373598567985,41.599259929958656,1.2900651668424183,0.3687943262411348,-0.03792749694378344,None,None,0.001493931364121376,0.37647070375858677,565.1283931196764,0.26677480576795976,0.5225305433683393,9782.579365079364
BTC-USD,SMA,26,38,0,false,false,1,55,1.647432888051936,55.55555555555556,3.049770578449054,17.55393370088598,2.0644048166026265,0.5851780291992492,40 days 06:40:00,0.013975155279503106,0.4270186335403726,0.8462732919254657,7.495856782210628,0,3864,3865 days 00:00:00,1000.0,291926.3356686568,29092.63356686568,18352.912436946775,100.0,7833.993265966488,67.09803713121846,817 days 00:00:00,54,2154.3295558013488,267.5713900491202,-25.20796837568079,38.11385336508345,-8.145965879360856,53 days 22:24:00,23 days 05:00:00,5347.629742830657,1.3254217486543314,1.0570826602186403,1.3188425236136547,0.5710495855578999,10.499612731954285,1.163161281365838,0.44270250093318403,-0.03588351898008326,None,None,0.0018060023414888389,0.4551125900551874,290.92633566865584,0.44789508305307413,0.4132481509925542,3864.0
BTC-USD,MACD,14,23,13,false,false,1,101,1.6337745906649916,53.0,1.8719536498998877,8.30393499949065,2.4243640136793974,1.8670311084162088,20 days 01:26:23.999999998,0.025879917184265012,0.7841614906832297,1.56055900621118,6.5116260477372325,0,3864,3865 days 00:00:00,1000.0,527183.7088676514,52618.37088676514,18352.912436946775,100.0,31274.315329016605,61.52755789276792,1106 days 00:00:00,100,-6127.889800822362,104.68813710047856,-26.016413568790824,21.550431762607534,-6.6336039035986065,28 days 07:14:43.018867924,10 days 18:22:58.723404255,5323.115986684737,1.4876969243837286,1.3122598544289084,1.3836380761685185,0.9789202697458985,12.085645568179459,1.3296298984742076,0.38580136249551816,-0.03092418784386293,None,None,0.0019238316420632018,0.4848055737999269,526.1837088676517,0.5047811063630436,0.39219251503586905,3864.0
MSTR,MACD,13,31,11,false,false,1,219,1.63002644680294,40.36697247706422,2.2146468078835335,5.549247395490593,1.4280807513631282,27.74137296946167,16 days 08:55:02.752293577,0.022284511258675734,0.6809298193663015,1.3587503701510217,3.7786480266303286,0,6754,6755 days 00:00:00,1000.0,820309.4109279516,81930.94109279515,2850.6272536057536,100.0,25205.611582955575,85.08324312161011,1667 days 00:00:00,218,-267.0455247835489,221.76438495185585,-54.00252659574467,23.905778361272578,-6.876712027500291,26 days 12:00:00,9 days 12:22:09.230769230,3759.5250295997057,0.8646781367047686,0.5136039342262291,1.2453289377735262,2.1454005617192213,61.985625051942655,1.3415464053719284,0.36657900060691884,-0.040991549618153336,None,None,0.0016555822918369325,0.417206737542907,819.3094109279532,0.28442271113658,0.5806881948814003,9782.579365079364
MSTR,MACD,9,13,5,false,false,1,403,1.5942068234762719,41.29353233830846,2.664692044824426,2.9403780829868214,1.5928327403170792,60.06019779769451,8 days 15:20:35.820895521,0.04109345654122773,1.253035238377258,2.502961208172935,3.6843973521346567,0,6754,6755 days 00:00:00,1000.0,1741598.6395266599,174059.86395266597,2850.6272536057536,100.0,60832.88728213241,82.05310804849529,3977 days 00:00:00,402,63593.06405030587,128.4712106704712,-35.71772540983606,14.554097251918785,-5.2285938748212555,12 days 19:39:45.542168674,5 days 16:46:46.779661016,4171.65566038894,0.9134598999924386,0.6052841634404887,1.2584449214704474,3.2122609802282174,53.81784681665414,1.5102774000543413,0.35072985402919415,-0.04076757642368319,None,None,0.0017176420250396374,0.4328457903099886,1740.5986395266643,0.3210091780236297,0.5702822743280592,9782.579365079364
MSTR,MACD,7,8,12,false,false,1,379,1.557248198517469,39.682539682539684,2.5336737793814796,3.0467490855285715,1.5394292211472071,43.05695705318097,9 days 05:16:11.428571428,0.03864011585219921,1.178412792419307,2.353716316257033,3.590328097678694,0,6754,6755 days 00:00:00,1000.0,1256899.6248673592,125589.96248673591,2850.6272536057536,100.0,42473.036216587185,85.64283662461251,3492 days 00:00:00,378,45894.67201853078,128.4712106704712,-36.94600409836066,16.03408793307227,-5.497552787855444,13 days 19:31:12,6 days 04:44:12.631578947,3201.0713038328786,0.8876652031519531,0.5493854076047991,1.248723856242835,3.1597182909811337,53.3947781675725,1.486237391541883,0.35127025405081014,-0.041715788188048004,None,None,0.0016723746486658395,0.4214384114637916,1255.8996248673607,0.3050332493101904,0.5713879567517685,9782.579365079364
BTC-USD,MACD,18,29,18,false,false,1,82,1.5476012575462963,53.086419753086425,1.5987422459691003,9.240073596164134,2.076204984412933,0.21177399443910142,25 days 08:35:33.333333333,0.02096273291925466,0.6366459627329192,1.265527950310559,5.882655550352942,0,3864,3865 days 00:00:00,1000.0,223395.82013310055,22239.582013310057,18352.912436946775,100.0,13370.154784897155,70.85301534273518,1358 days 00:00:00,81,2390.9072537465254,118.7975118615858,-21.627052513972878,24.738784456537058,-8.297941324784174,36 days 20:05:34.883720930,12 days 08:50:31.578947368,2716.110035547581,1.3189461746017577,0.9408687420729798,1.3254700210216457,0.7028038146972937,11.389793788200146,1.2368658823083627,0.4013778100072516,-0.03237055716077647,None,None,0.0017011845111067896,0.428698496798911,222.395820133101,0.4228558649687517,0.39117496278251745,3864.0
BTC-USD,SMA,3,47,0,true,false,1,64,1.4215646441387069,42.857142857142854,2.6169933408095485,18.61105197857252,2.2801370102151775,2.2948137175739602,34 days 04:34:17.142857142,0.016304347826086956,0.49689440993788814,0.9860248447204968,9.247727691216157,0,3864,3865 days 00:00:00,1000.0,605694.2765468598,60469.42765468598,18352.912436946775,100.0,20293.514169513423,59.404739460533705,756 days 00:00:00,63,-605.6942765468266,409.7899392895237,-21.15388110539338,51.40198660542248,-5.982148991564944,67 days 02:40:00,9 days 12:00:00,9607.936044815975,1.463397957174652,1.399304445864709,1.358874401775402,0.5058237943759374,10.820110080644548,1.1812812042415175,0.44270250093318403,-0.03499106843013741,None,None,0.0019962575404676593,0.5030569001978501,604.6942765468569,0.5184635311413051,0.4137145812845803,3864.0
BTC-USD,MACD,3,15,3,false,false,1,414,1.2829403165013196,41.162227602905574,1.3735475745783141,1.7080814682965053,2.227332200107909,0.36711588358908126,4 days 19:41:59.128329296,0.1068840579710145,3.214285714285714,6.420807453416148,5.490261862381623,0,3864,3865 days 00:00:00,1000.0,251905.5810266953,25090.55810266953,18352.912436946775,100.0,66454.1958869121,58.61329866193608,1174 days 00:00:00,413,5178.671656181628,72.38504286094206,-13.559872067489726,8.85214128130402,-3.289820458498877,7 days 11:17:38.823529411,2 days 23:12:35.555555555,594.980410098096,1.3213940993632152,1.1697784820337127,1.3313461279640877,1.4363981977216322,13.159397161313121,1.7652853673583624,0.3666902404526167,-0.03264055016621127,None,None,0.0017418852784383944,0.4389550901664754,250.9055810266947,0.4340422488487601,0.3997918055220392,3864.0
