Ticker,Strategy Type,Fast Period,Slow Period,Signal Period,Signal Entry,Signal Exit,Signal Unconfirmed,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
BKNG,SMA,72,76,0,false,false,,1,84,1.8082827298848114,65.06024096385542,3.446690187571687,9.928706862823358,1.1775290679543882,7.941836636779809,49 days 14:44:49.156626505,0.0085938976588244,0.26454709058188364,0.5259448110377924,2.6266105138003004,0,6668,6669 days 00:00:00,1000.0,89605.5503548573,8860.55503548573,990.9099657491225,100.0,4144.516053613618,79.51563993825144,1531 days 00:00:00,83,-1486.324054664612,236.252777365809,-51.011206896551705,20.966905840613443,-10.625180888923692,60 days 19:06:40,28 days 19:02:04.137931034,1085.4442699942401,0.7619992891758469,0.35080916122774813,1.187606408896059,0.8487475987036428,39.27236180941534,1.1193974257079573,1.0609336609336608,-0.02859953369561244,0.0009688896187490436,0.24416018392475897,88.6055503548574,0.1851475943403389,0.3856261167344895,0,84,9658.015873015873,,,,
BKNG,SMA,73,76,0,false,false,,1,102,1.787922099332217,60.396039603960396,2.9968889150983915,9.931078984007344,1.2980459640209316,14.873753281697127,40 days 19:57:37.425742573,0.010457634500497161,0.3212357528494301,0.6393221355728854,3.190217634034753,0,6668,6669 days 00:00:00,1000.0,158294.6032067652,15729.46032067652,990.9099657491225,100.0,8813.18538028895,79.51563993825144,1504 days 00:00:00,101,-3110.0071548380365,286.7536492786268,-51.011206896551705,21.790562216571814,-8.15463294565347,51 days 15:20:39.344262295,24 days 08:24:00,1588.1644590257733,0.8220376844667519,0.4016902257625064,1.2059932271100295,1.2940275165600823,43.19277230884382,1.148485216743212,1.050072921730676,-0.028596841199572277,0.0010615954625224702,0.2675220565556625,157.29460320676543,0.21090683376805597,0.39166433727629774,0,102,9658.015873015873,0.1234567901,,,
DECK,SMA,81,88,0,false,false,,1,88,1.762891675983068,59.77011494252874,3.243513555031369,14.56673825625517,1.3458184221089955,9.640682618134415,55 days 15:59:59.999999999,0.007466221681125858,0.22970789310130518,0.45680546923555004,3.3460947542025554,0,8045,8046 days 00:00:00,1000.0,894043.68474006,89304.368474006,8392.729271128599,100.0,20154.974732113023,57.76646140193261,1262 days 00:00:00,87,3589.3034124207916,516.6080969525713,-24.390006546063976,30.32357706139388,-8.843422254236627,71 days 05:32:18.461538461,32 days 13:01:42.857142857,10223.613578478613,0.8656820667141712,0.625080766168951,1.1956448074478017,1.15707399953262,22.873978282435072,1.095967417591772,1.0909492273730685,-0.0355419240651962,0.001178934216527874,0.29709142256502424,893.0436847400598,0.23718968838043786,0.4130264402505732,0,88,11652.480158730159,,,,
MA,SMA,72,79,0,true,false,,1,55,1.7481794871627097,72.22222222222221,4.960942646463183,10.148346515244514,1.8219846315082808,-0.41443367287364336,66 days 06:13:19.999999999,0.007657053148659256,0.23721503388786197,0.470117067159581,2.407340362519493,0,4869,4870 days 00:00:00,1000.0,73915.74206166521,7291.574206166521,12452.174704016248,100.0,2868.0420642815134,40.997212534172405,497 days 00:00:00,54,-73.91574206165387,127.42350987659114,-11.759881935914905,15.871217832332263,-4.731118909183623,82 days 04:55:23.076923077,24 days 19:12:00,1351.660329698645,1.186163845766782,0.9282896613203298,1.244829503273642,0.667769711272358,13.254093829438162,1.0680905117786141,1.1654719235364397,-0.022833946796715812,0.0010173243084902316,0.25636572573953836,72.91574206166518,0.2493913732369193,0.26011263097283077,0,55,7052.321428571428,0.1234567901,,,
AVGO,SMA,86,88,0,false,false,,1,78,1.7448832947690758,63.63636363636363,8.597377398813222,7.756383950528455,1.8870830129009588,-0.6402754622085651,36 days 23:59:59.999999999,0.013081113148527668,0.4030511811023622,0.8009350393700788,3.1262197123438997,0,4064,4065 days 00:00:00,1000.0,75826.702694037,7482.670269403699,20801.111637655602,100.0,1626.228708056699,41.48400268554687,595 days 00:00:00,77,13958.667274817482,246.05081821239997,-19.934259495487243,14.694849986520925,-4.38593161245837,48 days 17:37:57.551020408,16 days 11:08:34.285714285,790.4939664833703,1.2036528727644447,1.1450106896422112,1.2389789659292108,0.8754890186924246,13.29950039490014,1.1379838897591115,1.0887491264849756,-0.02929828262722372,0.001264843883353284,0.3187406586050276,74.82670269403674,0.30778123467258456,0.31870022553096383,0,78,5886.349206349206,,,,
MA,SMA,76,81,0,false,false,,0,59,1.7361644737286932,69.49152542372882,4.107784296052994,9.221190546296555,1.7839868439696243,-0.4590533048520398,60 days 17:05:05.084745762,0.008366039551312892,0.2544670363524338,0.5089340727048676,2.346489029957164,0,4869,4870 days 00:00:00,1000.0,68359.62753542619,6735.962753542619,12452.174704016248,100.0,3378.3238702708563,40.997212534172405,906 days 00:00:00,59,0.0,125.70727439918446,-17.797843069392883,14.815868324621562,-3.5222421709992986,78 days 14:38:02.926829268,19 days 22:39:59.999999999,1141.68860229536,1.1643687704887205,0.9086248338909211,1.2388856424758792,0.652816448940326,13.084573290381883,1.0763774949288893,1.1509769094138547,-0.02311169221232653,0.0010022530702361288,0.25256777369950445,67.35962753542579,0.24434958371132587,0.261055921803832,0,59,7052.321428571428,0.1234567901,,,
MSFT,SMA,67,88,0,false,false,,1,62,1.7219549134488308,68.85245901639344,4.027495472124832,14.114965654727063,1.2549207163505358,-0.9261798438838075,106 days 22:01:58.032786885,0.004225874823715702,0.13064419024683926,0.2591812161348585,1.8440382583237647,0,9966,9967 days 00:00:00,1000.0,392524.8555890626,39152.485558906264,530376.6290778426,100.0,8726.736152242955,61.55339180156807,4386 days 00:00:00,61,34165.05640399933,181.61535191256175,-28.473543147355425,25.481889585896177,-11.01191882469939,132 days 12:34:17.142857142,50 days 07:34:44.210526316,5858.357363689562,0.8572571866859626,0.39719153066720236,1.1748143361189105,-0.5010354693753019,22.862449787153054,1.110536656117165,1.0578798364265491,-0.024184305476902836,0.0007345577532830901,0.1851085538273387,391.524855589061,0.16300577879231515,0.2598732124687995,0,62,14434.880952380952,0.1234567901,,,
SHOP,SMA,82,83,0,false,false,,1,75,1.721692940770195,63.51351351351351,3.0869623199427814,7.55414945801696,2.174242056708294,-0.25777692660390145,22 days 17:50:16.216216215,0.01958988150264728,0.6039110429447853,1.1997699386503067,4.562034277751807,0,2608,2609 days 00:00:00,1000.0,66315.62993838702,6531.562993838702,8799.999929876923,100.0,2206.9233585644447,43.240815084216436,428 days 00:00:00,74,11722.732775660043,151.9696062747446,-25.232513127287014,15.912718984071997,-6.995953050301064,28 days 03:34:28.085106383,13 days 08:00:00,724.2283400368509,1.3644811318944399,1.8460053019226283,1.2832159465369062,0.9294446610567616,10.782603178263235,1.1741221359917908,1.0929152148664345,-0.04082685599786187,0.001992283288947908,0.5020553888148729,65.31562993838708,0.4995037930619468,0.44282309212318244,0,75,3777.4603174603176,0.1234567901,,,
ORLY,SMA,80,95,0,false,false,,1,56,1.718156240546468,72.72727272727273,18.20434770127533,11.73543524372903,1.320177883098652,-0.7739148330233582,103 days 13:05:27.272727272,0.004649516681734545,0.14399412268886982,0.2854169217582956,1.689833702292805,0,8167,8168 days 00:00:00,1000.0,148714.34166885432,14771.434166885432,65335.70673573447,100.0,2946.5516987095543,56.49913241589765,1155 days 00:00:00,55,4219.185817966267,123.78925862370183,-37.73465519820405,19.35724611144894,-8.589393736857401,126 days 10:12:00,42 days 12:48:00,2609.00283365251,0.8673600989886272,0.4433254417832829,1.1766295967510991,0.6518790462949992,13.578986725965255,1.0608889727003639,1.1090977727444316,-0.022463234346163086,0.0007472288318813909,0.1883016656341105,147.71434166885481,0.1668678119838347,0.26127682139701813,0,56,11829.186507936507,0.1234567901,,,
ADI,SMA,72,87,0,false,false,,1,104,1.7103113466174553,64.07766990291263,2.2041780197378227,12.309546012625994,1.0570619692609775,0.3191295614382072,65 days 20:44:16.310679612,0.006194453725359172,0.1902439024390244,0.37865853658536586,2.3418160706947013,0,11480,11481 days 00:00:00,1000.0,437584.7786397174,43658.47786397174,33096.42899395888,100.0,28778.183289440996,74.0076211957535,2164 days 00:00:00,103,-6708.782402400917,627.1341232227489,-46.81998983764647,24.679727071841093,-9.756182363271224,81 days 01:49:05.454545455,38 days 17:30:48.648648648,4303.82098099144,0.6944518665579144,0.28819673553652003,1.1479110427634824,0.48234434872367327,12.533655295917551,1.1399104506472526,1.0070186145865119,-0.028806521568769314,0.0007313922454731905,0.184310845859244,436.5847786397166,0.14279803941996505,0.31941470389775967,0,104,16627.777777777777,0.1234567901,,,
