Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
BTC-USD,SMA,104,105,0,false,false,1,76,1.6405742071178921,58.666666666666664,2.5921514716415524,15.532318792518117,1.7876231422984328,-0.053809425790130254,30 days 23:02:23.999999999,0.01893939393939394,0.5757575757575758,1.143939393939394,8.942850213874069,0,3960,3961 days 00:00:00,1000.0,243414.0977725095,24241.409777250952,25620.007679207854,100.0,14047.208342874514,64.62311387272726,1049 days 00:00:00,75,24767.980042994197,635.637382729637,-23.814704618803713,29.780735254667917,-4.691240056984823,43 days 07:05:27.272727273,13 days 10:50:19.354838709,2901.9482363935376,1.1911913112557604,1.020064404264305,1.2820171858117924,-0.06768463451974867,16.182445925074237,1.1701430445970855,1.0956072351421189,-0.04022160164248026,,,0.001815665569159452,0.4575477234281819,242.41409777251005,0.41846957865135925,0.46227567745124437,0,76,3960.0,0.0682,,None,None
BTC-USD,MACD,14,23,13,false,false,1,102,1.6386632390106646,53.46534653465347,2.1129746794041857,8.495155992749769,2.5053615624480785,1.9104705258571566,20 days 06:53:27.920792078,0.025505050505050506,0.7727272727272727,1.5378787878787878,6.5644387216702755,0,3960,3961 days 00:00:00,1000.0,746662.7722256847,74566.27722256847,25620.007679207854,100.0,32635.21766117845,61.52755789276792,1106 days 00:00:00,101,66212.28659586329,104.68813710047856,-26.016413568790824,21.66278034697891,-6.6336039035986065,28 days 13:46:40,10 days 18:22:58.723404255,6727.23253098833,1.5338966273343755,1.364802185290335,1.3977421821272864,0.9835218797128427,12.22376534731424,1.3275416779128206,1.052880075542965,-0.03075936204981205,,,0.0019676749097195688,0.49585407724933134,745.662772225686,0.5233126075884882,0.3890486905769481,0,102,3960.0,0.0682,,None,None
BTC-USD,SMA,26,38,0,false,false,1,57,1.5798345928360793,57.14285714285714,3.26141867951924,17.10895109455944,2.0848413718549454,0.34263135386076704,39 days 21:25:42.857142856,0.014141414141414142,0.4318181818181818,0.8560606060606061,7.387956154468849,0,3960,3961 days 00:00:00,1000.0,344982.2559625809,34398.22559625809,25620.007679207854,100.0,9059.926845260343,67.09803713121846,817 days 00:00:00,56,25393.231604562316,267.5713900491202,-25.20796837568079,36.050138824999664,-8.145965879360856,52 days 09:45:00,23 days 05:00:00,5689.089720678903,1.3373460445422414,1.0631925511254061,1.3216770013617483,0.5755972521990402,10.639945619572199,1.1654886026678177,1.1340110905730127,-0.035667063539995124,,,0.0018069461528615746,0.4553504305211168,343.98225596257913,0.45029178094580713,0.4097775068750955,0,57,3960.0,0.0682,,None,None
BTC-USD,SMA,11,36,0,false,false,1,55,1.5616842216643478,53.70370370370371,3.5076720373116124,19.326575436123477,2.285450071774364,1.540617186524885,40 days 21:46:39.999999999,0.013636363636363636,0.4166666666666667,0.8257575757575758,8.052739765051449,0,3960,3961 days 00:00:00,1000.0,651906.3182869501,65090.631828695005,25620.007679207854,100.0,14450.398763302654,56.86020362672907,731 days 00:00:00,54,65521.665347969276,222.4912061437157,-18.251507913216162,42.34913233657519,-7.37959056840051,60 days 14:04:08.275862069,18 days 01:55:11.999999999,10840.456535907055,1.4677309947917951,1.436620907863447,1.3590961644321367,0.49485802152984504,11.060068728419308,1.1717493032665334,1.1598864711447492,-0.03483455891836391,,,0.0019609725016827353,0.49416507042404934,650.906318286946,0.5102168104720948,0.4052021497306553,0,55,3960.0,0.0682,,None,None
BTC-USD,SMA,76,78,0,false,false,1,64,1.5419638454123397,57.14285714285714,2.2392518871545506,25.154362217201612,1.7970999244949768,-0.022977481512673235,36 days 10:39:59.999999999,0.015909090909090907,0.48484848484848486,0.9621212121212122,12.196054408340176,0,3960,3961 days 00:00:00,1000.0,251313.2442640431,25031.32442640431,25620.007679207854,100.0,11199.237248098307,64.3271929581157,1302 days 00:00:00,63,12480.354559801315,996.8003042619595,-33.28289019687436,48.97741697884685,-6.609710798325365,47 days 15:19:59.999999999,21 days 12:26:40,3775.1252334006626,1.198600894700011,1.0323586707382566,1.2824908555988208,-0.07630344731650474,16.34829243518035,1.148814300900826,1.116360454943132,-0.03936534391564838,,,0.0018210596414289933,0.4589070296401063,250.31324426404433,0.4213545277496613,0.4607828161201965,0,64,3960.0,0.0682,,None,None
BTC-USD,SMA,27,29,0,false,false,1,143,1.505144849870325,52.112676056338024,1.952717962083956,7.1529033074761,2.316102542826334,1.6046418693541975,15 days 19:36:20.281690140,0.03585858585858586,1.0833333333333333,2.159090909090909,7.748978583099108,0,3960,3961 days 00:00:00,1000.0,668309.4469444085,66730.94469444084,25620.007679207854,100.0,52437.93403758577,64.84165645822193,752 days 00:00:00,142,8653.995257629314,217.46231727195834,-24.03378449670691,18.326325848821945,-5.006409458106142,22 days 00:19:27.567567567,9 days 01:45:52.941176470,4638.418673850556,1.4568788858523058,1.2662089157416647,1.3506186735856809,0.7123598731518981,9.844826603408006,1.2857801855941826,1.0504273504273505,-0.03566706353999491,,,0.0019756064420675713,0.497852823401028,667.3094469444064,0.5126063403943459,0.41126683317963036,0,143,3960.0,0.0682,,None,None
BTC-USD,SMA,3,47,0,false,false,1,65,1.4886795013400682,43.75,2.990534191726157,18.680971682726927,2.3364214559188383,2.1836554953046297,34 days 15:22:29.999999999,0.01616161616161616,0.49242424242424243,0.9772727272727273,9.198963328615532,0,3960,3961 days 00:00:00,1000.0,816652.782376569,81565.2782376569,25620.007679207854,100.0,21785.775711419417,59.404739460533705,756 days 00:00:00,64,70522.75755431654,409.7899392895237,-21.15388110539338,50.39069826395933,-5.982148991564944,66 days 23:08:34.285714285,9 days 12:00:00,11642.65663784769,1.4965826913393478,1.4392490128421191,1.3669372484214635,0.5096528072740623,10.908655780500144,1.1823951946733757,1.1560747663551403,-0.03476780971517173,,,0.0020266812493398246,0.5107236748336358,815.6527823765654,0.5320208992849185,0.41070636548494505,0,65,3960.0,0.0682,,None,None
BTC-USD,SMA,8,44,0,false,false,1,49,1.4735534701656734,50.0,3.214983979301585,25.12689291884101,2.395278462054331,2.8274199369975395,45 days 16:00:00,0.012121212121212121,0.3712121212121212,0.7348484848484849,9.327407219872798,0,3960,3961 days 00:00:00,1000.0,981585.281774302,98058.5281774302,25620.007679207854,100.0,18485.779807259263,53.60574920633759,755 days 00:00:00,48,86652.83699099114,357.662545496104,-19.792472298596227,58.01553546793732,-7.761749630255306,74 days 13:00:00,16 days 19:00:00,18623.592599652315,1.5275134485571062,1.6541028751156026,1.377434451613526,0.5401902184787402,10.78978415117754,1.175335462401376,1.1719500480307399,-0.03515377329945628,,,0.0020750964468708066,0.5229243046114432,980.5852817742967,0.5500558734675594,0.41200259062376504,0,49,3960.0,0.0682,,None,None
MSTR,MACD,13,21,32,false,false,1,156,1.4720351028165322,45.16129032258064,2.76001841200707,8.27908241937922,1.3719400082038364,16.476138065276174,23 days 09:54:34.838709676,0.015695761019380607,0.48049281314168374,0.9579055441478439,3.9780396019193787,0,6818,6819 days 00:00:00,1000.0,688823.5649532047,68782.35649532048,3935.786970691543,100.0,13430.260110572239,90.38661507823632,1920 days 00:00:00,155,35365.50006250036,172.7589740381635,-61.58299999999998,29.391901711873984,-9.107945233263523,37 days 07:53:08.571428571,11 days 22:52:14.117647058,4209.406870262609,0.8514303909483634,0.4633211522675787,1.237470329119251,1.8547039969570234,62.785681638913466,1.2660477856993444,0.9774278215223097,-0.04149714139492665,,,0.0016057785000321927,0.40465618200811254,687.8235649532,0.2731626381784553,0.5719830952825631,0,156,9875.277777777777,0.048275,,None,None
BTC-USD,MACD,18,29,18,false,false,1,83,1.4245024845404897,53.65853658536586,1.7575789566457718,9.449764997187227,2.1411303385822724,0.1647034911713476,25 days 15:13:10.243902438,0.02070707070707071,0.6287878787878788,1.25,5.941897687625302,0,3960,3961 days 00:00:00,1000.0,299397.12387810124,29839.712387810123,25620.007679207854,100.0,13928.892715945645,70.85301534273518,1358 days 00:00:00,82,20028.437722812872,118.7975118615858,-21.627052513972878,24.777329547980706,-8.297941324784174,37 days 02:10:54.545454545,12 days 08:50:31.578947368,3394.740075064492,1.3572236315417545,0.9754714692001403,1.3367101367291234,0.7085077045846595,11.53050355373051,1.238474221168975,1.0793201133144474,-0.03187229090440851,,,0.0017363867078452673,0.4375694503770074,298.39712387810147,0.4372741395857249,0.3880089491571998,0,83,3960.0,0.0682,,None,None
