Ticker,Use SMA,Short Window,Long Window,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Beats BNH [%],Avg Trade Duration
SOL-USD,true,26,32,35,57.14285714285714,3.3334619695684036,19.564002235885972,60895.67529277922,27959.446874554273,0.5869200670765792,2,35740.893827511565,3.690847875240221,0,0,1789,1790 days 00:00:00,1000.0,2132348.6352472724,213134.86352472723,14354.60062203421,100.0,41258.25386290974,57.894682636047726,240 days 00:00:00,35,0,0.0,475.08343888985695,-28.921170908367756,91.03483889430615,-8.780615667040811,34 days 01:12:00,15 days 19:12:00,2.078252531006657,6.5169698330322525,1.5643594001993908,13.847843498868698,26 days 05:29:08.571428570
SOL-USD,true,27,30,44,54.54545454545454,2.627241486894128,24.594745667970933,50585.641541878635,27870.876882577755,0.737842370039128,2,37324.2296452095,3.6700785726540377,0,0,1789,1790 days 00:00:00,1000.0,2226768.22784266,222576.822784266,14363.556429233966,100.0,60015.755383667856,66.77081600549596,338 days 00:00:00,44,0,0.0,635.4640362110786,-28.921170908367756,86.05794203049446,-8.650958563346864,28 days 05:00:00,11 days 22:48:00,2.081865052465503,5.714075137906082,1.5628358858372768,14.495940986541342,20 days 19:38:10.909090908
SOL-USD,true,14,32,26,53.84615384615385,8.28570712851071,14.533258803801006,80196.95480070463,25774.962516296247,0.4359977641140302,1,34965.69298186115,3.5385383272312976,0,0,1789,1790 days 00:00:00,1000.0,2086120.8248183203,208512.082481832,14363.556429233966,100.0,23810.421288827212,70.06256125128526,453 days 00:00:00,26,0,0.0,1350.1141564611235,-47.81083377148168,189.96613503122703,-10.849964597213953,56 days 08:34:17.142857143,10 days 00:00:00,2.038894498858127,5.3547784269754235,1.5603672029290627,13.5167447567129,34 days 23:04:36.923076922
SOL-USD,true,27,29,48,54.166666666666664,3.004896811935787,26.830631637786475,40192.10759180832,23989.779554339217,0.8049189491335942,2,32351.389006262707,3.6129393115932085,0,0,1789,1790 days 00:00:00,1000.0,1930221.164406799,192922.1164406799,14363.556429233966,100.0,48824.39677432014,76.12327450385578,338 days 00:00:00,48,0,0.0,672.4607983714222,-22.091498034860297,76.08268232359634,-7.843457105954936,27 days 06:27:41.538461538,9 days 19:38:10.909090909,2.0667541813388235,4.830362386563009,1.5469260547091683,12.43136133388441,19 days 06:29:59.999999999
SOL-USD,true,29,30,74,56.75675675675676,2.09869881081202,41.36389044158748,19206.541018405893,16516.681465459613,1.2409167132476244,3,23833.71775341592,3.4946516983575258,0,0,1789,1790 days 00:00:00,1000.0,1422284.035362037,142128.4035362037,14363.556429233966,100.0,70961.91285149101,60.74335733027222,574 days 00:00:00,74,0,0.0,497.9678947999871,-25.75708702951422,43.85177843269354,-7.435543358967005,16 days 11:25:42.857142857,7 days 12:00:00,1.984293676448242,5.58856375967481,1.5235677463545574,8.89507050265988,12 days 14:16:12.972972972
SOL-USD,true,19,22,55,52.72727272727272,2.322862065205031,30.743432084963665,23584.20280909151,15701.145120836862,0.92230296254891,2,21751.780120179425,3.374517801591176,0,0,1789,1790 days 00:00:00,1000.0,1298131.1545000335,129713.11545000336,14363.556429233966,100.0,40907.10496004321,75.44656708116312,773 days 00:00:00,55,0,0.0,630.7297785469879,-53.00974220886724,75.48430572709806,-11.03282461351543,25 days 04:08:16.551724138,7 days 23:04:36.923076923,1.938467518211158,4.391967104657331,1.5158459558165283,8.030710192776482,17 days 00:52:21.818181817
SOL-USD,true,30,31,71,54.929577464788736,1.8949448214590219,39.68697596422582,13346.702042652514,11108.01066289902,1.1906092789267748,3,15890.707295053022,3.3613761801849504,0,0,1789,1790 days 00:00:00,1000.0,948615.8450283277,94761.58450283276,14363.556429233966,100.0,45867.51241318932,55.842741928055815,466 days 00:00:00,71,0,0.0,475.0834388898569,-32.31360900334088,44.926201356422155,-7.6147816312127565,17 days 11:04:36.923076923,7 days 17:15:00,1.91210505980627,5.455177963099365,1.5030855271542254,5.597362218034364,13 days 01:41:24.507042252
SOL-USD,true,15,21,50,50.0,2.0306051041312734,27.948574622694245,15457.793369347657,8871.552668358388,0.8384572386808273,2,12960.698744562038,3.263860711236355,0,0,1789,1790 days 00:00:00,1000.0,773889.6684673824,77288.96684673824,14363.556429233966,100.0,22669.3598987792,82.38408276516813,774 days 00:00:00,50,0,0.0,692.6306235229891,-47.12358462203051,88.25834174387556,-13.499718886286766,26 days 16:19:12,10 days 23:02:24,1.858798517299124,3.497996741312592,1.4846356098428812,4.380907383733528,18 days 19:40:48
SOL-USD,true,27,28,78,47.43589743589743,2.331041032729669,43.59977641140301,10337.472408271391,7429.807286442141,1.3079932923420905,3,13521.344569790415,3.245920707554999,0,0,1789,1790 days 00:00:00,1000.0,807322.8478451683,80632.28478451683,14363.556429233966,100.0,39588.28011573285,73.26778344677011,723 days 00:00:00,78,0,0.0,642.0598352143194,-18.587541874387462,49.67607655232066,-5.960849531852743,18 days 07:08:06.486486486,6 days 04:05:51.219512195,1.88224873540279,3.979122568058269,1.4866757374038722,4.613671320314999,11 days 22:09:13.846153845
SOL-USD,false,14,21,24,37.5,2.406302559123067,13.415315818893237,30163.490613547583,6232.126159823881,0.4024594745667971,1,12139.582583428877,3.2556481923842133,0,0,1789,1790 days 00:00:00,1000.0,724923.7747251422,72392.37747251421,14363.556429233966,100.0,12651.26110577823,66.2450767488849,723 days 00:00:00,24,0,0.0,1040.8291548459285,-26.906908491856036,253.3831897893527,-10.937950831920768,76 days 00:00:00,14 days 20:48:00,1.8431263276480867,4.272617277922749,1.4886909450590036,4.040003694709961,37 days 19:00:00
