Metric Type,Short Window,Long Window,Signal Window,Ticker,Strategy Type,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Most Best Trade [%],10,33,18,SIRI,MACD,true,false,1,216,1.0607337596335922,46.97674418604651,1.363485337791376,0.9003249977370418,1.0275367475104236,7.2074154092085765,0 days 23:59:59.999999999,0.019163226977069917,0.5855925639039504,1.1684740511231604,0.5272236237716527,0,7746,7747 days 00:00:00,1000.0,4199.671011950488,319.9671011950487,-51.54594627586611,100.0,1505.2779864290767,32.88837318742732,4072 days 00:00:00,215,-4.199671011950159,59.74000238180162,-19.049055925439212,4.621938882790369,-2.396894321476871,1 days 00:00:00,1 days 00:00:00,14.90172410680205,0.38089702082699484,0.21268399232268406,1.681833691794399,30.22459059871317,1363.8360101827764,5.156565564463968,0.3261538461538461,0.0,,,0.0002497630733639374,0.06294029448771223,3.1996710119504828,0.04778552763300925,0.19886912209757218,216,0,11219.404761904761,,,,
Mean Worst Trade [%],10,33,18,SIRI,MACD,true,false,1,216,1.0607337596335922,46.97674418604651,1.363485337791376,0.9003249977370418,1.0275367475104236,7.2074154092085765,0 days 23:59:59.999999999,0.019163226977069917,0.5855925639039504,1.1684740511231604,0.5272236237716527,0,7746,7747 days 00:00:00,1000.0,4199.671011950488,319.9671011950487,-51.54594627586611,100.0,1505.2779864290767,32.88837318742732,4072 days 00:00:00,215,-4.199671011950159,59.74000238180162,-19.049055925439212,4.621938882790369,-2.396894321476871,1 days 00:00:00,1 days 00:00:00,14.90172410680205,0.38089702082699484,0.21268399232268406,1.681833691794399,30.22459059871317,1363.8360101827764,5.156565564463968,0.3261538461538461,0.0,,,0.0002497630733639374,0.06294029448771223,3.1996710119504828,0.04778552763300925,0.19886912209757218,216,0,11219.404761904761,,,,
Most Avg Winning Trade [%],10,33,18,SIRI,MACD,true,false,1,216,1.0607337596335922,46.97674418604651,1.363485337791376,0.9003249977370418,1.0275367475104236,7.2074154092085765,0 days 23:59:59.999999999,0.019163226977069917,0.5855925639039504,1.1684740511231604,0.5272236237716527,0,7746,7747 days 00:00:00,1000.0,4199.671011950488,319.9671011950487,-51.54594627586611,100.0,1505.2779864290767,32.88837318742732,4072 days 00:00:00,215,-4.199671011950159,59.74000238180162,-19.049055925439212,4.621938882790369,-2.396894321476871,1 days 00:00:00,1 days 00:00:00,14.90172410680205,0.38089702082699484,0.21268399232268406,1.681833691794399,30.22459059871317,1363.8360101827764,5.156565564463968,0.3261538461538461,0.0,,,0.0002497630733639374,0.06294029448771223,3.1996710119504828,0.04778552763300925,0.19886912209757218,216,0,11219.404761904761,,,,
Most Total Trades,9,36,18,SIRI,MACD,true,false,1,222,1.015312315064026,46.60633484162896,1.2682988381394995,0.7422608255880494,0.8280273067493207,5.08464472446241,0 days 23:59:59.999999999,0.019698014706662565,0.6018590240123936,1.2010069713400466,0.44673637605105687,0,7746,7747 days 00:00:00,1000.0,3105.4687752313935,210.54687752313933,-51.54594627586611,100.0,1247.6222143249513,34.48169169505526,4072 days 00:00:00,221,-3.105468775231202,59.7400023818016,-19.049055925439216,4.48932591174419,-2.5284824275821407,1 days 00:00:00,1 days 00:00:00,9.541059927631792,0.32120036644388783,0.15904083231358815,1.530584660530729,29.670520114235746,1338.4010410356236,4.806321924657247,0.31845238095238093,0.0,,,0.00021164556638329226,0.05333468272858965,2.1054687752313934,0.037548166342372236,0.19983881497555375,222,0,11219.404761904761,,,,
Median Worst Trade [%],9,36,18,SIRI,MACD,true,false,1,222,1.015312315064026,46.60633484162896,1.2682988381394995,0.7422608255880494,0.8280273067493207,5.08464472446241,0 days 23:59:59.999999999,0.019698014706662565,0.6018590240123936,1.2010069713400466,0.44673637605105687,0,7746,7747 days 00:00:00,1000.0,3105.4687752313935,210.54687752313933,-51.54594627586611,100.0,1247.6222143249513,34.48169169505526,4072 days 00:00:00,221,-3.105468775231202,59.7400023818016,-19.049055925439216,4.48932591174419,-2.5284824275821407,1 days 00:00:00,1 days 00:00:00,9.541059927631792,0.32120036644388783,0.15904083231358815,1.530584660530729,29.670520114235746,1338.4010410356236,4.806321924657247,0.31845238095238093,0.0,,,0.00021164556638329226,0.05333468272858965,2.1054687752313934,0.037548166342372236,0.19983881497555375,222,0,11219.404761904761,,,,
Least Avg Losing Trade [%],9,36,18,SIRI,MACD,true,false,1,222,1.015312315064026,46.60633484162896,1.2682988381394995,0.7422608255880494,0.8280273067493207,5.08464472446241,0 days 23:59:59.999999999,0.019698014706662565,0.6018590240123936,1.2010069713400466,0.44673637605105687,0,7746,7747 days 00:00:00,1000.0,3105.4687752313935,210.54687752313933,-51.54594627586611,100.0,1247.6222143249513,34.48169169505526,4072 days 00:00:00,221,-3.105468775231202,59.7400023818016,-19.049055925439216,4.48932591174419,-2.5284824275821407,1 days 00:00:00,1 days 00:00:00,9.541059927631792,0.32120036644388783,0.15904083231358815,1.530584660530729,29.670520114235746,1338.4010410356236,4.806321924657247,0.31845238095238093,0.0,,,0.00021164556638329226,0.05333468272858965,2.1054687752313934,0.037548166342372236,0.19983881497555375,222,0,11219.404761904761,,,,
Median Profit Factor,9,36,18,SIRI,MACD,true,false,1,222,1.015312315064026,46.60633484162896,1.2682988381394995,0.7422608255880494,0.8280273067493207,5.08464472446241,0 days 23:59:59.999999999,0.019698014706662565,0.6018590240123936,1.2010069713400466,0.44673637605105687,0,7746,7747 days 00:00:00,1000.0,3105.4687752313935,210.54687752313933,-51.54594627586611,100.0,1247.6222143249513,34.48169169505526,4072 days 00:00:00,221,-3.105468775231202,59.7400023818016,-19.049055925439216,4.48932591174419,-2.5284824275821407,1 days 00:00:00,1 days 00:00:00,9.541059927631792,0.32120036644388783,0.15904083231358815,1.530584660530729,29.670520114235746,1338.4010410356236,4.806321924657247,0.31845238095238093,0.0,,,0.00021164556638329226,0.05333468272858965,2.1054687752313934,0.037548166342372236,0.19983881497555375,222,0,11219.404761904761,,,,
Most Avg Winning Trade Duration,9,36,18,SIRI,MACD,true,false,1,222,1.015312315064026,46.60633484162896,1.2682988381394995,0.7422608255880494,0.8280273067493207,5.08464472446241,0 days 23:59:59.999999999,0.019698014706662565,0.6018590240123936,1.2010069713400466,0.44673637605105687,0,7746,7747 days 00:00:00,1000.0,3105.4687752313935,210.54687752313933,-51.54594627586611,100.0,1247.6222143249513,34.48169169505526,4072,221,-3.105468775231202,59.7400023818016,-19.049055925439216,4.48932591174419,-2.5284824275821407,1,1 days 00:00:00,9.541059927631792,0.32120036644388783,0.15904083231358815,1.530584660530729,29.670520114235746,1338.4010410356236,4.806321924657247,0.31845238095238093,0.0,,,0.00021164556638329226,0.05333468272858965,2.1054687752313934,0.037548166342372236,0.19983881497555375,222,0,11219.404761904761,,,,
Least Avg Winning Trade Duration,9,36,18,SIRI,MACD,true,false,1,222,1.015312315064026,46.60633484162896,1.2682988381394995,0.7422608255880494,0.8280273067493207,5.08464472446241,0 days 23:59:59.999999999,0.019698014706662565,0.6018590240123936,1.2010069713400466,0.44673637605105687,0,7746,7747 days 00:00:00,1000.0,3105.4687752313935,210.54687752313933,-51.54594627586611,100.0,1247.6222143249513,34.48169169505526,4072,221,-3.105468775231202,59.7400023818016,-19.049055925439216,4.48932591174419,-2.5284824275821407,1,1 days 00:00:00,9.541059927631792,0.32120036644388783,0.15904083231358815,1.530584660530729,29.670520114235746,1338.4010410356236,4.806321924657247,0.31845238095238093,0.0,,,0.00021164556638329226,0.05333468272858965,2.1054687752313934,0.037548166342372236,0.19983881497555375,222,0,11219.404761904761,,,,
Mean Avg Winning Trade Duration,9,36,18,SIRI,MACD,true,false,1,222,1.015312315064026,46.60633484162896,1.2682988381394995,0.7422608255880494,0.8280273067493207,5.08464472446241,0 days 23:59:59.999999999,0.019698014706662565,0.6018590240123936,1.2010069713400466,0.44673637605105687,0,7746,7747 days 00:00:00,1000.0,3105.4687752313935,210.54687752313933,-51.54594627586611,100.0,1247.6222143249513,34.48169169505526,4072,221,-3.105468775231202,59.7400023818016,-19.049055925439216,4.48932591174419,-2.5284824275821407,1,1 days 00:00:00,9.541059927631792,0.32120036644388783,0.15904083231358815,1.530584660530729,29.670520114235746,1338.4010410356236,4.806321924657247,0.31845238095238093,0.0,,,0.00021164556638329226,0.05333468272858965,2.1054687752313934,0.037548166342372236,0.19983881497555375,222,0,11219.404761904761,,,,
Median Avg Winning Trade Duration,9,36,18,SIRI,MACD,true,false,1,222,1.015312315064026,46.60633484162896,1.2682988381394995,0.7422608255880494,0.8280273067493207,5.08464472446241,0 days 23:59:59.999999999,0.019698014706662565,0.6018590240123936,1.2010069713400466,0.44673637605105687,0,7746,7747 days 00:00:00,1000.0,3105.4687752313935,210.54687752313933,-51.54594627586611,100.0,1247.6222143249513,34.48169169505526,4072,221,-3.105468775231202,59.7400023818016,-19.049055925439216,4.48932591174419,-2.5284824275821407,1,1 days 00:00:00,9.541059927631792,0.32120036644388783,0.15904083231358815,1.530584660530729,29.670520114235746,1338.4010410356236,4.806321924657247,0.31845238095238093,0.0,,,0.00021164556638329226,0.05333468272858965,2.1054687752313934,0.037548166342372236,0.19983881497555375,222,0,11219.404761904761,,,,
Most Avg Losing Trade Duration,9,36,18,SIRI,MACD,true,false,1,222,1.015312315064026,46.60633484162896,1.2682988381394995,0.7422608255880494,0.8280273067493207,5.08464472446241,0 days 23:59:59.999999999,0.019698014706662565,0.6018590240123936,1.2010069713400466,0.44673637605105687,0,7746,7747 days 00:00:00,1000.0,3105.4687752313935,210.54687752313933,-51.54594627586611,100.0,1247.6222143249513,34.48169169505526,4072,221,-3.105468775231202,59.7400023818016,-19.049055925439216,4.48932591174419,-2.5284824275821407,1,1,9.541059927631792,0.32120036644388783,0.15904083231358815,1.530584660530729,29.670520114235746,1338.4010410356236,4.806321924657247,0.31845238095238093,0.0,,,0.00021164556638329226,0.05333468272858965,2.1054687752313934,0.037548166342372236,0.19983881497555375,222,0,11219.404761904761,,,,
Least Avg Losing Trade Duration,9,36,18,SIRI,MACD,true,false,1,222,1.015312315064026,46.60633484162896,1.2682988381394995,0.7422608255880494,0.8280273067493207,5.08464472446241,0 days 23:59:59.999999999,0.019698014706662565,0.6018590240123936,1.2010069713400466,0.44673637605105687,0,7746,7747 days 00:00:00,1000.0,3105.4687752313935,210.54687752313933,-51.54594627586611,100.0,1247.6222143249513,34.48169169505526,4072,221,-3.105468775231202,59.7400023818016,-19.049055925439216,4.48932591174419,-2.5284824275821407,1,1,9.541059927631792,0.32120036644388783,0.15904083231358815,1.530584660530729,29.670520114235746,1338.4010410356236,4.806321924657247,0.31845238095238093,0.0,,,0.00021164556638329226,0.05333468272858965,2.1054687752313934,0.037548166342372236,0.19983881497555375,222,0,11219.404761904761,,,,
Mean Avg Losing Trade Duration,9,36,18,SIRI,MACD,true,false,1,222,1.015312315064026,46.60633484162896,1.2682988381394995,0.7422608255880494,0.8280273067493207,5.08464472446241,0 days 23:59:59.999999999,0.019698014706662565,0.6018590240123936,1.2010069713400466,0.44673637605105687,0,7746,7747 days 00:00:00,1000.0,3105.4687752313935,210.54687752313933,-51.54594627586611,100.0,1247.6222143249513,34.48169169505526,4072,221,-3.105468775231202,59.7400023818016,-19.049055925439216,4.48932591174419,-2.5284824275821407,1,1,9.541059927631792,0.32120036644388783,0.15904083231358815,1.530584660530729,29.670520114235746,1338.4010410356236,4.806321924657247,0.31845238095238093,0.0,,,0.00021164556638329226,0.05333468272858965,2.1054687752313934,0.037548166342372236,0.19983881497555375,222,0,11219.404761904761,,,,
Median Avg Losing Trade Duration,9,36,18,SIRI,MACD,true,false,1,222,1.015312315064026,46.60633484162896,1.2682988381394995,0.7422608255880494,0.8280273067493207,5.08464472446241,0 days 23:59:59.999999999,0.019698014706662565,0.6018590240123936,1.2010069713400466,0.44673637605105687,0,7746,7747 days 00:00:00,1000.0,3105.4687752313935,210.54687752313933,-51.54594627586611,100.0,1247.6222143249513,34.48169169505526,4072,221,-3.105468775231202,59.7400023818016,-19.049055925439216,4.48932591174419,-2.5284824275821407,1,1,9.541059927631792,0.32120036644388783,0.15904083231358815,1.530584660530729,29.670520114235746,1338.4010410356236,4.806321924657247,0.31845238095238093,0.0,,,0.00021164556638329226,0.05333468272858965,2.1054687752313934,0.037548166342372236,0.19983881497555375,222,0,11219.404761904761,,,,
Least Best Trade [%],10,32,18,SIRI,MACD,true,false,1,215,1.0372989225565974,48.13084112149533,1.2776990227152838,0.6589851167295075,0.8298561178008774,4.655568331872467,0 days 23:59:59.999999999,0.019074095688804475,0.58288148721921,1.1630518977536795,0.38411022489462004,0,7746,7747 days 00:00:00,1000.0,2884.297288424557,188.4297288424557,-51.54594627586611,100.0,1219.7779081060053,29.610630415568224,4319 days 00:00:00,214,-2.8842972884240226,56.88571914653411,-15.184997618198384,3.903269871657386,-2.3514773135188842,1 days 00:00:00,1 days 00:00:00,8.818605540714888,0.33742304815988994,0.1728245466026797,1.5187978404073825,29.828285939401482,1503.7605235829187,4.570587893562405,0.3322981366459627,0.0,,,0.00018193403059454398,0.04584737570982508,1.8842972884245484,0.0350575877669137,0.16352565572749578,215,0,11219.404761904761,,,,
Median Avg Losing Trade [%],10,32,18,SIRI,MACD,true,false,1,215,1.0372989225565974,48.13084112149533,1.2776990227152838,0.6589851167295075,0.8298561178008774,4.655568331872467,0 days 23:59:59.999999999,0.019074095688804475,0.58288148721921,1.1630518977536795,0.38411022489462004,0,7746,7747 days 00:00:00,1000.0,2884.297288424557,188.4297288424557,-51.54594627586611,100.0,1219.7779081060053,29.610630415568224,4319 days 00:00:00,214,-2.8842972884240226,56.88571914653411,-15.184997618198384,3.903269871657386,-2.3514773135188842,1 days 00:00:00,1 days 00:00:00,8.818605540714888,0.33742304815988994,0.1728245466026797,1.5187978404073825,29.828285939401482,1503.7605235829187,4.570587893562405,0.3322981366459627,0.0,,,0.00018193403059454398,0.04584737570982508,1.8842972884245484,0.0350575877669137,0.16352565572749578,215,0,11219.404761904761,,,,
Most Max Drawdown Duration,10,32,18,SIRI,MACD,true,false,1,215,1.0372989225565974,48.13084112149533,1.2776990227152838,0.6589851167295075,0.8298561178008774,4.655568331872467,0 days 23:59:59.999999999,0.019074095688804475,0.58288148721921,1.1630518977536795,0.38411022489462004,0,7746,7747 days 00:00:00,1000.0,2884.297288424557,188.4297288424557,-51.54594627586611,100.0,1219.7779081060053,29.610630415568224,4319,214,-2.8842972884240226,56.88571914653411,-15.184997618198384,3.903269871657386,-2.3514773135188842,1 days 00:00:00,1 days 00:00:00,8.818605540714888,0.33742304815988994,0.1728245466026797,1.5187978404073825,29.828285939401482,1503.7605235829187,4.570587893562405,0.3322981366459627,0.0,,,0.00018193403059454398,0.04584737570982508,1.8842972884245484,0.0350575877669137,0.16352565572749578,215,0,11219.404761904761,,,,
Mean Total Return [%],13,36,13,SIRI,MACD,true,false,1,216,1.0223689125416109,46.97674418604651,1.2860668901608632,0.6547361521941213,0.8352380668466495,4.646199261386136,0 days 23:59:59.999999999,0.019163226977069917,0.5855925639039504,1.1684740511231604,0.3834086220439626,0,7746,7747 days 00:00:00,1000.0,2879.4679123851247,187.94679123851247,-51.54594627586611,100.0,1176.6541706732162,31.35945010472166,3575 days 00:00:00,215,-2.8794679123848255,56.88571914653413,-15.184997618198375,3.9954295022947597,-2.3050009386845147,1 days 00:00:00,1 days 00:00:00,8.755104094406992,0.3371372826628062,0.16292201055477823,1.5147720207064757,29.94155530747981,1509.383128906718,4.644348176694388,0.3261538461538461,0.0,,,0.00018160559073617454,0.045764608865515984,1.8794679123851106,0.03500116758251881,0.16336880590706845,216,0,11219.404761904761,,,,
Mean Avg Winning Trade [%],13,36,13,SIRI,MACD,true,false,1,216,1.0223689125416109,46.97674418604651,1.2860668901608632,0.6547361521941213,0.8352380668466495,4.646199261386136,0 days 23:59:59.999999999,0.019163226977069917,0.5855925639039504,1.1684740511231604,0.3834086220439626,0,7746,7747 days 00:00:00,1000.0,2879.4679123851247,187.94679123851247,-51.54594627586611,100.0,1176.6541706732162,31.35945010472166,3575 days 00:00:00,215,-2.8794679123848255,56.88571914653413,-15.184997618198375,3.9954295022947597,-2.3050009386845147,1 days 00:00:00,1 days 00:00:00,8.755104094406992,0.3371372826628062,0.16292201055477823,1.5147720207064757,29.94155530747981,1509.383128906718,4.644348176694388,0.3261538461538461,0.0,,,0.00018160559073617454,0.045764608865515984,1.8794679123851106,0.03500116758251881,0.16336880590706845,216,0,11219.404761904761,,,,
Mean Expectancy,13,36,13,SIRI,MACD,true,false,1,216,1.0223689125416109,46.97674418604651,1.2860668901608632,0.6547361521941213,0.8352380668466495,4.646199261386136,0 days 23:59:59.999999999,0.019163226977069917,0.5855925639039504,1.1684740511231604,0.3834086220439626,0,7746,7747 days 00:00:00,1000.0,2879.4679123851247,187.94679123851247,-51.54594627586611,100.0,1176.6541706732162,31.35945010472166,3575 days 00:00:00,215,-2.8794679123848255,56.88571914653413,-15.184997618198375,3.9954295022947597,-2.3050009386845147,1 days 00:00:00,1 days 00:00:00,8.755104094406992,0.3371372826628062,0.16292201055477823,1.5147720207064757,29.94155530747981,1509.383128906718,4.644348176694388,0.3261538461538461,0.0,,,0.00018160559073617454,0.045764608865515984,1.8794679123851106,0.03500116758251881,0.16336880590706845,216,0,11219.404761904761,,,,
