Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Most Profit Factor,RVTY,SMA,17,53,0,true,false,1,136,1.1710819132279684,49.629629629629626,1.669813247660965,3.849359668789185,0.722719373956446,-0.6695046132748428,54 days 22:55:59.999999998,0.0070631615225867535,0.21642922097605333,0.4312670506214004,0.833113914372682,0,13196,13197 days 00:00:00,1000.0,35225.65390110599,3422.5653901105984,10355.864340571969,100.0,2725.4608980180606,66.22669304369265,4187 days 00:00:00,135,-35.22565390109958,102.941952730764,-19.71171874999999,15.162373773388488,-7.297286581330713,85 days 21:08:03.582089552,24 days 11:38:49.411764705,253.78429300005234,0.48154311293718305,0.15632123084067195,1.1034453921713276,0.6258586324466626,15.219255799648568,1.1173331488233667,0.9875706214689267,-0.02238806720795094,,,0.0003875876730248736,0.09767209360226815,34.22565390110572,0.07037919440601614,0.244107702276532,7420,270,19113.25396825397,0.684931506849315,,,
Mean Max Drawdown [%],RVTY,SMA,16,55,0,true,false,1,137,1.1570975158251056,49.26470588235294,1.5959456965557686,3.899686476837809,0.7303301832831549,-0.652426900284403,54 days 12:52:56.470588235,0.007115481237568878,0.21802061230675962,0.43444983328281295,0.8502120334845692,0,13196,13197 days 00:00:00,1000.0,36994.198690868165,3599.4198690868166,10355.864340571969,100.0,3083.124347787076,68.56370462416042,4188 days 00:00:00,136,-36.99419869086705,109.14328647083684,-19.396489904907234,15.375118857414844,-7.243124675316704,86 days 04:39:24.179104478,23 days 19:07:49.565217391,264.93524183499295,0.4861922280005286,0.15317509124444179,1.104335157328771,0.63817585948782,15.15531368162608,1.1134697036957217,0.9917963224893916,-0.022388067207950973,,,0.0003912160733795003,0.09858645049163407,35.99419869086838,0.07138090534508157,0.24403683296380357,7418,272,19113.25396825397,0.684931506849315,,,
Median Max Drawdown [%],RVTY,SMA,16,55,0,true,false,1,137,1.1570975158251056,49.26470588235294,1.5959456965557686,3.899686476837809,0.7303301832831549,-0.652426900284403,54 days 12:52:56.470588235,0.007115481237568878,0.21802061230675962,0.43444983328281295,0.8502120334845692,0,13196,13197 days 00:00:00,1000.0,36994.198690868165,3599.4198690868166,10355.864340571969,100.0,3083.124347787076,68.56370462416042,4188 days 00:00:00,136,-36.99419869086705,109.14328647083684,-19.396489904907234,15.375118857414844,-7.243124675316704,86 days 04:39:24.179104478,23 days 19:07:49.565217391,264.93524183499295,0.4861922280005286,0.15317509124444179,1.104335157328771,0.63817585948782,15.15531368162608,1.1134697036957217,0.9917963224893916,-0.022388067207950973,,,0.0003912160733795003,0.09858645049163407,35.99419869086838,0.07138090534508157,0.24403683296380357,7418,272,19113.25396825397,0.684931506849315,,,
Median Total Fees Paid,RVTY,SMA,18,52,0,true,false,1,137,1.1298768792886398,49.26470588235294,1.548427252621993,3.4434539983238257,0.6696530859020373,-0.7716129578857662,54 days 15:10:35.294117646,0.007115481237568878,0.21802061230675962,0.43444983328281295,0.7507439491647201,0,13196,13197 days 00:00:00,1000.0,24651.452252795014,2365.1452252795016,10355.864340571969,100.0,2142.8000119209587,68.54171720117681,4188 days 00:00:00,136,-24.651452252794115,87.4134515107572,-20.334883720930215,14.482357456358361,-7.275481243535797,83 days 19:20:35.820895522,26 days 07:18:15.652173913,174.08899783123388,0.4479391454188388,0.13522539800151637,1.0956039672135789,0.5965138210508466,15.082153862454053,1.113153687512192,0.9842342342342343,-0.022548317581231322,,,0.00036062771237055775,0.09087818351738056,23.65145225279495,0.06310847219455074,0.2441668961328837,7431,272,19113.25396825397,0.684931506849315,,,
Most Worst Trade [%],RVTY,SMA,14,59,0,true,false,1,136,1.1220548698554664,47.40740740740741,1.4891767190439413,3.9951776293442234,0.7549549078848018,-0.5984437577597792,55 days 03:11:59.999999999,0.0070631615225867535,0.21642922097605333,0.4312670506214004,0.8646731819799258,0,13196,13197 days 00:00:00,1000.0,42584.619697495815,4158.461969749582,10355.864340571969,100.0,4227.4687851304325,68.47595833614953,4188 days 00:00:00,135,-42.58461969748896,103.95106585938952,-16.96403975503752,15.900999594359726,-6.7368309025007385,87 days 18:22:30,25 days 17:14:21.971830985,308.34966160883937,0.4983758314095698,0.15966482737608223,1.1069915400091381,0.7576993516176376,15.554539970340574,1.1237210956465737,0.9851123595505618,-0.022275101568009312,,,0.00040276176043882596,0.10149596363058415,41.58461969749602,0.0742639135750458,0.24509697990799262,7444,270,19113.25396825397,0.684931506849315,,,
Mean Best Trade [%],RVTY,SMA,18,54,0,true,false,1,134,1.112602722828619,47.368421052631575,1.5636824339478597,3.6098398360091304,0.6729346234279554,-0.768347362231965,55 days 20:55:56.390977443,0.006958522092622505,0.2132464383146408,0.4249014852985753,0.769785487915254,0,13196,13197 days 00:00:00,1000.0,24989.63290861429,2398.963290861429,10355.864340571969,100.0,2185.080925361307,66.3151654975248,4188 days 00:00:00,133,-24.989632908611384,95.97777069908913,-19.71171874999999,15.443383802670391,-7.0403497339860035,89 days 04:34:17.142857143,25 days 21:15:25.714285714,180.56107174077363,0.4488419044773481,0.14038668095214862,1.096012612241825,0.6379710859181976,15.156365008980906,1.1157860356585567,0.9822784810126582,-0.02254831758123131,,,0.00036208938409041947,0.09124652479078571,23.989632908614063,0.06338510495533689,0.2446634516275295,7432,266,19113.25396825397,0.684931506849315,,,
Median Max Drawdown Duration,RVTY,SMA,15,58,0,true,false,1,137,1.1023927186678655,47.05882352941176,1.530507258386832,3.5741453629228337,0.6882899337281742,-0.7450661669765557,54 days 16:45:52.941176470,0.007115481237568878,0.21802061230675962,0.43444983328281295,0.7792373604978018,0,13196,13197 days 00:00:00,1000.0,27400.60190612815,2640.0601906128154,10355.864340571969,100.0,2638.488775924481,71.87722146025473,4318,136,-27.400601906123484,102.68208672244555,-17.782399999999985,15.247642619978327,-6.802296643348712,88 days 01:52:30,25 days 00:40:00,194.32354785319308,0.45791656044837736,0.13340214858089325,1.0977084976781355,0.6626682277017515,15.060584423686937,1.113984757124744,0.9853891542568138,-0.02238806720795089,,,0.00036838226117889063,0.09283232981708044,26.40060190612819,0.06525697631511473,0.2439827162391262,7440,272,19113.25396825397,0.684931506849315,,,
Most Total Return [%],RVTY,SMA,12,61,0,true,false,1,143,1.097081969035431,44.36619718309859,1.575479640130412,4.03601048656318,0.8136745500071704,-0.39878729717900846,52 days 13:21:07.605633801,0.007429399527461622,0.22756896029099727,0.45354652925128824,0.9184707101507449,0,13196,13197 days 00:00:00,1000.0,63260.77190242799,6226.077190242799,10355.864340571969,100.0,6359.344050365254,66.25520618578189,4281 days 00:00:00,142,-63.260771902423585,94.47408405211797,-18.87332458496093,16.457430520756226,-5.8696789077933005,89 days 19:48:34.285714285,22 days 20:03:02.278481012,438.90163855162234,0.5352123662028585,0.18344472879295998,1.1151387299536595,0.7794053949186635,15.429395334694089,1.1287457008356134,0.9879450518643117,-0.022232883719717534,,,0.0004329660447744038,0.10910744328314977,62.26077190242845,0.0824132785923608,0.2453434124646245,7464,284,19113.25396825397,0.684931506849315,,,
Most Avg Winning Trade [%],RVTY,SMA,12,61,0,true,false,1,143,1.097081969035431,44.36619718309859,1.575479640130412,4.03601048656318,0.8136745500071704,-0.39878729717900846,52 days 13:21:07.605633801,0.007429399527461622,0.22756896029099727,0.45354652925128824,0.9184707101507449,0,13196,13197 days 00:00:00,1000.0,63260.77190242799,6226.077190242799,10355.864340571969,100.0,6359.344050365254,66.25520618578189,4281 days 00:00:00,142,-63.260771902423585,94.47408405211797,-18.87332458496093,16.457430520756226,-5.8696789077933005,89 days 19:48:34.285714285,22 days 20:03:02.278481012,438.90163855162234,0.5352123662028585,0.18344472879295998,1.1151387299536595,0.7794053949186635,15.429395334694089,1.1287457008356134,0.9879450518643117,-0.022232883719717534,,,0.0004329660447744038,0.10910744328314977,62.26077190242845,0.0824132785923608,0.2453434124646245,7464,284,19113.25396825397,0.684931506849315,,,
Most Expectancy,RVTY,SMA,12,61,0,true,false,1,143,1.097081969035431,44.36619718309859,1.575479640130412,4.03601048656318,0.8136745500071704,-0.39878729717900846,52 days 13:21:07.605633801,0.007429399527461622,0.22756896029099727,0.45354652925128824,0.9184707101507449,0,13196,13197 days 00:00:00,1000.0,63260.77190242799,6226.077190242799,10355.864340571969,100.0,6359.344050365254,66.25520618578189,4281 days 00:00:00,142,-63.260771902423585,94.47408405211797,-18.87332458496093,16.457430520756226,-5.8696789077933005,89 days 19:48:34.285714285,22 days 20:03:02.278481012,438.90163855162234,0.5352123662028585,0.18344472879295998,1.1151387299536595,0.7794053949186635,15.429395334694089,1.1287457008356134,0.9879450518643117,-0.022232883719717534,,,0.0004329660447744038,0.10910744328314977,62.26077190242845,0.0824132785923608,0.2453434124646245,7464,284,19113.25396825397,0.684931506849315,,,
