Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Most Win Rate [%],SYY,SMA,59,68,0,true,false,1,155,1.0469580306238757,51.298701298701296,1.2970585239359171,2.196399626026054,0.4966319796617593,-0.9865431232873855,52 days 09:11:41.298701298,0.008089727434469517,0.24766035151791826,0.4937228943163661,0.5439611034554368,0,13143,13144 days 00:00:00,1000.0,7378.732495084413,637.8732495084413,47401.285092438644,100.0,1702.5943474349226,59.915986498753206,4266 days 00:00:00,154,-7.378732495083568,111.49684138986484,-29.079137031053932,9.755579709913913,-5.765936729002492,65 days 17:00:45.569620253,38 days 08:19:12,41.46825472454219,0.34101523293306185,0.09524808684029575,1.0754851648730896,0.03837347202034983,21.250446359795635,1.0792821116158053,0.9964819700967459,-0.019639314042163618,,,0.0002515647169727567,0.06339430867713468,6.3787324950844235,0.0390612762856728,0.22372919135249056,8068,308,19036.488095238095,0.9803921568627451,,,
Mean Worst Trade [%],SYY,SMA,59,68,0,true,false,1,155,1.0469580306238757,51.298701298701296,1.2970585239359171,2.196399626026054,0.4966319796617593,-0.9865431232873855,52 days 09:11:41.298701298,0.008089727434469517,0.24766035151791826,0.4937228943163661,0.5439611034554368,0,13143,13144 days 00:00:00,1000.0,7378.732495084413,637.8732495084413,47401.285092438644,100.0,1702.5943474349226,59.915986498753206,4266 days 00:00:00,154,-7.378732495083568,111.49684138986484,-29.079137031053932,9.755579709913913,-5.765936729002492,65 days 17:00:45.569620253,38 days 08:19:12,41.46825472454219,0.34101523293306185,0.09524808684029575,1.0754851648730896,0.03837347202034983,21.250446359795635,1.0792821116158053,0.9964819700967459,-0.019639314042163618,,,0.0002515647169727567,0.06339430867713468,6.3787324950844235,0.0390612762856728,0.22372919135249056,8068,308,19036.488095238095,0.9803921568627451,,,
Median Worst Trade [%],SYY,SMA,59,68,0,true,false,1,155,1.0469580306238757,51.298701298701296,1.2970585239359171,2.196399626026054,0.4966319796617593,-0.9865431232873855,52 days 09:11:41.298701298,0.008089727434469517,0.24766035151791826,0.4937228943163661,0.5439611034554368,0,13143,13144 days 00:00:00,1000.0,7378.732495084413,637.8732495084413,47401.285092438644,100.0,1702.5943474349226,59.915986498753206,4266 days 00:00:00,154,-7.378732495083568,111.49684138986484,-29.079137031053932,9.755579709913913,-5.765936729002492,65 days 17:00:45.569620253,38 days 08:19:12,41.46825472454219,0.34101523293306185,0.09524808684029575,1.0754851648730896,0.03837347202034983,21.250446359795635,1.0792821116158053,0.9964819700967459,-0.019639314042163618,,,0.0002515647169727567,0.06339430867713468,6.3787324950844235,0.0390612762856728,0.22372919135249056,8068,308,19036.488095238095,0.9803921568627451,,,
Most Total Return [%],SYY,SMA,62,68,0,true,false,1,177,1.0351763412085702,50.56818181818182,1.3270774142783872,2.2210183383184026,0.563561484278241,-0.9780454956669563,45 days 19:13:38.181818181,0.009245402782250878,0.282812143346268,0.5640264779730655,0.628130956671194,0,13143,13144 days 00:00:00,1000.0,11406.717189537789,1040.671718953779,47401.285092438644,100.0,2624.4161848345775,62.02379816064663,4268 days 00:00:00,176,-11.406717189536721,111.49684138986484,-26.695724551831685,9.729599400212994,-5.460173782470319,58 days 00:00:00,33 days 07:43:26.896551724,59.19388583367805,0.38512652943857106,0.11275210098293331,1.0860380330988542,0.08197824743933721,21.150875518513548,1.0927400015664075,0.9938668224299065,-0.01960784313725495,,,0.00028599666318488386,0.07207115912259074,10.40671718953786,0.04777527131484449,0.22521858869860936,8062,352,19036.488095238095,0.9803921568627451,,,
Most Sharpe Ratio,SYY,SMA,62,68,0,true,false,1,177,1.0351763412085702,50.56818181818182,1.3270774142783872,2.2210183383184026,0.563561484278241,-0.9780454956669563,45 days 19:13:38.181818181,0.009245402782250878,0.282812143346268,0.5640264779730655,0.628130956671194,0,13143,13144 days 00:00:00,1000.0,11406.717189537789,1040.671718953779,47401.285092438644,100.0,2624.4161848345775,62.02379816064663,4268 days 00:00:00,176,-11.406717189536721,111.49684138986484,-26.695724551831685,9.729599400212994,-5.460173782470319,58 days 00:00:00,33 days 07:43:26.896551724,59.19388583367805,0.38512652943857106,0.11275210098293331,1.0860380330988542,0.08197824743933721,21.150875518513548,1.0927400015664075,0.9938668224299065,-0.01960784313725495,,,0.00028599666318488386,0.07207115912259074,10.40671718953786,0.04777527131484449,0.22521858869860936,8062,352,19036.488095238095,0.9803921568627451,,,
Most Calmar Ratio,SYY,SMA,62,68,0,true,false,1,177,1.0351763412085702,50.56818181818182,1.3270774142783872,2.2210183383184026,0.563561484278241,-0.9780454956669563,45 days 19:13:38.181818181,0.009245402782250878,0.282812143346268,0.5640264779730655,0.628130956671194,0,13143,13144 days 00:00:00,1000.0,11406.717189537789,1040.671718953779,47401.285092438644,100.0,2624.4161848345775,62.02379816064663,4268 days 00:00:00,176,-11.406717189536721,111.49684138986484,-26.695724551831685,9.729599400212994,-5.460173782470319,58 days 00:00:00,33 days 07:43:26.896551724,59.19388583367805,0.38512652943857106,0.11275210098293331,1.0860380330988542,0.08197824743933721,21.150875518513548,1.0927400015664075,0.9938668224299065,-0.01960784313725495,,,0.00028599666318488386,0.07207115912259074,10.40671718953786,0.04777527131484449,0.22521858869860936,8062,352,19036.488095238095,0.9803921568627451,,,
Most Omega Ratio,SYY,SMA,62,68,0,true,false,1,177,1.0351763412085702,50.56818181818182,1.3270774142783872,2.2210183383184026,0.563561484278241,-0.9780454956669563,45 days 19:13:38.181818181,0.009245402782250878,0.282812143346268,0.5640264779730655,0.628130956671194,0,13143,13144 days 00:00:00,1000.0,11406.717189537789,1040.671718953779,47401.285092438644,100.0,2624.4161848345775,62.02379816064663,4268 days 00:00:00,176,-11.406717189536721,111.49684138986484,-26.695724551831685,9.729599400212994,-5.460173782470319,58 days 00:00:00,33 days 07:43:26.896551724,59.19388583367805,0.38512652943857106,0.11275210098293331,1.0860380330988542,0.08197824743933721,21.150875518513548,1.0927400015664075,0.9938668224299065,-0.01960784313725495,,,0.00028599666318488386,0.07207115912259074,10.40671718953786,0.04777527131484449,0.22521858869860936,8062,352,19036.488095238095,0.9803921568627451,,,
Most Sortino Ratio,SYY,SMA,62,68,0,true,false,1,177,1.0351763412085702,50.56818181818182,1.3270774142783872,2.2210183383184026,0.563561484278241,-0.9780454956669563,45 days 19:13:38.181818181,0.009245402782250878,0.282812143346268,0.5640264779730655,0.628130956671194,0,13143,13144 days 00:00:00,1000.0,11406.717189537789,1040.671718953779,47401.285092438644,100.0,2624.4161848345775,62.02379816064663,4268 days 00:00:00,176,-11.406717189536721,111.49684138986484,-26.695724551831685,9.729599400212994,-5.460173782470319,58 days 00:00:00,33 days 07:43:26.896551724,59.19388583367805,0.38512652943857106,0.11275210098293331,1.0860380330988542,0.08197824743933721,21.150875518513548,1.0927400015664075,0.9938668224299065,-0.01960784313725495,,,0.00028599666318488386,0.07207115912259074,10.40671718953786,0.04777527131484449,0.22521858869860936,8062,352,19036.488095238095,0.9803921568627451,,,
Mean Profit Factor,SYY,SMA,50,69,0,true,false,1,117,1.0351193713788556,48.275862068965516,1.245556817858775,2.6449597610871627,0.44268119664344446,-0.9909386909899955,69 days 07:51:43.448275862,0.006093560924665351,0.18694362017804153,0.3722894316366126,0.494458352962882,0,13143,13144 days 00:00:00,1000.0,5295.176916939024,429.5176916939024,47401.285092438644,100.0,1096.6250141585515,57.75720453244073,5157 days 00:00:00,116,-5.295176916938544,127.01626334190368,-32.23687552616513,12.495409951989352,-6.548793750421546,94 days 19:17:08.571428572,45 days 13:12:00,37.073035291861714,0.30729805891943096,0.08202217909095116,1.0675592226251422,-0.14389192210334217,20.221428701260148,1.060624973172014,1.0065378900445765,-0.019515680641405672,,,0.00022496390009376667,0.0566909028236292,4.2951769169390515,0.03247231326246691,0.22202389546292184,8043,232,19036.488095238095,0.9803921568627451,,,
Median Profit Factor,SYY,SMA,50,69,0,true,false,1,117,1.0351193713788556,48.275862068965516,1.245556817858775,2.6449597610871627,0.44268119664344446,-0.9909386909899955,69 days 07:51:43.448275862,0.006093560924665351,0.18694362017804153,0.3722894316366126,0.494458352962882,0,13143,13144 days 00:00:00,1000.0,5295.176916939024,429.5176916939024,47401.285092438644,100.0,1096.6250141585515,57.75720453244073,5157 days 00:00:00,116,-5.295176916938544,127.01626334190368,-32.23687552616513,12.495409951989352,-6.548793750421546,94 days 19:17:08.571428572,45 days 13:12:00,37.073035291861714,0.30729805891943096,0.08202217909095116,1.0675592226251422,-0.14389192210334217,20.221428701260148,1.060624973172014,1.0065378900445765,-0.019515680641405672,,,0.00022496390009376667,0.0566909028236292,4.2951769169390515,0.03247231326246691,0.22202389546292184,8043,232,19036.488095238095,0.9803921568627451,,,
