Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Most Win Rate [%],NTAP,SMA,70,80,0,true,false,1,69,1.4179848982965697,58.82352941176471,1.5598188840590972,14.107994782574238,1.1551256621764383,0.7850736843108757,64 days 09:10:35.294117647,0.006306816927119754,0.19465341214400858,0.38648576034390114,2.746169322937946,0,7444,7445 days 00:00:00,1000.0,147078.2357502736,14607.82357502736,8183.316858803329,100.0,9370.038466889957,78.02652815951859,3357 days 00:00:00,68,-147.07823575026123,431.6582122905028,-33.652228571428566,31.87209177751584,-11.269286638770915,84 days 23:24:00,34 days 23:08:34.285714286,2150.372264500351,0.7361006886736583,0.35529294203888284,1.1730028629754334,1.5630319717442334,26.089700783385783,1.1156560563410824,1.0514018691588787,-0.03326650655807135,,,0.0010022133932064297,0.2525577750880203,146.0782357502744,0.18404349481412874,0.41292357695852033,4379,136,10781.984126984127,1.4705882352941178,,,
Mean Avg Losing Trade [%],NTAP,SMA,70,80,0,true,false,1,69,1.4179848982965697,58.82352941176471,1.5598188840590972,14.107994782574238,1.1551256621764383,0.7850736843108757,64 days 09:10:35.294117647,0.006306816927119754,0.19465341214400858,0.38648576034390114,2.746169322937946,0,7444,7445 days 00:00:00,1000.0,147078.2357502736,14607.82357502736,8183.316858803329,100.0,9370.038466889957,78.02652815951859,3357 days 00:00:00,68,-147.07823575026123,431.6582122905028,-33.652228571428566,31.87209177751584,-11.269286638770915,84 days 23:24:00,34 days 23:08:34.285714286,2150.372264500351,0.7361006886736583,0.35529294203888284,1.1730028629754334,1.5630319717442334,26.089700783385783,1.1156560563410824,1.0514018691588787,-0.03326650655807135,,,0.0010022133932064297,0.2525577750880203,146.0782357502744,0.18404349481412874,0.41292357695852033,4379,136,10781.984126984127,1.4705882352941178,,,
Most Worst Trade [%],NTAP,SMA,67,80,0,true,false,1,65,1.3732663435206636,57.8125,1.5209438962573347,15.531158669720014,1.148965448279235,0.7496441971449415,68 days 07:30:00,0.00593582769611271,0.18336915636754433,0.3639172487909726,2.847935462677031,0,7444,7445 days 00:00:00,1000.0,144178.92855403613,14317.892855403614,8183.316858803329,100.0,9056.308248392577,78.44102989383643,3348 days 00:00:00,64,-144.17892855402897,398.43478260869574,-28.718836511880593,35.78144139705158,-12.219228771438061,91 days 12:19:27.567567568,36 days 12:26:40,2239.423554415471,0.7345638365950549,0.3518269341881949,1.1727595915715674,1.5122742420110182,26.026964303100414,1.1091982098871052,1.0573038985439172,-0.03309828438499556,,,0.0009992828751256993,0.25181928453167624,143.17892855403568,0.18324583240743597,0.41257756065344453,4373,128,10781.984126984127,1.4705882352941178,,,
Most Expectancy,NTAP,SMA,67,80,0,true,false,1,65,1.3732663435206636,57.8125,1.5209438962573347,15.531158669720014,1.148965448279235,0.7496441971449415,68 days 07:30:00,0.00593582769611271,0.18336915636754433,0.3639172487909726,2.847935462677031,0,7444,7445 days 00:00:00,1000.0,144178.92855403613,14317.892855403614,8183.316858803329,100.0,9056.308248392577,78.44102989383643,3348 days 00:00:00,64,-144.17892855402897,398.43478260869574,-28.718836511880593,35.78144139705158,-12.219228771438061,91 days 12:19:27.567567568,36 days 12:26:40,2239.423554415471,0.7345638365950549,0.3518269341881949,1.1727595915715674,1.5122742420110182,26.026964303100414,1.1091982098871052,1.0573038985439172,-0.03309828438499556,,,0.0009992828751256993,0.25181928453167624,143.17892855403568,0.18324583240743597,0.41257756065344453,4373,128,10781.984126984127,1.4705882352941178,,,
Median Avg Losing Trade Duration,NTAP,SMA,67,80,0,true,false,1,65,1.3732663435206636,57.8125,1.5209438962573347,15.531158669720014,1.148965448279235,0.7496441971449415,68 days 07:30:00,0.00593582769611271,0.18336915636754433,0.3639172487909726,2.847935462677031,0,7444,7445 days 00:00:00,1000.0,144178.92855403613,14317.892855403614,8183.316858803329,100.0,9056.308248392577,78.44102989383643,3348 days 00:00:00,64,-144.17892855402897,398.43478260869574,-28.718836511880593,35.78144139705158,-12.219228771438061,91 days 12:19:27.567567568,36,2239.423554415471,0.7345638365950549,0.3518269341881949,1.1727595915715674,1.5122742420110182,26.026964303100414,1.1091982098871052,1.0573038985439172,-0.03309828438499556,,,0.0009992828751256993,0.25181928453167624,143.17892855403568,0.18324583240743597,0.41257756065344453,4373,128,10781.984126984127,1.4705882352941178,,,
Most Total Return [%],NTAP,SMA,72,78,0,true,false,1,88,1.3522979455034552,54.02298850574713,1.477758027418529,10.798749644535864,1.1774656246844277,1.0081404495349229,50 days 02:12:24.827586206,0.008069015774403216,0.24825362708221385,0.4936861902203116,2.6808287672087956,0,7444,7445 days 00:00:00,1000.0,165332.49595524033,16433.24959552403,8183.316858803329,100.0,13424.703163283284,77.92980344522012,3611 days 00:00:00,87,-165.33249595522648,391.6814569536423,-35.533870072182125,27.588861499529933,-8.929631785082172,70 days 06:38:17.872340425,26 days 09:00:00,1890.7796373700653,0.7470848413411478,0.36516151153084436,1.1769860648042998,1.607827475568319,26.300017176076523,1.1327701303483277,1.0390334572490707,-0.03309828438499552,,,0.001018659931557766,0.256702302752557,164.33249595524146,0.18874164561540163,0.41352902922042933,4359,174,10781.984126984127,1.4705882352941178,,,
Most Sharpe Ratio,NTAP,SMA,72,78,0,true,false,1,88,1.3522979455034552,54.02298850574713,1.477758027418529,10.798749644535864,1.1774656246844277,1.0081404495349229,50 days 02:12:24.827586206,0.008069015774403216,0.24825362708221385,0.4936861902203116,2.6808287672087956,0,7444,7445 days 00:00:00,1000.0,165332.49595524033,16433.24959552403,8183.316858803329,100.0,13424.703163283284,77.92980344522012,3611 days 00:00:00,87,-165.33249595522648,391.6814569536423,-35.533870072182125,27.588861499529933,-8.929631785082172,70 days 06:38:17.872340425,26 days 09:00:00,1890.7796373700653,0.7470848413411478,0.36516151153084436,1.1769860648042998,1.607827475568319,26.300017176076523,1.1327701303483277,1.0390334572490707,-0.03309828438499552,,,0.001018659931557766,0.256702302752557,164.33249595524146,0.18874164561540163,0.41352902922042933,4359,174,10781.984126984127,1.4705882352941178,,,
Most Calmar Ratio,NTAP,SMA,72,78,0,true,false,1,88,1.3522979455034552,54.02298850574713,1.477758027418529,10.798749644535864,1.1774656246844277,1.0081404495349229,50 days 02:12:24.827586206,0.008069015774403216,0.24825362708221385,0.4936861902203116,2.6808287672087956,0,7444,7445 days 00:00:00,1000.0,165332.49595524033,16433.24959552403,8183.316858803329,100.0,13424.703163283284,77.92980344522012,3611 days 00:00:00,87,-165.33249595522648,391.6814569536423,-35.533870072182125,27.588861499529933,-8.929631785082172,70 days 06:38:17.872340425,26 days 09:00:00,1890.7796373700653,0.7470848413411478,0.36516151153084436,1.1769860648042998,1.607827475568319,26.300017176076523,1.1327701303483277,1.0390334572490707,-0.03309828438499552,,,0.001018659931557766,0.256702302752557,164.33249595524146,0.18874164561540163,0.41352902922042933,4359,174,10781.984126984127,1.4705882352941178,,,
Most Omega Ratio,NTAP,SMA,72,78,0,true,false,1,88,1.3522979455034552,54.02298850574713,1.477758027418529,10.798749644535864,1.1774656246844277,1.0081404495349229,50 days 02:12:24.827586206,0.008069015774403216,0.24825362708221385,0.4936861902203116,2.6808287672087956,0,7444,7445 days 00:00:00,1000.0,165332.49595524033,16433.24959552403,8183.316858803329,100.0,13424.703163283284,77.92980344522012,3611 days 00:00:00,87,-165.33249595522648,391.6814569536423,-35.533870072182125,27.588861499529933,-8.929631785082172,70 days 06:38:17.872340425,26 days 09:00:00,1890.7796373700653,0.7470848413411478,0.36516151153084436,1.1769860648042998,1.607827475568319,26.300017176076523,1.1327701303483277,1.0390334572490707,-0.03309828438499552,,,0.001018659931557766,0.256702302752557,164.33249595524146,0.18874164561540163,0.41352902922042933,4359,174,10781.984126984127,1.4705882352941178,,,
Most Sortino Ratio,NTAP,SMA,72,78,0,true,false,1,88,1.3522979455034552,54.02298850574713,1.477758027418529,10.798749644535864,1.1774656246844277,1.0081404495349229,50 days 02:12:24.827586206,0.008069015774403216,0.24825362708221385,0.4936861902203116,2.6808287672087956,0,7444,7445 days 00:00:00,1000.0,165332.49595524033,16433.24959552403,8183.316858803329,100.0,13424.703163283284,77.92980344522012,3611 days 00:00:00,87,-165.33249595522648,391.6814569536423,-35.533870072182125,27.588861499529933,-8.929631785082172,70 days 06:38:17.872340425,26 days 09:00:00,1890.7796373700653,0.7470848413411478,0.36516151153084436,1.1769860648042998,1.607827475568319,26.300017176076523,1.1327701303483277,1.0390334572490707,-0.03309828438499552,,,0.001018659931557766,0.256702302752557,164.33249595524146,0.18874164561540163,0.41352902922042933,4359,174,10781.984126984127,1.4705882352941178,,,
