Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Most Win Rate [%],ZION,SMA,44,78,0,true,false,1,71,1.1955187965092626,57.14285714285714,1.2439459678851774,6.234713524906091,0.6173185808061527,-0.5067310870762828,97 days 11:59:59.999999999,0.004235650054626439,0.13067484662576687,0.25950920245398773,0.8147202336226977,0,11410,11411 days 00:00:00,1000.0,13983.737018625772,1298.3737018625773,2632.1823002524534,100.0,1777.0509937410116,77.57259268390803,4615 days 00:00:00,70,-13.983737018625106,91.375,-42.177523014770564,19.040173569805475,-10.839233201626417,136 days 06:36:00,45 days 19:12:00,185.68172508063412,0.4318722745732938,0.11349311756876951,1.0949494884284856,-0.2517952195109316,29.336490332160732,1.0192779551555469,1.0742403314917126,-0.021739128453698003,,,0.0003559815548321484,0.0897073518177014,12.983737018625652,0.05998541895896059,0.24998783432284805,6826,140,16526.388888888887,0.7575757575757576,,,
Median Total Trades,ZION,SMA,46,74,0,true,false,1,82,1.1324667296855657,54.32098765432099,1.1711126656616262,5.0414410027705125,0.5582321672512341,-0.6704309832290137,83 days 08:35:33.333333333,0.0049012522060677376,0.150920245398773,0.3,0.760855513301562,0,11410,11411 days 00:00:00,1000.0,9674.857326561943,867.4857326561943,2632.1823002524534,100.0,1613.4776507247866,79.51917349181525,4341 days 00:00:00,81,-9.674857326561323,90.0942307692308,-41.94316477533931,18.229858492800137,-10.642082498886337,117 days 14:43:38.181818182,42 days 14:55:08.108108108,107.21644671467288,0.3924363531117922,0.0946874523840164,1.0867150445448055,-0.3139985599059781,29.468179319220415,1.0237068106917213,1.0615491009681879,-0.02184030931827452,,,0.0003248508612796689,0.08186241704247657,8.674857326562051,0.05139747429661723,0.2510507331443138,6753,162,16526.388888888887,0.7575757575757576,,,
Median Avg Winning Trade Duration,ZION,SMA,46,74,0,true,false,1,82,1.1324667296855657,54.32098765432099,1.1711126656616262,5.0414410027705125,0.5582321672512341,-0.6704309832290137,83 days 08:35:33.333333333,0.0049012522060677376,0.150920245398773,0.3,0.760855513301562,0,11410,11411 days 00:00:00,1000.0,9674.857326561943,867.4857326561943,2632.1823002524534,100.0,1613.4776507247866,79.51917349181525,4341 days 00:00:00,81,-9.674857326561323,90.0942307692308,-41.94316477533931,18.229858492800137,-10.642082498886337,117,42 days 14:55:08.108108108,107.21644671467288,0.3924363531117922,0.0946874523840164,1.0867150445448055,-0.3139985599059781,29.468179319220415,1.0237068106917213,1.0615491009681879,-0.02184030931827452,,,0.0003248508612796689,0.08186241704247657,8.674857326562051,0.05139747429661723,0.2510507331443138,6753,162,16526.388888888887,0.7575757575757576,,,
Mean Total Fees Paid,ZION,SMA,43,80,0,true,false,1,72,1.1262961754748544,53.52112676056338,1.2762245631449816,6.257990886420017,0.6358895563327777,-0.44198214006182207,96 days 04:23:39.718309858,0.0042961593411211035,0.13251533742331287,0.26319018404907973,0.8292797739059653,0,11410,11411 days 00:00:00,1000.0,15688.047341540247,1468.8047341540246,2632.1823002524534,100.0,1864.1829520661445,73.27420530006505,4341 days 00:00:00,71,-15.68804734153855,90.41442307692307,-39.461267137112316,20.147352282421572,-9.73581920594541,141 days 08:12:37.894736842,44 days 04:21:49.090909090,207.09486463213761,0.44437442843042796,0.12562317873152673,1.0978623659068558,-0.24758207759083323,29.531695534922715,1.025778708795498,1.0702721322769548,-0.021648511302942437,,,0.00036556456320067585,0.09212226992657031,14.688047341540331,0.06268093326974111,0.2494949347336836,6830,142,16526.388888888887,0.7575757575757576,,,
Most Expectancy,ZION,SMA,43,80,0,true,false,1,72,1.1262961754748544,53.52112676056338,1.2762245631449816,6.257990886420017,0.6358895563327777,-0.44198214006182207,96 days 04:23:39.718309858,0.0042961593411211035,0.13251533742331287,0.26319018404907973,0.8292797739059653,0,11410,11411 days 00:00:00,1000.0,15688.047341540247,1468.8047341540246,2632.1823002524534,100.0,1864.1829520661445,73.27420530006505,4341 days 00:00:00,71,-15.68804734153855,90.41442307692307,-39.461267137112316,20.147352282421572,-9.73581920594541,141 days 08:12:37.894736842,44 days 04:21:49.090909090,207.09486463213761,0.44437442843042796,0.12562317873152673,1.0978623659068558,-0.24758207759083323,29.531695534922715,1.025778708795498,1.0702721322769548,-0.021648511302942437,,,0.00036556456320067585,0.09212226992657031,14.688047341540331,0.06268093326974111,0.2494949347336836,6830,142,16526.388888888887,0.7575757575757576,,,
Mean Expectancy,ZION,SMA,46,73,0,true,false,1,84,1.1205741841164882,54.21686746987952,1.1479283447612905,4.723617575994093,0.5295519715483574,-0.7322526837441174,81 days 07:13:44.096385542,0.005022270779057064,0.15460122699386503,0.30736196319018405,0.7302770730984733,0,11410,11411 days 00:00:00,1000.0,8047.597467888302,704.7597467888302,2632.1823002524534,100.0,1493.0613936702875,81.14303309569996,4615 days 00:00:00,83,-8.047597467887499,91.37500000000001,-42.69398760736256,17.792624364230367,-10.752837831127808,114 days 16:32:00,41 days 18:18:56.842105263,85.0077718717614,0.37291597777652574,0.08500939637842728,1.0822220127033881,-0.3224249289137138,29.41779917882818,1.0188105666465515,1.0622406639004152,-0.02184030931827459,,,0.0003088556764137993,0.07783163045627742,7.04759746788827,0.04713021598742517,0.2511836106146401,6749,166,16526.388888888887,0.7575757575757576,,,
Mean Omega Ratio,ZION,SMA,46,73,0,true,false,1,84,1.1205741841164882,54.21686746987952,1.1479283447612905,4.723617575994093,0.5295519715483574,-0.7322526837441174,81 days 07:13:44.096385542,0.005022270779057064,0.15460122699386503,0.30736196319018405,0.7302770730984733,0,11410,11411 days 00:00:00,1000.0,8047.597467888302,704.7597467888302,2632.1823002524534,100.0,1493.0613936702875,81.14303309569996,4615 days 00:00:00,83,-8.047597467887499,91.37500000000001,-42.69398760736256,17.792624364230367,-10.752837831127808,114 days 16:32:00,41 days 18:18:56.842105263,85.0077718717614,0.37291597777652574,0.08500939637842728,1.0822220127033881,-0.3224249289137138,29.41779917882818,1.0188105666465515,1.0622406639004152,-0.02184030931827459,,,0.0003088556764137993,0.07783163045627742,7.04759746788827,0.04713021598742517,0.2511836106146401,6749,166,16526.388888888887,0.7575757575757576,,,
Median Omega Ratio,ZION,SMA,46,73,0,true,false,1,84,1.1205741841164882,54.21686746987952,1.1479283447612905,4.723617575994093,0.5295519715483574,-0.7322526837441174,81 days 07:13:44.096385542,0.005022270779057064,0.15460122699386503,0.30736196319018405,0.7302770730984733,0,11410,11411 days 00:00:00,1000.0,8047.597467888302,704.7597467888302,2632.1823002524534,100.0,1493.0613936702875,81.14303309569996,4615 days 00:00:00,83,-8.047597467887499,91.37500000000001,-42.69398760736256,17.792624364230367,-10.752837831127808,114 days 16:32:00,41 days 18:18:56.842105263,85.0077718717614,0.37291597777652574,0.08500939637842728,1.0822220127033881,-0.3224249289137138,29.41779917882818,1.0188105666465515,1.0622406639004152,-0.02184030931827459,,,0.0003088556764137993,0.07783163045627742,7.04759746788827,0.04713021598742517,0.2511836106146401,6749,166,16526.388888888887,0.7575757575757576,,,
Median Avg Losing Trade Duration,ZION,SMA,43,79,0,true,false,1,71,1.110081003438485,52.85714285714286,1.2696805777607696,6.279340494896791,0.6223689097420023,-0.49049649900124587,97 days 12:00:00,0.004235650054626439,0.13067484662576687,0.25950920245398773,0.8205518560816051,0,11410,11411 days 00:00:00,1000.0,14411.060972455787,1341.106097245579,2632.1823002524534,100.0,1665.5740264731753,77.32073483953774,6584 days 00:00:00,70,-14.411060972453924,90.41442307692307,-42.17752301477054,20.777119197151922,-9.975744716722602,144 days 09:43:47.027027028,44,191.79245762040352,0.4352407393742619,0.11521832728687696,1.0957752092493835,-0.2513101329303985,29.468159137819338,1.023782248641698,1.0703205791106514,-0.021709311464042102,,,0.00035830363184769306,0.09029251522561865,13.411060972455822,0.06069027807942762,0.24967115682077579,6826,140,16526.388888888887,0.7575757575757576,,,
Median Avg Winning Trade [%],ZION,SMA,46,76,0,true,false,1,81,1.0950526905298945,52.5,1.1847647405276533,5.009571215273234,0.56092234192032,-0.6673378491390086,84 days 17:59:59.999999999,0.004840742919573074,0.149079754601227,0.29631901840490793,0.7468256474303042,0,11410,11411 days 00:00:00,1000.0,9756.27425460213,875.6274254602131,2632.1823002524534,100.0,1572.3845180966928,75.39361328113856,6584 days 00:00:00,80,-9.756274254601522,90.09423076923078,-41.94316477533931,18.633806733129582,-10.048794357094309,121 days 06:51:25.714285714,44 days 08:50:31.578947368,109.57538161070897,0.39352295663275144,0.10025113438900017,1.0865514876030922,-0.26715813775785213,29.326473884290653,1.02276108239513,1.06237077877326,-0.02184030931827456,,,0.00032472606068537335,0.08183096729271408,8.756274254602102,0.051592069937914875,0.2502613449141333,6781,160,16526.388888888887,0.7575757575757576,,,
