Metric Type,Short Window,Long Window,Signal Window,Ticker,Strategy Type,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Mean Max Drawdown Duration,3,10,13,TTD,MACD,true,false,1,159,1.0212843012195654,49.36708860759494,1.3683434765143871,0.44400472045381023,1.2356567871087512,-0.9630494487852435,0 days 23:59:59.999999999,0.0495840597758406,1.5177272727272728,3.025909090909091,0.6738780734523966,0,2200,2201 days 00:00:00,1000.0,1844.9522635233234,84.49522635233234,2286.7108493523233,100.0,440.70176147936667,18.546707009830126,652,158,-1.844952263523055,12.283263647148052,-9.152602681579966,2.962454581131073,-2.0114838937065214,1 days 00:00:00,1 days 00:00:00,5.359476049283849,0.6719354480841334,0.5763952112691398,1.414729678767824,3.993595989825825,60.91602618487273,4.121928446780325,0.3432203389830509,-0.0009990009990009465,,,0.0003183490683670426,0.08022396522849473,0.8449522635233222,0.07263890644917326,0.1436887388113342,159,0,3186.5079365079364,,,,
Mean Worst Trade [%],3,35,6,TTD,MACD,true,false,1,167,0.9940851163561556,50.0,1.2602260141793682,0.4351288753273279,1.0817360923980377,-0.9631203185619321,1 days 00:00:00,0.05209464508094645,1.5940909090909092,3.1786363636363637,0.693634984442245,0,2200,2201 days 00:00:00,1000.0,1843.3316766508747,84.33316766508747,2286.7108493523233,100.0,542.9317365916065,24.66160949200644,413 days 00:00:00,166,-1.8433316766506778,12.28326364714806,-10.687839892215155,3.144048171141814,-2.273790420487158,1 days 00:00:00,1 days 00:00:00,5.091415712816406,0.6213767605016234,0.43282265610831644,1.365679796915106,2.897897739024858,51.74337541625363,3.9223594167212923,0.3481781376518219,-0.00099900099900094,,,0.0003277968042754196,0.08260479467740574,0.8433316766508754,0.07253098936848867,0.15999131622316243,167,0,3186.5079365079364,,,,
Median Expectancy,12,17,2,TTD,MACD,true,false,1,163,1.0276184029778528,50.617283950617285,1.3669013968489376,0.4341184741257329,1.1728987390048418,-0.9634655495182164,0 days 23:59:59.999999999,0.050839352428393526,1.555909090909091,3.1022727272727275,0.6754488804238108,0,2200,2201 days 00:00:00,1000.0,1835.4372429181965,83.54372429181966,2286.7108493523233,100.0,422.9840166711336,19.149034765263227,813 days 00:00:00,162,-1.835437242918033,12.283263647148065,-9.152602681579964,2.9345834627156577,-2.12885813917894,1 days 00:00:00,1 days 00:00:00,5.16834987753775,0.6486485806447321,0.5533103985354373,1.392898074799502,3.858327199408791,59.641456648641984,3.9328886817868236,0.3541666666666667,-0.0009990009990009394,,,0.0003191434644463996,0.0804241530404927,0.8354372429181924,0.07200408380477064,0.14921867719291965,163,0,3186.5079365079364,,,,
Mean Profit Factor,5,9,16,TTD,MACD,true,false,1,135,1.0241472571226207,49.25373134328358,1.3149770766291147,0.5287240641282493,1.1677200582466771,-0.9650444460781813,0 days 23:59:59.999999999,0.04205230386052304,1.2886363636363636,2.567727272727273,0.6813330553652668,0,2200,2201 days 00:00:00,1000.0,1799.3324439814276,79.93324439814276,2286.7108493523233,100.0,430.1538776734713,23.495113229750853,686 days 00:00:00,134,-1.7993324439812568,26.351506048059893,-11.665234543387523,3.314192710168852,-2.174819033499395,1 days 00:00:00,1 days 00:00:00,5.978595346458267,0.5714913649535652,0.4354773695651593,1.4569937577850332,9.030945018926774,207.6067420248897,4.1420251114174516,0.3517587939698492,-0.000999000999000906,,,0.00032150164064821435,0.08101841344335002,0.7993324439814304,0.06956843082060082,0.17061618364144415,135,0,3186.5079365079364,,,,
Median Sharpe Ratio,5,9,16,TTD,MACD,true,false,1,135,1.0241472571226207,49.25373134328358,1.3149770766291147,0.5287240641282493,1.1677200582466771,-0.9650444460781813,0 days 23:59:59.999999999,0.04205230386052304,1.2886363636363636,2.567727272727273,0.6813330553652668,0,2200,2201 days 00:00:00,1000.0,1799.3324439814276,79.93324439814276,2286.7108493523233,100.0,430.1538776734713,23.495113229750853,686 days 00:00:00,134,-1.7993324439812568,26.351506048059893,-11.665234543387523,3.314192710168852,-2.174819033499395,1 days 00:00:00,1 days 00:00:00,5.978595346458267,0.5714913649535652,0.4354773695651593,1.4569937577850332,9.030945018926774,207.6067420248897,4.1420251114174516,0.3517587939698492,-0.000999000999000906,,,0.00032150164064821435,0.08101841344335002,0.7993324439814304,0.06956843082060082,0.17061618364144415,135,0,3186.5079365079364,,,,
Mean Total Trades,3,11,16,TTD,MACD,true,false,1,147,1.0249430280923624,50.68493150684932,1.3194510090910785,0.46452999368763304,1.0827284137510922,-0.9658409118550336,0 days 23:59:59.999999999,0.04581818181818182,1.4031818181818183,2.796818181818182,0.6518200411426015,0,2200,2201 days 00:00:00,1000.0,1781.119574650772,78.11195746507721,2286.7108493523233,100.0,423.7752445248502,17.116470418584584,534 days 00:00:00,146,-1.7811195746505746,12.283263647148058,-11.665234543387532,3.060213711872482,-2.203256050002351,1 days 00:00:00,1 days 00:00:00,5.362333522091934,0.6105244389613926,0.586906778168705,1.407287169563548,3.4662325100794105,68.37899486647468,3.947714657476965,0.3564814814814815,-0.0009990009990009244,,,0.00030775131482544185,0.07755333133601135,0.7811195746507718,0.06832331308683282,0.15287749802364317,147,0,3186.5079365079364,,,,
Median Avg Losing Trade [%],3,11,16,TTD,MACD,true,false,1,147,1.0249430280923624,50.68493150684932,1.3194510090910785,0.46452999368763304,1.0827284137510922,-0.9658409118550336,0 days 23:59:59.999999999,0.04581818181818182,1.4031818181818183,2.796818181818182,0.6518200411426015,0,2200,2201 days 00:00:00,1000.0,1781.119574650772,78.11195746507721,2286.7108493523233,100.0,423.7752445248502,17.116470418584584,534 days 00:00:00,146,-1.7811195746505746,12.283263647148058,-11.665234543387532,3.060213711872482,-2.203256050002351,1 days 00:00:00,1 days 00:00:00,5.362333522091934,0.6105244389613926,0.586906778168705,1.407287169563548,3.4662325100794105,68.37899486647468,3.947714657476965,0.3564814814814815,-0.0009990009990009244,,,0.00030775131482544185,0.07755333133601135,0.7811195746507718,0.06832331308683282,0.15287749802364317,147,0,3186.5079365079364,,,,
Mean Total Return [%],3,22,7,TTD,MACD,true,false,1,161,1.0358108734199722,51.87500000000001,1.3461540145600743,0.4168123819400271,1.099025407067603,-0.966071010940879,1 days 00:00:00,0.05021170610211706,1.5368181818181819,3.064090909090909,0.640564846972378,0,2200,2201 days 00:00:00,1000.0,1775.8578738904812,77.58578738904811,2286.7108493523233,100.0,418.16591448648836,18.542041615260832,855 days 00:00:00,160,-1.7758578738903452,12.283263647148084,-9.152602681579973,2.8376283909671924,-2.1926386407775675,1 days 00:00:00,1 days 00:00:00,4.86021082352732,0.6273267834816356,0.5388724142063552,1.375402890353784,3.3538797229940234,56.655343774148996,3.6993594981929343,0.3717948717948717,-0.00099900099900094,,,0.00030261728771689304,0.07625955650465704,0.7758578738904762,0.06796149939488294,0.1463007683982198,161,0,3186.5079365079364,,,,
Mean Best Trade [%],3,22,7,TTD,MACD,true,false,1,161,1.0358108734199722,51.87500000000001,1.3461540145600743,0.4168123819400271,1.099025407067603,-0.966071010940879,1 days 00:00:00,0.05021170610211706,1.5368181818181819,3.064090909090909,0.640564846972378,0,2200,2201 days 00:00:00,1000.0,1775.8578738904812,77.58578738904811,2286.7108493523233,100.0,418.16591448648836,18.542041615260832,855 days 00:00:00,160,-1.7758578738903452,12.283263647148084,-9.152602681579973,2.8376283909671924,-2.1926386407775675,1 days 00:00:00,1 days 00:00:00,4.86021082352732,0.6273267834816356,0.5388724142063552,1.375402890353784,3.3538797229940234,56.655343774148996,3.6993594981929343,0.3717948717948717,-0.00099900099900094,,,0.00030261728771689304,0.07625955650465704,0.7758578738904762,0.06796149939488294,0.1463007683982198,161,0,3186.5079365079364,,,,
Mean Sortino Ratio,7,8,8,TTD,MACD,true,false,1,142,1.0801550273883702,53.191489361702125,1.3463395584686615,0.46256525914147684,1.1122711731928752,-0.9665894545812322,0 days 23:59:59.999999999,0.044249066002490664,1.3554545454545455,2.7013636363636366,0.6269861830726745,0,2200,2201 days 00:00:00,1000.0,1764.0025669187467,76.40025669187466,2286.7108493523233,100.0,414.2081700763056,22.811828451654375,570 days 00:00:00,141,-1.7640025669186343,12.28326364714806,-11.665234543387548,2.7657191517040767,-2.154655073316023,1 days 00:00:00,1 days 00:00:00,5.430968577912537,0.6432727283486278,0.4326564631719125,1.4344120177502278,3.0207108003608045,76.3413860260016,3.7699290210102117,0.3804878048780488,-0.0009990009990009146,,,0.00029593769810601556,0.07457629992271592,0.7640025669187449,0.06714279361219044,0.1395249431459751,142,0,3186.5079365079364,,,,
Most Worst Trade [%],7,30,3,TTD,MACD,true,false,1,161,1.0001519989002774,50.0,1.2862134052179224,0.4099420570828096,1.0762665426978046,-0.9673037274594272,1 days 00:00:00,0.05021170610211706,1.5368181818181819,3.064090909090909,0.6300064068168088,0,2200,2201 days 00:00:00,1000.0,1747.6692115190835,74.76692115190835,2286.7108493523233,100.0,460.70499328739476,19.232486164732272,468 days 00:00:00,160,-1.7476692115189962,12.283263647148058,-9.152602681579953,2.982227387925636,-2.162343273760017,1 days 00:00:00,1 days 00:00:00,4.683855504566264,0.6000028123099002,0.5043718795879178,1.361393053207696,3.679061583922974,56.198537474247104,3.9037535742582112,0.34873949579831925,-0.0009990009990009446,,,0.00029762295797062003,0.07500098540859625,0.7476692115190828,0.06600682481750453,0.1504387947184366,161,0,3186.5079365079364,,,,
Median Sortino Ratio,5,11,11,TTD,MACD,true,false,1,136,1.0306752535692858,51.11111111111111,1.277653694066588,0.49979979638092464,1.070651388529507,-0.9678769225293429,1 days 00:00:00,0.04236612702366127,1.2981818181818183,2.586818181818182,0.6488310083926914,0,2200,2201 days 00:00:00,1000.0,1734.5618976673659,73.45618976673659,2286.7108493523233,100.0,427.8568137064513,22.085150819727108,686 days 00:00:00,135,-1.734561897667163,26.351506048059893,-11.665234543387538,3.207181339934527,-2.330644544606932,1 days 00:00:00,1 days 00:00:00,5.454047848629873,0.538336914699058,0.43302663241772665,1.4185056674435093,8.631694433904393,200.14374101397416,3.9205920530730323,0.36180904522613067,-0.0009990009990009153,,,0.0003061633753975975,0.07715317060019457,0.7345618976673647,0.06508840449126962,0.17248279405567343,136,0,3186.5079365079364,,,,
Median Total Return [%],5,9,13,TTD,MACD,true,false,1,138,1.012509763235041,49.63503649635037,1.2815900045910402,0.49059671182320974,1.074635486919532,-0.9680344834974707,0 days 23:59:59.999999999,0.04299377334993774,1.3172727272727274,2.625,0.6462496685743918,0,2200,2201 days 00:00:00,1000.0,1730.9589339148458,73.09589339148458,2286.7108493523233,100.0,426.5998704378068,22.085150819727108,686 days 00:00:00,137,-1.730958933914735,26.351506048059886,-11.665234543387548,3.2498880952392466,-2.228704941398392,1 days 00:00:00,1 days 00:00:00,5.348101407655186,0.5373120684390227,0.4313162830096737,1.4172528060804244,8.702308395931272,201.67780912739107,4.072106654090231,0.3480392156862745,-0.0009990009990009212,,,0.00030497744540466064,0.07685431624197449,0.7309589339148477,0.06483487061801729,0.17214239051715333,138,0,3186.5079365079364,,,,
Mean Win Rate [%],6,10,13,TTD,MACD,true,false,1,124,1.0336431668655535,50.40650406504065,1.2835556878164243,0.5415661548954922,1.0862623619148282,-0.9682043800283868,0 days 23:59:59.999999999,0.03860024906600249,1.1836363636363636,2.357727272727273,0.641017394249028,0,2200,2201 days 00:00:00,1000.0,1727.0738915097133,72.70738915097134,2286.7108493523233,100.0,403.179201203457,29.714060515378844,752 days 00:00:00,123,-1.7270738915094626,26.351506048059896,-11.66523454338754,3.4264009853439035,-2.3905610498225647,1 days 00:00:00,1 days 00:00:00,5.925211100822956,0.5404415392820691,0.3192051443216692,1.43656998076988,9.068681792071366,212.28324606363222,3.9396843412022475,0.3646408839779006,-0.0009990009990009053,,,0.00030224908979796956,0.07616677062908833,0.7270738915097115,0.0645609632400479,0.16961450217795201,124,0,3186.5079365079364,,,,
Mean Sharpe Ratio,5,17,4,TTD,MACD,true,false,1,165,0.990767772380245,50.0,1.2640611748202304,0.3920371592509917,1.0445113546217668,-0.9682234059627662,1 days 00:00:00,0.051466998754669986,1.575,3.1404545454545456,0.6174585258203119,0,2200,2201 days 00:00:00,1000.0,1726.6388234040678,72.66388234040677,2286.7108493523233,100.0,492.9644660444958,24.45943922985014,1096 days 00:00:00,164,-1.726638823403846,12.283263647148065,-9.152602681579971,2.9676215295796537,-2.1835472110776704,1 days 00:00:00,1 days 00:00:00,4.4412528184602,0.591105033643546,0.3875929716226352,1.3423960738151999,3.496364696602265,55.30570448643139,3.8534663765989214,0.3483606557377049,-0.0009990009990009357,,,0.00029173365576395396,0.0735168812525164,0.726638823404069,0.06453025564486925,0.1496816559620186,165,0,3186.5079365079364,,,,
Least Best Trade [%],3,12,15,TTD,MACD,true,false,1,147,1.0130391316044727,50.68493150684932,1.2837635247166173,0.4379162510339194,1.0202105379476671,-0.9687452849540673,0 days 23:59:59.999999999,0.04581818181818182,1.4031818181818183,2.796818181818182,0.6144761213371406,0,2200,2201 days 00:00:00,1000.0,1714.704959889495,71.47049598894951,2286.7108493523233,100.0,432.3980402601459,17.68816494503004,534 days 00:00:00,146,-1.7147049598893318,12.283263647148045,-11.665234543387546,3.014446366520912,-2.210184145438823,1 days 00:00:00,1 days 00:00:00,4.906984005817691,0.5779705183123354,0.528854150908636,1.3827755018089105,3.475551161421197,69.44037434522984,3.8789546544249927,0.3564814814814815,-0.0009990009990009123,,,0.0002900974918929473,0.07310456795702272,0.7147049598894981,0.06368526708440148,0.15222465224041787,147,0,3186.5079365079364,,,,
Least Max Drawdown Duration,2,23,11,TTD,MACD,true,false,1,170,0.9808495215869308,49.112426035502956,1.2909987905869063,0.3781914552879524,1.0547212935435424,-0.9687462301695645,0 days 23:59:59.999999999,0.05303611457036115,1.6227272727272728,3.235909090909091,0.6137015888081773,0,2200,2201 days 00:00:00,1000.0,1714.6833455441713,71.46833455441713,2286.7108493523233,100.0,446.313465256684,15.52007644613273,283,169,-1.7146833455440174,12.28326364714806,-9.152602681579964,2.945547626599027,-2.0996057798145955,1 days 00:00:00,1 days 00:00:00,4.2390415910633905,0.5770653751353465,0.6027180917495962,1.3375588097171556,4.053836085450877,58.76824285357883,3.996940443154792,0.33464566929133854,-0.0009990009990009493,,,0.0002900106268089374,0.07308267795585222,0.7146833455441683,0.06368373194171562,0.15241776811542895,170,0,3186.5079365079364,,,,
Median Omega Ratio,4,10,17,TTD,MACD,true,false,1,137,1.0023596620273885,49.26470588235294,1.2676542823666983,0.4862810068820189,1.03114892713334,-0.9691147084380052,0 days 23:59:59.999999999,0.0426799501867995,1.3077272727272728,2.605909090909091,0.6359229349088948,0,2200,2201 days 00:00:00,1000.0,1706.2573130022354,70.62573130022353,2286.7108493523233,100.0,423.3630812979609,21.693661220700065,686 days 00:00:00,136,-1.70625731300197,26.351506048059882,-11.665234543387545,3.3521111576864167,-2.296481603319353,1 days 00:00:00,1 days 00:00:00,5.205614487612049,0.5214608006155257,0.4270802067370462,1.3990500448260585,8.365107491259737,191.49638866267517,3.9803959021811792,0.3514851485148515,-0.0009990009990009181,,,0.0003000813414340798,0.07562049804138811,0.7062573130022367,0.06308396984988485,0.17452756443653394,137,0,3186.5079365079364,,,,
Mean Expectancy,6,25,6,TTD,MACD,true,false,1,132,1.02470542075827,50.38167938931297,1.287570584018641,0.4969725877783122,1.0553372496617677,-0.9693513525257422,0 days 23:59:59.999999999,0.041110834371108344,1.26,2.5104545454545457,0.6261854606006734,0,2200,2201 days 00:00:00,1000.0,1700.8459469735983,70.08459469735982,2286.7108493523233,100.0,401.07930396602205,24.6318393773766,686 days 00:00:00,131,-1.700845946973459,26.351506048059893,-11.665234543387534,3.2641802289517208,-2.3128074786439172,1 days 00:00:00,1 days 00:00:00,5.3629526177142886,0.5277953146366982,0.37380036251273446,1.4133586347900287,9.00778104578924,211.43344243283326,3.8968316644925043,0.3626943005181347,-0.0009990009990009131,,,0.00029539571018694164,0.0744397189671093,0.700845946973599,0.06269740614820973,0.16974045271005878,132,0,3186.5079365079364,,,,
Mean Total Fees Paid,14,17,2,TTD,MACD,true,false,1,164,0.9794935778142305,49.079754601226995,1.2801955007749712,0.3790172606313753,1.0176735286114356,-0.9702842192199087,0 days 23:59:59.999999999,0.051153175591531756,1.5654545454545454,3.1213636363636366,0.5933342934611167,0,2200,2201 days 00:00:00,1000.0,1679.5139830681019,67.95139830681019,2286.7108493523233,100.0,430.45153316200697,15.915171757877298,457 days 00:00:00,163,-1.6795139830678636,12.28326364714807,-9.15260268157997,2.9855043248653836,-2.133259427786946,1 days 00:00:00,1 days 00:00:00,4.179101208902884,0.5595482467904358,0.5641820762154791,1.3329674487616918,4.059493306134035,59.807634436835,3.982646645690417,0.33469387755102037,-0.000999000999000936,,,0.00028030984597591027,0.07063808118592939,0.6795139830681007,0.06116285975459834,0.1519313917154369,164,0,3186.5079365079364,,,,
Mean Max Drawdown [%],5,30,6,TTD,MACD,true,false,1,139,1.007443394691195,50.0,1.2634476595790896,0.462331549647816,1.0159597236871443,-0.9704931521618197,1 days 00:00:00,0.04330759651307597,1.326818181818182,2.644090909090909,0.6134299061008976,0,2200,2201 days 00:00:00,1000.0,1674.7362908175523,67.47362908175523,2286.7108493523233,100.0,419.6170205890081,21.215515667577776,672 days 00:00:00,138,-1.6747362908174637,26.351506048059886,-11.665234543387536,3.2153496686931056,-2.2906865693974736,1 days 00:00:00,1 days 00:00:00,4.901529181944696,0.5122033740441899,0.4208044409902167,1.3854247792183072,8.769333598950645,203.4588178763719,3.8715980131580046,0.35784313725490197,-0.00099900099900091,,,0.00028948496122346547,0.0729502102283133,0.67473629081755,0.060816805085235126,0.17140767915456154,139,0,3186.5079365079364,,,,
Least Avg Winning Trade [%],5,8,11,TTD,MACD,true,false,1,146,1.0584898057771823,53.103448275862064,1.3055691787284982,0.41463380257857585,1.001865818504483,-0.9705105047743658,0 days 23:59:59.999999999,0.04550435865504359,1.3936363636363636,2.777727272727273,0.5778487448663243,0,2200,2201 days 00:00:00,1000.0,1674.3394867438087,67.43394867438089,2286.7108493523233,100.0,412.5333843169821,20.90849141801803,577 days 00:00:00,145,-1.67433948674352,12.28326364714806,-11.665234543387543,2.6983537207785715,-2.1713431636184777,1 days 00:00:00,1 days 00:00:00,4.662164318831399,0.5890310198466275,0.4267788929765714,1.3858781723568954,2.847470552462476,75.01636216347812,3.65525367959131,0.37914691943127965,-0.000999000999000927,,,0.00027276913579499717,0.06873782222033929,0.6743394867438042,0.06078802473043243,0.14044418555282198,146,0,3186.5079365079364,,,,
Mean Omega Ratio,8,9,8,TTD,MACD,true,false,1,130,1.03513068753244,51.93798449612403,1.2771080139901831,0.490851940454637,0.9832714043919857,-0.970636184199969,0 days 23:59:59.999999999,0.040483188044831885,1.240909090909091,2.472272727272727,0.6091026352005269,0,2200,2201 days 00:00:00,1000.0,1671.4655616831383,67.14655616831384,2286.7108493523233,100.0,396.32977454344837,24.124931087997734,686 days 00:00:00,129,-1.6714655616829077,26.351506048059893,-11.665234543387527,3.142999563090173,-2.3751785549740876,1 days 00:00:00,1 days 00:00:00,5.218116490269917,0.5154766897994717,0.36859280597411664,1.4099211886780212,8.388442785175881,213.58383452897846,3.806787209430653,0.3703703703703704,-0.0009990009990008943,,,0.00028729162804014204,0.07239749026611579,0.6714655616831389,0.06057939734949369,0.16902877423317475,130,0,3186.5079365079364,,,,
Median Best Trade [%],2,16,12,TTD,MACD,true,false,1,167,0.992166818967835,50.602409638554214,1.2883587617553838,0.35473610847828496,0.9703548193397906,-0.9718290408675335,0 days 23:59:59.999999999,0.05209464508094645,1.5940909090909092,3.1786363636363637,0.5654816056515206,0,2200,2201 days 00:00:00,1000.0,1644.1883788487216,64.41883788487218,2286.7108493523233,100.0,415.73292149449946,17.805271175692415,710 days 00:00:00,166,-1.6441883788486393,12.283263647148075,-9.152602681579976,2.7767317319696554,-2.1263325790006795,1 days 00:00:00,1 days 00:00:00,3.8905576339010253,0.556754987011714,0.4827534163508976,1.321268966499854,3.4061044654528883,57.35344119712157,3.7360019052754456,0.35365853658536583,-0.0009990009990009352,,,0.0002671643676695989,0.06732542065273892,0.6441883788487226,0.05858328590818185,0.14553287925245306,167,0,3186.5079365079364,,,,
Median Max Drawdown Duration,4,8,17,TTD,MACD,true,false,1,147,0.9936713693514797,50.0,1.2603761061892484,0.400910330958979,0.947556324583176,-0.9725023879142782,1 days 00:00:00,0.04581818181818182,1.4031818181818183,2.796818181818182,0.5625500871228947,0,2200,2201 days 00:00:00,1000.0,1628.790878877017,62.8790878877017,2286.7108493523233,100.0,418.7104316606594,19.23248616473229,686,146,-1.6287908788767709,12.283263647148047,-11.665234543387534,2.9687267236945933,-2.1669060617766354,1 days 00:00:00,1 days 00:00:00,4.317942943533513,0.536072385249357,0.43812557539546476,1.3527338024076379,3.591195843991419,72.3488420673612,3.9319462523315303,0.3440366972477064,-0.0009990009990009257,,,0.00026555017553246793,0.06691864423418192,0.6287908788770133,0.0574435301729348,0.15023456350023165,147,0,3186.5079365079364,,,,
Median Total Trades,3,10,18,TTD,MACD,true,false,1,146,0.982474566833684,48.96551724137931,1.2764930048853969,0.40447078207606624,0.9321420844352231,-0.9726419308490079,0 days 23:59:59.999999999,0.04550435865504359,1.3936363636363636,2.777727272727273,0.563685189929645,0,2200,2201 days 00:00:00,1000.0,1625.5999354490516,62.559993544905154,2286.7108493523233,100.0,384.27467386216927,21.485914059790954,915 days 00:00:00,145,-1.6255999354489177,12.283263647148072,-11.665234543387545,3.110732430861073,-2.1920775566230617,1 days 00:00:00,1 days 00:00:00,4.3256933474792945,0.5287625944688645,0.3905344410451722,1.3453207155687883,3.476475542064841,68.9019668714433,3.94506209835712,0.3410138248847926,-0.0009990009990009313,,,0.0002660738246961159,0.0670506038234212,0.6255999354490493,0.057206136869903945,0.15261180544314587,146,0,3186.5079365079364,,,,
Least Win Rate [%],5,11,14,TTD,MACD,true,false,1,130,0.9726517692895916,47.286821705426355,1.2601668142895697,0.4688781384565255,0.9787159275189119,-0.9727709632007969,0 days 23:59:59.999999999,0.040483188044831885,1.240909090909091,2.472272727272727,0.5818351445392339,0,2200,2201 days 00:00:00,1000.0,1622.6493386615111,62.26493386615112,2286.7108493523233,100.0,381.4204239957128,25.249378628673195,686 days 00:00:00,129,-1.6226493386614038,26.351506048059893,-11.665234543387534,3.493879885034094,-2.244726369502764,1 days 00:00:00,1 days 00:00:00,4.83931773643544,0.48846554635276873,0.3310314664400678,1.3796300576211404,8.973731596416815,208.6714430078819,4.117665095053862,0.33505154639175255,-0.0009990009990009123,,,0.00027441284358872776,0.0691520365843594,0.6226493386615131,0.056986256915964484,0.17037944545605269,130,0,3186.5079365079364,,,,
Median Max Drawdown [%],4,26,8,TTD,MACD,true,false,1,142,0.9829628021366053,48.93617021276596,1.2461725978341678,0.4282366854147388,0.9563529654687358,-0.9729851236419848,0 days 23:59:59.999999999,0.044249066002490664,1.3554545454545455,2.7013636363636366,0.5804553617757959,0,2200,2201 days 00:00:00,1000.0,1617.752108617851,61.7752108617851,2286.7108493523233,100.0,410.4476475208934,20.716359117537607,672 days 00:00:00,141,-1.6177521086176512,26.351506048059886,-11.665234543387543,3.224597815393656,-2.251609397481723,1 days 00:00:00,1 days 00:00:00,4.392694047705458,0.4839128543306206,0.40084445938295027,1.3559969883777383,8.725748039837901,202.16691341665893,3.900813254237329,0.34761904761904766,-0.000999000999000919,,,0.0002739461992624448,0.0690344422141361,0.6177521086178508,0.05662053018247515,0.17168992995738455,142,0,3186.5079365079364,,,,
Least Avg Losing Trade [%],9,33,3,TTD,MACD,true,false,1,144,1.043941268681683,53.14685314685315,1.2376493737933583,0.42069188453096995,0.9236050400162202,-0.973078550921544,0 days 23:59:59.999999999,0.044876712328767124,1.3745454545454545,2.7395454545454547,0.578260117646206,0,2200,2201 days 00:00:00,1000.0,1615.6156968799125,61.56156968799126,2286.7108493523233,100.0,429.64143494388475,21.163736207274347,672 days 00:00:00,143,-1.615615696879786,26.351506048059875,-11.66523454338753,2.9610902780888377,-2.4609540544301933,1 days 00:00:00,1 days 00:00:00,4.316302885152393,0.4844955607130302,0.3912497272903315,1.347691510407883,8.45580852768557,204.44318711807153,3.548352331200498,0.3798076923076923,-0.000999000999000927,,,0.00027293650659843,0.06877999966280436,0.6156156968799118,0.05646067504678398,0.17085139497614474,144,0,3186.5079365079364,,,,
Most Avg Winning Trade Duration,2,11,17,TTD,MACD,true,false,1,169,0.9824176209525504,50.595238095238095,1.259896054894076,0.337304127976777,0.9306004627710772,-0.9733695904539094,0 days 23:59:59.999999999,0.05272229140722291,1.6131818181818183,3.216818181818182,0.5441328864498098,0,2200,2201 days 00:00:00,1000.0,1608.9604643174107,60.89604643174107,2286.7108493523233,100.0,436.30610993933425,21.390823254816713,710,168,-1.608960464317306,12.28326364714806,-9.152602681579971,2.7329911966141474,-2.1161103399048673,1,1 days 00:00:00,3.6343418141769366,0.5374144985817134,0.38363226621185115,1.3068067263206904,3.3505682998623865,57.428105272255124,3.6414389677250676,0.3588709677419355,-0.0009990009990009437,,,0.000257083037787286,0.06478492552239608,0.6089604643174138,0.05596150051190074,0.1450810689720777,169,0,3186.5079365079364,,,,
Least Avg Winning Trade Duration,2,11,17,TTD,MACD,true,false,1,169,0.9824176209525504,50.595238095238095,1.259896054894076,0.337304127976777,0.9306004627710772,-0.9733695904539094,0 days 23:59:59.999999999,0.05272229140722291,1.6131818181818183,3.216818181818182,0.5441328864498098,0,2200,2201 days 00:00:00,1000.0,1608.9604643174107,60.89604643174107,2286.7108493523233,100.0,436.30610993933425,21.390823254816713,710,168,-1.608960464317306,12.28326364714806,-9.152602681579971,2.7329911966141474,-2.1161103399048673,1,1 days 00:00:00,3.6343418141769366,0.5374144985817134,0.38363226621185115,1.3068067263206904,3.3505682998623865,57.428105272255124,3.6414389677250676,0.3588709677419355,-0.0009990009990009437,,,0.000257083037787286,0.06478492552239608,0.6089604643174138,0.05596150051190074,0.1450810689720777,169,0,3186.5079365079364,,,,
Mean Avg Winning Trade Duration,2,11,17,TTD,MACD,true,false,1,169,0.9824176209525504,50.595238095238095,1.259896054894076,0.337304127976777,0.9306004627710772,-0.9733695904539094,0 days 23:59:59.999999999,0.05272229140722291,1.6131818181818183,3.216818181818182,0.5441328864498098,0,2200,2201 days 00:00:00,1000.0,1608.9604643174107,60.89604643174107,2286.7108493523233,100.0,436.30610993933425,21.390823254816713,710,168,-1.608960464317306,12.28326364714806,-9.152602681579971,2.7329911966141474,-2.1161103399048673,1,1 days 00:00:00,3.6343418141769366,0.5374144985817134,0.38363226621185115,1.3068067263206904,3.3505682998623865,57.428105272255124,3.6414389677250676,0.3588709677419355,-0.0009990009990009437,,,0.000257083037787286,0.06478492552239608,0.6089604643174138,0.05596150051190074,0.1450810689720777,169,0,3186.5079365079364,,,,
