Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Most Total Return [%],MET,SMA,70,71,0,true,false,1,248,0.8910823277696663,48.178137651821864,1.1850112976068214,0.6094523342761073,0.5018058212475576,-0.6324742812525184,15 days 01:33:16.761133603,0.026893472141510024,0.8213215581138621,1.6393313357514587,0.5005563407837827,0,6341,6342 days 00:00:00,1000.0,2751.75849801027,175.17584980102703,476.63562266614133,100.0,1122.9451029149027,60.364558059224784,2499 days 00:00:00,247,-2.7517584980100764,33.673784796739696,-36.11227932231407,4.547356377015197,-3.0515678304578895,18 days 00:36:18.151260504,12 days 07:30:00,7.1032803907217925,0.34573518021651506,0.09937565081163452,1.073561814070344,0.5024264354123507,31.547664664736406,1.1568407516261991,0.9280117531831538,-0.021128073609097454,,,0.00027429826478963745,0.06912316272698864,1.751758498010274,0.041041301165549715,0.24061693451950217,3722,494,9184.38492063492,0.6410256410256411,,,
Mean Total Return [%],MET,SMA,70,71,0,true,false,1,248,0.8910823277696663,48.178137651821864,1.1850112976068214,0.6094523342761073,0.5018058212475576,-0.6324742812525184,15 days 01:33:16.761133603,0.026893472141510024,0.8213215581138621,1.6393313357514587,0.5005563407837827,0,6341,6342 days 00:00:00,1000.0,2751.75849801027,175.17584980102703,476.63562266614133,100.0,1122.9451029149027,60.364558059224784,2499 days 00:00:00,247,-2.7517584980100764,33.673784796739696,-36.11227932231407,4.547356377015197,-3.0515678304578895,18 days 00:36:18.151260504,12 days 07:30:00,7.1032803907217925,0.34573518021651506,0.09937565081163452,1.073561814070344,0.5024264354123507,31.547664664736406,1.1568407516261991,0.9280117531831538,-0.021128073609097454,,,0.00027429826478963745,0.06912316272698864,1.751758498010274,0.041041301165549715,0.24061693451950217,3722,494,9184.38492063492,0.6410256410256411,,,
Most Total Fees Paid,MET,SMA,70,71,0,true,false,1,248,0.8910823277696663,48.178137651821864,1.1850112976068214,0.6094523342761073,0.5018058212475576,-0.6324742812525184,15 days 01:33:16.761133603,0.026893472141510024,0.8213215581138621,1.6393313357514587,0.5005563407837827,0,6341,6342 days 00:00:00,1000.0,2751.75849801027,175.17584980102703,476.63562266614133,100.0,1122.9451029149027,60.364558059224784,2499 days 00:00:00,247,-2.7517584980100764,33.673784796739696,-36.11227932231407,4.547356377015197,-3.0515678304578895,18 days 00:36:18.151260504,12 days 07:30:00,7.1032803907217925,0.34573518021651506,0.09937565081163452,1.073561814070344,0.5024264354123507,31.547664664736406,1.1568407516261991,0.9280117531831538,-0.021128073609097454,,,0.00027429826478963745,0.06912316272698864,1.751758498010274,0.041041301165549715,0.24061693451950217,3722,494,9184.38492063492,0.6410256410256411,,,
Median Total Fees Paid,MET,SMA,70,71,0,true,false,1,248,0.8910823277696663,48.178137651821864,1.1850112976068214,0.6094523342761073,0.5018058212475576,-0.6324742812525184,15 days 01:33:16.761133603,0.026893472141510024,0.8213215581138621,1.6393313357514587,0.5005563407837827,0,6341,6342 days 00:00:00,1000.0,2751.75849801027,175.17584980102703,476.63562266614133,100.0,1122.9451029149027,60.364558059224784,2499 days 00:00:00,247,-2.7517584980100764,33.673784796739696,-36.11227932231407,4.547356377015197,-3.0515678304578895,18 days 00:36:18.151260504,12 days 07:30:00,7.1032803907217925,0.34573518021651506,0.09937565081163452,1.073561814070344,0.5024264354123507,31.547664664736406,1.1568407516261991,0.9280117531831538,-0.021128073609097454,,,0.00027429826478963745,0.06912316272698864,1.751758498010274,0.041041301165549715,0.24061693451950217,3722,494,9184.38492063492,0.6410256410256411,,,
Least Max Drawdown [%],MET,SMA,70,71,0,true,false,1,248,0.8910823277696663,48.178137651821864,1.1850112976068214,0.6094523342761073,0.5018058212475576,-0.6324742812525184,15 days 01:33:16.761133603,0.026893472141510024,0.8213215581138621,1.6393313357514587,0.5005563407837827,0,6341,6342 days 00:00:00,1000.0,2751.75849801027,175.17584980102703,476.63562266614133,100.0,1122.9451029149027,60.364558059224784,2499 days 00:00:00,247,-2.7517584980100764,33.673784796739696,-36.11227932231407,4.547356377015197,-3.0515678304578895,18 days 00:36:18.151260504,12 days 07:30:00,7.1032803907217925,0.34573518021651506,0.09937565081163452,1.073561814070344,0.5024264354123507,31.547664664736406,1.1568407516261991,0.9280117531831538,-0.021128073609097454,,,0.00027429826478963745,0.06912316272698864,1.751758498010274,0.041041301165549715,0.24061693451950217,3722,494,9184.38492063492,0.6410256410256411,,,
Mean Max Drawdown [%],MET,SMA,70,71,0,true,false,1,248,0.8910823277696663,48.178137651821864,1.1850112976068214,0.6094523342761073,0.5018058212475576,-0.6324742812525184,15 days 01:33:16.761133603,0.026893472141510024,0.8213215581138621,1.6393313357514587,0.5005563407837827,0,6341,6342 days 00:00:00,1000.0,2751.75849801027,175.17584980102703,476.63562266614133,100.0,1122.9451029149027,60.364558059224784,2499 days 00:00:00,247,-2.7517584980100764,33.673784796739696,-36.11227932231407,4.547356377015197,-3.0515678304578895,18 days 00:36:18.151260504,12 days 07:30:00,7.1032803907217925,0.34573518021651506,0.09937565081163452,1.073561814070344,0.5024264354123507,31.547664664736406,1.1568407516261991,0.9280117531831538,-0.021128073609097454,,,0.00027429826478963745,0.06912316272698864,1.751758498010274,0.041041301165549715,0.24061693451950217,3722,494,9184.38492063492,0.6410256410256411,,,
Median Max Drawdown [%],MET,SMA,70,71,0,true,false,1,248,0.8910823277696663,48.178137651821864,1.1850112976068214,0.6094523342761073,0.5018058212475576,-0.6324742812525184,15 days 01:33:16.761133603,0.026893472141510024,0.8213215581138621,1.6393313357514587,0.5005563407837827,0,6341,6342 days 00:00:00,1000.0,2751.75849801027,175.17584980102703,476.63562266614133,100.0,1122.9451029149027,60.364558059224784,2499 days 00:00:00,247,-2.7517584980100764,33.673784796739696,-36.11227932231407,4.547356377015197,-3.0515678304578895,18 days 00:36:18.151260504,12 days 07:30:00,7.1032803907217925,0.34573518021651506,0.09937565081163452,1.073561814070344,0.5024264354123507,31.547664664736406,1.1568407516261991,0.9280117531831538,-0.021128073609097454,,,0.00027429826478963745,0.06912316272698864,1.751758498010274,0.041041301165549715,0.24061693451950217,3722,494,9184.38492063492,0.6410256410256411,,,
Most Total Trades,MET,SMA,70,71,0,true,false,1,248,0.8910823277696663,48.178137651821864,1.1850112976068214,0.6094523342761073,0.5018058212475576,-0.6324742812525184,15 days 01:33:16.761133603,0.026893472141510024,0.8213215581138621,1.6393313357514587,0.5005563407837827,0,6341,6342 days 00:00:00,1000.0,2751.75849801027,175.17584980102703,476.63562266614133,100.0,1122.9451029149027,60.364558059224784,2499 days 00:00:00,247,-2.7517584980100764,33.673784796739696,-36.11227932231407,4.547356377015197,-3.0515678304578895,18 days 00:36:18.151260504,12 days 07:30:00,7.1032803907217925,0.34573518021651506,0.09937565081163452,1.073561814070344,0.5024264354123507,31.547664664736406,1.1568407516261991,0.9280117531831538,-0.021128073609097454,,,0.00027429826478963745,0.06912316272698864,1.751758498010274,0.041041301165549715,0.24061693451950217,3722,494,9184.38492063492,0.6410256410256411,,,
Most Win Rate [%],MET,SMA,70,71,0,true,false,1,248,0.8910823277696663,48.178137651821864,1.1850112976068214,0.6094523342761073,0.5018058212475576,-0.6324742812525184,15 days 01:33:16.761133603,0.026893472141510024,0.8213215581138621,1.6393313357514587,0.5005563407837827,0,6341,6342 days 00:00:00,1000.0,2751.75849801027,175.17584980102703,476.63562266614133,100.0,1122.9451029149027,60.364558059224784,2499 days 00:00:00,247,-2.7517584980100764,33.673784796739696,-36.11227932231407,4.547356377015197,-3.0515678304578895,18 days 00:36:18.151260504,12 days 07:30:00,7.1032803907217925,0.34573518021651506,0.09937565081163452,1.073561814070344,0.5024264354123507,31.547664664736406,1.1568407516261991,0.9280117531831538,-0.021128073609097454,,,0.00027429826478963745,0.06912316272698864,1.751758498010274,0.041041301165549715,0.24061693451950217,3722,494,9184.38492063492,0.6410256410256411,,,
Least Best Trade [%],MET,SMA,70,71,0,true,false,1,248,0.8910823277696663,48.178137651821864,1.1850112976068214,0.6094523342761073,0.5018058212475576,-0.6324742812525184,15 days 01:33:16.761133603,0.026893472141510024,0.8213215581138621,1.6393313357514587,0.5005563407837827,0,6341,6342 days 00:00:00,1000.0,2751.75849801027,175.17584980102703,476.63562266614133,100.0,1122.9451029149027,60.364558059224784,2499 days 00:00:00,247,-2.7517584980100764,33.673784796739696,-36.11227932231407,4.547356377015197,-3.0515678304578895,18 days 00:36:18.151260504,12 days 07:30:00,7.1032803907217925,0.34573518021651506,0.09937565081163452,1.073561814070344,0.5024264354123507,31.547664664736406,1.1568407516261991,0.9280117531831538,-0.021128073609097454,,,0.00027429826478963745,0.06912316272698864,1.751758498010274,0.041041301165549715,0.24061693451950217,3722,494,9184.38492063492,0.6410256410256411,,,
