Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Mean Max Drawdown [%],AMD,SMA,80,85,0,true,false,1,127,1.61347345729264,54.761904761904766,2.7030565610943533,9.776977707041798,0.8871342125300807,4.086225558178834,48 days 19:25:42.857142857,0.007624170098327591,0.23374233128834354,0.4656441717791411,2.285293562198113,0,11410,11411 days 00:00:00,1000.0,219729.26728900202,21872.926728900202,4300.424052906531,100.0,7401.070203270234,85.14480697540664,4021 days 00:00:00,126,-219.72926728898892,326.8490494296578,-51.35361445783132,28.4799354338307,-12.863444804334243,63 days 14:15:39.130434783,30 days 21:53:41.052631579,1737.690448859453,0.5948272037037812,0.221098412791527,1.1266659897374272,0.12158557671445178,13.88663324391744,1.1425238890567895,0.9861202908129545,-0.03848744218425919,,,0.0008240990188574984,0.20767295275208958,218.72926728900268,0.1264661478814897,0.42017990396096455,6151,252,16526.388888888887,2.7777777777777777,,,
Median Max Drawdown [%],AMD,SMA,80,85,0,true,false,1,127,1.61347345729264,54.761904761904766,2.7030565610943533,9.776977707041798,0.8871342125300807,4.086225558178834,48 days 19:25:42.857142857,0.007624170098327591,0.23374233128834354,0.4656441717791411,2.285293562198113,0,11410,11411 days 00:00:00,1000.0,219729.26728900202,21872.926728900202,4300.424052906531,100.0,7401.070203270234,85.14480697540664,4021 days 00:00:00,126,-219.72926728898892,326.8490494296578,-51.35361445783132,28.4799354338307,-12.863444804334243,63 days 14:15:39.130434783,30 days 21:53:41.052631579,1737.690448859453,0.5948272037037812,0.221098412791527,1.1266659897374272,0.12158557671445178,13.88663324391744,1.1425238890567895,0.9861202908129545,-0.03848744218425919,,,0.0008240990188574984,0.20767295275208958,218.72926728900268,0.1264661478814897,0.42017990396096455,6151,252,16526.388888888887,2.7777777777777777,,,
Most Profit Factor,AMD,SMA,80,85,0,true,false,1,127,1.61347345729264,54.761904761904766,2.7030565610943533,9.776977707041798,0.8871342125300807,4.086225558178834,48 days 19:25:42.857142857,0.007624170098327591,0.23374233128834354,0.4656441717791411,2.285293562198113,0,11410,11411 days 00:00:00,1000.0,219729.26728900202,21872.926728900202,4300.424052906531,100.0,7401.070203270234,85.14480697540664,4021 days 00:00:00,126,-219.72926728898892,326.8490494296578,-51.35361445783132,28.4799354338307,-12.863444804334243,63 days 14:15:39.130434783,30 days 21:53:41.052631579,1737.690448859453,0.5948272037037812,0.221098412791527,1.1266659897374272,0.12158557671445178,13.88663324391744,1.1425238890567895,0.9861202908129545,-0.03848744218425919,,,0.0008240990188574984,0.20767295275208958,218.72926728900268,0.1264661478814897,0.42017990396096455,6151,252,16526.388888888887,2.7777777777777777,,,
Most Calmar Ratio,AMD,SMA,80,85,0,true,false,1,127,1.61347345729264,54.761904761904766,2.7030565610943533,9.776977707041798,0.8871342125300807,4.086225558178834,48 days 19:25:42.857142857,0.007624170098327591,0.23374233128834354,0.4656441717791411,2.285293562198113,0,11410,11411 days 00:00:00,1000.0,219729.26728900202,21872.926728900202,4300.424052906531,100.0,7401.070203270234,85.14480697540664,4021 days 00:00:00,126,-219.72926728898892,326.8490494296578,-51.35361445783132,28.4799354338307,-12.863444804334243,63 days 14:15:39.130434783,30 days 21:53:41.052631579,1737.690448859453,0.5948272037037812,0.221098412791527,1.1266659897374272,0.12158557671445178,13.88663324391744,1.1425238890567895,0.9861202908129545,-0.03848744218425919,,,0.0008240990188574984,0.20767295275208958,218.72926728900268,0.1264661478814897,0.42017990396096455,6151,252,16526.388888888887,2.7777777777777777,,,
Median Avg Winning Trade [%],AMD,SMA,78,86,0,true,false,1,110,1.6101290406916846,55.04587155963303,2.425568869678044,10.738933397341636,0.8676806472918137,3.090386655873054,56 days 08:22:01.100917431,0.006595512227918313,0.20245398773006135,0.40306748466257664,2.1741398902593496,0,11410,11411 days 00:00:00,1000.0,176903.97160604392,17590.397160604392,4300.424052906531,100.0,6024.3640244568805,82.22364758669015,3240 days 00:00:00,109,-176.9039716060215,299.49999999999994,-51.35361445783131,30.896416926144482,-13.94369949507002,75 days 10:00:00,33 days 00:00:00,1615.4208768591734,0.5811406243610635,0.2189668542791458,1.1237289310969618,0.1552292395858746,13.865361869819182,1.1316531445130267,0.9929976658886295,-0.03846153846153848,,,0.0008031102793153039,0.20238379038745657,175.90397160604314,0.12108601133003338,0.41912218699603443,6143,218,16526.388888888887,2.7777777777777777,,,
Most Expectancy,AMD,SMA,76,87,0,true,false,1,95,1.564235646107958,55.319148936170215,2.380296319485611,12.302393804610972,0.875961146688894,3.458603881324884,65 days 04:35:44.680851063,0.005687872930498362,0.17484662576687116,0.3478527607361963,2.1510320455914886,0,11410,11411 days 00:00:00,1000.0,192738.87373631948,19173.887373631947,4300.424052906531,100.0,5784.036755103162,84.16271342357095,3102 days 00:00:00,94,-192.7388737362926,288.4384083044983,-51.35361445783131,34.37396673108766,-15.0243155329316,86 days 02:46:09.230769231,39 days 06:51:25.714285714,2041.825666064423,0.5870136040541335,0.21777206672420127,1.1252064908253119,0.13929672731744808,13.914211508139037,1.1248280157190849,1.0003364737550469,-0.03830565865791109,,,0.0008076019158570674,0.20351568279598098,191.73887373632098,0.12321050721260596,0.4172495500400566,6129,188,16526.388888888887,2.7777777777777777,,,
Mean Max Drawdown Duration,AMD,SMA,77,87,0,true,false,1,100,1.5406474251854567,54.54545454545454,2.430835168726079,11.678537927268982,0.8606208307841892,2.8273617637482844,62 days 02:25:27.272727272,0.005990419362971679,0.18404907975460122,0.36625766871165644,2.149424158393064,0,11410,11411 days 00:00:00,1000.0,165592.78587997885,16459.278587997887,4300.424052906531,100.0,5114.387490091977,83.13318240953602,3534,99,-165.5927858799696,288.43840830449835,-51.35361445783131,33.530907031665215,-14.54430499800649,84 days 21:46:40,34 days 17:36:00,1664.2260471298864,0.5772336561349377,0.21357429821480511,1.1227294756032207,0.13519856694708024,13.813652736832779,1.1280075859653607,0.9953208556149735,-0.038461538461538436,,,0.0007954657712846496,0.2004573743637317,164.59278587997863,0.11945130938698023,0.41794251743110883,6149,198,16526.388888888887,2.7777777777777777,,,
Least Max Drawdown [%],AMD,SMA,79,85,0,true,false,1,118,1.5387653898903824,52.13675213675214,2.488662885811279,9.992271564021866,0.8639264051200972,2.9641244692977535,52 days 12:30:46.153846153,0.0070795865198756205,0.21717791411042944,0.43251533742331283,2.1701006954992272,0,11410,11411 days 00:00:00,1000.0,171474.16216483398,17047.416216483398,4300.424052906531,100.0,5647.961158005566,81.12193719346486,4021 days 00:00:00,117,-171.4741621648136,306.7391304347827,-49.53586065573769,30.858308927141167,-12.736804849375948,70 days 08:39:20.655737705,33 days 02:08:34.285714286,1458.5097121965716,0.579356150378421,0.22049081598809242,1.1232107257686972,0.14164711060173263,13.905940049471496,1.1356531406563686,0.9890438247011953,-0.03846153846153845,,,0.0007992202618627217,0.20140350598940587,170.47416216483455,0.12031445942600727,0.4183767736312611,6146,234,16526.388888888887,2.7777777777777777,,,
Mean Total Return [%],AMD,SMA,75,87,0,true,false,1,93,1.5353365395003733,55.434782608695656,2.475826325497077,12.00884406788682,0.8117420747496642,1.3716365603105278,66 days 18:15:39.130434782,0.005566854357509035,0.17116564417177912,0.34049079754601225,2.055501530638296,0,11410,11411 days 00:00:00,1000.0,102990.42908711906,10199.042908711905,4300.424052906531,100.0,2827.114856171717,83.12680446651356,3835 days 00:00:00,92,-102.99042908710544,290.1903225806452,-50.149999999999984,34.6965693977648,-16.21247280586384,88 days 10:49:24.705882353,39 days 18:43:54.146341463,1109.7110816978932,0.5471843657071058,0.1922350917860988,1.116268613579361,0.09307592765532008,13.900873404291634,1.1162686135793636,1.0,-0.038422616473881205,,,0.0007548605308864256,0.19022485378337925,101.9904290871192,0.10777233122430951,0.4183885017811644,6143,184,16526.388888888887,2.7777777777777777,,,
Most Win Rate [%],AMD,SMA,75,87,0,true,false,1,93,1.5353365395003733,55.434782608695656,2.475826325497077,12.00884406788682,0.8117420747496642,1.3716365603105278,66 days 18:15:39.130434782,0.005566854357509035,0.17116564417177912,0.34049079754601225,2.055501530638296,0,11410,11411 days 00:00:00,1000.0,102990.42908711906,10199.042908711905,4300.424052906531,100.0,2827.114856171717,83.12680446651356,3835 days 00:00:00,92,-102.99042908710544,290.1903225806452,-50.149999999999984,34.6965693977648,-16.21247280586384,88 days 10:49:24.705882353,39 days 18:43:54.146341463,1109.7110816978932,0.5471843657071058,0.1922350917860988,1.116268613579361,0.09307592765532008,13.900873404291634,1.1162686135793636,1.0,-0.038422616473881205,,,0.0007548605308864256,0.19022485378337925,101.9904290871192,0.10777233122430951,0.4183885017811644,6143,184,16526.388888888887,2.7777777777777777,,,
