Pattern_Type,Period,Period_Number,Average_Return,Std_Dev,Win_Rate,Sample_Size,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown,Consistency_Score,Statistical_Significance,P_Value,CI_Lower,CI_Upper,Skewness,Kurtosis
Monthly,January,,-0.1903715719976043,4.363534571478059,0.47214076246334313,341,-0.043627836305447164,-0.0520753076711503,-21.384892185058852,0.47214076246334313,0.6500992822624483,0.3499007177375517,-0.6551629101276959,0.27441976613248736,-0.6995097753475119,4.056750030957684
Monthly,February,,0.23987257427762632,3.6804727247387605,0.4887459807073955,311,0.06517439258965095,0.09815759923246746,-16.185213458261078,0.4887459807073955,0.7490070681933654,0.2509929318066346,-0.17077603881639775,0.6505211873716503,0.45983762572195697,4.098381815107073
Monthly,March,,-0.14860097922568957,4.241611704651185,0.47214076246334313,341,-0.03503408363918356,-0.04055798534171507,-37.369758671810054,0.47214076246334313,0.5358218239907815,0.4641781760092185,-0.6004054390595644,0.30320348060818536,-1.7594628430385963,17.56562199190322
Monthly,April,,0.11682784279431199,2.970346047914592,0.5,330,0.03933139132941564,0.06367014409790603,-8.998029017302498,0.5,0.4400429748716619,0.5599570251283381,-0.2048334066822741,0.43848909227089805,0.9807219453928803,5.126450629920715
Monthly,May,,0.0262675556997108,3.520499692514794,0.49853372434017595,341,0.0074613145842791235,0.01071039582228025,-13.95719321095546,0.49853372434017595,0.10471834368029853,0.8952816563197015,-0.3487260959298819,0.4012612073293035,0.10576154963968915,2.6912579572118753
Monthly,June,,-0.12467205709266287,3.6699475510785713,0.5060606060606061,330,-0.033971073253083045,-0.04259950987434583,-16.157555731345443,0.5060606060606061,0.46034113055660386,0.5396588694433961,-0.5220937365034698,0.2727496223181441,-0.43326373957266845,2.704842451770192
Monthly,July,,0.11990693081700998,3.359485425296634,0.4780058651026393,341,0.03569205269179654,0.05841857535423141,-13.215264389428805,0.4780058651026393,0.45342998481502383,0.5465700151849762,-0.23793593731529167,0.47774979894931163,1.2750669844201146,8.937334470112186
Monthly,August,,-0.215559956993802,3.0438597793000537,0.4340175953079179,341,-0.07081796555141275,-0.09525106226999819,-18.414294851107975,0.4340175953079179,0.7246081445111101,0.27539185548888984,-0.5397832756650269,0.10866336167742288,-0.3917145997703787,5.102557483884137
Monthly,September,,-0.26587735399942936,3.063960524387462,0.4489795918367347,343,-0.08677571133282887,-0.10374972876598747,-18.960550052360585,0.4489795918367347,0.8224916850751178,0.1775083149248822,-0.5912820586772969,0.05952735067843823,-0.5278559917164358,7.934627319465033
Monthly,October,,0.3246030258632533,2.6079799876982594,0.5028248587570622,354,0.12446530548332164,0.20869467576438328,-8.766517354760543,0.5028248587570622,0.9080411615923394,0.09195883840766061,0.05199270811659934,0.5972133436099072,0.9560917199137637,5.390685924485503
Monthly,November,,0.07073946769204328,3.7282761531100563,0.48484848484848486,330,0.018973773611977156,0.026178890916305826,-14.52870372493415,0.48484848484848486,0.27183070354365424,0.7281692964563458,-0.332998664652873,0.4744776000369596,0.01175459215318019,2.725312890592554
Monthly,December,,0.05918106289085071,3.7845499526167967,0.49560117302052786,341,0.01563754307164857,0.02562399425187355,-12.690387455653102,0.49560117302052786,0.23184425070068404,0.768155749299316,-0.3439384742373039,0.46230060001900536,1.3335963053300632,8.03069881016468
Weekly,Monday,,0.30186773249245547,3.831146486665355,0.5095320623916811,577,0.07879305412704339,0.1203234193784871,-16.185213458261078,0.5095320623916811,0.9419588063463337,0.058041193653666306,-0.011390478866525777,0.6151259438514367,0.29999164197401457,3.097202646518749
