Pattern_Type,Period,Period_Number,Average_Return,Std_Dev,Win_Rate,Sample_Size,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown,Consistency_Score,Statistical_Significance,P_Value,CI_Lower,CI_Upper,Skewness,Kurtosis
Monthly,January,,0.11401163160001365,4.4615979446682354,0.45,100,0.025553990524014275,0.05591589064208055,-8.682787146633874,0.45,0.1924046360360674,0.8075953639639326,-0.7712661956626874,0.9992894588627146,1.8605333297359532,8.672631385408534
Monthly,February,,-0.1396429328727551,6.990228321010167,0.4166666666666667,96,-0.019976877214874022,-0.04247496052827349,-15.96950804876654,0.4166666666666667,0.21971466229003656,0.7802853377099634,-1.55599483125588,1.2767089655103698,1.4463642555789444,4.207187475639176
Monthly,March,,-0.14321393995272247,4.029124268014028,0.44545454545454544,110,-0.03554468177853278,-0.06077936378163454,-11.244175812498389,0.44545454545454544,0.2525709064796158,0.7474290935203842,-0.9046103874608719,0.6181825075554269,0.06425417639447357,-0.02466610069792763
Monthly,April,,-0.34066658697827507,3.870058784730082,0.39805825242718446,103,-0.08802620474976453,-0.15104916866000945,-11.994603059096812,0.39805825242718446,0.5434189355413996,0.45658106445860036,-1.0970293089937138,0.4156961350371637,0.9322710225961871,4.640123516612903
Monthly,May,,0.33141234617067156,5.570575685831448,0.49056603773584906,106,0.059493374627977234,0.085814536848438,-21.55066569417966,0.49056603773584906,0.523681077780307,0.47631892221969296,-0.7414139308148904,1.4042386231562334,0.11234281814021284,4.031421577900075
Monthly,June,,0.12117871275107493,3.5377870795261392,0.5339805825242718,103,0.03425268678614371,0.05022172939302571,-9.910940923952321,0.5339805825242718,0.20982904773225108,0.7901709522677489,-0.57024496172628,0.8126023872284299,-0.2571122663717244,0.3336440023307765
Monthly,July,,0.08004035013788528,3.291942373488062,0.47619047619047616,105,0.024314019219320804,0.0410728344778148,-8.126885553475224,0.47619047619047616,0.14124191353875604,0.858758086461244,-0.5570316345480352,0.7171123348238057,0.4947002621336296,1.431843348880406
Monthly,August,,-0.4918339698841107,4.011405946742854,0.4864864864864865,111,-0.12260887489670941,-0.16915965500209842,-14.502331889883372,0.4864864864864865,0.7333102818615104,0.26668971813848963,-1.2463827832843066,0.26271484351608526,-0.20200274259651785,1.7322470018021212
Monthly,September,,0.006506638853985074,2.9553053870762134,0.5339805825242718,103,0.0022016807069885655,0.003441599480401677,-7.937274078287817,0.5339805825242718,0.0,0.9885171694706318,-0.5710770494805463,0.5840903271885164,0.6304573829603002,3.7642373321772746
Monthly,October,,-0.07557904001424831,3.0969256877440734,0.4915254237288136,118,-0.0244045378012616,-0.03745769298405438,-8.04537495284883,0.4915254237288136,0.14140041223963173,0.8585995877603683,-0.6401949821717752,0.48903690214327855,0.2504750044617902,1.0843691220592726
Monthly,November,,1.2370428582489272,6.1837271081842795,0.49514563106796117,103,0.20004809989297193,0.4806402086236191,-11.766570720238432,0.49514563106796117,0.9903684064063687,0.009631593593631308,0.028497735833395987,2.4455879806644587,1.313511383955841,2.3300828567916243
Monthly,December,,-0.639078334390258,4.256184906493778,0.42452830188679247,106,-0.1501528595280714,-0.25785183465589284,-12.414143297397606,0.42452830188679247,0.8404936428655346,0.1595063571344654,-1.4587686617310545,0.18061199295053854,1.1369895243994355,5.647709758828102
Weekly,Monday,,-0.034150886103417946,4.407653574175686,0.48936170212765956,235,-0.007748087622744898,-0.010670762687372668,-21.55066569417966,0.48936170212765956,0.08518390901780737,0.9148160909821926,-0.6006165860435313,0.5323148138366953,0.03246426594563496,5.118583168528833
Weekly,Tuesday,,0.27712415200323287,5.2169580710750205,0.45977011494252873,261,0.053119873349131194,0.10271628814713303,-15.548585001682333,0.45977011494252873,0.6203341520655642,0.3796658479344358,-0.3587504548681398,0.9129987588746056,1.7725370854730234,8.060513550819126
