Pattern_Type,Period,Period_Number,Average_Return,Std_Dev,Win_Rate,Sample_Size,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown,Consistency_Score,Statistical_Significance,P_Value,CI_Lower,CI_Upper,Skewness,Kurtosis
Monthly,January,,0.44392111748507745,4.9272195855803735,0.5867768595041323,121,0.09009566344155297,0.16060643984027112,-11.334290216679323,0.5867768595041323,0.6791410100529711,0.3208589899470288,-0.44294723432057015,1.3307894692907252,1.4382947695413273,6.693073355327575
Monthly,February,,0.6597405208005291,7.025245907939903,0.5304347826086957,115,0.09390995410635992,0.13749081465965526,-26.311588029295706,0.5304347826086957,0.8347121536238568,0.16528784637614322,-0.6380225075473958,1.957503549148454,0.6064989542777488,5.748806077419939
Monthly,March,,-0.4459310029066177,4.757043652760326,0.45454545454545453,132,-0.09374120471815754,-0.1292979930014092,-16.41797215470333,0.45454545454545453,0.7020421159487273,0.29795788405127266,-1.2650157327312694,0.37315372691803417,-0.13764291410918492,1.2482700024744409
Monthly,April,,-0.327644495919904,4.568940444907039,0.47580645161290325,124,-0.07171126432280961,-0.11576886497918687,-11.821687190798578,0.47580645161290325,0.5439014425556329,0.4560985574443671,-1.1398140560034162,0.48452506416360824,1.078837628375219,4.9447232909909316
Monthly,May,,0.572328619427096,5.8272648396351014,0.5476190476190477,126,0.09821565265651025,0.20568970938521738,-10.551879216022723,0.5476190476190477,0.8004341230732062,0.1995658769267938,-0.45510202104656994,1.599759259900762,1.11162716169209,2.907606674234364
Monthly,June,,-0.25464092494461066,4.771964327984333,0.56,125,-0.053361866821031,-0.050497289695260496,-35.18872442595074,0.56,0.43777268877297626,0.5622273112270237,-1.0994322467154,0.5901503968261788,-3.1452158740144514,21.348944934571474
Monthly,July,,0.04292109175882563,3.8484778284911267,0.5433070866141733,127,0.01115274497388847,0.0183025587479878,-9.177651200501812,0.5433070866141733,0.07948451315685268,0.9205154868431473,-0.63289179849667,0.7187339820143213,0.5150727932791002,1.5944889485980989
Monthly,August,,-1.006335207018691,3.6352865372810372,0.45454545454545453,132,-0.27682417787384805,-0.34556412245903795,-13.302566819206044,0.45454545454545453,0.9830449946116451,0.016955005388354892,-1.6322717988547242,-0.38039861518265794,-0.45419143613333435,1.6661721009813792
Monthly,September,,0.09916500370882456,3.109185499543278,0.5037037037037037,135,0.03189420628759247,0.05120361903818614,-9.254847097038335,0.5037037037037037,0.18937837442985805,0.810621625570142,-0.4300934187108819,0.628423426128531,0.37412338246943566,1.4835644694150716
Monthly,October,,-0.39702415550061887,3.68838287321061,0.5319148936170213,141,-0.10764179564553261,-0.12300479932572304,-14.868680873990527,0.5319148936170213,0.6689125202947789,0.3310874797052211,-1.0111323751812802,0.21708406418004256,-0.6167156809929958,2.5430031143995047
Monthly,November,,0.8729952436606545,5.45562025331111,0.6178861788617886,123,0.1600175971065469,0.21811940040594333,-24.942084522669315,0.6178861788617886,0.9486348538397283,0.05136514616027169,-0.10080301976271155,1.8467935070840205,0.4879805195544352,6.50319823990746
Monthly,December,,-0.0612370986773198,3.6915268505405994,0.5275590551181102,127,-0.016588555672662122,-0.02812969611945179,-8.755143579991392,0.5275590551181102,0.11344541417817156,0.8865545858218284,-0.7094885740658992,0.5870143767112597,0.645032727410302,2.1405992007942345
Weekly,Monday,,0.5717186810758715,4.960148660162201,0.6048951048951049,286,0.11526240849748562,0.14007795668980524,-35.18872442595074,0.6048951048951049,0.9377107864468516,0.06228921355314841,-0.005589824404771515,1.1490271865565145,-0.27609612226888447,13.271151515662417
Weekly,Tuesday,,0.02498034074338956,5.098196568083292,0.509493670886076,316,0.004899838680167076,0.008467486818214624,-22.833588763150118,0.509493670886076,0.06730829826498885,0.9326917017350111,-0.5392974667573801,0.5892581482441591,1.2132832478455347,6.833686095568915
Weekly,Wednesday,,-0.05855995907994799,4.344916409131603,0.5224358974358975,312,-0.013477810288104502,-0.01998871729613524,-14.868680873990527,0.5224358974358975,0.1603849490232273,0.8396150509767727,-0.5425602325504499,0.425440314390554,0.43758726859259184,2.4092290137315606
Weekly,Thursday,,-0.3247658458111649,4.994329418030411,0.487012987012987,308,-0.06502691725513797,-0.09151045760805201,-24.942084522669315,0.487012987012987,0.7246190172916205,0.27538098270837946,-0.8847366834158397,0.2352049917935098,0.6370187952410965,7.2733586452111645
Weekly,Friday,,-0.17355144679682305,4.046247175378067,0.5163398692810458,306,-0.042891953772104155,-0.0566063577933108,-26.311588029295706,0.5163398692810458,0.45192549963165507,0.5480745003683449,-0.6287140271667009,0.2816111335730548,-0.4747128223491877,5.986445788334981
Quarterly,Q1,,0.19217859435891765,5.635423269888527,0.5217391304347826,368,0.03410189175776305,0.05108493931103656,-26.311588029295706,0.5217391304347826,0.4996599017938137,0.5003400982061863,-0.38549871234095495,0.7698559010587902,0.72100736045924,6.4737900686728285
Quarterly,Q2,,-0.0009190055048807987,5.105880346620467,0.528,375,-0.00017998962813319344,-0.00025093578249442964,-35.18872442595074,0.528,0.0,0.9973479290225802,-0.519373665520721,0.5175356545109594,0.008501291608159838,8.642578493602914
Quarterly,Q3,,-0.28933500805178936,3.5739807368488106,0.5,394,-0.08095595062073471,-0.11554441351203193,-13.302566819206044,0.5,0.7439740848313786,0.2560259151686214,-0.6433256017659914,0.0646555856624127,0.10974500613085494,1.90870930070031
Quarterly,Q4,,0.11156239773057199,4.356664778378802,0.5575447570332481,391,0.025607294434089208,0.0353283015538941,-24.942084522669315,0.5575447570332481,0.32812141154410046,0.6718785884558995,-0.32161292839774525,0.5447377238588892,0.43541218143420213,6.606394386813159
DayOfMonth,Beginning,,-0.013021160983722939,4.403185540755796,0.5520231213872833,346,-0.0029572137860645062,-0.004221401260706099,-16.41797215470333,0.5520231213872833,0.0,0.9625832677975507,-0.478610736507227,0.4525684145397812,0.12668796848027136,1.8833282395605861
DayOfMonth,Middle,,-0.11112762303470025,4.747652926409811,0.5079681274900398,502,-0.02340685487275821,-0.036137391520416486,-24.942084522669315,0.5079681274900398,0.3523808847016474,0.6476191152983526,-0.5274460471410676,0.3051908010716671,0.804094940341365,6.095022417529693
DayOfMonth,End,,0.4105467332394843,4.997156607723879,0.554858934169279,319,0.0821560670331846,0.13159708648847,-22.833588763150118,0.554858934169279,0.8379997274170758,0.1620002725829242,-0.13992085521914366,0.9610143216981123,1.5298194130057035,9.95788090547743
WeekOfYear,Week 1,1.0,-0.35444853667351045,4.740218366645441,0.5769230769230769,26,-0.07477472750360796,-0.13779946687619546,-9.673251653671949,0.5769230769230769,0.2958700402829537,0.7041299597170463,-2.2690641698458442,1.5601670964988235,-0.01059165253674128,-0.6904141958932346
WeekOfYear,Week 2,2.0,0.40148053282335927,3.2077315399691506,0.6896551724137931,29,0.12516026600755387,0.1896347426633678,-7.514331457066809,0.6896551724137931,0.3517293894468929,0.6482706105531071,-0.8186752898414287,1.6216363554881472,-0.3607059245781349,-0.01680311588262562
WeekOfYear,Week 3,3.0,-1.0644769233790585,2.5557289117676727,0.38461538461538464,26,-0.4165061945645917,-0.5362603182516466,-6.22418412544805,0.38461538461538464,0.7486805664940656,0.25131943350593444,-2.096758170811073,-0.03219567594704409,-0.04780175493870757,0.8227676651343194
WeekOfYear,Week 4,4.0,1.2777414738861843,7.129424351679732,0.6071428571428571,28,0.17922084741458003,0.33715784278143035,-11.334290216679323,0.6071428571428571,0.8394670935483668,0.16053290645163323,-1.4867606901187926,4.042243637891161,1.56382660767595,4.5002810435806095
WeekOfYear,Week 5,5.0,1.5487171823293777,5.805527734308866,0.6333333333333333,30,0.2667659605132777,0.6169255055633511,-9.473369414116709,0.6333333333333333,0.9233710371575051,0.0766289628424949,-0.619102500780901,3.7165368654396564,0.6557831242283247,0.10219960388313121
WeekOfYear,Week 6,6.0,1.3245951742376674,4.031097122349365,0.6,30,0.32859420997172095,0.6777508679495022,-5.300154596451884,0.6,0.872995299428316,0.12700470057168398,-0.18064122911550307,2.829831577590838,0.2185834823248219,-0.9297086872711868
WeekOfYear,Week 7,7.0,0.4855203001976137,6.222044989270211,0.4482758620689655,29,0.07803227090689371,0.17857737874003968,-9.674290942156519,0.4482758620689655,0.41433400152311883,0.5856659984768812,-1.8812190381615213,2.8522596385567485,2.517103234555676,9.163318023730302
WeekOfYear,Week 8,8.0,-1.2226205134223183,7.7001238444592595,0.48,25,-0.15877933110154757,-0.1903452515266013,-26.311588029295706,0.48,0.7951263092278559,0.20487369077214412,-4.401075418809737,1.9558343919651,-0.6587227632014129,3.3947287609518284
WeekOfYear,Week 9,9.0,0.34542473690336656,8.75732604653884,0.5,30,0.03944408773496436,0.060585762317569104,-22.833588763150118,0.5,0.30199345475171446,0.6980065452482855,-2.9246145504657863,3.61546402427252,0.8673168139369549,4.006468271482508
WeekOfYear,Week 10,10.0,-0.5310921542846915,5.818612936439084,0.43333333333333335,30,-0.0912747007037923,-0.1362998395426617,-16.41797215470333,0.43333333333333335,0.45641977758042906,0.5435802224195709,-2.703797932171114,1.6416136236017311,0.1125512748305962,1.3605828797569854
WeekOfYear,Week 11,11.0,0.06906012596521552,5.1645591284913746,0.5333333333333333,30,0.013371930545674428,0.0187484040737982,-12.908905053483592,0.5333333333333333,0.06315254969221606,0.9368474503077839,-1.8594179462635285,1.9975381981939595,-0.17513176782638856,0.4874198081176955
WeekOfYear,Week 12,12.0,-0.03024857929864453,3.725033018839859,0.43333333333333335,30,-0.008120351993031537,-0.012737099105485804,-9.750125089070519,0.43333333333333335,0.0,0.9721614945009965,-1.421198768159999,1.36070160956271,-0.12752535155828967,0.22821731102181708
