Pattern_Type,Period,Period_Number,Average_Return,Std_Dev,Win_Rate,Sample_Size,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown,Consistency_Score,Statistical_Significance,P_Value,CI_Lower,CI_Upper,Skewness,Kurtosis
Monthly,January,,0.19484692927320746,7.072289435893222,0.5081967213114754,61,0.02755075722499733,0.037172640462654824,-28.25482658912558,0.5081967213114754,0.1844156983397156,0.8155843016602844,-1.616450499400793,2.0061443579472082,-0.5434931553334107,3.1217445270105646
Monthly,February,,-0.7931958327732578,4.728271315268818,0.39655172413793105,58,-0.1677559894272188,-0.30330625378701803,-9.847921407442925,0.39655172413793105,0.6565636111025427,0.3434363888974573,-2.0364313991915965,0.45003973364508076,0.5696306442668796,0.4756965762428109
Monthly,March,,0.45112668282472435,9.086786528983733,0.5,86,0.0496464488723032,0.06963457557249125,-35.29091503813042,0.5,0.45807436319237527,0.5419256368076247,-1.497084368390075,2.399337734039524,0.43554372561975324,5.84433276916641
Monthly,April,,-0.05177524359791624,4.523136665661556,0.45121951219512196,82,-0.011446756404903714,-0.018841940744874566,-11.680551463307006,0.45121951219512196,0.058330749449226005,0.941669250550774,-1.0456173635637125,0.9420668763678799,0.6825783224137231,1.6495991547512787
Monthly,May,,0.9513128938213294,6.354770567807392,0.46511627906976744,86,0.14970058850599294,0.32912348486883536,-13.618312409610777,0.46511627906976744,0.8211066007854483,0.1788933992145517,-0.41115272685189364,2.3137785144945524,1.178912899662026,2.0679218919700686
Monthly,June,,0.3309786337486114,5.448926182152411,0.4567901234567901,81,0.060741992584283776,0.11026971336925215,-13.109122711495322,0.4567901234567901,0.35476567961277383,0.6452343203872262,-0.8738778862755163,1.535835153772739,0.7644355535287997,2.071140770491186
Monthly,July,,0.43617174994166896,5.464549671608062,0.5595238095238095,84,0.07981842533299106,0.12247544268127089,-13.002067513275476,0.5595238095238095,0.46275576231263815,0.5372442376873618,-0.7497082264176266,1.6220517263009646,-0.02948322132814473,0.5223479045845414
Monthly,August,,-1.2709187753556757,4.453735088410267,0.3707865168539326,89,-0.28536020893180747,-0.40429701254259226,-12.833639132167018,0.3707865168539326,0.9381560525070254,0.06184394749297464,-2.2091083347735445,-0.3327292159378067,-0.2440996561260904,-0.11083740097227723
Monthly,September,,-0.2585758251401078,5.586169965616253,0.4268292682926829,82,-0.04628857101228254,-0.09205654938308168,-11.789367464560593,0.4268292682926829,0.282027100295163,0.717972899704837,-1.4859919771358845,0.9688403268556689,0.8038872242882584,1.5660466739195744
Monthly,October,,0.33132546717624844,7.921180976109055,0.4533333333333333,75,0.04182778656055881,0.09500338741200498,-15.101361108575151,0.4533333333333333,0.3332423024020885,0.6667576975979115,-1.4911727596801134,2.15382369403261,1.8835604773371544,6.84109205904687
Monthly,November,,0.28900784820761144,7.180856405835824,0.5483870967741935,62,0.04024698892081133,0.04673167077484068,-33.22508346129569,0.5483870967741935,0.27223278154704955,0.7277672184529504,-1.534588223744928,2.1126039201601508,-1.2401511539432806,6.243019171658588
Monthly,December,,-0.8733087465972974,4.747543597378131,0.45161290322580644,62,-0.18394960018473325,-0.25341644077169156,-12.669311111064523,0.45161290322580644,0.7184813321903137,0.28151866780968626,-2.0789590710580717,0.33234157786347673,-0.11128773316258012,0.47893979274620113
Weekly,Monday,,-0.038295745696678506,6.252999880658009,0.48214285714285715,168,-0.006124379726143319,-0.009400088539514283,-28.25482658912558,0.48214285714285715,0.05806122482865228,0.9419387751713477,-0.9907421274567446,0.9141506360633876,0.3918320008541369,4.3693541228874455
Weekly,Tuesday,,0.035866312311404455,6.5248430864263245,0.4385026737967914,187,0.005496885034065783,0.008751481572895785,-35.29091503813042,0.4385026737967914,0.05644797684885838,0.9435520231511416,-0.9054429953785197,0.9771756200013286,-0.02424688332678038,4.66749646415663
Weekly,Wednesday,,0.12914762173599795,6.780358548915837,0.478494623655914,186,0.019047314504724584,0.03432928519800515,-26.276626351959724,0.478494623655914,0.1993958594236367,0.8006041405763633,-0.8516844204579781,1.109979663929974,1.8039538069214494,10.710626963666966
Weekly,Thursday,,-1.250133197552048,5.066439726096328,0.37158469945355194,183,-0.24674786736588117,-0.30338177963804397,-33.22508346129569,0.37158469945355194,0.9887505044609985,0.011249495539001475,-1.989096595034154,-0.5111698000699421,-1.304228376342083,7.95257487343139
Weekly,Friday,,1.111302186869231,6.260200180537925,0.5543478260869565,184,0.1775186343599861,0.3150558663310522,-15.101361108575151,0.5543478260869565,0.9716804843828424,0.02831951561715763,0.20074124556675688,2.021863128171705,0.7017231766223788,1.7483700700322018
Quarterly,Q1,,0.022815605403624182,7.491435716192001,0.47317073170731705,205,0.0030455584574143107,0.00440639235028432,-35.29091503813042,0.47317073170731705,0.0,0.9638295541559334,-1.0088058083910871,1.0544370191983354,0.31754483679463624,6.699745106533046
Quarterly,Q2,,0.41918316557125573,5.524203958384674,0.4578313253012048,249,0.0758811891684442,0.14518475282646578,-13.618312409610777,0.4578313253012048,0.6623388874947341,0.33766111250526587,-0.27033021493028925,1.1086965460728007,1.0424153174237465,2.5319894125316242
Quarterly,Q3,,-0.38304533989428935,5.2245163225910956,0.45098039215686275,255,-0.07331689983204383,-0.12129528851266504,-13.002067513275476,0.45098039215686275,0.6283033637223417,0.37169663627765825,-1.0273605223702638,0.26126984258168506,0.31814860020742425,0.998132122291147
