Pattern_Type,Period,Period_Number,Average_Return,Std_Dev,Win_Rate,Sample_Size,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown,Consistency_Score,Statistical_Significance,P_Value,CI_Lower,CI_Upper,Skewness,Kurtosis
Monthly,January,,0.028350655366993428,2.450593710462936,0.5165094339622641,424,0.01156889256915532,0.017608967485494505,-8.345958508784001,0.5165094339622641,0.17050789724956084,0.8294921027504392,-0.20557662842747673,0.2622779391614636,0.1107243059819321,1.8919117234917264
Monthly,February,,0.06031934347687992,2.8314700736158454,0.48883374689826303,403,0.021303189477065842,0.03127654980752771,-13.034934431177442,0.48883374689826303,0.34213400732969435,0.6578659926703057,-0.21695969869592016,0.33759838564968003,0.7328571656383434,7.197870285449799
Monthly,March,,-0.04580882363596476,2.486802853074954,0.48148148148148145,459,-0.018420770098169115,-0.02685223269497442,-15.96408830247405,0.48148148148148145,0.28168099540199654,0.7183190045980035,-0.2739125019423971,0.18229485467046758,-0.08578477792922241,5.169351856568689
Monthly,April,,0.023388134682964166,2.3908351979784843,0.47465437788018433,434,0.009782411896369714,0.015471690411589679,-7.570633433602257,0.47465437788018433,0.14276117956555323,0.8572388204344468,-0.20217519153459135,0.24895146090051967,0.604168920923948,3.510016640324814
Monthly,May,,0.012000521964990343,2.598600095168681,0.5235955056179775,445,0.0046180718561896926,0.0060082027456793054,-19.784262226437136,0.5235955056179775,0.0739754853478164,0.9260245146521836,-0.23009848169251018,0.2540995256224909,-0.6801545035110778,8.926318366373748
Monthly,June,,-0.1330348593487527,2.360990364654876,0.4811529933481153,451,-0.05634705729440764,-0.08265389514606473,-8.016254656437145,0.4811529933481153,0.7028664991655461,0.2971335008344539,-0.3515208899632853,0.08545117126577989,0.05839541986319174,1.6358283436532366
Monthly,July,,-0.02810890036881306,2.4470867427290006,0.4892241379310345,464,-0.011486679192036284,-0.01334163148859148,-27.329758178402326,0.4892241379310345,0.17623545636428184,0.8237645436357182,-0.251350549707794,0.1951327489701679,-2.631381922431479,33.266928467880746
Monthly,August,,0.1076648932484995,3.148278365170572,0.4979508196721312,488,0.034198022144292274,0.055211898789707683,-18.607162040898523,0.4979508196721312,0.60628678402072,0.39371321597928,-0.1723569914709574,0.38768677796795636,1.8606971315830174,17.07554709204702
Monthly,September,,-0.03953538082400557,2.2544609550293067,0.47555555555555556,450,-0.017536511659609396,-0.026085686286700303,-11.781997772915567,0.47555555555555556,0.24374785573557478,0.7562521442644252,-0.24839611511548623,0.1693253534674751,0.07798792782417319,3.0245337922773476
Monthly,October,,0.08642580932208958,2.7002406305446724,0.5319148936170213,470,0.03200670649291593,0.04419860637316145,-14.0247135572762,0.5319148936170213,0.505757775274222,0.49424222472577795,-0.15832482527568026,0.33117644391985945,0.009373579192212706,5.026826485395317
Monthly,November,,0.07321280627090183,3.114062099488079,0.48259860788863107,431,0.02351038737568441,0.03731187054641209,-14.670644122769918,0.48259860788863107,0.41727970635431233,0.5827202936456877,-0.22160984027983238,0.368035452821636,1.1142460136457226,8.006325909647765
Monthly,December,,-0.1463279435653768,2.4593499002369597,0.43891402714932126,442,-0.059498627483335335,-0.08068109447144196,-11.805959904370813,0.43891402714932126,0.7427756433162946,0.25722435668370536,-0.37623421580521804,0.08357832867446446,0.15169739292987802,5.062357826358346
Weekly,Monday,,-0.14884643568932313,2.46484268870485,0.4646061814556331,1003,-0.06038780339670861,-0.08664219415760248,-15.96408830247405,0.4646061814556331,0.9041722046248227,0.0958277953751773,-0.30157200161512937,0.0038791302364831193,0.44867636554933255,8.310557994814406
Weekly,Tuesday,,-0.015018452187094588,2.3588040139446305,0.4772727272727273,1100,-0.006366977543835537,-0.009768767911379306,-11.19261588915173,0.4772727272727273,0.13966100767147993,0.8603389923285201,-0.15456598538350858,0.1245290810093194,0.415284172638148,3.501435269110237
Weekly,Wednesday,,0.04254149829640352,2.7892597628583613,0.49727272727272726,1100,0.015251895453727153,0.02084177128212393,-27.329758178402326,0.49727272727272726,0.3721865259230581,0.6278134740769419,-0.12247192250916056,0.2075549191019676,0.03226099669439629,16.935844893555178
Weekly,Thursday,,0.07265741475429463,2.8745845667945256,0.5138632162661737,1082,0.025275796577213086,0.0344577825970423,-19.784262226437136,0.5138632162661737,0.5865011192963534,0.4134988807036466,-0.09881571720741225,0.2441305467160015,-0.002759318366959611,8.282990638874976
