Ticker,Strategy Type,Short Window,Long Window,Signal Entry,Total Trades,Signal Window,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
SPY,SMA,58,61,true,162,0,0.03008888944421685,47.20496894409938,1.3531502269126485,0.8058514696628072,0.4784405631681173,-0.8478496727189196,33 days 12:40:14.906832297,0.013717902552580728,0.4198445020362829,0.8370973713439468,0.338332308995788,0,8103,8104 days 00:00:00,1000.0,2567.1007944278117,156.71007944278114,1029.968730552101,100.0,517.7295321695992,45.46803349962277,2572 days 00:00:00,161,1,-2.5671007944274606,32.7347741935484,-20.653663379180173,5.230134984592412,-3.1499784966271918,49 days 15:28:25.263157894,19 days 02:49:24.705882353,9.749490032436277,0.35376993018873193,0.09540024555113963,1.0673089069411779,-0.9753028784790819,15.948977624723454,0.9506691188924502,0.562970106075217,-0.012838240540376949,None,None,0.00014881471954929332,0.037501309326421914,1.567100794427796,0.029750322960062414,0.1275767918901057,11736.488095238095
