Fast Period,Slow Period,Signal Period,Signal
5,8,8,1
5,8,9,1
5,8,10,1
5,8,11,1
5,8,12,1
5,8,13,1
5,8,14,1
5,8,15,1
5,8,16,1
5,8,17,1
5,8,18,1
5,9,2,1
5,9,3,1
5,9,4,1
5,9,5,1
5,9,6,1
5,9,7,1
5,9,8,1
5,9,9,1
5,9,10,1
5,9,11,1
5,9,12,1
5,9,13,1
5,9,14,1
5,9,15,1
5,9,16,1
5,10,2,1
5,10,3,1
5,10,4,1
5,10,5,1
5,10,6,1
5,10,7,1
5,10,8,1
5,10,9,1
5,10,10,1
5,10,11,1
5,10,12,1
5,10,13,1
5,10,14,1
5,11,2,1
5,11,3,1
5,11,4,1
5,11,5,1
5,11,6,1
5,11,7,1
5,11,8,1
5,11,9,1
5,11,10,1
5,11,11,1
5,11,12,1
5,11,13,1
5,12,2,1
5,12,3,1
5,12,4,1
5,12,5,1
5,12,6,1
5,12,7,1
5,12,8,1
5,12,9,1
5,12,10,1
5,12,11,1
5,12,12,1
5,13,2,1
5,13,3,1
5,13,4,1
5,13,5,1
5,13,6,1
5,13,7,1
5,13,8,1
5,13,9,1
5,13,10,1
5,13,11,1
5,14,2,1
5,14,3,1
5,14,4,1
5,14,5,1
5,14,6,1
5,14,7,1
5,14,8,1
5,14,9,1
5,14,10,1
5,15,2,1
5,15,3,1
5,15,4,1
5,15,5,1
5,15,6,1
5,15,7,1
5,15,8,1
5,15,9,1
5,16,2,1
5,16,3,1
5,16,4,1
5,16,5,1
5,16,6,1
5,16,7,1
5,16,8,1
5,16,9,1
5,17,2,1
5,17,3,1
5,17,4,1
5,17,5,1
5,17,6,1
5,17,7,1
5,17,8,1
5,18,2,1
5,18,3,1
5,18,4,1
5,18,5,1
5,18,6,1
5,18,7,1
5,18,8,1
5,19,2,1
5,19,3,1
5,19,4,1
5,19,5,1
5,19,6,1
5,19,7,1
5,20,2,1
5,20,3,1
5,20,4,1
5,20,5,1
5,20,6,1
5,20,7,1
5,21,2,1
5,21,3,1
5,21,4,1
5,21,5,1
5,21,6,1
5,22,2,1
5,22,3,1
5,22,4,1
5,22,5,1
5,22,6,1
5,23,2,1
5,23,3,1
5,23,4,1
5,23,5,1
5,23,6,1
5,24,2,1
5,24,3,1
5,24,4,1
5,24,5,1
5,25,2,1
5,25,3,1
5,25,4,1
5,25,5,1
5,26,2,1
5,26,3,1
5,26,4,1
5,26,5,1
5,27,2,1
5,27,3,1
5,27,4,1
5,28,2,1
5,28,3,1
5,28,4,1
5,29,2,1
5,29,3,1
5,29,4,1
5,30,2,1
5,30,3,1
5,31,3,1
6,7,2,1
6,7,3,1
6,7,4,1
6,7,5,1
6,7,6,1
6,7,7,1
6,7,8,1
6,7,9,1
6,7,10,1
6,7,11,1
6,7,12,1
6,7,13,1
6,7,14,1
6,7,15,1
6,7,16,1
6,7,17,1
6,7,18,1
6,8,2,1
6,8,3,1
6,8,4,1
6,8,5,1
6,8,6,1
6,8,7,1
6,8,8,1
6,8,9,1
6,8,10,1
6,8,11,1
6,8,12,1
6,8,13,1
6,8,14,1
6,8,15,1
6,8,16,1
6,9,2,1
6,9,3,1
6,9,4,1
6,9,5,1
6,9,6,1
6,9,7,1
6,9,8,1
6,9,9,1
6,9,10,1
6,9,11,1
6,9,12,1
6,9,13,1
6,9,14,1
6,10,2,1
6,10,3,1
6,10,4,1
6,10,5,1
6,10,6,1
6,10,7,1
6,10,8,1
6,10,9,1
6,10,10,1
6,10,11,1
6,10,12,1
6,10,13,1
6,11,2,1
6,11,3,1
6,11,4,1
6,11,5,1
6,11,6,1
6,11,7,1
6,11,8,1
6,11,9,1
6,11,10,1
6,11,11,1
6,12,2,1
6,12,3,1
6,12,4,1
6,12,5,1
6,12,6,1
6,12,7,1
6,12,8,1
6,12,9,1
6,12,10,1
6,13,2,1
6,13,3,1
6,13,4,1
6,13,5,1
6,13,6,1
6,13,7,1
6,13,8,1
6,13,9,1
6,13,10,1
6,14,2,1
6,14,3,1
6,14,4,1
6,14,5,1
6,14,6,1
6,14,7,1
6,14,8,1
6,14,9,1
6,15,2,1
6,15,3,1
6,15,4,1
6,15,5,1
6,15,6,1
6,15,7,1
6,15,8,1
6,16,2,1
6,16,3,1
6,16,4,1
6,16,5,1
6,16,6,1
6,16,7,1
6,16,8,1
6,17,2,1
6,17,3,1
6,17,4,1
6,17,5,1
6,17,6,1
6,17,7,1
6,18,2,1
6,18,3,1
6,18,4,1
6,18,5,1
6,18,6,1
6,18,7,1
6,19,2,1
6,19,3,1
6,19,4,1
6,19,5,1
6,19,6,1
6,20,2,1
6,20,3,1
6,20,4,1
6,20,5,1
6,20,6,1
6,21,2,1
6,21,3,1
6,21,4,1
6,21,5,1
6,22,2,1
6,22,3,1
6,22,4,1
6,22,5,1
6,23,2,1
6,23,3,1
6,23,4,1
6,23,5,1
6,24,2,1
6,24,3,1
6,24,4,1
6,25,2,1
6,25,3,1
6,25,4,1
6,26,2,1
6,26,3,1
6,26,4,1
6,27,2,1
6,27,3,1
6,28,2,1
6,28,3,1
7,8,2,1
7,8,3,1
7,8,4,1
7,8,5,1
7,8,6,1
7,8,7,1
7,8,8,1
7,8,9,1
7,8,10,1
7,8,11,1
7,8,12,1
7,8,13,1
7,8,14,1
7,9,2,1
7,9,3,1
7,9,4,1
7,9,5,1
7,9,6,1
7,9,7,1
7,9,8,1
7,9,9,1
7,9,10,1
7,9,11,1
7,9,12,1
7,10,2,1
7,10,3,1
7,10,4,1
7,10,5,1
7,10,6,1
7,10,7,1
7,10,8,1
7,10,9,1
7,10,10,1
7,10,11,1
7,11,2,1
7,11,3,1
7,11,4,1
7,11,5,1
7,11,6,1
7,11,7,1
7,11,8,1
7,11,9,1
7,11,10,1
7,12,2,1
7,12,3,1
7,12,4,1
7,12,5,1
7,12,6,1
7,12,7,1
7,12,8,1
7,12,9,1
7,13,2,1
7,13,3,1
7,13,4,1
7,13,5,1
7,13,6,1
7,13,7,1
7,13,8,1
7,14,2,1
7,14,3,1
7,14,4,1
7,14,5,1
7,14,6,1
7,14,7,1
7,14,8,1
7,15,2,1
7,15,3,1
7,15,4,1
7,15,5,1
7,15,6,1
7,15,7,1
7,16,2,1
7,16,3,1
7,16,4,1
7,16,5,1
7,16,6,1
7,16,7,1
7,17,2,1
7,17,3,1
7,17,4,1
7,17,5,1
7,17,6,1
7,18,2,1
7,18,3,1
7,18,4,1
7,18,5,1
7,18,6,1
7,19,2,1
7,19,3,1
7,19,4,1
7,19,5,1
7,20,2,1
7,20,3,1
7,20,4,1
7,20,5,1
7,21,2,1
7,21,3,1
7,21,4,1
7,22,2,1
7,22,3,1
7,22,4,1
7,23,2,1
7,23,3,1
7,23,4,1
7,24,2,1
7,24,3,1
7,25,2,1
7,25,3,1
7,26,2,1
8,9,2,1
8,9,3,1
8,9,4,1
8,9,5,1
8,9,6,1
8,9,7,1
8,9,8,1
8,9,9,1
8,9,10,1
8,9,11,1
8,10,2,1
8,10,3,1
8,10,4,1
8,10,5,1
8,10,6,1
8,10,7,1
8,10,8,1
8,10,9,1
8,10,10,1
8,11,2,1
8,11,3,1
8,11,4,1
8,11,5,1
8,11,6,1
8,11,7,1
8,11,8,1
8,11,9,1
8,12,2,1
8,12,3,1
8,12,4,1
8,12,5,1
8,12,6,1
8,12,7,1
8,12,8,1
8,13,2,1
8,13,3,1
8,13,4,1
8,13,5,1
8,13,6,1
8,13,7,1
8,14,2,1
8,14,3,1
8,14,4,1
8,14,5,1
8,14,6,1
8,14,7,1
8,15,2,1
8,15,3,1
8,15,4,1
8,15,5,1
8,15,6,1
8,16,2,1
8,16,3,1
8,16,4,1
8,16,5,1
8,16,6,1
8,17,2,1
8,17,3,1
8,17,4,1
8,17,5,1
8,18,2,1
8,18,3,1
8,18,4,1
8,18,5,1
8,19,2,1
8,19,3,1
8,19,4,1
8,20,2,1
8,20,3,1
8,20,4,1
8,21,2,1
8,21,3,1
8,22,2,1
8,22,3,1
8,23,2,1
8,23,3,1
9,10,2,1
9,10,3,1
9,10,4,1
9,10,5,1
9,10,6,1
9,10,7,1
9,10,8,1
9,10,9,1
9,11,2,1
9,11,3,1
9,11,4,1
9,11,5,1
9,11,6,1
9,11,7,1
9,11,8,1
9,12,2,1
9,12,3,1
9,12,4,1
9,12,5,1
9,12,6,1
9,12,7,1
9,13,2,1
9,13,3,1
9,13,4,1
9,13,5,1
9,13,6,1
9,14,2,1
9,14,3,1
9,14,4,1
9,14,5,1
9,14,6,1
9,15,2,1
9,15,3,1
9,15,4,1
9,15,5,1
9,16,2,1
9,16,3,1
9,16,4,1
9,16,5,1
9,17,2,1
9,17,3,1
9,17,4,1
9,18,2,1
9,18,3,1
9,18,4,1
9,19,2,1
9,19,3,1
9,20,2,1
9,20,3,1
9,21,2,1
10,11,2,1
10,11,3,1
10,11,4,1
10,11,5,1
10,11,6,1
10,11,7,1
10,12,2,1
10,12,3,1
10,12,4,1
10,12,5,1
10,12,6,1
10,13,2,1
10,13,3,1
10,13,4,1
10,13,5,1
10,13,6,1
10,14,2,1
10,14,3,1
10,14,4,1
10,14,5,1
10,15,2,1
10,15,3,1
10,15,4,1
10,16,2,1
10,16,3,1
10,16,4,1
10,17,2,1
10,17,3,1
10,17,4,1
10,18,2,1
10,18,3,1
10,19,2,1
11,12,2,1
11,12,3,1
11,12,4,1
11,12,5,1
11,13,2,1
11,13,3,1
11,13,4,1
11,13,5,1
11,14,2,1
11,14,3,1
11,14,4,1
11,15,2,1
11,15,3,1
11,15,4,1
11,16,2,1
11,16,3,1
11,17,2,1
11,17,3,1
11,18,2,1
12,13,2,1
12,13,3,1
12,13,4,1
12,14,2,1
12,14,3,1
12,14,4,1
12,15,2,1
12,15,3,1
12,16,2,1
13,14,2,1
13,14,3,1
13,15,2,1
