Metric Type,Short Window,Long Window,Ticker,Strategy Type,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Most Total Return [%],22,23,CARR,SMA,0,true,false,1,79,1.2803214332178632,52.56410256410257,1.8811400545183825,2.0609064014627934,2.4334567391286464,-0.3827605527734963,9 days 18:27:41.538461537,0.040673757397674135,1.2530211480362536,2.490181268882175,2.5823593051561735,0,1324,1325 days 00:00:00,1000.0,4116.544653921268,311.6544653921268,504.91663614908475,100.0,550.4668014377836,28.85510287594067,378 days 00:00:00,78,-4.116544653920755,30.54264396118486,-10.552412519186277,6.142582776970918,-2.4620322849110745,15 days 04:05:51.219512195,3 days 18:48:38.918918918,40.008476904810074,1.5280228889438165,1.651978281036007,1.3225536174830685,0.4227715996073468,4.336154775633341,1.3971093361156937,0.9466357308584689,-0.020694183036561332,,,0.0011760343223716386,0.29636064923765293,3.116544653921272,0.30881175651755743,0.2334193415221865,0,79,1917.6984126984125,,,,
Most Total Fees Paid,22,23,CARR,SMA,0,true,false,1,79,1.2803214332178632,52.56410256410257,1.8811400545183825,2.0609064014627934,2.4334567391286464,-0.3827605527734963,9 days 18:27:41.538461537,0.040673757397674135,1.2530211480362536,2.490181268882175,2.5823593051561735,0,1324,1325 days 00:00:00,1000.0,4116.544653921268,311.6544653921268,504.91663614908475,100.0,550.4668014377836,28.85510287594067,378 days 00:00:00,78,-4.116544653920755,30.54264396118486,-10.552412519186277,6.142582776970918,-2.4620322849110745,15 days 04:05:51.219512195,3 days 18:48:38.918918918,40.008476904810074,1.5280228889438165,1.651978281036007,1.3225536174830685,0.4227715996073468,4.336154775633341,1.3971093361156937,0.9466357308584689,-0.020694183036561332,,,0.0011760343223716386,0.29636064923765293,3.116544653921272,0.30881175651755743,0.2334193415221865,0,79,1917.6984126984125,,,,
Least Max Drawdown [%],22,23,CARR,SMA,0,true,false,1,79,1.2803214332178632,52.56410256410257,1.8811400545183825,2.0609064014627934,2.4334567391286464,-0.3827605527734963,9 days 18:27:41.538461537,0.040673757397674135,1.2530211480362536,2.490181268882175,2.5823593051561735,0,1324,1325 days 00:00:00,1000.0,4116.544653921268,311.6544653921268,504.91663614908475,100.0,550.4668014377836,28.85510287594067,378 days 00:00:00,78,-4.116544653920755,30.54264396118486,-10.552412519186277,6.142582776970918,-2.4620322849110745,15 days 04:05:51.219512195,3 days 18:48:38.918918918,40.008476904810074,1.5280228889438165,1.651978281036007,1.3225536174830685,0.4227715996073468,4.336154775633341,1.3971093361156937,0.9466357308584689,-0.020694183036561332,,,0.0011760343223716386,0.29636064923765293,3.116544653921272,0.30881175651755743,0.2334193415221865,0,79,1917.6984126984125,,,,
Most Worst Trade [%],22,23,CARR,SMA,0,true,false,1,79,1.2803214332178632,52.56410256410257,1.8811400545183825,2.0609064014627934,2.4334567391286464,-0.3827605527734963,9 days 18:27:41.538461537,0.040673757397674135,1.2530211480362536,2.490181268882175,2.5823593051561735,0,1324,1325 days 00:00:00,1000.0,4116.544653921268,311.6544653921268,504.91663614908475,100.0,550.4668014377836,28.85510287594067,378 days 00:00:00,78,-4.116544653920755,30.54264396118486,-10.552412519186277,6.142582776970918,-2.4620322849110745,15 days 04:05:51.219512195,3 days 18:48:38.918918918,40.008476904810074,1.5280228889438165,1.651978281036007,1.3225536174830685,0.4227715996073468,4.336154775633341,1.3971093361156937,0.9466357308584689,-0.020694183036561332,,,0.0011760343223716386,0.29636064923765293,3.116544653921272,0.30881175651755743,0.2334193415221865,0,79,1917.6984126984125,,,,
Most Avg Losing Trade [%],22,23,CARR,SMA,0,true,false,1,79,1.2803214332178632,52.56410256410257,1.8811400545183825,2.0609064014627934,2.4334567391286464,-0.3827605527734963,9 days 18:27:41.538461537,0.040673757397674135,1.2530211480362536,2.490181268882175,2.5823593051561735,0,1324,1325 days 00:00:00,1000.0,4116.544653921268,311.6544653921268,504.91663614908475,100.0,550.4668014377836,28.85510287594067,378 days 00:00:00,78,-4.116544653920755,30.54264396118486,-10.552412519186277,6.142582776970918,-2.4620322849110745,15 days 04:05:51.219512195,3 days 18:48:38.918918918,40.008476904810074,1.5280228889438165,1.651978281036007,1.3225536174830685,0.4227715996073468,4.336154775633341,1.3971093361156937,0.9466357308584689,-0.020694183036561332,,,0.0011760343223716386,0.29636064923765293,3.116544653921272,0.30881175651755743,0.2334193415221865,0,79,1917.6984126984125,,,,
Most Sharpe Ratio,22,23,CARR,SMA,0,true,false,1,79,1.2803214332178632,52.56410256410257,1.8811400545183825,2.0609064014627934,2.4334567391286464,-0.3827605527734963,9 days 18:27:41.538461537,0.040673757397674135,1.2530211480362536,2.490181268882175,2.5823593051561735,0,1324,1325 days 00:00:00,1000.0,4116.544653921268,311.6544653921268,504.91663614908475,100.0,550.4668014377836,28.85510287594067,378 days 00:00:00,78,-4.116544653920755,30.54264396118486,-10.552412519186277,6.142582776970918,-2.4620322849110745,15 days 04:05:51.219512195,3 days 18:48:38.918918918,40.008476904810074,1.5280228889438165,1.651978281036007,1.3225536174830685,0.4227715996073468,4.336154775633341,1.3971093361156937,0.9466357308584689,-0.020694183036561332,,,0.0011760343223716386,0.29636064923765293,3.116544653921272,0.30881175651755743,0.2334193415221865,0,79,1917.6984126984125,,,,
Most Calmar Ratio,22,23,CARR,SMA,0,true,false,1,79,1.2803214332178632,52.56410256410257,1.8811400545183825,2.0609064014627934,2.4334567391286464,-0.3827605527734963,9 days 18:27:41.538461537,0.040673757397674135,1.2530211480362536,2.490181268882175,2.5823593051561735,0,1324,1325 days 00:00:00,1000.0,4116.544653921268,311.6544653921268,504.91663614908475,100.0,550.4668014377836,28.85510287594067,378 days 00:00:00,78,-4.116544653920755,30.54264396118486,-10.552412519186277,6.142582776970918,-2.4620322849110745,15 days 04:05:51.219512195,3 days 18:48:38.918918918,40.008476904810074,1.5280228889438165,1.651978281036007,1.3225536174830685,0.4227715996073468,4.336154775633341,1.3971093361156937,0.9466357308584689,-0.020694183036561332,,,0.0011760343223716386,0.29636064923765293,3.116544653921272,0.30881175651755743,0.2334193415221865,0,79,1917.6984126984125,,,,
Most Omega Ratio,22,23,CARR,SMA,0,true,false,1,79,1.2803214332178632,52.56410256410257,1.8811400545183825,2.0609064014627934,2.4334567391286464,-0.3827605527734963,9 days 18:27:41.538461537,0.040673757397674135,1.2530211480362536,2.490181268882175,2.5823593051561735,0,1324,1325 days 00:00:00,1000.0,4116.544653921268,311.6544653921268,504.91663614908475,100.0,550.4668014377836,28.85510287594067,378 days 00:00:00,78,-4.116544653920755,30.54264396118486,-10.552412519186277,6.142582776970918,-2.4620322849110745,15 days 04:05:51.219512195,3 days 18:48:38.918918918,40.008476904810074,1.5280228889438165,1.651978281036007,1.3225536174830685,0.4227715996073468,4.336154775633341,1.3971093361156937,0.9466357308584689,-0.020694183036561332,,,0.0011760343223716386,0.29636064923765293,3.116544653921272,0.30881175651755743,0.2334193415221865,0,79,1917.6984126984125,,,,
Most Sortino Ratio,22,23,CARR,SMA,0,true,false,1,79,1.2803214332178632,52.56410256410257,1.8811400545183825,2.0609064014627934,2.4334567391286464,-0.3827605527734963,9 days 18:27:41.538461537,0.040673757397674135,1.2530211480362536,2.490181268882175,2.5823593051561735,0,1324,1325 days 00:00:00,1000.0,4116.544653921268,311.6544653921268,504.91663614908475,100.0,550.4668014377836,28.85510287594067,378 days 00:00:00,78,-4.116544653920755,30.54264396118486,-10.552412519186277,6.142582776970918,-2.4620322849110745,15 days 04:05:51.219512195,3 days 18:48:38.918918918,40.008476904810074,1.5280228889438165,1.651978281036007,1.3225536174830685,0.4227715996073468,4.336154775633341,1.3971093361156937,0.9466357308584689,-0.020694183036561332,,,0.0011760343223716386,0.29636064923765293,3.116544653921272,0.30881175651755743,0.2334193415221865,0,79,1917.6984126984125,,,,
Median Avg Winning Trade [%],22,24,CARR,SMA,0,true,false,1,57,1.2380719544536634,53.57142857142857,2.085854077204213,2.7679054560971355,2.2472950966524508,-0.4225875613008678,13 days 15:25:42.857142855,0.029201671977817326,0.9040785498489425,1.7922960725075527,2.502403950867274,0,1324,1325 days 00:00:00,1000.0,3915.4514621860544,291.54514621860545,504.91663614908475,100.0,371.26769214679507,29.960556085115936,357 days 00:00:00,56,-3.9154514621855014,30.54264396118484,-11.431232784354224,7.625777995685863,-2.8373320895821643,19 days 19:12:00,6 days 12:55:23.076923076,52.13155202943285,1.4497239894616887,1.5234923684554624,1.3086576503819534,0.17505232943449175,5.046169457460975,1.321519150631408,0.9902676399026763,-0.02084796984647465,,,0.0011439916508437962,0.28828589601263666,2.915451462186056,0.2964041007409901,0.23932288634219948,0,57,1917.6984126984125,,,,
