TICKER,SHORT_WINDOW,LONG_WINDOW,SIGNAL_PERIOD,BASE_DIR,USE_SMA,USE_HOURLY,REFRESH,USE_RSI,RSI_PERIOD,RSI_THRESHOLD,STOP_LOSS
FET-USD,42,54,.,True,False,True,,,,
FTM-USD,65,82,.,False,True,True,,,,
VIRTUAL-USD,3,10,.,True,False,True,,,,
NEAR-USD,41,54,.,False,True,True,,,,
