Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
CRWD,SMA,2,3,0,true,1,262,0.29117707447856317,42.1455938697318,1.3349452412445526,0.784674691013884,1.685013221244063,-0.3292505392130662,3 days 00:44:08.275862067,0.12275017729834645,3.747956403269755,7.481607629427794,2.940926532669203,0,1468,1469 days 00:00:00,1000.0,4708.319388832706,370.83193888327054,552.862075279501,100.0,1335.4874977481086,49.30672756079012,593 days 00:00:00,261,-4.708319388832024,51.54731496373471,-11.125641160705396,5.76294084316389,-2.8418768105523453,4 days 11:07:38.181818181,1 days 23:40:55.629139072,14.226159801615061,1.051100643521248,0.9523145133737957,1.2242773645782556,0.9005028225621055,7.887133664674061,1.9170391903883923,0.3871576959395656,-0.03654909514578271,None,None,0.0013538377084628842,0.3411671025326468,3.708319388832714,0.3044485802065964,0.39063307018853605,2126.2698412698414
CRWD,SMA,2,42,0,true,1,35,1.2720238825514414,44.11764705882353,2.781171538930473,6.500487278324106,1.601381941793947,-0.37673550672011535,26 days 06:21:10.588235293,0.015990444552275017,0.5006811989100818,0.9870572207084469,3.254671764011048,0,1468,1469 days 00:00:00,1000.0,4445.793012027436,344.57930120274364,552.862075279501,100.0,141.27505394132555,40.34705794909606,707 days 00:00:00,34,-4.445793012027025,95.71085701738642,-15.013624451449708,22.231592249923313,-5.918806120306846,50 days 00:00:00,7 days 12:37:53.684210526,101.47761191292537,1.0557646590976857,1.1122366331438778,1.209179088124639,0.3353874715566536,4.976462024066568,1.1656281463913365,0.47342026078234706,-0.037553627525820935,None,None,0.00128517392269172,0.32386382851831347,3.4457930120274467,0.291673133390588,0.36918282365049104,2126.2698412698414
CRWD,SMA,2,43,0,true,1,36,0.47479249641283305,40.0,2.460862203633568,5.858954209315541,1.4297113107360118,-0.5012953466252486,25 days 13:42:51.428571428,0.016460751744988986,0.5149863760217984,1.0156675749318802,3.017281595533072,0,1468,1469 days 00:00:00,1000.0,3757.148896163093,275.7148896163093,552.862075279501,100.0,124.23048057350307,41.89113965020732,713 days 00:00:00,35,-3.757148896162562,96.01112735711932,-15.013624451449717,23.834918874546496,-6.125022234171763,51 days 22:17:08.571428571,8 days 00:00:00,78.8830298588359,0.9560277599086217,0.9296042815701281,1.1883154508867517,0.22183692231457275,5.222967013257439,1.1481187337320211,0.47489959839357426,-0.03810724795173704,None,None,0.0011773609991613226,0.2966949717886533,2.7571488961630966,0.2549147961985052,0.3734959054480156,2126.2698412698414
CRWD,SMA,2,44,0,true,1,34,0.5273077699974299,39.39393939393939,2.747380484100742,6.223615782336671,1.4616360162164987,-0.4790662701957705,27 days 04:21:49.090909090,0.015520137359561046,0.48637602179836514,0.9584468664850138,3.02701748541443,0,1468,1469 days 00:00:00,1000.0,3880.045029426572,288.00450294265715,552.862075279501,100.0,117.55838445650174,40.04239585741903,701 days 00:00:00,33,-3.880045029426128,89.36256195285546,-18.616088773535612,24.977062508455404,-5.966124589640505,54 days 09:13:50.769230769,9 days 12:00:00,87.39166892290903,0.9764553653015072,1.0003846708028739,1.19226107120543,0.22642664223175268,5.26577131830022,1.142060605049414,0.477867203219316,-0.03769344942963134,None,None,0.0011965260655190002,0.30152456851078807,2.880045029426567,0.2618628693729561,0.3716348819111403,2126.2698412698414
CRWD,SMA,2,45,0,true,1,36,0.22296453513058173,34.285714285714285,2.07763021404334,5.090061284606298,1.245919579981463,-0.6360357052540832,25 days 14:23:59.999999999,0.016460751744988986,0.5149863760217984,1.0156675749318802,2.6213122146882575,0,1468,1469 days 00:00:00,1000.0,3012.220553208676,201.22205532086758,552.862075279501,100.0,109.81822411438803,43.34115020391806,711 days 00:00:00,35,-3.012220553208408,89.36256195285549,-14.431956277368341,26.305150143948225,-5.978680728963402,58 days 00:00:00,8 days 16:41:44.347826086,57.57807925033954,0.8375895788135065,0.7272282918659492,1.1628019114722536,0.22444444230532992,5.341516579978397,1.1405354918908714,0.4704704704704705,-0.037693449429631404,None,None,0.001021539399422658,0.2574279286545098,2.012220553208656,0.20823318369275623,0.3698882697802595,2126.2698412698414
CRWD,SMA,2,46,0,true,1,35,0.2765768701671449,35.294117647058826,2.224597926665915,5.4683914594530485,1.304086563652774,-0.5968815685663305,26 days 09:52:56.470588234,0.015990444552275017,0.5006811989100818,0.9870572207084469,2.7379207920286044,0,1468,1469 days 00:00:00,1000.0,3228.688925858358,222.8688925858358,552.862075279501,100.0,110.17629932329271,44.56483348684957,708 days 00:00:00,34,-3.228688925858023,89.36256195285543,-14.431956277368355,26.652386063540117,-6.0865146882308085,60 days 00:00:00,8 days 02:10:54.545454545,65.64463572894755,0.8767135507687905,0.7585892557169631,1.1707550783884753,0.21451512612184245,5.346884050469495,1.131235919624309,0.4763819095477386,-0.03769344942963131,None,None,0.0010684291560658515,0.2692441473285946,2.228688925858364,0.22270316687340408,0.3696023418193141,2126.2698412698414
CRWD,SMA,2,68,0,true,1,31,0.15461121781896853,30.0,1.8533163517017197,6.094208045433602,1.2269994086322749,-0.6452328342304859,29 days 19:59:59.999999999,0.014109215781419132,0.4434604904632153,0.8726158038147139,2.7025404888128577,0,1468,1469 days 00:00:00,1000.0,2961.373115083603,196.13731150836028,552.862075279501,100.0,131.9214942754459,54.891146994063064,991 days 00:00:00,30,-2.961373115083461,113.86775682208669,-11.066439305442804,31.70078338989626,-4.88003853076468,77 days 05:20:00.000000001,9 days 12:34:17.142857142,65.47781627328959,0.8324165239974113,0.5640937829842483,1.1625034301743657,0.16321987936684013,5.549045714754786,1.1013190391125576,0.477867203219316,-0.0365119106371218,None,None,0.0010045362067648712,0.25314312410474754,1.9613731150835942,0.2047097234925983,0.36599201029360057,2126.2698412698414
CRWD,SMA,2,69,0,true,1,31,0.16608864451090874,30.0,1.8977740890625798,6.224455883684588,1.260271806869313,-0.623825394345327,29 days 21:35:59.999999999,0.014109215781419132,0.4434604904632153,0.8726158038147139,2.760300259045413,0,1468,1469 days 00:00:00,1000.0,3079.726731496904,207.9726731496904,552.862075279501,100.0,135.204167795304,53.088336041834275,964 days 00:00:00,30,-3.079726731496521,113.86775682208669,-11.066439305442804,31.96036023924495,-4.805217411555568,78 days 21:20:00,8 days 21:42:51.428571428,69.4268819409467,0.8524040017114836,0.6073870607285585,1.1665483216734476,0.1815523952838869,5.479675319343438,1.10528002746791,0.4793554884189325,-0.0367343726034334,None,None,0.0010338111350077152,0.26052040602194426,2.079726731496901,0.2128356489763965,0.36782600334066495,2126.2698412698414
CRWD,SMA,2,70,0,true,1,31,0.15868732664716165,30.0,1.8629386284587046,6.150322357724094,1.2414121820378505,-0.6361733557372342,29 days 19:59:59.999999999,0.014109215781419132,0.4434604904632153,0.8726158038147139,2.7274249692632053,0,1468,1469 days 00:00:00,1000.0,3011.4595358908946,201.14595358908946,552.862075279501,100.0,132.60671936866441,54.1282100367841,991 days 00:00:00,30,-3.0114595358904808,113.86775682208669,-11.066439305442804,31.960360239244945,-4.911122448641985,78 days 21:20:00,8 days 19:25:42.857142857,67.14903318089286,0.8401032097527337,0.5821484559565202,1.1642780553350127,0.182428758065576,5.503880329259714,1.1030002629489615,0.477867203219316,-0.0367343726034334,None,None,0.0010181542149463464,0.2565748621664793,2.0114595358908813,0.20818081367383456,0.36755947463516864,2126.2698412698414
CRWD,SMA,2,71,0,true,1,31,0.14006894735518058,30.0,1.7592491661686056,5.985573774485694,1.1922817850558796,-0.6669145556372846,29 days 19:11:59.999999998,0.014109215781419132,0.4434604904632153,0.8726158038147139,2.6543654817371847,0,1468,1469 days 00:00:00,1000.0,2841.5031001576554,184.15031001576557,552.862075279501,100.0,128.94304842387822,57.0398228775721,997 days 00:00:00,30,-2.841503100157297,113.86775682208669,-11.066439305442799,32.21526187914476,-5.255721127511048,78 days 18:39:59.999999999,8 days 19:25:42.857142857,61.47815344192705,0.8080173477200344,0.5193927437113086,1.157833353518492,0.18292921482972196,5.550892546544348,1.0992088799226198,0.4763819095477386,-0.03673437260343345,None,None,0.0009777789759570614,0.24640030194117946,1.8415031001576496,0.19620065708229872,0.3670005478547753,2126.2698412698414
