Date,Portfolio_Value,Normalized_Value
2014-12-30,1000.0,1.0
2014-12-31,999.679807006836,0.999679807006836
2015-01-01,993.6659736531575,0.9936659736531575
2015-01-02,994.2749892239042,0.9942749892239042
2015-01-03,967.6508048400879,0.9676508048400878
2015-01-04,967.6508048400879,0.9676508048400878
2015-01-05,967.6508048400879,0.9676508048400878
2015-01-06,967.6508048400879,0.9676508048400878
2015-01-07,967.6508048400879,0.9676508048400878
2015-01-08,967.6508048400879,0.9676508048400878
2015-01-09,967.6508048400879,0.9676508048400878
2015-01-10,967.6508048400879,0.9676508048400878
2015-01-11,967.6508048400879,0.9676508048400878
2015-01-12,967.6508048400879,0.9676508048400878
2015-01-13,967.6508048400879,0.9676508048400878
2015-01-14,967.6508048400879,0.9676508048400878
2015-01-15,967.6508048400879,0.9676508048400878
2015-01-16,967.6508048400879,0.9676508048400878
2015-01-17,967.6508048400879,0.9676508048400878
2015-01-18,967.6508048400879,0.9676508048400878
2015-01-19,967.6508048400879,0.9676508048400878
2015-01-20,967.6508048400879,0.9676508048400878
2015-01-21,967.6508048400879,0.9676508048400878
2015-01-22,967.6508048400879,0.9676508048400878
2015-01-23,967.4179258422851,0.967417925842285
2015-01-24,982.26200466156,0.98226200466156
2015-01-25,991.0685079574585,0.9910685079574585
2015-01-26,1020.7009923934936,1.0207009923934935
2015-01-27,1005.704013633728,1.005704013633728
2015-01-28,961.3639944076538,0.9613639944076537
2015-01-29,960.7610052108764,0.9607610052108764
2015-01-30,950.1290090560913,0.9501290090560912
2015-01-31,936.6875112533569,0.9366875112533569
2015-02-01,950.94950466156,0.95094950466156
2015-02-02,967.8350103378295,0.9678350103378296
2015-02-03,951.3935125350952,0.9513935125350952
2015-02-04,950.7709997177124,0.9507709997177124
2015-02-05,935.9408821334839,0.9359408821334839
2015-02-06,938.5183891525269,0.9385183891525268
2015-02-07,941.1485078201295,0.9411485078201295
2015-02-08,936.8065125808716,0.9368065125808717
2015-02-09,933.3944556274414,0.9333944556274414
2015-02-10,933.1490380783081,0.9331490380783081
2015-02-11,933.1490380783081,0.9331490380783081
2015-02-12,933.1490380783081,0.9331490380783081
2015-02-13,932.913611076355,0.932913611076355
2015-02-14,954.8076235275269,0.9548076235275269
2015-02-15,932.3116060714722,0.9323116060714721
2015-02-16,931.3296114425659,0.9313296114425659
2015-02-17,941.0966097335815,0.9410966097335816
2015-02-18,933.8126131515503,0.9338126131515503
2015-02-19,937.7696138839722,0.9377696138839722
2015-02-20,941.2656160812378,0.9412656160812378
2015-02-21,942.0206057052612,0.9420206057052612
2015-02-22,933.4636141281128,0.9334636141281127
2015-02-23,936.3786074142456,0.9363786074142456
2015-02-24,936.2216097335815,0.9362216097335816
2015-02-25,934.9566103439331,0.9349566103439331
2015-02-26,933.9126039962769,0.9339126039962768
2015-02-27,951.1876980514527,0.9511876980514526
2015-02-28,951.7893417892457,0.9517893417892457
2015-03-01,961.8856339035035,0.9618856339035035
2015-03-02,988.1353187840781,0.9881353187840781
2015-03-03,999.3547761626471,0.9993547761626471
2015-03-04,982.052805599031,0.982052805599031
2015-03-05,988.2541931315832,0.9882541931315831
2015-03-06,981.3112540272305,0.9813112540272304
2015-03-07,988.4209379813785,0.9884209379813785
2015-03-08,984.5888114002773,0.9845888114002773
2015-03-09,1015.2400594239009,1.0152400594239008
2015-03-10,1019.5665946034023,1.0195665946034023
2015-03-11,1028.8485610398793,1.0288485610398792
2015-03-12,1024.7792875907535,1.0247792875907535
2015-03-13,1006.6594148345221,1.006659414834522
2015-03-14,999.7225469843547,0.9997225469843547
2015-03-15,1008.781471486773,1.0087814714867729
2015-03-16,1017.2214346912929,1.017221434691293
2015-03-17,1006.997013362703,1.006997013362703
2015-03-18,948.1787242319017,0.9481787242319017
2015-03-19,955.035842624846,0.9550358426248461
2015-03-20,955.864645405724,0.955864645405724
2015-03-21,954.059221095494,0.954059221095494
2015-03-22,960.0324486714683,0.9600324486714683
2015-03-23,958.8618284525555,0.9588618284525555
2015-03-24,938.5235890415738,0.9385235890415738
2015-03-25,938.8700375234332,0.9388700375234332
2015-03-26,939.5927729738146,0.9395927729738146
2015-03-27,939.1275615596591,0.939127561559659
2015-03-28,940.9132035477776,0.9409132035477776
2015-03-29,937.7512016843888,0.9377512016843887
2015-03-30,938.4034127613977,0.9384034127613977
2015-03-31,938.4034127613977,0.9384034127613977
2015-04-01,938.4034127613977,0.9384034127613977
2015-04-02,938.4034127613977,0.9384034127613977
2015-04-03,938.4034127613977,0.9384034127613977
2015-04-04,938.4034127613977,0.9384034127613977
2015-04-05,938.4034127613977,0.9384034127613977
2015-04-06,938.4034127613977,0.9384034127613977
2015-04-07,938.4034127613977,0.9384034127613977
2015-04-08,938.4034127613977,0.9384034127613977
2015-04-09,938.4034127613977,0.9384034127613977
2015-04-10,938.4034127613977,0.9384034127613977
2015-04-11,938.4034127613977,0.9384034127613977
2015-04-12,938.4034127613977,0.9384034127613977
2015-04-13,938.4034127613977,0.9384034127613977
2015-04-14,938.4034127613977,0.9384034127613977
2015-04-15,938.4034127613977,0.9384034127613977
2015-04-16,938.4034127613977,0.9384034127613977
2015-04-17,938.4034127613977,0.9384034127613977
2015-04-18,938.4034127613977,0.9384034127613977
2015-04-19,938.4034127613977,0.9384034127613977
2015-04-20,938.4034127613977,0.9384034127613977
2015-04-21,938.4034127613977,0.9384034127613977
2015-04-22,938.1692367665246,0.9381692367665246
2015-04-23,940.4552475087121,0.9404552475087121
2015-04-24,935.2612472645715,0.9352612472645715
2015-04-25,930.3832412831262,0.9303832412831261
2015-04-26,923.423234569259,0.923423234569259
2015-04-27,933.2792373768762,0.9332792373768761
2015-04-28,929.8482376210168,0.9298482376210168
2015-04-29,929.8012405507043,0.9298012405507042
2015-04-30,940.0201736638024,0.9400201736638024
2015-05-01,933.9211593815759,0.9339211593815758
