Metric Type,Short Window,Long Window,Signal Window,Ticker,Strategy Type,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%]
Most Total Return [%],2,5,6,CRWD,MACD,true,false,1,192,1.4334337875919705,59.68586387434554,1.7747480731119838,0.8638098357677895,3.1362061011188427,-0.5207581109047517,0 days 23:59:59.999999999,0.0870419096704191,2.6613861386138615,5.308910891089109,2.2989315233107113,0,1515,1516 days 00:00:00,1000.0,4584.481426523902,358.4481426523901,747.9482716527505,100.0,1071.9451659986842,23.80154184303612,239 days 00:00:00,191,-4.58448142652378,14.589314977901498,-8.757502368805422,2.9787949272494147,-2.267466793179032,1 days 00:00:00,1 days 00:00:00,18.790920984033622,1.592705375437951,1.8605165455642259,1.8852420152640956,3.1998596718835004,34.15915410118927,4.2861057782927245,0.4398496240601505,-0.0009990009990009873,,,0.00108777611774953,0.27411958167288153,3.584481426523901,0.28802481863306517,0.20713370639549533,192,0,2194.345238095238,,
Most Total Fees Paid,3,7,3,CRWD,MACD,true,false,1,190,1.4327109772300515,59.78835978835979,1.7416629252260583,0.8709866172460476,3.154832264827554,-0.5223836686741232,0 days 23:59:59.999999999,0.08613047606130476,2.633663366336634,5.253465346534654,2.293885546410383,0,1515,1516 days 00:00:00,1000.0,4572.323095283169,357.23230952831693,747.9482716527505,100.0,1109.2604720287375,22.021651392656814,211 days 00:00:00,189,-4.572323095282627,14.589314977901498,-8.757502368805422,2.9777209692745696,-2.261394721954255,1 days 00:00:00,1 days 00:00:00,18.92537258401298,1.595613591472912,2.006704239477377,1.8968672472333687,3.2470524097501605,34.69078438874575,4.300655913985999,0.44106463878326996,-0.0009990009990009981,,,0.0010853261984068883,0.27350220199853587,3.5723230952831626,0.2874563716077867,0.20629051595978717,190,0,2194.345238095238,,
Most Win Rate [%],3,7,3,CRWD,MACD,true,false,1,190,1.4327109772300515,59.78835978835979,1.7416629252260583,0.8709866172460476,3.154832264827554,-0.5223836686741232,0 days 23:59:59.999999999,0.08613047606130476,2.633663366336634,5.253465346534654,2.293885546410383,0,1515,1516 days 00:00:00,1000.0,4572.323095283169,357.23230952831693,747.9482716527505,100.0,1109.2604720287375,22.021651392656814,211 days 00:00:00,189,-4.572323095282627,14.589314977901498,-8.757502368805422,2.9777209692745696,-2.261394721954255,1 days 00:00:00,1 days 00:00:00,18.92537258401298,1.595613591472912,2.006704239477377,1.8968672472333687,3.2470524097501605,34.69078438874575,4.300655913985999,0.44106463878326996,-0.0009990009990009981,,,0.0010853261984068883,0.27350220199853587,3.5723230952831626,0.2874563716077867,0.20629051595978717,190,0,2194.345238095238,,
Most Expectancy,3,7,3,CRWD,MACD,true,false,1,190,1.4327109772300515,59.78835978835979,1.7416629252260583,0.8709866172460476,3.154832264827554,-0.5223836686741232,0 days 23:59:59.999999999,0.08613047606130476,2.633663366336634,5.253465346534654,2.293885546410383,0,1515,1516 days 00:00:00,1000.0,4572.323095283169,357.23230952831693,747.9482716527505,100.0,1109.2604720287375,22.021651392656814,211 days 00:00:00,189,-4.572323095282627,14.589314977901498,-8.757502368805422,2.9777209692745696,-2.261394721954255,1 days 00:00:00,1 days 00:00:00,18.92537258401298,1.595613591472912,2.006704239477377,1.8968672472333687,3.2470524097501605,34.69078438874575,4.300655913985999,0.44106463878326996,-0.0009990009990009981,,,0.0010853261984068883,0.27350220199853587,3.5723230952831626,0.2874563716077867,0.20629051595978717,190,0,2194.345238095238,,
Most Profit Factor,3,8,3,CRWD,MACD,true,false,1,184,1.4674721036042306,59.56284153005464,1.900366963644833,0.866493817904019,3.3965323110365233,-0.5493420781220717,0 days 23:59:59.999999999,0.08339617523396176,2.5504950495049505,5.087128712871287,2.2099881929908447,0,1515,1516 days 00:00:00,1000.0,4370.688137752167,337.0688137752167,747.9482716527505,100.0,958.361600585526,18.86356176569267,211 days 00:00:00,183,-4.37068813775204,14.589314977901498,-7.646053718355003,2.8555982401200444,-2.0634032364412076,1 days 00:00:00,1 days 00:00:00,18.44294440377004,1.6392686968122998,2.2601076331574235,1.9673364753010996,3.763832191740482,39.107504223681104,4.537280519613337,0.43359375000000006,-0.0009990009990010317,,,0.001045427112762645,0.2634476324161865,3.370688137752163,0.2778404130788876,0.1934150730191257,184,0,2194.345238095238,,
Most Sharpe Ratio,3,8,3,CRWD,MACD,true,false,1,184,1.4674721036042306,59.56284153005464,1.900366963644833,0.866493817904019,3.3965323110365233,-0.5493420781220717,0 days 23:59:59.999999999,0.08339617523396176,2.5504950495049505,5.087128712871287,2.2099881929908447,0,1515,1516 days 00:00:00,1000.0,4370.688137752167,337.0688137752167,747.9482716527505,100.0,958.361600585526,18.86356176569267,211 days 00:00:00,183,-4.37068813775204,14.589314977901498,-7.646053718355003,2.8555982401200444,-2.0634032364412076,1 days 00:00:00,1 days 00:00:00,18.44294440377004,1.6392686968122998,2.2601076331574235,1.9673364753010996,3.763832191740482,39.107504223681104,4.537280519613337,0.43359375000000006,-0.0009990009990010317,,,0.001045427112762645,0.2634476324161865,3.370688137752163,0.2778404130788876,0.1934150730191257,184,0,2194.345238095238,,
Most Omega Ratio,3,8,3,CRWD,MACD,true,false,1,184,1.4674721036042306,59.56284153005464,1.900366963644833,0.866493817904019,3.3965323110365233,-0.5493420781220717,0 days 23:59:59.999999999,0.08339617523396176,2.5504950495049505,5.087128712871287,2.2099881929908447,0,1515,1516 days 00:00:00,1000.0,4370.688137752167,337.0688137752167,747.9482716527505,100.0,958.361600585526,18.86356176569267,211 days 00:00:00,183,-4.37068813775204,14.589314977901498,-7.646053718355003,2.8555982401200444,-2.0634032364412076,1 days 00:00:00,1 days 00:00:00,18.44294440377004,1.6392686968122998,2.2601076331574235,1.9673364753010996,3.763832191740482,39.107504223681104,4.537280519613337,0.43359375000000006,-0.0009990009990010317,,,0.001045427112762645,0.2634476324161865,3.370688137752163,0.2778404130788876,0.1934150730191257,184,0,2194.345238095238,,
Most Sortino Ratio,3,8,3,CRWD,MACD,true,false,1,184,1.4674721036042306,59.56284153005464,1.900366963644833,0.866493817904019,3.3965323110365233,-0.5493420781220717,0 days 23:59:59.999999999,0.08339617523396176,2.5504950495049505,5.087128712871287,2.2099881929908447,0,1515,1516 days 00:00:00,1000.0,4370.688137752167,337.0688137752167,747.9482716527505,100.0,958.361600585526,18.86356176569267,211 days 00:00:00,183,-4.37068813775204,14.589314977901498,-7.646053718355003,2.8555982401200444,-2.0634032364412076,1 days 00:00:00,1 days 00:00:00,18.44294440377004,1.6392686968122998,2.2601076331574235,1.9673364753010996,3.763832191740482,39.107504223681104,4.537280519613337,0.43359375000000006,-0.0009990009990010317,,,0.001045427112762645,0.2634476324161865,3.370688137752163,0.2778404130788876,0.1934150730191257,184,0,2194.345238095238,,
Median Best Trade [%],2,4,9,CRWD,MACD,true,false,1,188,1.4024703675627164,57.75401069518716,1.8076242261049484,0.8001683339954362,3.1487690649544513,-0.6000737064241687,0 days 23:59:59.999999999,0.08521904245219042,2.605940594059406,5.198019801980198,2.0851911436395922,0,1515,1516 days 00:00:00,1000.0,3991.241800685335,299.1241800685335,747.9482716527505,100.0,912.227930545971,18.14472427349408,211 days 00:00:00,187,-3.9912418006847474,14.589314977901516,-7.646053718355003,2.8830638155579513,-2.0473343496596477,1 days 00:00:00,1 days 00:00:00,16.017288997251445,1.536279383752458,2.179626802583504,1.8655257163713497,3.706800450211768,38.162682320425105,4.494221043985517,0.41509433962264153,-0.0009990009990010513,,,0.0009864792854612646,0.24859277993623868,2.9912418006853363,0.2586944977261787,0.19474417227037727,188,0,2194.345238095238,,
Most Worst Trade [%],2,4,9,CRWD,MACD,true,false,1,188,1.4024703675627164,57.75401069518716,1.8076242261049484,0.8001683339954362,3.1487690649544513,-0.6000737064241687,0 days 23:59:59.999999999,0.08521904245219042,2.605940594059406,5.198019801980198,2.0851911436395922,0,1515,1516 days 00:00:00,1000.0,3991.241800685335,299.1241800685335,747.9482716527505,100.0,912.227930545971,18.14472427349408,211 days 00:00:00,187,-3.9912418006847474,14.589314977901516,-7.646053718355003,2.8830638155579513,-2.0473343496596477,1 days 00:00:00,1 days 00:00:00,16.017288997251445,1.536279383752458,2.179626802583504,1.8655257163713497,3.706800450211768,38.162682320425105,4.494221043985517,0.41509433962264153,-0.0009990009990010513,,,0.0009864792854612646,0.24859277993623868,2.9912418006853363,0.2586944977261787,0.19474417227037727,188,0,2194.345238095238,,
