Metric Type,Ticker,Strategy Type,Fast Period,Slow Period,Signal Period,Signal Entry,Signal Exit,Signal Unconfirmed,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
"Most Worst Trade [%], Least Max Drawdown [%]",V,SMA,40,42,0,true,false,,1,132,1.2588311215378247,56.48854961832062,1.8056351033751,1.39452811980026,0.9846604081035394,-0.8416284439282905,22 days 03:06:52.213740457,0.020625732181627904,0.6321550741163057,1.259521094640821,0.8815580269296057,0,4385,4386 days 00:00:00,1000.0,4766.327972467305,376.63279724673043,2378.1593525304124,100.0,739.6159041592683,30.538608114214238,888 days 00:00:00,131,-4.76632797246657,29.513202529403237,-8.463540264439334,4.855180257720631,-3.098248339956013,28 days 03:14:35.675675676,14 days 08:00:00,28.78697939267002,0.683605195535908,0.4544255457992815,1.1317473503257987,0.086774254635362,8.436477027621013,1.0425314117114297,1.0855762594893033,-0.017986546299531288,0.0004273952624817055,0.10770360614538978,3.766327972467317,0.09386927468033557,0.18961428454186963,0,132,6351.289682539682,,,,
