Metric Type,Ticker,Strategy Type,Fast Period,Slow Period,Signal Period,Signal Entry,Signal Exit,Signal Unconfirmed,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Median Avg Winning Trade [%],QFIN,MACD,5,31,14,true,false,,1,81,1.0249882824077554,53.75,1.3389134219539984,0.4931774022319775,0.8901995101015286,-0.575373572881271,1 days 00:00:00,0.03287671232876712,1.0125,2.0125,0.4993421197598772,0,1680,1681 days 00:00:00,1000.0,1384.7372975387439,38.473729753874395,90.60606522993639,100.0,176.99425433562288,16.00499168831592,360 days 00:00:00,80,-1.3847372975385497,14.806814806855964,-8.384843492515934,3.325310696078028,-2.7982207500755947,1 days 00:00:00,1 days 00:00:00,4.826525435453528,0.48971976466366496,0.45758603129356556,1.3647152347435358,5.334738575455923,98.64994731601635,3.745032504645056,0.3644067796610169,-0.0009990009990008685,0.00023415992912938826,0.059008302140605845,0.3847372975387433,0.050007724253162245,0.14501457311603402,0,81,2433.3333333333335,,,,
