Metric Type,Ticker,Use SMA,Short Window,Long Window,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Beats BNH [%],Avg Trade Duration,Current
Most Win Rate [%],LOW,false,20,36,115,46.49122807017544,2.5030253649943077,10.078684466448589,441.53024857940727,311.0194467664618,0.21350897356555565,1,94.27067017233388,0.8257934223541257,0,0,11311,11312 days 00:00:00,1000.0,51283.16517287955,5028.316517287955,56693.24818164003,100.0,2744.2765847184996,71.61941712177436,2785 days 00:00:00,114,1,-51.28316517287749,106.95080645161292,-34.08221732945268,19.79120198192722,-7.18367330201618,103 days 19:28:18.113207548,22 days 16:55:04.918032787,0.5766219871820364,0.18915057989949588,1.1177634507954322,-0.9113066074256729,60 days 09:53:41.052631578,1
Most Profit Factor,LOW,false,20,36,115,46.49122807017544,2.5030253649943077,10.078684466448589,441.53024857940727,311.0194467664618,0.21350897356555565,1,94.27067017233388,0.8257934223541257,0,0,11311,11312 days 00:00:00,1000.0,51283.16517287955,5028.316517287955,56693.24818164003,100.0,2744.2765847184996,71.61941712177436,2785 days 00:00:00,114,1,-51.28316517287749,106.95080645161292,-34.08221732945268,19.79120198192722,-7.18367330201618,103 days 19:28:18.113207548,22 days 16:55:04.918032787,0.5766219871820364,0.18915057989949588,1.1177634507954322,-0.9113066074256729,60 days 09:53:41.052631578,1
Most Expectancy,LOW,false,20,36,115,46.49122807017544,2.5030253649943077,10.078684466448589,441.53024857940727,311.0194467664618,0.21350897356555565,1,94.27067017233388,0.8257934223541257,0,0,11311,11312 days 00:00:00,1000.0,51283.16517287955,5028.316517287955,56693.24818164003,100.0,2744.2765847184996,71.61941712177436,2785 days 00:00:00,114,1,-51.28316517287749,106.95080645161292,-34.08221732945268,19.79120198192722,-7.18367330201618,103 days 19:28:18.113207548,22 days 16:55:04.918032787,0.5766219871820364,0.18915057989949588,1.1177634507954322,-0.9113066074256729,60 days 09:53:41.052631578,1
Least Max Drawdown Duration,LOW,false,25,30,118,43.58974358974359,2.4080074562983143,10.343913005039342,421.2965723245213,278.24559943732953,0.21907877287596145,1,92.29713608170488,0.8233219029995363,0,0,11311,11312 days 00:00:00,1000.0,50241.457504464524,4924.145750446452,56693.24818164003,100.0,2817.249987321324,68.81205515883973,2749 days 00:00:00,117,1,-50.24145750446041,104.47604587119153,-33.03429435920155,20.508245740790933,-6.6456153466316215,105 days 17:52:56.470588236,22 days 09:05:27.272727272,0.5747215262832603,0.19577516148889362,1.1174970440975782,-0.9131440531565604,58 days 17:13:50.769230768,1
Least Avg Winning Trade Duration,LOW,false,22,33,118,45.2991452991453,2.2432325257931147,10.343913005039342,367.7689535158763,252.4184736640954,0.21907877287596145,1,80.5703710381347,0.8015485034368036,0,0,11311,11312 days 00:00:00,1000.0,43984.98257877874,4298.4982578778745,56693.24818164003,100.0,2517.2426006050855,71.98324854055534,2861 days 00:00:00,117,1,-43.98498257877509,106.95080645161288,-34.08221732945268,20.038268617552813,-7.2495987056127005,103 days 03:37:21.509433962,22 days 04:07:30,0.5602312372905078,0.1804003543324238,1.1142215774171507,-0.924179714591306,58 days 20:30:46.153846153,1
Mean Total Fees Paid,LOW,false,21,37,116,43.47826086956522,2.1940482230873095,10.167093979312174,319.76603572221217,210.64956239934926,0.2153655733356909,1,68.86659561659523,0.7775580477054128,0,0,11311,11312 days 00:00:00,1000.0,37735.35874930509,3673.5358749305087,56693.24818164003,100.0,2257.301140852762,67.11905765628309,2902 days 00:00:00,115,1,-37.73535874929803,102.9225806451613,-33.03429435920154,20.32712538564447,-6.845106955891874,107 days 21:36:00,22 days 17:43:23.076923077,0.5439648557641508,0.18517067320194355,1.1108722811310092,-0.9352032915249302,59 days 18:21:54.782608695,1
Least Max Drawdown [%],LOW,false,19,43,112,41.44144144144144,2.082897183220173,9.813455927857838,311.13253271535683,195.3603126522852,0.20793917425514988,1,64.6966419367447,0.7673934351056256,0,0,11311,11312 days 00:00:00,1000.0,35500.21092048413,3450.0210920484137,56693.24818164003,100.0,2157.6127513239658,63.48185079590878,2935 days 00:00:00,111,1,-35.50021092047973,101.63980582524272,-33.03429435920154,22.016470508336216,-6.862218769525587,112 days 12:00:00,26 days 10:42:27.692307692,0.5371196833223192,0.19229427560570395,1.1092478818641087,-0.9391458206628969,62 days 02:35:40.540540540,1
Median Total Trades,LOW,false,19,79,85,39.285714285714285,1.6000052838199355,7.426399080541066,228.51982980635717,136.02370821806974,0.15781098046149766,1,36.0629383966358,0.6695613910760376,0,0,11311,11312 days 00:00:00,1000.0,20175.490213520512,1917.549021352051,56693.24818164003,100.0,1480.3395937174203,76.86010316073072,5556 days 00:00:00,84,1,-20.17549021351806,216.3532961815132,-20.59523244469853,27.362752748763384,-7.341259298046708,158 days 18:10:54.545454544,37 days 03:45:52.941176470,0.47506717582892805,0.1324467618729158,1.0942508340903256,-0.9661767656139864,84 days 22:17:08.571428571,1
Mean Max Drawdown [%],LOW,false,20,76,85,39.285714285714285,1.580851067756649,7.426399080541066,221.15146430675458,131.6377763730682,0.15781098046149766,1,34.900129412744846,0.6648355674806613,0,0,11311,11312 days 00:00:00,1000.0,19557.16583593146,1855.716583593146,56693.24818164003,100.0,1456.6832677826135,77.4751872391201,5576 days 00:00:00,84,1,-19.55716583592948,216.35329618151314,-20.595232444698528,27.3026999785168,-7.380325281554841,158 days 16:00:00,37 days 00:56:28.235294117,0.4718035847485167,0.12996764478550887,1.0936655002635531,-0.9672674146725974,84 days 19:42:51.428571428,1
Mean Total Trades,LOW,false,18,70,95,40.42553191489361,1.549558928007946,8.310494209176909,212.01810582659834,129.8627985398249,0.1763769781628503,1,37.39511282150682,0.6771527243175985,0,0,11311,11312 days 00:00:00,1000.0,20908.79315454573,1990.879315454573,56693.24818164003,100.0,1845.1813361238392,72.06242981260378,5375 days 00:00:00,94,1,-20.908793154543673,232.035064935065,-15.69469076662645,24.88709078054984,-7.107969961482251,141 days 15:47:22.105263158,29 days 23:08:34.285714286,0.4799686172402211,0.14302692424796015,1.095801737528831,-0.9648833083425389,75 days 02:48:30.638297871,1
