Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
Most Total Return [%],TLT,SMA,73,75,0,true,129,0.010575998298692274,49.21875,1.2452031357077016,0.2732404971157377,0.28254703015537613,2.6168457303476482,23 days 04:41:14.999999998,0.015476813089269008,0.474430823117338,0.9451838879159369,0.12963371395561007,0,5710,5711 days 00:00:00,1000.0,1303.0307161208264,30.30307161208264,8.37831466181167,100.0,278.5466890742101,24.474936730836255,2060 days 00:00:00,128,1,-1.303030716120702,24.97779295933131,-10.362988494889736,2.3720269691474267,-1.7609679296226688,27 days 12:57:08.571428571,18 days 23:37:50.769230769,2.377607397163654,0.19528805166404462,0.06970758333658317,1.0391502484961956,0.32553811415270006,12.747853626926887,1.0479508694932305,0.36757662835249044,-0.0107633827504907,None,None,0.00006929711979411133,0.017462874188116054,0.30303071612083343,0.011748145119308884,0.10761832154894496,8270.436507936507
Most Sharpe Ratio,TLT,SMA,73,75,0,true,129,0.010575998298692274,49.21875,1.2452031357077016,0.2732404971157377,0.28254703015537613,2.6168457303476482,23 days 04:41:14.999999998,0.015476813089269008,0.474430823117338,0.9451838879159369,0.12963371395561007,0,5710,5711 days 00:00:00,1000.0,1303.0307161208264,30.30307161208264,8.37831466181167,100.0,278.5466890742101,24.474936730836255,2060 days 00:00:00,128,1,-1.303030716120702,24.97779295933131,-10.362988494889736,2.3720269691474267,-1.7609679296226688,27 days 12:57:08.571428571,18 days 23:37:50.769230769,2.377607397163654,0.19528805166404462,0.06970758333658317,1.0391502484961956,0.32553811415270006,12.747853626926887,1.0479508694932305,0.36757662835249044,-0.0107633827504907,None,None,0.00006929711979411133,0.017462874188116054,0.30303071612083343,0.011748145119308884,0.10761832154894496,8270.436507936507
Most Calmar Ratio,TLT,SMA,73,75,0,true,129,0.010575998298692274,49.21875,1.2452031357077016,0.2732404971157377,0.28254703015537613,2.6168457303476482,23 days 04:41:14.999999998,0.015476813089269008,0.474430823117338,0.9451838879159369,0.12963371395561007,0,5710,5711 days 00:00:00,1000.0,1303.0307161208264,30.30307161208264,8.37831466181167,100.0,278.5466890742101,24.474936730836255,2060 days 00:00:00,128,1,-1.303030716120702,24.97779295933131,-10.362988494889736,2.3720269691474267,-1.7609679296226688,27 days 12:57:08.571428571,18 days 23:37:50.769230769,2.377607397163654,0.19528805166404462,0.06970758333658317,1.0391502484961956,0.32553811415270006,12.747853626926887,1.0479508694932305,0.36757662835249044,-0.0107633827504907,None,None,0.00006929711979411133,0.017462874188116054,0.30303071612083343,0.011748145119308884,0.10761832154894496,8270.436507936507
Most Omega Ratio,TLT,SMA,73,75,0,true,129,0.010575998298692274,49.21875,1.2452031357077016,0.2732404971157377,0.28254703015537613,2.6168457303476482,23 days 04:41:14.999999998,0.015476813089269008,0.474430823117338,0.9451838879159369,0.12963371395561007,0,5710,5711 days 00:00:00,1000.0,1303.0307161208264,30.30307161208264,8.37831466181167,100.0,278.5466890742101,24.474936730836255,2060 days 00:00:00,128,1,-1.303030716120702,24.97779295933131,-10.362988494889736,2.3720269691474267,-1.7609679296226688,27 days 12:57:08.571428571,18 days 23:37:50.769230769,2.377607397163654,0.19528805166404462,0.06970758333658317,1.0391502484961956,0.32553811415270006,12.747853626926887,1.0479508694932305,0.36757662835249044,-0.0107633827504907,None,None,0.00006929711979411133,0.017462874188116054,0.30303071612083343,0.011748145119308884,0.10761832154894496,8270.436507936507
Most Sortino Ratio,TLT,SMA,73,75,0,true,129,0.010575998298692274,49.21875,1.2452031357077016,0.2732404971157377,0.28254703015537613,2.6168457303476482,23 days 04:41:14.999999998,0.015476813089269008,0.474430823117338,0.9451838879159369,0.12963371395561007,0,5710,5711 days 00:00:00,1000.0,1303.0307161208264,30.30307161208264,8.37831466181167,100.0,278.5466890742101,24.474936730836255,2060 days 00:00:00,128,1,-1.303030716120702,24.97779295933131,-10.362988494889736,2.3720269691474267,-1.7609679296226688,27 days 12:57:08.571428571,18 days 23:37:50.769230769,2.377607397163654,0.19528805166404462,0.06970758333658317,1.0391502484961956,0.32553811415270006,12.747853626926887,1.0479508694932305,0.36757662835249044,-0.0107633827504907,None,None,0.00006929711979411133,0.017462874188116054,0.30303071612083343,0.011748145119308884,0.10761832154894496,8270.436507936507
Least Total Fees Paid,TLT,SMA,58,88,0,true,37,0.00870920488335229,44.44444444444444,1.3187209883849298,0.9151599208299701,0.2634272885842025,2.236302466731745,84 days 10:40:00,0.004352853681356909,0.136077057793345,0.26847635726795094,0.12453226943693288,0,5710,5711 days 00:00:00,1000.0,1271.1476040707585,27.114760407075856,8.37831466181167,100.0,81.68139027763625,28.052691591652508,1917 days 00:00:00,36,1,-1.2711476040706202,22.68247861752161,-11.621749060124479,6.629089079729978,-3.655983406290035,124 days 13:30:00,52 days 08:24:00,7.567187546523023,0.18299294509934547,0.05508162718326048,1.0364212858469772,0.29332402716458916,12.52960227452794,0.9823241849943656,0.3794685990338164,-0.010928867942129357,None,None,0.00006503082631650565,0.016387768231759425,0.271147604070761,0.010642800411999609,0.10777837423830122,8270.436507936507
Least Total Trades,TLT,SMA,58,88,0,true,37,0.00870920488335229,44.44444444444444,1.3187209883849298,0.9151599208299701,0.2634272885842025,2.236302466731745,84 days 10:40:00,0.004352853681356909,0.136077057793345,0.26847635726795094,0.12453226943693288,0,5710,5711 days 00:00:00,1000.0,1271.1476040707585,27.114760407075856,8.37831466181167,100.0,81.68139027763625,28.052691591652508,1917 days 00:00:00,36,1,-1.2711476040706202,22.68247861752161,-11.621749060124479,6.629089079729978,-3.655983406290035,124 days 13:30:00,52 days 08:24:00,7.567187546523023,0.18299294509934547,0.05508162718326048,1.0364212858469772,0.29332402716458916,12.52960227452794,0.9823241849943656,0.3794685990338164,-0.010928867942129357,None,None,0.00006503082631650565,0.016387768231759425,0.271147604070761,0.010642800411999609,0.10777837423830122,8270.436507936507
Most Expectancy,TLT,SMA,58,88,0,true,37,0.00870920488335229,44.44444444444444,1.3187209883849298,0.9151599208299701,0.2634272885842025,2.236302466731745,84 days 10:40:00,0.004352853681356909,0.136077057793345,0.26847635726795094,0.12453226943693288,0,5710,5711 days 00:00:00,1000.0,1271.1476040707585,27.114760407075856,8.37831466181167,100.0,81.68139027763625,28.052691591652508,1917 days 00:00:00,36,1,-1.2711476040706202,22.68247861752161,-11.621749060124479,6.629089079729978,-3.655983406290035,124 days 13:30:00,52 days 08:24:00,7.567187546523023,0.18299294509934547,0.05508162718326048,1.0364212858469772,0.29332402716458916,12.52960227452794,0.9823241849943656,0.3794685990338164,-0.010928867942129357,None,None,0.00006503082631650565,0.016387768231759425,0.271147604070761,0.010642800411999609,0.10777837423830122,8270.436507936507
Most Profit Factor,TLT,SMA,59,86,0,true,42,0.008649459925037649,43.90243902439025,1.3211636856788431,0.8125185333098224,0.26365429675801993,2.233974755465375,74 days 05:16:05.853658536,0.004957416692656479,0.15446584938704028,0.3052539404553415,0.1255063653904139,0,5710,5711 days 00:00:00,1000.0,1270.9525810964437,27.09525810964436,8.37831466181167,100.0,90.3533327440037,27.18090375220307,1917 days 00:00:00,41,1,-1.2709525810962532,24.13339867399037,-11.016783368375556,6.094115062505676,-3.320904837365194,109 days 09:20:00,46 days 16:41:44.347826087,6.639598382379017,0.18301622228701753,0.056811654948760025,1.0363681886236626,0.30443045944616165,12.581025472762452,0.982411241660398,0.3808027079303675,-0.010924532477420666,None,None,0.00006491534676397588,0.01635866738452192,0.2709525810964408,0.010635958023849978,0.10757330141990336,8270.436507936507
Mean Avg Winning Trade [%],TLT,SMA,70,78,0,true,60,0.008622255404488396,44.06779661016949,1.3107144769556638,0.5618787119464679,0.26673887794283807,2.289330769580518,50 days 05:41:41.694915253,0.0071338435333349335,0.22066549912434325,0.4376532399299474,0.12398724641901042,0,5710,5711 days 00:00:00,1000.0,1275.5904821432473,27.559048214324715,8.37831466181167,100.0,127.88944780999532,25.59888471398171,2072 days 00:00:00,59,1,-1.2755904821431159,24.441366389495577,-6.409098128626951,4.441774434587778,-2.4950088271042605,69 days 17:32:18.461538461,34 days 21:05:27.272727272,4.692645298735421,0.18494685468067046,0.06124619526933615,1.0372879143166187,0.30876877274486186,12.922302931747897,1.0013557185919246,0.3659411624013394,-0.010714988836015285,None,None,0.00006544369780649639,0.016491811847237088,0.27559048214324755,0.010798407740543636,0.10731676764530707,8270.436507936507
Least Avg Losing Trade Duration,TLT,SMA,19,21,0,true,238,0.00769591625546107,47.67932489451477,1.094652244124591,0.14028137299346166,0.2578780496978688,2.0628872171415242,12 days 09:43:17.468354429,0.028656286735599647,0.8753064798598948,1.7469352014010506,0.12278919478481985,0,5710,5711 days 00:00:00,1000.0,1256.6183287885237,25.661832878852376,8.37831466181167,100.0,620.217177627842,25.782329218443923,1291 days 00:00:00,237,1,-1.2566183287883632,20.53206522400364,-5.791737197035239,2.1234971265601597,-1.6670039508213514,14 days 18:15:55.752212389,10 days 06:11:36.774193548,1.088079945642658,0.17884215743028728,0.05703937316293187,1.0357761561796377,0.22472033712738257,13.015380046173728,1.1166536906844768,0.3639837592548364,-0.01047619723198738,None,None,0.00006170137329163092,0.015548746069490992,0.2566183287885291,0.010130272176336552,0.10463371198473738,8270.436507936507
Most Best Trade [%],TLT,SMA,72,76,0,true,85,0.007049877362980492,47.61904761904761,1.217143956412437,0.3503913587452052,0.2385777844238149,1.6921106762346814,35 days 04:34:17.142857143,0.010156658589832787,0.31260945709281956,0.6215411558669002,0.10953565242735398,0,5710,5711 days 00:00:00,1000.0,1225.5535034991676,22.55535034991676,8.37831466181167,100.0,175.56888923727175,25.61142562554074,2071 days 00:00:00,84,1,-1.2255535034989862,25.295155878723374,-11.570214864464607,3.2353560884088868,-2.272303850039959,43 days 14:24:00,27 days 13:05:27.272727273,2.6997506786031877,0.16513179429363622,0.05108670027607017,1.0331842748318194,0.32837502826453285,12.894399559019034,1.0277357091108843,0.3617072007629948,-0.010763382750490737,None,None,0.000058443529096962406,0.014727769332434526,0.2255535034991718,0.009015167370791444,0.1073377371760382,8270.436507936507
Mean Expectancy,TLT,SMA,72,76,0,true,85,0.007049877362980492,47.61904761904761,1.217143956412437,0.3503913587452052,0.2385777844238149,1.6921106762346814,35 days 04:34:17.142857143,0.010156658589832787,0.31260945709281956,0.6215411558669002,0.10953565242735398,0,5710,5711 days 00:00:00,1000.0,1225.5535034991676,22.55535034991676,8.37831466181167,100.0,175.56888923727175,25.61142562554074,2071 days 00:00:00,84,1,-1.2255535034989862,25.295155878723374,-11.570214864464607,3.2353560884088868,-2.272303850039959,43 days 14:24:00,27 days 13:05:27.272727273,2.6997506786031877,0.16513179429363622,0.05108670027607017,1.0331842748318194,0.32837502826453285,12.894399559019034,1.0277357091108843,0.3617072007629948,-0.010763382750490737,None,None,0.000058443529096962406,0.014727769332434526,0.2255535034991718,0.009015167370791444,0.1073377371760382,8270.436507936507
Least Avg Losing Trade [%],TLT,SMA,60,84,0,true,43,0.0065145665564969235,47.61904761904761,1.2285882782198023,0.671503865503275,0.22528116542825466,1.4428390086693725,72 days 06:51:25.714285714,0.005078329294916394,0.15814360770577932,0.31260945709281956,0.10619404387906432,0,5710,5711 days 00:00:00,1000.0,1204.668738827801,20.46687388278009,8.37831466181167,100.0,91.48666861726628,25.795236367037113,1921 days 00:00:00,42,1,-1.2046687388276496,24.1782773706661,-11.155889236032507,5.510042797347296,-3.727167890718561,103 days 09:36:00,44 days 00:00:00,4.901747799205456,0.1565807021872201,0.046410731350665445,1.031060934207215,0.30220121626183594,12.602865822068768,0.9849726421289857,0.37780458383594695,-0.010924532477420592,None,None,0.000055527057258946166,0.013992818429254433,0.20466873882779657,0.00825019512686831,0.10755067100329638,8270.436507936507
Mean Total Trades,TLT,SMA,16,26,0,true,120,0.00454292816790941,37.81512605042017,1.1433134002661305,0.2375205006160266,0.2385885289810273,1.6682688524406635,24 days 13:30:45.378151259,0.014388599668929782,0.4413309982486865,0.8789842381786339,0.10482515964139877,0,5710,5711 days 00:00:00,1000.0,1223.55596048059,22.35559604805901,8.37831466181167,100.0,274.5592385294289,25.105291588551182,1282 days 00:00:00,119,1,-1.223555960480553,18.68060217902207,-6.962458627230293,3.6267089891594093,-1.8234724991738684,36 days 11:12:00,17 days 07:47:01.621621621,1.8889034995047904,0.16559787870274958,0.05169594696903627,1.033346810639004,0.2430970915888844,13.296306117131532,1.0526102664964574,0.3568543597053932,-0.010496362391668623,None,None,0.00005671654918236952,0.01429257039395712,0.22355596048058235,0.008942541980124563,0.1038727746183334,8270.436507936507
Least Max Drawdown Duration,TLT,SMA,16,26,0,true,120,0.00454292816790941,37.81512605042017,1.1433134002661305,0.2375205006160266,0.2385885289810273,1.6682688524406635,24 days 13:30:45.378151259,0.014388599668929782,0.4413309982486865,0.8789842381786339,0.10482515964139877,0,5710,5711 days 00:00:00,1000.0,1223.55596048059,22.35559604805901,8.37831466181167,100.0,274.5592385294289,25.105291588551182,1282 days 00:00:00,119,1,-1.223555960480553,18.68060217902207,-6.962458627230293,3.6267089891594093,-1.8234724991738684,36 days 11:12:00,17 days 07:47:01.621621621,1.8889034995047904,0.16559787870274958,0.05169594696903627,1.033346810639004,0.2430970915888844,13.296306117131532,1.0526102664964574,0.3568543597053932,-0.010496362391668623,None,None,0.00005671654918236952,0.01429257039395712,0.22355596048058235,0.008942541980124563,0.1038727746183334,8270.436507936507
Most Avg Winning Trade [%],TLT,SMA,62,83,0,true,43,0.004111838131999998,35.714285714285715,1.2223199745918338,0.65803414420194,0.22228642794475925,1.3865830510637374,72 days 06:17:08.571428570,0.005078329294916394,0.15814360770577932,0.31260945709281956,0.10406389355767981,0,5710,5711 days 00:00:00,1000.0,1199.9554376835854,19.99554376835854,8.37831466181167,100.0,90.21184204606853,27.405517919537576,1921 days 00:00:00,42,1,-1.1999554376834567,22.475263822682525,-11.363630611139442,7.452134423826597,-3.116466011145092,112 days 06:24:00,50 days 00:53:20,4.789414121934957,0.15466910817288793,0.042758699694060605,1.0306973954057914,0.2960926678999235,12.647249124497524,0.9826814988744421,0.3781370656370657,-0.010928867942129276,None,None,0.000054801313656608904,0.013809931041465443,0.19995543768358526,0.008075802682490085,0.10745684627954337,8270.436507936507
Median Max Drawdown [%],TLT,SMA,71,76,0,true,73,0.003428152743115288,47.22222222222222,1.18271646384459,0.3346453533827196,0.20319852753163384,0.9989627085462943,41 days 02:59:59.999999998,0.008705707362713817,0.26847635726795094,0.5332749562171628,0.08984436545283872,0,5710,5711 days 00:00:00,1000.0,1167.479385694282,16.747938569428186,8.37831466181167,100.0,144.82811881815695,26.974610901312673,2083 days 00:00:00,72,1,-1.1674793856941506,23.815132711456425,-6.966777990121566,3.395571074211614,-2.4040776599905014,53 days 00:42:21.176470588,30 days 11:22:06.315789473,2.3423175705552186,0.14111931336302969,0.036870518205515304,1.0282917757415624,0.3095985650543213,12.89520305639662,1.0120662644872578,0.36300715990453464,-0.0108080087321917,None,None,0.00004994520737233913,0.012586192257829462,0.16747938569428045,0.006856079897421541,0.107338140797773,8270.436507936507
Median Expectancy,TLT,SMA,69,78,0,true,56,0.0025343820555361295,43.63636363636363,1.142487053540762,0.4124302305126488,0.18373926095772433,0.6266522478393733,54 days 04:21:49.090909091,0.006650193124295277,0.20595446584938704,0.408231173380035,0.08494184782537216,0,5710,5711 days 00:00:00,1000.0,1136.2860437774152,13.628604377741532,8.37831466181167,100.0,113.87493646826229,26.0960223926472,2081 days 00:00:00,55,1,-1.136286043777318,24.231208661573746,-11.66802622086359,4.75948031881804,-2.9530279023689445,69 days 05:00:00,42 days 13:09:40.645161290,2.4985878149307723,0.12772464764319558,0.03141904274032645,1.025552141921738,0.3044483362056144,12.829975280600301,1.0027173201631652,0.364961759082218,-0.010827612020716672,None,None,0.00004529005778481266,0.01141309456177279,0.13628604377740516,0.005653603670533913,0.1075411965094651,8270.436507936507
Mean Total Fees Paid,TLT,SMA,72,75,0,true,95,0.002526482873845127,48.93617021276596,1.1192817394023389,0.21552194118138646,0.1797988685791092,0.5490447521842087,31 days 10:58:43.404255319,0.011365784612431928,0.3493870402802101,0.6950963222416812,0.07530057314481015,0,5710,5711 days 00:00:00,1000.0,1129.7838435902738,12.97838435902738,8.37831466181167,100.0,191.4533994198682,24.36596624722285,1921 days 00:00:00,94,1,-1.1297838435900758,24.708783440500078,-11.570214864464605,2.7442457843925987,-2.207838408562692,38 days 15:07:49.565217391,24 days 14:00:00,1.3926981641900387,0.12489065057604637,0.03213255161346016,1.0249911110887744,0.30996602825139485,12.806896877024608,1.0263424507210608,0.3617072007629948,-0.010855569387176727,None,None,0.000044300475993416394,0.011163719950340932,0.12978384359027895,0.005398979262135173,0.10757842142717017,8270.436507936507
Least Max Drawdown [%],TLT,SMA,72,75,0,true,95,0.002526482873845127,48.93617021276596,1.1192817394023389,0.21552194118138646,0.1797988685791092,0.5490447521842087,31 days 10:58:43.404255319,0.011365784612431928,0.3493870402802101,0.6950963222416812,0.07530057314481015,0,5710,5711 days 00:00:00,1000.0,1129.7838435902738,12.97838435902738,8.37831466181167,100.0,191.4533994198682,24.36596624722285,1921 days 00:00:00,94,1,-1.1297838435900758,24.708783440500078,-11.570214864464605,2.7442457843925987,-2.207838408562692,38 days 15:07:49.565217391,24 days 14:00:00,1.3926981641900387,0.12489065057604637,0.03213255161346016,1.0249911110887744,0.30996602825139485,12.806896877024608,1.0263424507210608,0.3617072007629948,-0.010855569387176727,None,None,0.000044300475993416394,0.011163719950340932,0.12978384359027895,0.005398979262135173,0.10757842142717017,8270.436507936507
Least Win Rate [%],TLT,SMA,63,82,0,true,47,0.0024608635923842035,34.78260869565217,1.2009233215373956,0.5618532189026026,0.2087846387907339,1.1197910697641067,65 days 16:10:26.086956522,0.00556197970395605,0.17285464098073552,0.34203152364273204,0.09711893643727999,0,5710,5711 days 00:00:00,1000.0,1177.6027659978206,17.76027659978206,8.37831466181167,100.0,95.44847778643147,25.664150978625177,2084 days 00:00:00,46,1,-1.17760276599779,23.68435683259875,-12.318852339198337,6.992295003679424,-2.8677157329783687,97 days 10:30:00,48 days 17:36:00,3.8865297557351752,0.14534220085908583,0.040925256420323526,1.0289685284380694,0.29071729585796896,12.741996320070058,0.9847473023923009,0.3754816955684008,-0.010880854521779722,None,None,0.00005161156618795347,0.013006114679364276,0.17760276599781055,0.007239732978788327,0.10769660392557207,8270.436507936507
Median Best Trade [%],TLT,SMA,63,82,0,true,47,0.0024608635923842035,34.78260869565217,1.2009233215373956,0.5618532189026026,0.2087846387907339,1.1197910697641067,65 days 16:10:26.086956522,0.00556197970395605,0.17285464098073552,0.34203152364273204,0.09711893643727999,0,5710,5711 days 00:00:00,1000.0,1177.6027659978206,17.76027659978206,8.37831466181167,100.0,95.44847778643147,25.664150978625177,2084 days 00:00:00,46,1,-1.17760276599779,23.68435683259875,-12.318852339198337,6.992295003679424,-2.8677157329783687,97 days 10:30:00,48 days 17:36:00,3.8865297557351752,0.14534220085908583,0.040925256420323526,1.0289685284380694,0.29071729585796896,12.741996320070058,0.9847473023923009,0.3754816955684008,-0.010880854521779722,None,None,0.00005161156618795347,0.013006114679364276,0.17760276599781055,0.007239732978788327,0.10769660392557207,8270.436507936507
Least Worst Trade [%],TLT,SMA,63,82,0,true,47,0.0024608635923842035,34.78260869565217,1.2009233215373956,0.5618532189026026,0.2087846387907339,1.1197910697641067,65 days 16:10:26.086956522,0.00556197970395605,0.17285464098073552,0.34203152364273204,0.09711893643727999,0,5710,5711 days 00:00:00,1000.0,1177.6027659978206,17.76027659978206,8.37831466181167,100.0,95.44847778643147,25.664150978625177,2084 days 00:00:00,46,1,-1.17760276599779,23.68435683259875,-12.318852339198337,6.992295003679424,-2.8677157329783687,97 days 10:30:00,48 days 17:36:00,3.8865297557351752,0.14534220085908583,0.040925256420323526,1.0289685284380694,0.29071729585796896,12.741996320070058,0.9847473023923009,0.3754816955684008,-0.010880854521779722,None,None,0.00005161156618795347,0.013006114679364276,0.17760276599781055,0.007239732978788327,0.10769660392557207,8270.436507936507
Median Avg Losing Trade [%],TLT,SMA,63,82,0,true,47,0.0024608635923842035,34.78260869565217,1.2009233215373956,0.5618532189026026,0.2087846387907339,1.1197910697641067,65 days 16:10:26.086956522,0.00556197970395605,0.17285464098073552,0.34203152364273204,0.09711893643727999,0,5710,5711 days 00:00:00,1000.0,1177.6027659978206,17.76027659978206,8.37831466181167,100.0,95.44847778643147,25.664150978625177,2084 days 00:00:00,46,1,-1.17760276599779,23.68435683259875,-12.318852339198337,6.992295003679424,-2.8677157329783687,97 days 10:30:00,48 days 17:36:00,3.8865297557351752,0.14534220085908583,0.040925256420323526,1.0289685284380694,0.29071729585796896,12.741996320070058,0.9847473023923009,0.3754816955684008,-0.010880854521779722,None,None,0.00005161156618795347,0.013006114679364276,0.17760276599781055,0.007239732978788327,0.10769660392557207,8270.436507936507
Most Avg Winning Trade Duration,TLT,SMA,63,82,0,true,47,0.0024608635923842035,34.78260869565217,1.2009233215373956,0.5618532189026026,0.2087846387907339,1.1197910697641067,65 days 16:10:26.086956522,0.00556197970395605,0.17285464098073552,0.34203152364273204,0.09711893643727999,0,5710,5711 days 00:00:00,1000.0,1177.6027659978206,17.76027659978206,8.37831466181167,100.0,95.44847778643147,25.664150978625177,2084 days 00:00:00,46,1,-1.17760276599779,23.68435683259875,-12.318852339198337,6.992295003679424,-2.8677157329783687,97 days 10:30:00,48 days 17:36:00,3.8865297557351752,0.14534220085908583,0.040925256420323526,1.0289685284380694,0.29071729585796896,12.741996320070058,0.9847473023923009,0.3754816955684008,-0.010880854521779722,None,None,0.00005161156618795347,0.013006114679364276,0.17760276599781055,0.007239732978788327,0.10769660392557207,8270.436507936507
