Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
Most Total Return [%],MSTY_MSTR,EMA,52,81,0,true,9,-0.0,0.0,0.0,NaN,-4.147911489116763,0.45751159907649375,1 days 07:52:30,0.06735716672235216,2.304878048780488,4.353658536585366,NaN,0,1968,82 days 01:00:00,1000.0,589.9385622841428,-41.00614377158573,-75.58897794271515,100.0,13.168010372376841,41.685599785358896,81 days 17:00:00,8,1,-0.5899385622840327,-4.151733741445548,-9.303091630137462,NaN,-6.36517265188267,NaT,1 days 07:52:30,-51.183937394196654,-3.9856622114506197,-2.169642306732691,0.5483641526366733,-13.708540889688715,225.63956733975363,0.5006803132769625,0.07536865101037683,-0.0009990009990009292,None,None,-0.0002497927012855551,-1.5107462573750372,-0.4100614377158579,-0.8022994667376384,0.45618100725449057,118.76984126984127
Least Total Return [%],MSTY_MSTR,EMA,49,88,0,true,9,-0.0,0.0,0.0,NaN,-4.551138396526089,0.42067587379465193,1 days 06:37:30,0.06735716672235216,2.304878048780488,4.353658536585366,NaN,0,1968,82 days 01:00:00,1000.0,562.0948140258122,-43.79051859741878,-75.58897794271515,100.0,12.853469781003842,44.43790584435824,81 days 17:00:00,8,1,-0.5620948140257269,-4.151733741445548,-10.451045314517692,NaN,-6.9265316655064035,NaT,1 days 06:37:30,-54.66788639502025,-4.382764181330415,-2.07688696887125,0.5090512621922864,-13.751243327674933,226.41208691752155,0.4855565885526421,0.07069059271343121,-0.0009990009990009621,None,None,-0.0002743779544650221,-1.6594378686044537,-0.4379051859741888,-0.8295831197185815,0.45567904212555826,118.76984126984127
Mean Total Return [%],MSTY_MSTR,EMA,59,74,0,true,9,-0.0,0.0,0.0,NaN,-4.34484354291222,0.4390976332421662,1 days 07:37:30,0.06735716672235216,2.304878048780488,4.353658536585366,NaN,0,1968,82 days 01:00:00,1000.0,576.0196337112537,-42.39803662887462,-75.58897794271515,100.0,13.027853327861246,43.06146165174681,81 days 17:00:00,8,1,-0.576019633711212,-4.151733741445548,-9.303091630137462,NaN,-6.646504525955664,NaT,1 days 07:37:30,-52.92554333187938,-4.178049817939204,-2.122686890116332,0.5308374043072732,-13.698082818873464,225.32851116204003,0.49938037294091586,0.07360959651035986,-0.0009990009990009513,None,None,-0.00026190796515061516,-1.5840193732309205,-0.42398036628874625,-0.8162798526597346,0.45628168496062677,118.76984126984127
Median Total Return [%],MSTY_MSTR,EMA,54,80,0,true,9,-0.0,0.0,0.0,NaN,-4.3695128447183365,0.4368728578199509,1 days 07:30:00,0.06735716672235216,2.304878048780488,4.353658536585366,NaN,0,1968,82 days 01:00:00,1000.0,574.3379487080805,-42.56620512919195,-75.58897794271515,100.0,13.008210547505598,43.227693287682435,81 days 17:00:00,8,1,-0.5743379487080347,-4.151733741445548,-9.303091630137462,NaN,-6.680882109996212,NaT,1 days 07:30:00,-53.13596416790144,-4.202085701739627,-2.117093404983056,0.5281735768172897,-13.700470735364885,225.38272334569677,0.5005824198193716,0.07302452316076292,-0.000999000999000939,None,None,-0.0002633950351852234,-1.5930131728002312,-0.42566205129191925,-0.8179223939005525,0.4562476318467753,118.76984126984127
Most Total Fees Paid,MSTY_MSTR,EMA,52,81,0,true,9,-0.0,0.0,0.0,NaN,-4.147911489116763,0.45751159907649375,1 days 07:52:30,0.06735716672235216,2.304878048780488,4.353658536585366,NaN,0,1968,82 days 01:00:00,1000.0,589.9385622841428,-41.00614377158573,-75.58897794271515,100.0,13.168010372376841,41.685599785358896,81 days 17:00:00,8,1,-0.5899385622840327,-4.151733741445548,-9.303091630137462,NaN,-6.36517265188267,NaT,1 days 07:52:30,-51.183937394196654,-3.9856622114506197,-2.169642306732691,0.5483641526366733,-13.708540889688715,225.63956733975363,0.5006803132769625,0.07536865101037683,-0.0009990009990009292,None,None,-0.0002497927012855551,-1.5107462573750372,-0.4100614377158579,-0.8022994667376384,0.45618100725449057,118.76984126984127
Least Total Fees Paid,MSTY_MSTR,EMA,49,88,0,true,9,-0.0,0.0,0.0,NaN,-4.551138396526089,0.42067587379465193,1 days 06:37:30,0.06735716672235216,2.304878048780488,4.353658536585366,NaN,0,1968,82 days 01:00:00,1000.0,562.0948140258122,-43.79051859741878,-75.58897794271515,100.0,12.853469781003842,44.43790584435824,81 days 17:00:00,8,1,-0.5620948140257269,-4.151733741445548,-10.451045314517692,NaN,-6.9265316655064035,NaT,1 days 06:37:30,-54.66788639502025,-4.382764181330415,-2.07688696887125,0.5090512621922864,-13.751243327674933,226.41208691752155,0.4855565885526421,0.07069059271343121,-0.0009990009990009621,None,None,-0.0002743779544650221,-1.6594378686044537,-0.4379051859741888,-0.8295831197185815,0.45567904212555826,118.76984126984127
Mean Total Fees Paid,MSTY_MSTR,EMA,59,74,0,true,9,-0.0,0.0,0.0,NaN,-4.34484354291222,0.4390976332421662,1 days 07:37:30,0.06735716672235216,2.304878048780488,4.353658536585366,NaN,0,1968,82 days 01:00:00,1000.0,576.0196337112537,-42.39803662887462,-75.58897794271515,100.0,13.027853327861246,43.06146165174681,81 days 17:00:00,8,1,-0.576019633711212,-4.151733741445548,-9.303091630137462,NaN,-6.646504525955664,NaT,1 days 07:37:30,-52.92554333187938,-4.178049817939204,-2.122686890116332,0.5308374043072732,-13.698082818873464,225.32851116204003,0.49938037294091586,0.07360959651035986,-0.0009990009990009513,None,None,-0.00026190796515061516,-1.5840193732309205,-0.42398036628874625,-0.8162798526597346,0.45628168496062677,118.76984126984127
Median Total Fees Paid,MSTY_MSTR,EMA,54,80,0,true,9,-0.0,0.0,0.0,NaN,-4.3695128447183365,0.4368728578199509,1 days 07:30:00,0.06735716672235216,2.304878048780488,4.353658536585366,NaN,0,1968,82 days 01:00:00,1000.0,574.3379487080805,-42.56620512919195,-75.58897794271515,100.0,13.008210547505598,43.227693287682435,81 days 17:00:00,8,1,-0.5743379487080347,-4.151733741445548,-9.303091630137462,NaN,-6.680882109996212,NaT,1 days 07:30:00,-53.13596416790144,-4.202085701739627,-2.117093404983056,0.5281735768172897,-13.700470735364885,225.38272334569677,0.5005824198193716,0.07302452316076292,-0.000999000999000939,None,None,-0.0002633950351852234,-1.5930131728002312,-0.42566205129191925,-0.8179223939005525,0.4562476318467753,118.76984126984127
Most Max Drawdown [%],MSTY_MSTR,EMA,49,88,0,true,9,-0.0,0.0,0.0,NaN,-4.551138396526089,0.42067587379465193,1 days 06:37:30,0.06735716672235216,2.304878048780488,4.353658536585366,NaN,0,1968,82 days 01:00:00,1000.0,562.0948140258122,-43.79051859741878,-75.58897794271515,100.0,12.853469781003842,44.43790584435824,81 days 17:00:00,8,1,-0.5620948140257269,-4.151733741445548,-10.451045314517692,NaN,-6.9265316655064035,NaT,1 days 06:37:30,-54.66788639502025,-4.382764181330415,-2.07688696887125,0.5090512621922864,-13.751243327674933,226.41208691752155,0.4855565885526421,0.07069059271343121,-0.0009990009990009621,None,None,-0.0002743779544650221,-1.6594378686044537,-0.4379051859741888,-0.8295831197185815,0.45567904212555826,118.76984126984127
Least Max Drawdown [%],MSTY_MSTR,EMA,52,81,0,true,9,-0.0,0.0,0.0,NaN,-4.147911489116763,0.45751159907649375,1 days 07:52:30,0.06735716672235216,2.304878048780488,4.353658536585366,NaN,0,1968,82 days 01:00:00,1000.0,589.9385622841428,-41.00614377158573,-75.58897794271515,100.0,13.168010372376841,41.685599785358896,81 days 17:00:00,8,1,-0.5899385622840327,-4.151733741445548,-9.303091630137462,NaN,-6.36517265188267,NaT,1 days 07:52:30,-51.183937394196654,-3.9856622114506197,-2.169642306732691,0.5483641526366733,-13.708540889688715,225.63956733975363,0.5006803132769625,0.07536865101037683,-0.0009990009990009292,None,None,-0.0002497927012855551,-1.5107462573750372,-0.4100614377158579,-0.8022994667376384,0.45618100725449057,118.76984126984127
