Metric Type,Ticker,Strategy Type,Fast Period,Slow Period,Signal Period,Signal Entry,Signal Exit,Signal Unconfirmed,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Most Total Return [%],BILI,MACD,8,13,20,true,false,None,1,80,1.3034963285715524,62.0253164556962,1.6046190994752894,0.8960129105440542,1.4475728102375276,-0.2259608543776223,0 days 23:59:59.999999999,0.029402946497803048,0.9056603773584906,1.8,0.8114833906814076,0,1855,1856 days 00:00:00,1000.0,1866.3178461885575,86.63178461885575,111.92170978535998,100.0,221.76346000762913,16.50834099422043,533 days 00:00:00,79,-1.8663178461883945,15.346514520411446,-10.362244007505197,3.504226004693715,-3.3640684765670574,1 days 00:00:00,1 days 00:00:00,10.989672962465136,0.7577082300347987,0.7908457108337271,1.6674563359496546,5.525315750980577,97.30515420117644,3.743269325601267,0.4454545454545454,-0.000999000999000839,,,0.0003808890729578249,0.09598404638537188,0.8663178461885555,0.08841195820917247,0.15245554044049384,0,80,2686.8055555555557,,,,
Least Max Drawdown [%],BILI,MACD,8,13,20,true,false,None,1,80,1.3034963285715524,62.0253164556962,1.6046190994752894,0.8960129105440542,1.4475728102375276,-0.2259608543776223,0 days 23:59:59.999999999,0.029402946497803048,0.9056603773584906,1.8,0.8114833906814076,0,1855,1856 days 00:00:00,1000.0,1866.3178461885575,86.63178461885575,111.92170978535998,100.0,221.76346000762913,16.50834099422043,533 days 00:00:00,79,-1.8663178461883945,15.346514520411446,-10.362244007505197,3.504226004693715,-3.3640684765670574,1 days 00:00:00,1 days 00:00:00,10.989672962465136,0.7577082300347987,0.7908457108337271,1.6674563359496546,5.525315750980577,97.30515420117644,3.743269325601267,0.4454545454545454,-0.000999000999000839,,,0.0003808890729578249,0.09598404638537188,0.8663178461885555,0.08841195820917247,0.15245554044049384,0,80,2686.8055555555557,,,,
Median Worst Trade [%],BILI,MACD,8,13,20,true,false,None,1,80,1.3034963285715524,62.0253164556962,1.6046190994752894,0.8960129105440542,1.4475728102375276,-0.2259608543776223,0 days 23:59:59.999999999,0.029402946497803048,0.9056603773584906,1.8,0.8114833906814076,0,1855,1856 days 00:00:00,1000.0,1866.3178461885575,86.63178461885575,111.92170978535998,100.0,221.76346000762913,16.50834099422043,533 days 00:00:00,79,-1.8663178461883945,15.346514520411446,-10.362244007505197,3.504226004693715,-3.3640684765670574,1 days 00:00:00,1 days 00:00:00,10.989672962465136,0.7577082300347987,0.7908457108337271,1.6674563359496546,5.525315750980577,97.30515420117644,3.743269325601267,0.4454545454545454,-0.000999000999000839,,,0.0003808890729578249,0.09598404638537188,0.8663178461885555,0.08841195820917247,0.15245554044049384,0,80,2686.8055555555557,,,,
Most Profit Factor,BILI,MACD,8,13,20,true,false,None,1,80,1.3034963285715524,62.0253164556962,1.6046190994752894,0.8960129105440542,1.4475728102375276,-0.2259608543776223,0 days 23:59:59.999999999,0.029402946497803048,0.9056603773584906,1.8,0.8114833906814076,0,1855,1856 days 00:00:00,1000.0,1866.3178461885575,86.63178461885575,111.92170978535998,100.0,221.76346000762913,16.50834099422043,533 days 00:00:00,79,-1.8663178461883945,15.346514520411446,-10.362244007505197,3.504226004693715,-3.3640684765670574,1 days 00:00:00,1 days 00:00:00,10.989672962465136,0.7577082300347987,0.7908457108337271,1.6674563359496546,5.525315750980577,97.30515420117644,3.743269325601267,0.4454545454545454,-0.000999000999000839,,,0.0003808890729578249,0.09598404638537188,0.8663178461885555,0.08841195820917247,0.15245554044049384,0,80,2686.8055555555557,,,,
Most Expectancy,BILI,MACD,8,13,20,true,false,None,1,80,1.3034963285715524,62.0253164556962,1.6046190994752894,0.8960129105440542,1.4475728102375276,-0.2259608543776223,0 days 23:59:59.999999999,0.029402946497803048,0.9056603773584906,1.8,0.8114833906814076,0,1855,1856 days 00:00:00,1000.0,1866.3178461885575,86.63178461885575,111.92170978535998,100.0,221.76346000762913,16.50834099422043,533 days 00:00:00,79,-1.8663178461883945,15.346514520411446,-10.362244007505197,3.504226004693715,-3.3640684765670574,1 days 00:00:00,1 days 00:00:00,10.989672962465136,0.7577082300347987,0.7908457108337271,1.6674563359496546,5.525315750980577,97.30515420117644,3.743269325601267,0.4454545454545454,-0.000999000999000839,,,0.0003808890729578249,0.09598404638537188,0.8663178461885555,0.08841195820917247,0.15245554044049384,0,80,2686.8055555555557,,,,
Most Sharpe Ratio,BILI,MACD,8,13,20,true,false,None,1,80,1.3034963285715524,62.0253164556962,1.6046190994752894,0.8960129105440542,1.4475728102375276,-0.2259608543776223,0 days 23:59:59.999999999,0.029402946497803048,0.9056603773584906,1.8,0.8114833906814076,0,1855,1856 days 00:00:00,1000.0,1866.3178461885575,86.63178461885575,111.92170978535998,100.0,221.76346000762913,16.50834099422043,533 days 00:00:00,79,-1.8663178461883945,15.346514520411446,-10.362244007505197,3.504226004693715,-3.3640684765670574,1 days 00:00:00,1 days 00:00:00,10.989672962465136,0.7577082300347987,0.7908457108337271,1.6674563359496546,5.525315750980577,97.30515420117644,3.743269325601267,0.4454545454545454,-0.000999000999000839,,,0.0003808890729578249,0.09598404638537188,0.8663178461885555,0.08841195820917247,0.15245554044049384,0,80,2686.8055555555557,,,,
Most Calmar Ratio,BILI,MACD,8,13,20,true,false,None,1,80,1.3034963285715524,62.0253164556962,1.6046190994752894,0.8960129105440542,1.4475728102375276,-0.2259608543776223,0 days 23:59:59.999999999,0.029402946497803048,0.9056603773584906,1.8,0.8114833906814076,0,1855,1856 days 00:00:00,1000.0,1866.3178461885575,86.63178461885575,111.92170978535998,100.0,221.76346000762913,16.50834099422043,533 days 00:00:00,79,-1.8663178461883945,15.346514520411446,-10.362244007505197,3.504226004693715,-3.3640684765670574,1 days 00:00:00,1 days 00:00:00,10.989672962465136,0.7577082300347987,0.7908457108337271,1.6674563359496546,5.525315750980577,97.30515420117644,3.743269325601267,0.4454545454545454,-0.000999000999000839,,,0.0003808890729578249,0.09598404638537188,0.8663178461885555,0.08841195820917247,0.15245554044049384,0,80,2686.8055555555557,,,,
Most Omega Ratio,BILI,MACD,8,13,20,true,false,None,1,80,1.3034963285715524,62.0253164556962,1.6046190994752894,0.8960129105440542,1.4475728102375276,-0.2259608543776223,0 days 23:59:59.999999999,0.029402946497803048,0.9056603773584906,1.8,0.8114833906814076,0,1855,1856 days 00:00:00,1000.0,1866.3178461885575,86.63178461885575,111.92170978535998,100.0,221.76346000762913,16.50834099422043,533 days 00:00:00,79,-1.8663178461883945,15.346514520411446,-10.362244007505197,3.504226004693715,-3.3640684765670574,1 days 00:00:00,1 days 00:00:00,10.989672962465136,0.7577082300347987,0.7908457108337271,1.6674563359496546,5.525315750980577,97.30515420117644,3.743269325601267,0.4454545454545454,-0.000999000999000839,,,0.0003808890729578249,0.09598404638537188,0.8663178461885555,0.08841195820917247,0.15245554044049384,0,80,2686.8055555555557,,,,
Most Sortino Ratio,BILI,MACD,8,13,20,true,false,None,1,80,1.3034963285715524,62.0253164556962,1.6046190994752894,0.8960129105440542,1.4475728102375276,-0.2259608543776223,0 days 23:59:59.999999999,0.029402946497803048,0.9056603773584906,1.8,0.8114833906814076,0,1855,1856 days 00:00:00,1000.0,1866.3178461885575,86.63178461885575,111.92170978535998,100.0,221.76346000762913,16.50834099422043,533 days 00:00:00,79,-1.8663178461883945,15.346514520411446,-10.362244007505197,3.504226004693715,-3.3640684765670574,1 days 00:00:00,1 days 00:00:00,10.989672962465136,0.7577082300347987,0.7908457108337271,1.6674563359496546,5.525315750980577,97.30515420117644,3.743269325601267,0.4454545454545454,-0.000999000999000839,,,0.0003808890729578249,0.09598404638537188,0.8663178461885555,0.08841195820917247,0.15245554044049384,0,80,2686.8055555555557,,,,
Most Avg Winning Trade Duration,BILI,MACD,8,13,20,true,false,None,1,80,1.3034963285715524,62.0253164556962,1.6046190994752894,0.8960129105440542,1.4475728102375276,-0.2259608543776223,0 days 23:59:59.999999999,0.029402946497803048,0.9056603773584906,1.8,0.8114833906814076,0,1855,1856 days 00:00:00,1000.0,1866.3178461885575,86.63178461885575,111.92170978535998,100.0,221.76346000762913,16.50834099422043,533 days 00:00:00,79,-1.8663178461883945,15.346514520411446,-10.362244007505197,3.504226004693715,-3.3640684765670574,1 days 00:00:00,1 days 00:00:00,10.989672962465136,0.7577082300347987,0.7908457108337271,1.6674563359496546,5.525315750980577,97.30515420117644,3.743269325601267,0.4454545454545454,-0.000999000999000839,,,0.0003808890729578249,0.09598404638537188,0.8663178461885555,0.08841195820917247,0.15245554044049384,0,80,2686.8055555555557,,,,
