Short Window,Long Window
5,26
5,27
5,28
5,29
5,30
5,41
5,42
5,43
5,44
5,66
5,67
5,68
5,69
6,8
6,9
6,10
6,11
6,13
6,14
6,15
6,16
6,17
6,18
6,19
6,20
6,21
6,22
6,23
6,24
6,25
6,26
6,27
6,28
6,70
6,71
6,72
6,79
6,80
6,81
6,82
6,83
6,84
6,85
6,86
6,87
6,88
6,89
7,13
7,16
7,17
7,18
7,20
7,81
7,82
7,83
8,13
8,14
8,16
8,17
8,18
8,20
8,21
8,82
8,83
8,84
8,85
9,13
9,14
9,16
9,17
9,18
9,20
9,21
9,81
9,82
9,83
9,84
9,85
10,13
10,14
10,16
10,17
10,18
10,20
10,21
10,81
10,82
10,83
10,84
11,13
11,14
11,16
11,17
11,18
11,19
11,20
11,80
11,81
11,82
11,83
12,13
12,20
12,79
12,80
12,81
12,82
14,20
14,82
14,83
15,16
15,17
15,18
15,20
15,81
15,82
15,83
16,20
16,82
16,83
17,18
17,20
17,82
17,83
18,20
18,82
18,83
19,20
19,81
19,82
19,83
22,87
23,88
24,88
24,89
31,45
32,35
32,36
32,37
32,39
32,45
33,35
33,45
34,35
34,45
35,45
36,45
37,45
38,45
39,45
40,44
40,45
40,64
41,43
41,44
42,43
47,48
53,55
53,56
54,55
60,61
70,88
70,89
71,86
71,87
71,88
72,81
72,82
72,83
72,84
72,85
72,86
73,78
73,79
73,80
73,81
74,76
74,77
74,78
75,76
