Short Window,Long Window
5,63
5,64
5,65
5,66
5,67
5,68
5,69
6,60
6,61
6,62
6,63
6,64
6,65
6,66
7,58
7,59
7,60
7,61
7,62
7,63
8,56
8,57
8,58
8,59
8,60
8,61
9,54
9,55
9,56
9,57
9,58
9,59
10,53
10,54
10,55
10,56
10,57
10,58
11,52
11,53
11,54
11,55
11,56
12,50
12,51
12,52
12,53
12,54
13,49
13,50
13,51
13,52
13,53
14,48
14,49
14,50
14,51
14,52
15,47
15,48
15,49
15,50
16,46
16,47
16,48
16,49
17,44
17,45
17,46
17,47
17,48
18,43
18,44
18,45
18,46
18,47
19,42
19,43
19,44
19,45
20,41
20,42
20,43
20,44
21,40
21,41
21,42
21,43
22,39
22,40
22,41
22,42
23,38
23,39
23,40
23,41
24,37
24,38
24,39
24,40
25,36
25,37
25,38
25,39
26,35
26,36
26,37
27,34
27,35
27,36
28,32
28,33
28,34
28,35
29,31
29,32
29,33
29,34
30,31
30,32
30,33
31,32
