Short Window,Long Window
5,13
5,14
5,15
5,16
5,17
5,18
5,19
5,20
5,21
5,22
5,23
5,24
6,11
6,12
6,13
6,14
6,15
7,10
7,11
7,12
8,10
8,11
9,10
19,20
37,41
38,41
39,41
40,41
73,88
73,89
74,85
74,86
74,87
74,88
75,83
75,84
75,85
76,82
76,83
77,81
77,82
78,81
79,80
79,81
