Short Window,Long Window
11,29
11,30
11,31
11,32
11,33
11,34
11,35
11,36
11,37
12,13
12,14
12,15
12,28
12,29
12,30
12,31
12,32
12,33
12,34
12,35
12,36
12,37
12,38
12,39
13,14
13,15
13,28
13,29
13,30
13,31
13,32
13,33
13,34
13,35
13,36
13,37
13,38
13,39
14,29
14,30
14,31
14,32
14,33
14,34
14,35
14,36
14,37
14,38
15,28
15,29
15,30
15,31
15,32
15,33
15,34
15,35
15,36
15,37
15,38
16,27
16,28
16,29
16,30
16,31
16,32
16,33
16,34
16,35
16,36
16,37
16,38
16,39
17,23
17,24
17,25
17,26
17,27
17,28
17,29
17,39
17,40
17,45
18,20
18,21
18,22
18,23
18,24
18,25
18,26
18,41
18,42
18,43
18,44
18,45
18,46
18,47
18,48
18,49
18,50
18,54
18,55
18,56
19,20
19,43
19,44
19,45
19,47
19,48
19,49
19,50
19,51
19,52
19,53
19,54
19,55
19,56
19,57
19,58
21,44
21,45
21,46
22,45
30,35
30,36
32,33
34,35
34,36
41,45
42,43
42,44
42,45
42,46
48,49
48,55
49,55
50,55
51,54
51,55
51,56
52,54
53,54
72,88
72,89
73,81
73,82
73,83
73,84
73,85
73,86
73,87
73,88
74,76
74,77
74,78
74,79
74,80
74,81
75,76
