Short Window,Long Window
6,12
6,13
6,14
6,15
6,16
6,17
6,18
6,19
6,20
6,21
6,22
6,61
6,62
6,63
6,64
6,65
6,66
6,67
6,68
6,69
6,70
6,71
6,72
6,76
6,77
6,78
6,79
6,80
6,81
6,82
6,83
6,84
6,85
6,86
6,87
6,88
6,89
7,12
7,13
7,23
7,46
7,47
7,58
7,59
7,60
7,61
7,62
7,63
7,64
7,65
7,66
7,67
7,68
7,69
7,70
7,71
7,72
7,73
7,74
7,75
7,76
7,77
7,78
8,9
8,10
8,11
8,12
8,45
8,46
8,47
8,48
8,49
8,58
8,59
8,60
8,75
9,10
9,11
9,12
9,45
9,46
9,47
9,48
9,58
9,59
10,12
10,46
10,47
10,58
10,59
11,12
11,46
11,47
11,58
11,59
14,79
16,83
17,82
17,83
17,84
17,85
18,81
18,82
18,83
18,84
19,81
19,82
20,80
20,81
21,78
21,79
21,80
21,81
22,61
22,62
22,63
22,64
22,65
22,66
22,67
22,68
22,69
22,70
22,71
22,72
22,76
22,77
22,78
22,79
23,58
23,59
23,60
23,61
23,62
23,65
23,66
23,73
23,74
23,75
23,76
24,44
24,45
24,46
24,47
24,48
24,49
24,57
24,58
24,59
25,42
25,43
25,44
25,45
25,51
25,52
25,53
25,56
25,57
26,39
26,40
26,41
26,42
26,55
26,56
27,38
27,39
27,40
27,56
28,34
28,35
28,36
28,37
28,38
29,33
29,34
30,31
30,32
30,33
30,34
36,37
40,56
41,56
43,57
44,57
46,58
47,58
48,58
49,58
50,57
50,58
51,57
52,57
53,56
53,57
54,56
55,56
60,75
62,76
64,65
64,66
64,67
64,76
64,77
65,76
66,76
69,78
70,78
71,78
72,76
72,77
72,78
73,75
73,76
74,75
