Short Window,Long Window
5,38
5,39
5,40
5,41
5,42
5,43
6,35
6,36
6,37
6,38
6,39
6,40
7,34
7,35
7,36
7,37
8,10
8,11
8,12
8,13
8,14
8,15
8,16
8,17
8,33
8,34
8,35
8,36
9,10
9,11
9,12
9,13
9,15
9,16
9,17
9,18
9,33
9,34
10,33
11,13
11,15
11,16
11,33
11,34
12,13
12,15
12,16
12,33
12,34
13,34
14,34
15,16
15,33
15,34
16,33
16,34
17,33
17,34
18,33
18,34
19,33
20,33
21,32
21,33
22,32
23,32
24,32
25,32
26,30
26,32
27,30
27,32
28,29
28,30
28,32
31,32
56,57
56,58
66,89
67,87
67,88
67,89
68,86
68,87
69,84
69,85
69,86
70,83
70,84
71,83
72,81
72,82
72,83
73,80
73,81
74,76
74,77
74,78
74,79
74,80
75,76
