Short Window,Long Window
9,88
9,89
10,79
10,80
10,81
10,82
10,83
10,84
10,85
10,86
10,87
10,88
10,89
11,71
11,75
11,76
11,77
11,78
11,79
11,80
11,81
11,82
11,83
11,84
11,85
12,65
12,66
12,67
12,68
12,69
12,70
12,71
12,72
12,73
12,74
12,75
12,76
12,77
12,78
13,62
13,63
13,64
13,65
13,66
13,67
13,68
13,69
13,70
13,71
13,73
13,74
13,75
14,60
14,61
14,62
14,63
14,64
14,65
14,66
15,59
15,60
15,61
15,62
15,63
16,58
16,59
16,60
16,61
17,57
17,58
17,59
18,56
18,57
18,58
19,55
19,56
19,57
20,54
20,55
20,56
20,57
21,53
21,54
21,55
21,56
21,57
22,51
22,52
22,53
22,54
22,55
23,49
23,50
23,51
23,52
23,53
24,45
24,46
24,47
24,48
24,49
24,50
24,51
24,52
25,44
25,45
25,46
25,47
25,48
25,49
25,50
26,44
26,45
26,46
27,44
27,45
27,46
28,43
28,44
28,45
29,43
29,44
29,45
30,39
30,40
30,41
30,42
30,43
30,44
31,38
31,39
31,43
32,37
32,38
32,39
33,36
33,37
33,38
34,35
34,36
40,43
41,43
42,43
47,48
47,49
70,75
71,75
72,75
73,74
73,75
