Short Window,Long Window
5,8
5,9
5,10
5,11
5,12
5,13
5,14
5,15
5,16
5,17
5,18
5,19
5,20
5,21
5,22
5,23
5,24
5,45
5,46
5,47
5,52
5,53
5,54
5,55
5,56
5,57
5,58
5,59
5,60
5,61
5,62
5,63
5,82
5,83
5,84
5,85
5,86
5,87
5,88
5,89
6,8
6,21
6,22
6,58
6,59
6,60
6,61
6,62
6,63
6,64
6,65
6,66
6,80
6,81
6,82
6,83
6,84
7,64
7,81
7,82
8,83
9,22
9,85
10,23
10,85
10,86
11,23
12,14
12,15
12,23
12,24
12,53
12,85
12,86
12,87
12,88
13,14
13,23
13,85
13,86
14,23
14,86
15,23
15,85
15,86
16,22
16,23
16,54
16,55
16,84
16,85
16,86
17,18
17,22
17,56
17,84
17,85
18,22
18,84
18,85
19,22
19,57
19,83
19,84
19,85
20,21
20,22
20,58
20,83
20,84
21,83
21,84
42,48
42,49
42,50
42,89
43,47
43,48
43,88
43,89
44,46
44,47
44,88
44,89
45,46
45,88
46,88
50,89
51,88
51,89
52,87
52,88
53,86
53,87
54,85
54,86
55,85
56,84
56,85
57,83
57,84
58,83
58,84
59,83
60,83
61,82
61,83
62,82
62,83
63,82
64,81
64,82
65,81
65,82
66,81
67,80
67,81
68,79
68,80
69,79
70,78
70,79
71,78
72,77
72,78
73,76
73,77
74,75
74,76
