Short Window,Long Window
5,78
5,79
5,80
5,81
5,82
5,83
5,84
5,85
5,86
5,87
5,88
5,89
6,16
6,17
6,18
6,19
6,20
6,21
6,22
6,23
6,24
6,25
6,26
6,27
6,28
6,29
6,30
6,31
6,32
6,33
6,34
6,35
6,36
6,37
6,38
6,39
6,40
6,41
6,42
6,43
6,44
6,45
6,46
6,47
6,48
6,49
6,50
6,51
6,52
6,53
6,54
6,55
6,56
6,57
6,58
6,59
6,60
6,61
6,62
6,63
6,64
6,65
6,66
6,67
6,68
6,69
6,70
6,71
6,72
6,73
6,74
6,75
6,76
6,77
6,78
6,79
6,80
6,81
6,82
6,83
7,16
7,17
7,18
7,19
7,20
7,24
7,25
7,26
7,27
7,28
7,29
7,30
7,31
7,32
7,33
7,34
7,35
7,36
7,37
7,38
7,39
7,40
7,41
7,42
7,43
7,44
7,45
7,46
7,47
7,48
7,49
7,50
7,51
7,52
7,53
7,54
7,55
7,56
7,57
7,58
7,59
7,60
7,61
7,62
7,63
7,64
7,65
7,66
7,67
7,68
7,69
7,70
7,71
7,72
7,73
7,74
7,75
7,76
7,77
7,78
8,15
8,16
8,17
8,18
8,25
8,26
8,27
8,28
8,29
8,30
8,31
8,32
8,33
8,34
8,35
8,36
8,37
8,38
8,39
8,40
8,41
8,42
8,43
8,44
8,45
8,46
8,47
8,48
8,49
8,50
8,51
8,52
8,53
8,54
8,55
8,56
8,57
8,58
8,59
8,60
8,61
8,62
8,63
8,64
8,65
8,66
8,67
8,68
8,69
8,70
8,71
8,72
8,73
8,74
8,75
8,76
8,77
9,13
9,14
9,15
9,16
10,11
10,12
10,13
10,14
10,15
14,15
17,58
17,76
18,61
18,62
18,65
18,66
18,67
18,68
18,69
18,77
19,61
19,62
19,63
19,67
19,68
19,77
19,78
20,77
20,78
21,78
22,77
22,78
23,62
23,63
23,77
23,78
24,60
24,61
24,62
24,63
24,64
24,65
24,66
24,67
24,68
24,69
24,71
24,76
24,77
24,78
25,60
25,61
25,62
25,63
25,64
25,65
25,66
25,67
25,68
25,69
25,70
25,71
25,76
25,77
26,39
26,59
26,60
26,61
26,62
26,65
26,66
26,67
26,68
26,69
26,70
26,71
26,76
26,77
27,36
27,37
27,39
27,58
27,59
27,60
27,61
27,71
27,76
27,77
28,35
28,36
28,37
28,38
28,39
28,40
28,44
28,45
28,46
28,55
28,58
28,59
28,60
28,71
28,76
29,31
29,34
29,35
29,36
29,39
29,41
29,43
29,44
29,45
29,46
29,47
29,48
29,49
29,50
29,51
29,52
29,53
29,54
29,55
29,57
29,58
29,59
29,75
29,76
30,31
30,34
30,35
30,42
30,43
30,44
30,48
30,49
30,50
30,51
30,52
30,53
30,54
30,55
30,57
30,58
30,75
30,76
31,34
31,43
31,44
31,50
31,51
31,52
31,53
31,54
31,55
31,57
31,58
31,76
32,34
32,35
32,42
32,43
32,44
32,45
32,48
32,49
32,50
32,51
32,52
32,53
32,54
32,55
32,56
32,57
32,58
32,75
32,76
33,34
33,43
33,49
33,50
33,54
33,57
33,58
33,75
33,76
34,57
34,76
35,58
35,76
36,39
36,58
36,59
36,76
37,39
37,58
37,59
37,76
38,39
38,45
38,46
38,58
38,59
38,76
39,59
39,76
40,44
40,45
40,46
40,55
40,58
40,59
40,76
41,43
41,44
41,45
41,48
41,50
41,51
41,52
41,53
41,54
41,55
41,57
41,58
41,76
42,43
42,49
42,50
42,51
42,54
42,55
42,57
42,58
42,75
42,76
43,57
43,76
44,58
44,76
45,58
45,76
46,58
46,59
46,76
47,51
47,52
47,54
47,55
47,57
47,58
47,59
47,76
48,50
48,51
48,52
48,53
48,54
48,55
48,57
48,58
48,76
49,50
49,57
49,75
49,76
50,57
50,76
51,55
51,58
51,76
52,55
52,58
52,76
53,54
53,55
53,57
53,58
53,76
54,57
54,76
55,58
55,76
56,57
56,58
56,75
56,76
58,76
59,76
60,76
61,77
62,77
63,77
64,65
64,66
64,67
64,68
64,69
64,77
65,77
66,77
67,77
68,77
69,77
70,71
70,76
70,77
72,76
72,77
73,75
73,76
74,75
